rowname	count
P0A7J0	12
P0A7J3	17
P0A7J7	14
P0A7K2	16
P0A7K6	13
P0A7L0	29
P0A7L3	12
P0A7L8	9
P0A7M2	6
P0A7M6	7
P0A7M9	6
P0A7N1	7
P0A7N4	7
P0A7N9	3
P0A7P5	2
P0A7Q6	1
P0A7R1	18
P0A7R5	17
P0A7R9	12
P0A7S3	6
P0A7S9	16
P0A7T3	5
P0A7T7	6
P0A7U3	14
P0A7U7	6
P0A7V0	22
P0A7V3	19
P0A7V8	22
P0A7W1	27
P0A7W7	17
P0A7X3	11
P0A7X6	11
P0A7Y0	13
P0A7Y4	3
P0A7Y8	9
P0A7Z0	12
P0A7Z4	37
P0A800	12
P0A805	25
P0A809	3
P0A812	16
P0A817	36
P0A821	14
P0A823	3
P0A825	50
P0A830	1
P0A832	6
P0A836	37
P0A840	7
P0A847	19
P0A850	59
P0A853	15
P0A855	28
P0A858	20
P0A862	13
P0A867	40
P0A867;P0A870	4
P0A870	35
P0A873	6
P0A877	23
P0A879	28
P0A881	5
P0A884	11
P0A887	26
P0A890	2
P0A894	15
P0A898	2
P0A8A0	15
P0A8A2	8
P0A8A4	11
P0A8A8	4
P0A8B2	4
P0A8B5	16
P0A8C1	5
P0A8C4	1
P0A8D0	14
P0A8D3	2
P0A8D6	7
P0A8E1	13
P0A8E5	3
P0A8E7	16
P0A8F0	21
P0A8F4	13
P0A8F8	23
P0A8G0	15
P0A8G3	26
P0A8G6	17
P0A8G9	5
P0A8H6	13
P0A8H8	1
P0A8I1	3
P0A8I3	10
P0A8I5	11
P0A8I8	12
P0A8J2	2
P0A8J4	9
P0A8J8	28
P0A8K1	15
P0A8K5	3
P0A8L1	38
P0A8L5	2
P0A8M0	27
P0A8M3	41
P0A8M6	19
P0A8N0	7
P0A8N3	34
P0A8N3;P0A8N5	17
P0A8N5	14
P0A8N7	2
P0A8P3	19
P0A8P6	2
P0A8P8	1
P0A8Q0	4
P0A8Q6	1
P0A8R0	7
P0A8R4	1
P0A8R7	4
P0A8R9	6
P0A8S1	13
P0A8T1	4
P0A8T7	136
P0A8U0	4
P0A8U2	1
P0A8U6	7
P0A8V0	3
P0A8V2	119
P0A8V6	8
P0A8W0	12
P0A8W2	10
P0A8W5	16
P0A8W8	24
P0A8X0	10
P0A8X2	12
P0A8Y1	1
P0A8Y3	11
P0A8Y5	14
P0A8Y8	3
P0A8Z0	3
P0A8Z3	1
P0A901	7
P0A903	35
P0A905	14
P0A908	13
P0A910	52
P0A912	18
P0A915	11
P0A917	13
P0A921	11
P0A924	2
P0A927	13
P0A932	1
P0A935	13
P0A937	1
P0A940	57
P0A944	4
P0A948	3
P0A951	8
P0A953	26
P0A955	14
P0A959	11
P0A962	9
P0A964	1
P0A968	3
P0A972	8
P0A978	1
P0A978;P0A9X9	1
P0A988	16
P0A991	28
P0A993	23
P0A998	7
P0A9A2	8
P0A9A6	50
P0A9A9	8
P0A9B2	51
P0A9B6	9
P0A9C0	1
P0A9C3	15
P0A9C5	42
P0A9C9	14
P0A9D2	23
P0A9D4	6
P0A9D8	19
P0A9E0	2
P0A9E5	6
P0A9F1	8
P0A9F3	20
P0A9F6	5
P0A9F9	10
P0A9G2	1
P0A9G4	4
P0A9G6	43
P0A9G8	9
P0A9H1	10
P0A9H5	5
P0A9H7	15
P0A9H9	1
P0A9I3	4
P0A9J0	14
P0A9J4	4
P0A9J6	8
P0A9J8	12
P0A9K3	26
P0A9K7	12
P0A9K9	8
P0A9L3	15
P0A9L5	5
P0A9L8	11
P0A9M0	72
P0A9M2	16
P0A9M5	11
P0A9M8	63
P0A9N4	14
P0A9N8	1
P0A9P0	53
P0A9P4	20
P0A9P6	28
P0A9P9	2
P0A9Q1	26
P0A9Q5	22
P0A9Q7	89
P0A9Q9	27
P0A9R4	5
P0A9R7	9
P0A9S1	8
P0A9S3	15
P0A9S5	12
P0A9S7	10
P0A9T0	20
P0A9T4	11
P0A9T6	1
P0A9T8	6
P0A9U1	1
P0A9U3	26
P0A9U6	1
P0A9V1	21
P0A9W0	4
P0A9W3	51
P0A9W6	5
P0A9W9	16
P0A9X1	9
P0A9X4	29
P0A9X9	5
P0A9Y6	8
P0A9Z1	10
P0AA04	6
P0AA10	14
P0AA16	23
P0AA25	10
P0AA31	4
P0AA37	1
P0AA39	11
P0AA43	11
P0AA53	11
P0AA57	6
P0AA73	1
P0AA78	1
P0AA82	3
P0AA84	1
P0AA86	1
P0AA89	2
P0AA91	7
P0AA95	2
P0AA97	1
P0AA99	1
P0AAA1	2
P0AAA7	1
P0AAA9	1
P0AAB4	11
P0AAB6	39
P0AAB8	10
P0AAC0	18
P0AAC4	3
P0AAC8	4
P0AAD6	1
P0AAE0	5
P0AAF3	1
P0AAF6	6
P0AAG0	22
P0AAG3	4
P0AAG5	1
P0AAG8	2
P0AAH0	9
P0AAH4	2
P0AAH8	2
P0AAI3	61
P0AAI5	19
P0AAI9	21
P0AAJ1	3
P0AAJ5	1
P0AAJ8	2
P0AAK1	1
P0AAN1	1
P0AAN3	5
P0AAN5	6
P0AAN9	2
P0AAP3	6
P0AAQ2	3
P0AAQ6	1
P0AAR3	10
P0AAR8	1
P0AAS0	3
P0AAS3	1
P0AAS7	5
P0AAT2	4
P0AAT4	5
P0AAT6	7
P0AAT9	14
P0AAU2	2
P0AAU7	3
P0AAV4	3
P0AAV6	1
P0AAW1	5
P0AAX3	3
P0AAX8	9
P0AAZ4	10
P0AAZ7	7
P0AB01	3
P0AB03	8
P0AB10	7
P0AB12	2
P0AB14	8
P0AB18	1
P0AB24	31
P0AB26	9
P0AB28	9
P0AB38	10
P0AB40	2
P0AB43	11
P0AB46	5
P0AB49	1
P0AB52	7
P0AB55	1
P0AB58	7
P0AB61	9
P0AB65	3
P0AB67	18
P0AB71	28
P0AB74	1
P0AB77	12
P0AB80	20
P0AB83	3
P0AB85	1
P0AB87	1
P0AB89	39
P0AB91	28
P0AB96	1
P0AB98	1
P0ABA0	19
P0ABA4	16
P0ABA6	36
P0ABB0	53
P0ABB4	63
P0ABB8	19
P0ABC3	28
P0ABC7	33
P0ABC9	2
P0ABD3	20
P0ABD5	38
P0ABD8	5
P0ABE2	8
P0ABE5	1
P0ABF1	18
P0ABF4	2
P0ABF6	13
P0ABG1	1
P0ABG4	1
P0ABG7	1
P0ABH0	10
P0ABH7	37
P0ABH9	38
P0ABI4	3
P0ABI8	12
P0ABJ1	21
P0ABJ9	19
P0ABK2	5
P0ABK5	40
P0ABK9	4
P0ABL1	1
P0ABL3	2
P0ABL5	1
P0ABM9	4
P0ABN1	1
P0ABN5	5
P0ABN9	1
P0ABP8	24
P0ABQ0	11
P0ABQ2	10
P0ABQ4	2
P0ABR1	2
P0ABS1	14
P0ABS5	10
P0ABS8	1
P0ABT2	29
P0ABT5	1
P0ABU0	13
P0ABU2	27
P0ABU5	12
P0ABU7	11
P0ABU9	6
P0ABV2	10
P0ABV6	5
P0ABX5	1
P0ABX8	1
P0ABY4	4
P0ABZ1	2
P0ABZ4	6
P0ABZ6	37
P0AC02	24
P0AC13	14
P0AC19	5
P0AC23	6
P0AC28	5
P0AC30	7
P0AC33	28
P0AC33;P14407	17
P0AC38	27
P0AC41	46
P0AC44	1
P0AC47	13
P0AC51	2
P0AC53	34
P0AC55	1
P0AC59	30
P0AC62	6
P0AC69	9
P0AC75	7
P0AC78	1
P0AC81	9
P0AC84	6
P0AC86	34
P0AC92	2
P0AC92;P77695	2
P0ACA1	11
P0ACA3	26
P0ACA7	17
P0ACB0	21
P0ACB2	17
P0ACB4	9
P0ACB7	19
P0ACC1	1
P0ACC3	2
P0ACC7	17
P0ACD4	10
P0ACD8	1
P0ACE0	13
P0ACE3	4
P0ACE7	8
P0ACF0	8
P0ACF4	8
P0ACF8	18
P0ACF8;P0ACG1	2
P0ACG1	14
P0ACG8	1
P0ACH8	1
P0ACI0	9
P0ACI3	1
P0ACI6	1
P0ACJ0	20
P0ACJ8	32
P0ACK2	3
P0ACK5	4
P0ACK8	1
P0ACL0	5
P0ACL2	9
P0ACL5	5
P0ACL9	11
P0ACM2	5
P0ACM5	3
P0ACM9	1
P0ACN4	8
P0ACN7	4
P0ACP1	14
P0ACP5	8
P0ACP7	29
P0ACQ0	1
P0ACQ4	12
P0ACR2	1
P0ACR4	5
P0ACR9	8
P0ACS7	3
P0ACS9	1
P0ACT6	4
P0ACU0	1
P0ACU2	2
P0ACU5	5
P0ACU7	16
P0ACV0	4
P0ACV4	3
P0ACV6	1
P0ACV8	3
P0ACW6	7
P0ACX3	11
P0ACX5	3
P0ACX9	2
P0ACY1	12
P0ACY3	41
P0ACY9	2
P0ACZ4	11
P0ACZ8	3
P0AD01	5
P0AD05	16
P0AD07	1
P0AD10	9
P0AD12	13
P0AD14	1
P0AD21	1
P0AD24	4
P0AD27	12
P0AD33	3
P0AD37	1
P0AD40	1
P0AD42	1
P0AD44	6
P0AD49	13
P0AD53	1
P0AD57	6
P0AD59	17
P0AD61	51
P0AD65	14
P0AD68	10
P0AD96	31
P0AD99	1
P0ADA1	17
P0ADA3	17
P0ADA5	4
P0ADB1	8
P0ADB7	2
P0ADC1	15
P0ADC3	7
P0ADC6	4
P0ADC8	1
P0ADE4	18
P0ADE6	21
P0ADE8	26
P0ADF6	2
P0ADF8	10
P0ADG4	21
P0ADG7	41
P0ADI0;P77170	1
P0ADI4	33
P0ADI7	5
P0ADK0	15
P0ADK6	1
P0ADK8	8
P0ADL3	1
P0ADM4	4
P0ADM8	2
P0ADN2	15
P0ADN6	2
P0ADP0	15
P0ADP2	3
P0ADP7	3
P0ADP9	11
P0ADQ2	12
P0ADQ7	2
P0ADR6	7
P0ADR8	22
P0ADS2	7
P0ADS6	13
P0ADS9	11
P0ADT2	10
P0ADT5	18
P0ADT8	14
P0ADU2	7
P0ADU5	8
P0ADV1	13
P0ADV5	8
P0ADV7	18
P0ADV9	4
P0ADW3	17
P0ADW8	1
P0ADX1	7
P0ADX5	1
P0ADX7	13
P0ADX9	4
P0ADY1	50
P0ADY3	8
P0ADY7	10
P0ADZ0	5
P0ADZ4	5
P0ADZ7	9
P0AE01	11
P0AE06	31
P0AE08	28
P0AE12	20
P0AE14	2
P0AE18	24
P0AE22	6
P0AE28	5
P0AE30	1
P0AE34	1
P0AE39	2
P0AE42	1
P0AE45	2
P0AE48	5
P0AE52	15
P0AE60	2
P0AE63	6
P0AE67	2
P0AE70	2
P0AE72	1
P0AE78	20
P0AE82	17
P0AE85	7
P0AE88	24
P0AE91	7
P0AEA2	1
P0AEA8	13
P0AEB2	30
P0AEB5	2
P0AEB7	10
P0AEC0	3
P0AEC3	19
P0AEC5	5
P0AEC8	1
P0AED0	11
P0AED5	5
P0AED7	18
P0AED9	9
P0AEE1	14
P0AEE3	3
P0AEE5	19
P0AEE8	1
P0AEF0	1
P0AEF4	1
P0AEF8	6
P0AEG1	3
P0AEG4	27
P0AEG6	13
P0AEH1	10
P0AEH3	3
P0AEH5	5
P0AEI1	23
P0AEI4	17
P0AEI6	5
P0AEJ2	26
P0AEJ4	2
P0AEJ6	10
P0AEK0	2
P0AEK2	22
P0AEK4	24
P0AEL3	5
P0AEL6	11
P0AEM0	4
P0AEM4	3
P0AEM6	1
P0AEM9	42
P0AEN1	9
P0AEN4	7
P0AEN8	5
P0AEP1	1
P0AEP3	23
P0AEQ1	5
P0AEQ3	36
P0AEQ6	3
P0AER3	1
P0AER5	1
P0AER8	2
P0AES0	13
P0AES2	6
P0AES4	56
P0AES6	41
P0AES9	2
P0AET2	9
P0AET5	1
P0AET8	15
P0AEU0	26
P0AEU7	14
P0AEV1	3
P0AEV9	3
P0AEW4	2
P0AEW6	11
P0AEW9	4
P0AEX3	3
P0AEX5	10
P0AEX9	39
P0AEY3	6
P0AEY5	13
P0AEZ1	24
P0AEZ3	30
P0AEZ9	16
P0AF03	8
P0AF08	18
P0AF12	9
P0AF18	13
P0AF20	11
P0AF24	11
P0AF26	1
P0AF28	14
P0AF36	10
P0AF43	5
P0AF48	4
P0AF50	7
P0AF52	2
P0AF54	2
P0AF56	1
P0AF63	3
P0AF67	6
P0AF70	5
P0AF90	1
P0AF93	10
P0AF96	7
P0AF98	6
P0AFA2	2
P0AFA7	5
P0AFB1	11
P0AFB5	6
P0AFB8	16
P0AFC0	1
P0AFC3	4
P0AFC7	10
P0AFD1	9
P0AFD4	1
P0AFD6	14
P0AFE0	1
P0AFE4	3
P0AFF0	1
P0AFF2	3
P0AFF4	1
P0AFF6	57
P0AFG0	18
P0AFG3	67
P0AFG6	34
P0AFG8	106
P0AFH0	3
P0AFH2	9
P0AFH6	3
P0AFH8	11
P0AFI0	1
P0AFI2	24
P0AFI5	1
P0AFI7	11
P0AFI9	1
P0AFJ1	7
P0AFJ5	5
P0AFJ7	7
P0AFK0	30
P0AFK2	1
P0AFK6	1
P0AFK9	29
P0AFL3	12
P0AFL6	16
P0AFM2	23
P0AFM4	2
P0AFM6	18
P0AFM9	5
P0AFN2	1
P0AFP2	1
P0AFP4	5
P0AFP6	16
P0AFP9	1
P0AFQ7	8
P0AFR0	7
P0AFR2	1
P0AFR4	10
P0AFS3	2
P0AFT2	5
P0AFT5	2
P0AFU0	2
P0AFU4	7
P0AFU8	10
P0AFW0	2
P0AFW2	4
P0AFW4	5
P0AFW8	3
P0AFX0	3
P0AFX4	2
P0AFX7	9
P0AFX9	8
P0AFY2	1
P0AFY6	1
P0AFY8	11
P0AFZ1	3
P0AFZ3	4
P0AG00	13
P0AG03	4
P0AG07	21
P0AG14	22
P0AG16	21
P0AG18	8
P0AG20	19
P0AG24	16
P0AG27	10
P0AG30	46
P0AG40	8
P0AG44	17
P0AG48	7
P0AG51	11
P0AG55	17
P0AG59	3
P0AG63	4
P0AG67	70
P0AG71	5
P0AG76	2
P0AG78	21
P0AG80	22
P0AG82	26
P0AG84	19
P0AG86	8
P0AG90	24
P0AG93	5
P0AG96	1
P0AG99	4
P0AGA2	6
P0AGA6	3
P0AGB0	9
P0AGB6	6
P0AGC3	39
P0AGC7	3
P0AGD1	12
P0AGD3	12
P0AGD7	33
P0AGE0	8
P0AGE4	5
P0AGE6	8
P0AGE9	29
P0AGF2	6
P0AGG0	9
P0AGG2	8
P0AGG4	6
P0AGG8	14
P0AGH1	1
P0AGH8	1
P0AGI1	1
P0AGI8	5
P0AGJ2	7
P0AGJ5	17
P0AGJ7	10
P0AGJ9	26
P0AGK4	2
P0AGK8	6
P0AGL5	2
P0AGL7	5
P0AGM7	2
P0C018	11
P0C037	1
P0C054	6
P0C066	13
P0C077	1
P0C079	7
P0C093	6
P0C0K3	10
P0C0L2	11
P0C0L7	9
P0C0L9	1
P0C0R7	5
P0C0S1	13
P0C0U4	1
P0C0V0	30
P0C8J6	31
P0C8J8	28
P0C8J8;P0C8K0	1
P0C8K0	1
P0C960	12
P0CB39	17
P0CE47	66
P0CF91;P0CF92;P0CF93	1
P0CG19	1
P0CK95	9
P0DM85	1
P0DMC5	4
P0DMC7	14
P0DP89	8
P0DPO3	1
P0DPP7	1
P0DSF6	1
P0DTT0	37
P10100	11
P10121	27
P10346	8
P10371	10
P10378	20
P10384	5
P10408	70
P10441	9
P10442	1
P10443	10
P10902	12
P10903	1
P10907	4
P10908	7
P11071	4
P11072	1
P11349	4
P11349;P19318	4
P11350	1
P11446	10
P11447	35
P11454	49
P11458	13
P11557	17
P11875	37
P11880	13
P12008	17
P12281	11
P12282	2
P12295	7
P12758	17
P12994	9
P12995	6
P12996	8
P12998	4
P13000	8
P13001	3
P13009	65
P13016	5
P13024	17
P13029	56
P13035	7
P13036	2
P13039	4
P13445	9
P13458	5
P13482	36
P13518	5
P13656	3
P13669	2
P13738	1
P13857	3
P14081	26
P14175	26
P14176	1
P14294	8
P14375	1
P14407	6
P14900	15
P15005	1
P15034	34
P15038	19
P15042	27
P15047	17
P15067	17
P15078	5
P15082	1
P15254	86
P15286	4
P15288	30
P15373	5
P15639	44
P15640	29
P15723	3
P15770	8
P15877	29
P15977	11
P15993	3
P16095	4
P16095;P30744	1
P16384	13
P16431	1
P16456	25
P16525	6
P16528	1
P16659	55
P16676	17
P16681	6
P16691	2
P16700	38
P16701	1
P16703	25
P16869	18
P16926	8
P17109	2
P17115	4
P17117	17
P17169	42
P17315	67
P17443	14
P17445	11
P17802	1
P17846	58
P17854	18
P17888	9
P17952	18
P17993	21
P18133	31
P18196	9
P18335	25
P18390	4
P18392	4
P18775	25
P18775;P77374	1
P18775;P77374;P77783	1
P18776	7
P18811	1
P18843	21
P18956	34
P19318	1
P19319	2
P19323	1
P19624	10
P19636	6
P19925	1
P19926	19
P19934	9
P20083	15
P20099	14
P20605	6
P20966	7
P21151	5
P21156	23
P21165	27
P21169	9
P21170	30
P21177	17
P21179	57
P21189	2
P21338	10
P21361	1
P21361;P56614	1
P21362	6
P21363	16
P21367	11
P21369	3
P21420	2
P21499	49
P21507	24
P21513	71
P21514	3
P21515	1
P21517	4
P21599	48
P21645	6
P21693	1
P21829	7
P21865	7
P21866	1
P21888	37
P21889	82
P21893	5
P22106	38
P22186	3
P22188	23
P22255	13
P22256	28
P22259	52
P22333	6
P22523	59
P22524	6
P22525	5
P22564	2
P22634	6
P22729	1
P22731	12
P22939	7
P23003	12
P23200	2
P23256	7
P23305	7
P23331	5
P23367	8
P23485	1
P23522	1
P23538	60
P23721	36
P23827	10
P23830	21
P23836	31
P23837	5
P23839	21
P23840	1
P23842	2
P23843	56
P23843;Q46863	1
P23845	26
P23847	63
P23857	6
P23862	2
P23865	43
P23869	10
P23871	10
P23872	1
P23873	2
P23874	1
P23878	2
P23882	13
P23883	1
P23886	13
P23893	25
P23894	10
P23898	4
P23908	21
P23909	18
P23917	11
P23930	6
P24077	1
P24171	37
P24173	4
P24173;Q47689	1
P24178	7
P24182	35
P24186	12
P24188	2
P24192	1
P24193	5
P24197	1
P24202	12
P24203	13
P24205	11
P24207	1
P24215	17
P24224	2
P24228	6
P24230	6
P24232	7
P24242	4
P24251	12
P24252	1
P24255	16
P24554	11
P24555	5
P25397	13
P25437	16
P25516	63
P25519	20
P25522	21
P25524	27
P25526	37
P25534	4
P25535	12
P25536	3
P25539	18
P25552	9
P25553	39
P25665	76
P25714	16
P25737	3
P25738	2
P25740	6
P25741	1
P25742	5
P25745	11
P25746	6
P25748	1
P25798	1
P25888	6
P25889	1
P25894	10
P25906	15
P26281	2
P26365	2
P26459	1
P26602	2
P26608	1
P26612	11
P26616	28
P26646	24
P26647	3
P26648	8
P26649	1
P27111	1
P27126	2
P27128	1
P27129	1
P27238	2
P27240	2
P27242	4
P27243	1
P27245	1
P27247	5
P27248	10
P27249	24
P27250	6
P27278	11
P27296	1
P27298	45
P27300	3
P27302	36
P27302;P33570	5
P27303	9
P27305	3
P27306	24
P27431	12
P27434	10
P27550	28
P27828	11
P27829	10
P27830	6
P27830;P37759	2
P27832	2
P27833	6
P27836	4
P27838	4
P27848	9
P27859	3
P27896	1
P28224	2
P28248	8
P28249	17
P28304	15
P28305	5
P28306	3
P28630	3
P28631	2
P28632	2
P28634	1
P28635	33
P28861	8
P28903	14
P28904	3
P28905	4
P29012	6
P29013	3
P29018	11
P29131	16
P29208	4
P29217	13
P29680	11
P29745	29
P30011	15
P30014	4
P30015	1
P30125	24
P30126	18
P30128	4
P30130	7
P30131	1
P30136	37
P30137	15
P30138	9
P30139	16
P30140	12
P30176	1
P30177	31
P30178	17
P30744	1
P30745	1
P30748	3
P30749	11
P30750	12
P30843	2
P30847	2
P30850	33
P30855	10
P30859	31
P30860	25
P30863	5
P30864	5
P30870	18
P30871	11
P30958	52
P31057	7
P31060	10
P31063	15
P31064	3
P31069	6
P31119	13
P31120	35
P31122	1
P31129	1
P31130	11
P31131	2
P31133	17
P31134	6
P31142	16
P31224	40
P31433	17
P31434	1
P31441	2
P31455	9
P31459	1
P31460	5
P31473	12
P31475	2
P31545	4
P31547	5
P31548	1
P31550	13
P31551	1
P31554	59
P31574	1
P31600	5
P31658	19
P31660	1
P31663	28
P31677	20
P31678	19
P31680	5
P31697	11
P31802	6
P31806	15
P31808	9
P31825	1
P31827	12
P31828	13
P31979	33
P31992	2
P32051	1
P32053	4
P32099	6
P32125	1
P32131	13
P32134	1
P32141	2
P32144	6
P32151	1
P32157	9
P32160	5
P32162	3
P32173	6
P32176	3
P32177	1
P32662	13
P32664	8
P32669	1
P32670	1
P32680	5
P32681	1
P32684	10
P32685	2
P32689	1
P32695	14
P32703	2
P32705	1
P33012	5
P33014	1
P33018	10
P33025	1
P33030	10
P33136	43
P33195	26
P33218	5
P33219	7
P33221	32
P33224	8
P33232	16
P33235	1
P33343	1
P33355	5
P33360	6
P33362	16
P33363	49
P33368	5
P33371	1
P33570	36
P33590	28
P33593	3
P33594	1
P33599	54
P33602	54
P33607	2
P33643	11
P33644	6
P33650	26
P33667	1
P33913	5
P33916	5
P33919	2
P33920	15
P33937	12
P33940	22
P33941	4
P34209	15
P35340	34
P36548	11
P36553	2
P36561	1
P36562	3
P36566	2
P36649	8
P36655	6
P36659	20
P36673	4
P36680	7
P36683	96
P36767	15
P36771	5
P36879	9
P36881	1
P36928	4
P36929	14
P36930	2
P36938	50
P36979	10
P36995	1
P36999	7
P37005	8
P37019	1
P37024	2
P37025	1
P37028	3
P37051	16
P37052	5
P37095	48
P37128	3
P37146	3
P37147	1
P37177	31
P37182	4
P37188	8
P37194	10
P37197	3
P37313	16
P37325	1
P37326	1
P37327	2
P37329	18
P37330	34
P37339	3
P37340	1
P37342	11
P37344	3
P37348	3
P37349	14
P37351	3
P37353	1
P37387	1
P37440	11
P37590	1
P37595	12
P37613	3
P37615	3
P37617	2
P37623	2
P37624	17
P37626	25
P37631	4
P37634	17
P37636	19
P37637	16
P37641	1
P37642	5
P37643	1
P37645	17
P37647	5
P37648	26
P37649	5
P37650	1
P37652	1
P37659	6
P37661	3
P37665	3
P37666	19
P37671	4
P37685	13
P37689	26
P37690	5
P37691	2
P37692	10
P37744	24
P37744;P61887	2
P37745	9
P37747	22
P37749	19
P37750	2
P37751	16
P37757	5
P37759	33
P37760	13
P37765	11
P37767	3
P37769	3
P37773	17
P37774	6
P37794	3
P37902	28
P37903	11
P37908	2
P38038	40
P38051	6
