rowname	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3
P0A794	14213500	16074500	15510000	13268500	17250700	15125700	11879600	17506400	14499300	14785000	14254700	13451300	13937100	13504400	11905900	12020700	13199700	12944800	12856000	13526300	13722700	12191200	11866600
P0A7J3	910031000	836249000	796443000	818473000	860614000	861837000	806947000	669320000	830460000	784330000	770910000	1079630000	800313000	899082000	803887000	778303000	699146000	811670000	903541000	915367000	784912000	940013000	987778000
P00935	15273300	14778200	15737200	14467400	30783000	14926500	12920100	21724600	12783700	13997500	15012800	18747000	19450300	17945300	18365400	17344000	16401000	17115100	17421900	17391500	22096100	18752200	16130900
P12999	409485	456323	509578	414737	315136	318134	236181	569626	456173	NA	141492	618205	680196	595181	403070	579227	502147	502222	509373	491688	463052	314194	284437
P0AG84	12968800	13769500	14361600	21258200	11442300	14678700	21727700	11486400	18785600	15072100	15503000	9957860	9421410	8988500	11814400	9233530	11354100	10440800	10386300	9258480	9457870	8169910	10490100
P0A9M8	60757700	64170800	65511900	73237800	73038600	63687500	65614600	74901500	61688600	66494000	66471000	39376600	41249000	41406600	48157200	43086400	45923600	46324800	48719700	40752200	49124500	53131800	51555900
P77539	554530	423586	570416	541011	621920	491100	533279	544065	541007	466714	455986	241475	289551	291121	369762	287090	322533	314447	339193	418382	354002	338288	311998
P0A9Q7	36047000	39959100	44188100	58322700	40753600	48690700	59649900	48073900	51423300	51096800	54499100	246922000	259889000	273143000	328738000	278448000	343156000	306672000	320530000	249586000	307315000	333501000	324557000
P67087	6615560	5840580	5393120	4557190	5797490	5635340	4760630	4837900	5488060	5201350	5324900	4881330	4389420	4611820	3914080	3983400	3652960	4438610	4245470	4953360	4372500	4146080	4371960
P0AEJ2	15614100	17077500	21141400	48944700	20491400	22403600	29681000	11840600	24157500	25126600	28011100	36479100	44538900	44044300	32896600	35532100	42862600	40589600	35839100	49188200	46069300	32975800	40438000
P08142	27707000	30919900	33355800	22502400	32857100	31184900	28309900	38107100	29654400	30568700	31259400	28304600	32510100	33514900	34502700	32845800	35219800	33537100	33842500	29105300	30334900	30268200	30220900
P76576	10572200	9776300	10932400	7968710	11185400	10562000	9642640	11225600	10823400	10267500	9811900	9581790	8344510	10306400	8398500	9290350	11288200	10116000	9785910	10696600	7821260	9473310	8680140
P0AFI5	792558	732956	633233	732683	548284	686450	814113	678527	774512	679456	725361	1030460	1004900	1033620	923434	955554	1003180	959606	872947	1147770	1120760	990395	1048730
P25888	1295350	1231260	1388440	1396420	1580160	1482650	1488370	1099520	1390840	1291830	1225430	5521250	6003060	5329330	5700710	5791340	5653600	5363630	5852510	5095570	4789630	4458240	5607540
P16659	28937600	30790400	32020200	27085800	31353200	29680300	27502100	33642600	27820700	30301300	29815000	28678600	33405700	35089100	36918600	34944200	34554400	35917900	34790800	32096500	31789400	34491900	36008600
P0ABQ0	4706880	4683390	5156150	4383340	5224640	4666400	4505850	5128520	4386540	4670760	4755140	3587350	3833630	4269060	3617730	3536360	3753430	4077650	3964160	4075310	3403220	3870270	3901540
P0ADC3	2058350	2290980	2478710	2374520	2105090	2203630	2341550	1970430	2133710	1998560	2353670	2175660	2478880	2814050	2782840	2696570	2550560	2775540	2670850	2452210	2461940	2570670	2855930
P10121	15831500	15683200	16946500	13966700	17634200	16510300	13574800	17165300	16588400	15542700	15675000	17132700	16856800	16665500	15150100	14134400	14076100	15488600	15287000	17076100	15640800	15493200	14955400
Q46871	10364600	10220500	10792400	17995300	11680900	11469500	15834300	8600510	13694800	13204100	12272200	11809500	13142900	13973000	12275300	13788400	13298800	12919800	11700600	13305500	10495500	9729830	12538600
P33667	973116	897325	965888	925954	1414860	933131	849987	1084930	860204	963137	930645	1438860	1511040	1221190	1287330	1381130	1311360	1162060	1275280	1384260	1180730	1295070	1303250
P76541	4427810	4270320	4725920	4157270	5555630	4201440	3150720	5760320	4091710	3821680	3985820	3625570	4237260	3260900	2937040	2626630	3136640	3362760	3253150	3665320	3431500	2998370	2864240
P60293	2810030	2828090	2876400	2863170	2894370	2787470	2887150	2751310	2800230	2964720	2991350	2619510	2810140	3019390	3020470	3104360	3156590	2887720	3077770	2779970	2392050	2733540	2878690
P77674	7845610	7948810	10320300	12674800	6635610	8477300	16282200	8417180	10856600	9512950	10319100	1244250	1406030	1455430	1653660	1814860	1422940	1510890	1456140	1480030	1200660	952605	1381520
P33232	7519290	8133470	9980220	8354560	9737250	8000380	7646910	9452760	8570940	8665680	8832430	5990330	6684880	7129280	5730900	6014520	6501060	6758290	6504690	6715970	5418040	5986940	6196820
P0A9W3	41233500	44884700	46477700	40549600	42353200	42732800	42781600	47282700	44484000	41483200	42669300	33536200	36016200	37660700	38166400	37821400	39240300	38617400	38410400	34897900	33257400	37890500	37079600
P45955	26028300	22332400	17270400	24583300	17145000	20615500	21622700	14285700	23078300	20376100	17885300	13040500	11699300	13270400	11111900	12165900	8762940	12105300	12997000	13387400	10766700	9946540	10892500
P38038	22534800	24308500	26635000	21705900	25388000	24320000	23164400	26184000	23304000	23550800	23829300	27869600	31938600	32984000	37833500	37089900	36266100	34961100	34888200	29150600	31945400	37516300	34851100
P15639	29320800	30931900	37177900	33066700	32939800	34909200	36216300	32829500	33478700	34994900	38444100	40770700	46073900	47524700	52687800	49469900	49237300	50021900	49821900	43007500	43580100	51070000	52776100
P37641	728392	754327	701009	783506	657812	956226	845739	551430	912887	824014	795167	422645	583417	650228	517190	479139	977404	347274	853210	654077	398893	620601	1081890
P09832	58500100	54684400	69867500	45535400	60916500	64431000	55504800	63081600	59706600	61511000	62362900	131954000	137466000	147511000	154967000	141909000	144962000	151923000	151914000	140775000	132507000	162306000	163422000
P75960	7255480	6982500	7485980	5956260	7338510	7064340	6322730	6995970	6790550	6800320	7015500	6441510	5981450	6371230	5726290	5844500	5942770	6352470	6376010	6614430	5592590	5947420	5943220
P31224	6753050	7128140	7489760	7364980	7261720	6870530	7842930	8920550	7490950	7253040	7984920	6805460	9916250	8368060	9698730	9179420	9647070	9001870	8855410	7790530	8611640	9418240	9564390
P0A8Y5	4260480	4708140	5244570	4981550	5271580	4982920	4503010	5288200	4696090	4702770	4922890	8416220	8166780	8764990	8850210	8326810	8477390	8634230	8416360	8210270	7357040	8575710	8561430
P05458	2090390	2200780	2292610	2203990	2201410	2243130	2350090	2703900	2406330	2089960	2151680	2051490	2376590	2330880	2487460	2404480	2576630	2463540	2383200	2222890	2341750	2368310	2386850
P02924	5845110	4793090	4538780	4248240	6020150	4944890	4915400	4295610	5193310	4634370	4389420	567437	520714	376714	633023	540993	425795	558222	639037	679945	551904	416998	594172
P25740	1510850	1565470	1787450	1443510	1737530	1522410	1445360	1858180	1470600	1652080	1697300	1314140	1436510	1378630	1465030	1433000	1415380	1415200	1448440	1471330	1116600	1458840	1386490
P50456	2343370	2086870	2161550	2632810	2280490	1971400	2389940	2055670	2110920	2061300	2235230	1942170	2016140	1881850	2022180	1618670	2010540	2206030	2092240	1934410	2014050	1901930	2042130
P0ADC1	9119280	8465270	9381260	8299890	10158900	8332130	8283210	9465000	8505820	9189300	9363000	6208710	7634400	7286810	8279370	7747480	8079670	7881510	8313630	7866740	5464500	8373640	8664990
P09152	3287810	3682130	3532200	2955200	6277600	3609400	3460840	6210530	2919170	3150620	3121820	7734140	7027440	7786130	10156000	10280300	12652800	10305800	10847300	8829450	10255900	12771800	9838530
P0A7J7	418572000	400477000	375530000	381495000	388092000	379193000	364072000	326619000	385372000	360655000	334139000	560453000	416131000	431335000	353872000	360818000	347357000	397791000	398221000	461327000	450374000	408082000	415790000
P0A6Y8	225956000	204637000	183463000	215599000	180490000	217794000	208345000	157441000	241316000	207052000	196811000	158411000	157393000	151337000	145484000	150966000	134131000	156598000	154501000	149171000	159912000	158152000	165221000
P50465	283389	291071	268288	193696	296250	281646	175875	240912	250156	368788	274773	722449	646841	680122	489844	501297	596318	651080	642907	735392	678642	650318	414582
P0ACQ4	11618300	11724600	13032700	11988000	12879700	12086900	12183500	12895700	11363900	12322400	12363200	13583600	13974700	13900900	13595200	13550900	13937500	13571300	14076200	14310600	12285100	14512500	14828300
P0AF56	2985210	2319480	2504670	1966780	2242600	2558690	2617860	1630890	2648580	2036880	2396150	1409900	1182920	1293630	1142560	1481980	1177390	1438000	1309570	1231850	935466	1517500	1596630
P32053	1087350	1117500	1341780	1182090	1095720	1162050	1127480	1224070	1149310	1210980	1348300	1564320	1449970	1541160	1536770	1589630	1450000	1526530	1479040	1547970	1255410	1748560	1725930
P45395	5242140	5114960	5899680	4723660	6499630	5392800	5050850	7164190	4905630	5249650	5399230	6137840	6169060	5918460	5083520	5265570	6054020	6012720	6172630	6325100	5850980	6245140	5726440
P0ADG4	16897400	17941100	20406000	17022600	21110400	18342700	17801400	20052000	16604500	17083100	18614200	27254900	28325600	30741300	31208000	30633400	30471800	30622600	33359000	28582000	27511500	26650600	29931700
P21165	35128600	37340600	39086700	36244400	38425600	37426400	33121900	40381300	35735200	41008500	40971800	27389900	29070000	33013900	35409300	34376800	33801900	35633100	35036800	29464900	28374000	35189300	35229300
P0A867	26247200	25950500	30576400	36713900	27325000	28601600	39029200	24827800	32815200	30929600	32322100	33076000	35215000	35810500	40115500	36802900	37021900	35762400	34282300	32777600	32209000	30595900	36159000
P0A9F6	1885860	1890560	1811010	1783570	1757170	1552750	1800280	1508300	1804310	1858610	1797930	1339340	1197690	1455770	1510740	1559720	1469600	1377700	1432960	1307940	1098760	1360010	1409750
Q59385	4921850	5525590	4554320	7729980	6438610	4985700	4769550	6250140	4920990	7031440	5500570	5152870	4220010	6431620	4850780	4456200	5160480	5014480	4361400	7402420	4599540	4639790	5188330
P36683	165600000	188163000	236181000	126622000	214921000	183277000	151427000	248356000	183918000	193897000	199095000	63909600	77810800	80330300	71162000	77404600	79998200	74850700	70184400	66415900	69136700	82205200	77409800
P77541	763025	1027860	848162	1834530	693810	1275810	1849860	1078850	1603650	1190620	1419800	124293	228898	298578	262678	261118	354659	374904	374747	228113	198592	111783	345437
P0A6C1	4036130	4330140	4623250	4165670	4285280	4290760	4040720	4426570	4201730	3995380	4179600	6662800	6170600	6095440	5520620	5960180	6472900	6352770	6370940	6581390	5710400	6106680	6003070
P27306	16770300	17131900	21414800	15519100	21348200	17429000	16757000	21727800	17150700	19202400	21246000	4864460	5500870	5809130	5529090	5987500	5519710	5728820	5508730	5554120	4857410	5580000	5582510
P0ACB7	12985600	13656800	15096200	12259400	14954900	13700600	13616300	14607400	13626100	14200000	14419700	14469800	13493600	13471700	13491600	13302400	12757300	13549400	13026300	14046400	12187600	12876200	13702100
P37344	1678620	1695040	1622280	1628000	1804260	1725610	1624000	1553630	1704100	1679370	1662130	1491760	1595570	1895810	1723760	1687970	1776120	1771260	1848800	1711910	1345650	1670720	1770760
P0A9U6	7119320	5809050	5364680	5641800	5109810	5371390	4674310	4218870	5802380	5617250	4830320	3338850	3337910	3438240	2953770	3408170	2733640	3391710	3006020	3445860	2898010	2918830	2640810
P28249	3083690	3260350	3546150	2823530	3831400	3255330	2937880	3985480	3198970	3290780	3368250	2356540	2746640	2810100	2849850	2832460	2980400	2877250	2725090	2583900	2607710	2709790	2752610
P07813	23724100	25795500	26674300	21274900	28314800	24444800	23029900	34089000	24245700	26005500	26531500	27223300	31596100	31480800	33616000	33672700	36330400	32296400	32711500	27453400	30297300	32355400	31590200
P77608	117741	110246	97728.5	84651.4	146832	95650.2	51594.3	NA	71866	58249.6	123235	51144.3	NA	131676	NA	67040.2	118600	74065.5	59391.8	NA	31587.6	NA	117270
P30864	1938730	2033430	1984670	2057540	1846600	1852810	1969600	1655930	1964500	2156530	2275210	1234850	1322790	1686920	1707960	1921980	1649120	1790950	1749910	1540530	1347940	1592120	1739270
P0ACE0	9070060	9383300	7915960	5540640	12656200	7125500	5129080	10608700	6428610	6815030	6611070	5234580	5122320	5239420	7092170	6768590	7804100	6908910	7545560	6569000	7409290	8290650	6434890
P0ABS5	3865300	3805360	4145150	3946410	4092970	3760640	4023230	4122360	3878700	4066170	4094360	3340220	3744800	3728410	3860620	3662220	3881350	3744440	3795280	3735360	3564950	3536440	3702370
P0A8R9	1600960	1625320	1692000	1751990	1726520	1578460	1615920	1610540	1451900	1659080	1791970	1914420	2100220	1957960	1911270	2052170	1824740	1846720	1896330	1752620	1773040	1814680	1982790
P21513	27742300	30596600	32503100	27745300	34119700	30598900	26196400	36069400	29969000	31414500	31548800	28603100	32395700	32880800	34576800	34159400	36736500	33922000	32317000	29291000	32130600	35125700	34566100
P04846	24309000	26924700	26599300	22745000	31156800	26747600	23978600	25239600	23259700	25591600	26909200	30139500	31149700	31199900	34291400	37857000	34510500	32895100	33613900	30040800	26518900	39885100	35051700
P77171	5370470	5071680	7283070	6254670	5777590	5510190	6010880	5515780	5332370	5798330	6575420	3048350	3146340	3396190	2885500	3352070	2888280	3021500	2908870	2920540	2175700	2555750	2794660
P30139	10954800	12006100	17486500	17110000	11271400	16121000	17210500	12321500	16260000	16049400	17979800	13540500	13803200	15899700	14293100	14729900	15414400	16051000	14947600	14788500	12640900	13898700	14704200
P39325	52932800	41772500	36815300	50019100	32529100	45361200	64663300	29944600	54247300	46763300	46194900	6219330	6675890	4330720	9676610	6180870	4283000	5757140	8053890	5535920	6508910	2769400	7564610
P09151	69292600	71342700	71794700	67244500	59386900	67603100	70595300	73917100	68895900	71739000	67640500	78204100	87137700	88881800	105542000	96616400	103786000	101460000	104571000	85198800	90861400	90937600	93209200
P07650	3588150	3887610	4433890	4358860	4393090	3987870	3925240	4191570	4131700	4296280	4267510	3760870	4193190	4414020	4550330	4465820	4397600	4440840	4386010	4566920	4020870	4163690	4267420
P76116	73256200	64942300	73824900	152948000	67265600	88092600	104385000	52852100	88445200	88205300	89762200	102352000	107286000	102618000	88616100	82970500	91370200	99912700	90613500	106685000	99086700	71354200	99606500
P00934	124804000	126559000	128482000	139074000	129040000	131833000	136534000	133415000	124147000	121399000	124662000	91827100	91371900	100787000	107418000	103515000	101789000	104939000	101015000	97546000	97958000	105011000	105941000
P24203	20478700	20095800	23299900	16504200	29803500	22149900	16298200	22556400	20029100	24148800	22504300	6479860	6735780	6816380	6120460	5956720	6955340	6867720	6483330	5994630	7339720	6375990	6782720
P0ABC7	26295000	27859900	32011600	27831100	29041200	29509300	28648600	27727700	28702100	31140700	32680600	30026600	31285300	33635400	33677900	32973000	32469200	33112900	33460200	32086900	27484000	31677500	32842800
P77649	1066140	1153700	1299470	1377280	1062860	1341170	1418200	1415540	1366940	1398140	1403450	1175430	1413360	1414660	1382740	1453760	1470730	1386620	1348020	1300470	1244910	1214860	1406700
P0ABA4	72414400	59699200	58783900	61858500	61040400	63897800	56384600	50256900	59730500	56439500	53546100	51183400	38886200	42035200	28915400	32413000	27730700	34679300	38378800	44336400	41638200	35212500	37131400
P64588	15263500	12778600	8677880	11507200	10503900	9458760	10626900	7168810	10714600	8963330	8609490	13821800	8803140	7954350	9058840	10682100	8864790	10472000	10246700	9836700	12494800	10474500	11280700
P0ABJ1	47609800	53990100	58891800	49131400	62531900	51267500	54954300	73736300	52679900	54009600	55799200	32932000	33206100	38974200	33328500	31956200	35968400	37968200	36432100	43133000	33278400	37277400	38650300
P65870	4724420	4598500	5079810	3826130	4685450	4473650	4256440	4700590	4547520	4501500	4234090	6363610	5204830	6673700	5451050	5611220	5735540	6021840	6670510	6922840	5169700	5575440	5360280
P30958	6664990	7533730	7634120	7194610	8153740	7198170	7251970	9358550	7366100	7550960	7759910	6609620	8065130	7480020	7894140	8235060	9052370	7915360	7795300	6836110	7878500	7610400	7556790
P0A9J0	4536760	4241840	4575410	4785780	4454650	4258580	4662640	4203660	4238150	4612690	4804350	6060770	6532290	6892290	7502670	6767340	6792120	6984420	7251070	6569680	5805190	6423320	6808640
P0AD59	61993300	47665800	47648800	51983300	44257100	54083300	56218200	38011000	58886800	49718400	47281400	34555000	26411000	24818200	19801000	19293000	18224700	24473100	25025700	29962500	33707500	27090900	24649200
P05041	1562570	1716020	1830880	1601680	1830920	1848940	1635580	1824250	1653500	1733540	1858690	2022480	2403190	2601580	2858850	2563080	2804360	2622120	2645580	2484790	2448860	2462760	2675120
P00888	23522900	23980300	31658300	31155600	29410300	29015300	27456400	24857700	28791600	30821300	32963700	17402300	15417800	17838900	18104500	17910600	16854500	16370800	16422300	17794300	15536500	19656900	17087500
P0ABE2	15142500	11844500	11089000	12851200	11616200	11731700	12833300	8475800	13054100	11468300	11810900	12329200	9821670	12197400	12510000	11500900	10383100	12256400	13668800	12343900	13219500	12596300	11212200
P0AC02	37190200	39583700	45139700	40008100	46444100	41297900	39299500	43849000	44780800	44657600	45526600	37682600	39290900	43913600	43109900	38337000	42291700	44149200	43217900	38457500	35855200	41423500	42230900
P24182	17383000	18908800	20702200	18195000	19864200	20527800	19381800	20127400	20073400	20353700	22386200	21009400	22979700	25373200	27797800	27210300	26579300	26961000	26783200	23492600	21721100	26260800	26756000
P0A7L0	332377000	341217000	364471000	322070000	393089000	338221000	299679000	344922000	332931000	320184000	340711000	471538000	412108000	444103000	435080000	426151000	450399000	433185000	428142000	412953000	459449000	459417000	443553000
P0A7K2	1437890000	1113180000	822228000	1428610000	720362000	982579000	1128820000	522203000	1083130000	969895000	902260000	856761000	707078000	695169000	636776000	721050000	524178000	682381000	688823000	735603000	722926000	638733000	725676000
P36548	4038110	3781370	4033230	3377200	3851600	3961070	3232080	3618910	3790710	4078990	3759450	5173280	4295340	4264470	3611720	4025070	3865590	4258520	4224600	4381380	4112480	4312150	4063900
P63284	46967500	50323800	48122500	50150100	59510200	50687900	45756100	54536000	49059800	47641300	46144900	42121900	44833600	41411200	44646400	43608300	44120100	47302300	45989600	43312000	48766000	48969900	47391500
P31455	4454110	4511940	4567790	3304270	4431990	4224140	3675300	4484840	4070850	4071410	3855450	4182470	3908870	4120180	4028050	3976190	3736610	4158520	4165580	3996850	3651700	4164580	4049910
Q46893	6239190	5720510	5536140	4903190	5839130	5506410	5224350	5204450	5589760	5097730	5054720	5911230	4596950	4685160	3642690	4356530	3579340	3886930	4109400	4526380	4171780	4344400	4254800
P11454	6253220	6964360	6817000	21926200	6841910	8935540	12731300	6496830	8776120	9726310	10454600	11180300	16159000	15483800	14464200	13775000	18752300	15191100	13110400	14513800	14202300	10667000	14878700
P13482	21628900	20253000	21597500	21117200	20183200	20603800	27651900	19268900	24148800	20438800	21640300	12338500	11702500	12101700	12444600	13067400	11261100	12759500	12086900	13301500	10385000	10962400	11794700
P0A6Z3	41264100	41850800	41303700	36879700	45926400	41176800	36243800	44904500	40246300	40786800	40881300	35642700	38612200	38733200	39768100	37822700	41185400	43215200	41691100	37375600	39744300	38987800	40510500
P0AAX8	26572300	23187000	23974800	19692500	25731000	23439000	22302500	25702200	25496000	23779900	23257400	23633000	21300300	23135000	20511100	22149500	19804600	21164700	21662700	24192000	22606300	23145000	23837900
P31677	10477100	11292400	13451900	14249000	10704100	11990300	15511200	10651400	13356300	12706800	13365900	11501500	13268700	14032200	16583600	15383700	16093400	14634300	14658600	13143500	12977600	12804200	14305700
P24193	1618370	1654900	1659330	1220350	2274110	1432540	1203510	1731060	1357040	1457830	1289740	1591760	1489800	1689130	1667860	1582260	1633840	1681170	1887320	1725550	1780920	1914060	1714410
P46889	1691910	1920530	1900630	2107260	1904500	1889490	2005670	2350990	1998010	1996700	2061460	2777930	3294780	2994910	3296790	3037150	3734680	3167390	3283380	2932100	2764300	3064060	3099540
P0AGB0	9354160	10616100	10730200	10124700	9740410	9679070	10974000	10526200	10856900	11693700	11144400	15224800	16827100	16073400	17080100	17708900	16122900	16048200	16027600	17338500	14099000	14639300	16762100
P0AC41	140060000	161294000	197564000	93731200	196103000	151594000	114639000	202435000	152700000	164078000	170182000	29371800	33910400	41788400	32299800	36277900	33739600	38880400	32502200	33646300	24934600	33073200	37187500
P77475	1812630	1960260	2045260	2008530	1965800	2086740	1956040	1966920	1945160	1838200	2015770	2334910	2329320	2117740	1972770	1987180	1789230	2232700	2090380	2226280	1989070	1593750	1803240
P21151	8830440	10000800	11133500	10440000	8862330	9188810	9166950	10486200	10709900	9386150	9783960	1221270	1687730	1554070	1821790	2306280	1541560	1457030	1628570	1242280	1648310	971438	1995310
P39321	2058460	2203290	2327630	2293120	2476300	2237990	2230240	2886410	2253310	2311030	2376070	2189000	2653000	2531740	2686020	2746020	2937910	2617460	2559440	2388520	2361450	2574350	2557330
P0AD27	2304640	2605710	2639240	2344550	2885290	2398650	2325340	3121900	2514790	2381010	2584640	1995610	2415380	2315420	2205930	2203110	2358260	2278710	2487310	2258280	2300400	2111450	2144740
P36680	5052390	4541000	4347490	5007200	4844580	3931790	4577550	3778080	4501420	4266820	4623770	4470010	4782590	4453610	4130680	4840040	4207130	4298400	4487040	4240880	4883090	3953640	3844420
P0A8V0	2900720	3268860	3579880	2829530	3613260	3146270	3147440	3467070	3396770	3014780	2938080	4158910	3816810	4228730	3883610	3829880	3989760	4222020	4171050	3992540	3924630	4289730	3915050
P0AFA7	872341	982273	721372	1152550	520096	837761	1028690	529319	903092	813537	902571	390971	535342	549106	785549	714941	644412	697876	612872	554969	307547	688080	729124
P67910	41010700	42757500	46889900	36726900	50973600	44621200	39230200	48176100	43712900	45088300	44721900	49684000	46408500	50343200	46458100	44643800	44882500	46442800	47342700	51196900	45346700	48969500	49415500
P0A6P9	251183000	225349000	253560000	261151000	231373000	279950000	264199000	212657000	279172000	251248000	247567000	504058000	393125000	454676000	457162000	417836000	460466000	459812000	475492000	485204000	450463000	502646000	487046000
P75682	1495040	1807730	1577370	1516660	1434360	1592320	1635860	1597630	1694570	1610560	1655340	736310	690393	712807	583996	647479	532682	691204	970263	736429	452580	449316	587417
P13000	5749700	5845870	6526530	5714930	5153160	5944260	6448360	6007490	6323380	5391640	5929370	6638990	7006200	6316860	8158600	7666820	7824600	7431640	7534830	6400830	6531040	6417400	7363550
P0ABN1	271466	364478	386395	393329	289573	329937	419499	365713	372433	294228	416049	193772	NA	276103	275520	323411	398623	344151	294936	255698	237961	288844	262875
P0A9T0	143430000	144622000	154829000	148015000	180146000	153172000	131560000	172126000	137308000	157904000	152607000	307018000	317968000	313059000	298957000	292656000	303189000	321516000	310142000	297346000	327903000	343986000	339173000
P13001	2058700	1935430	2086510	1838890	2379380	1773850	1613410	2694350	2019930	1908630	1973920	3230860	3076580	2795040	2221280	2112910	2179830	2448300	2612340	2825910	2743840	2191480	2259670
P0AFL6	2622140	2487410	2681790	2590710	2780640	2607080	2690930	2524870	2504370	2665350	2754480	2687850	3303750	3271160	3438950	3230900	3176520	3224110	3285490	2825330	3139970	2931070	3029210
P33218	5177300	5230830	5570690	4990620	6088660	5239620	4332640	5932110	5274440	4781630	4890490	4025030	3499320	2966460	2958320	2351330	3220880	2761340	2645170	3885650	3410130	3332580	3123330
P00960	21666200	21255400	22009500	20294800	21722300	19746800	20820800	19922900	19650600	22018300	22771000	22737900	20469200	22648100	23928300	21496500	20809300	22075100	22251800	18427400	20680300	22660300	24389500
P00363	18000800	18057800	18588400	10434400	28345000	17298000	11416000	23530400	14651900	16290200	16244400	13277100	13812000	16768700	15408900	15892500	15287300	16630600	16433400	16156000	14337000	20428800	16505600
P0A7J0	17522000	16586000	16348000	13607500	17661800	15820000	14174900	17181800	15397400	14844400	13580300	14451300	11126100	12940600	11575200	11584500	10796300	12742500	12423000	14389900	13543300	13783500	12836200
P0ACD4	118022000	89268100	80663700	81324000	74239800	87459500	90382500	51278900	97986300	78093900	72432500	72557300	59635800	63343900	50347800	62994000	43043800	58229700	59597600	58400300	61241600	64963700	60151800
P39298	1666040	1590800	1747500	1822790	1993130	1624560	1746370	1783090	1638510	1696040	1904400	2281490	2046380	1955620	1852570	2004010	1999060	1801890	2000100	2056500	2063490	1801430	1963300
P38683	427818	389571	305591	395743	591629	330752	240135	544751	326296	298998	252502	482654	495078	474982	427607	451071	436025	432121	454824	522125	569707	459317	467998
