Symbol	signcon	randomSummary	randomCi.lb	randomCi.ub	randomP	het_QE	het_QEp	het_QM	het_QMp	error	rank	ID
P0AEE5	-5	-4.6076220509186	-4.81554193771177	-4.39970216412543	0	11.2877240718307	0.0235137808726976	1886.50438079237	0	FALSE	1	P0AEE5
P25553	-5	-3.54901472873158	-3.69574658138361	-3.40228287607955	0	7.91222336505892	0.0948470026353057	2247.30999541749	0	FALSE	5	P25553
P23538	-5	-2.93133927702529	-3.0735145659095	-2.78916398814107	0	18.1710420095135	0.00114263283690266	1632.97718709317	0	FALSE	12	P23538
P77674	-5	-2.83525446116746	-2.93556545216536	-2.73494347016957	0	1.13847327226545	0.888120937807002	3068.90344764223	0	FALSE	13	P77674
P33025	-5	-2.72560114062946	-2.79963857364622	-2.6515637076127	0	4.88638090605888	0.299155446061922	5206.16683429081	0	FALSE	15	P33025
P77318	-5	-2.72186255144609	-2.85997405105374	-2.58375105183845	0	16.4783597307126	0.00244007441350828	1492.00019953403	0	FALSE	18	P77318
P0A9Q7	5	2.48443941621077	2.37549920921239	2.59337962320915	0	6.41975832842892	0.16991699616544	1997.91317764383	0	FALSE	21	P0A9Q7
P07014	-5	-2.29540945238936	-2.37934173365704	-2.21147717112167	0	3.23377778708192	0.519492592964584	2873.15105041351	0	FALSE	26	P07014
P0AC41	-5	-2.17371254792822	-2.25504392816497	-2.09238116769148	0	3.79888755864863	0.433907083569448	2744.00009240024	0	FALSE	29	P0AC41
P0A836	-5	-2.08898624146622	-2.16100761560756	-2.01696486732488	0	3.684128798655	0.450438507292008	3231.80043233651	0	FALSE	36	P0A836
P0AGE9	-5	-2.05885700180277	-2.14928087537861	-1.96843312822693	0	7.17871291682207	0.126740112263721	1991.50928068429	0	FALSE	39	P0AGE9
P19926	-5	-1.85564117787386	-1.92887445233979	-1.78240790340794	0	6.32012912314051	0.176482427616927	2466.42139084821	0	FALSE	53	P19926
P0A9G6	-5	-1.79121902070864	-1.88049874135051	-1.70193930006676	0	7.76615218973993	0.100529835360535	1546.27922617093	0	FALSE	64	P0A9G6
P08839	5	1.73019844232211	1.64544615084951	1.81495073379471	0	10.0496671033526	0.0395993054918933	1600.97708946609	0	FALSE	68	P08839
P27306	-5	-1.72585657364076	-1.81290326387992	-1.6388098834016	0	10.5355224420061	0.032311179562206	1510.08383591844	0	FALSE	71	P27306
P0ABH7	-5	-1.67262071596547	-1.73778301711411	-1.60745841481684	0	4.81243576918872	0.307089717834581	2531.03586683842	0	FALSE	73	P0ABH7
P24203	-5	-1.6807766396523	-1.76033030668705	-1.60122297261754	0	4.61395152015183	0.329248775973361	1714.73014255574	0	FALSE	77	P24203
P0A796	5	1.68355386125189	1.59647821220993	1.77062951029386	0	12.6313214341513	0.0132250388570551	1436.00771044694	3.14736752674774e-314	FALSE	79	P0A796
P0AFG3	-5	-1.61071519276494	-1.67740758306663	-1.54402280246324	0	3.89885423750631	0.419867470347002	2240.68664677539	0	FALSE	83	P0AFG3
P0AC38	-5	-1.62388781077148	-1.70602142865322	-1.54175419288975	0	3.83510063689773	0.428782283601403	1501.64169714726	0	FALSE	85	P0AC38
P0AC33	-5	-1.60703464596874	-1.6869042380863	-1.52716505385118	0	0.455019947155612	0.977729465056995	1555.19097928083	0	FALSE	86	P0AC33
P76558	-5	-1.54679452437928	-1.60402940832519	-1.48955964043338	0	4.53277429985345	0.338678966106294	2805.69088324237	0	FALSE	92	P76558
P69811	5	1.57429706015349	1.49610770728966	1.65248641301732	0	4.81450295679998	0.306865563817715	1557.30727903268	0	FALSE	94	P69811
P0AFG6	-5	-1.54738873108021	-1.62717122708287	-1.46760623507755	0	4.75563595835001	0.313301890640734	1445.03978171581	3.43003434327341e-316	FALSE	102	P0AFG6
P0A6L4	-5	-1.47472959485966	-1.54312317299464	-1.40633601672469	0	3.34538649900755	0.501773439040891	1786.03647143638	0	FALSE	105	P0A6L4
P09831	5	1.34621544347672	1.27598456366004	1.4164463232934	0	4.92209285320812	0.295385071174593	1411.46170840654	6.78863835646729e-309	FALSE	121	P09831
P09832	5	1.27834342330917	1.22664532585198	1.33004152076636	0	7.04237380171214	0.133665836271274	2348.7789343281	0	FALSE	132	P09832
P05042	-5	-1.26445951006878	-1.32705067905308	-1.20186834108448	0	3.25482664963791	0.516121286742785	1567.76119566013	0	FALSE	141	P05042
P06988	5	1.1998336324006	1.14199658666484	1.25767067813636	0	2.480818503327	0.648073799596153	1653.20245653667	0	FALSE	154	P06988
P06987	5	1.1963179925949	1.13601846485013	1.25661752033966	0	5.89965616190534	0.20676838467217	1512.03425261688	0	FALSE	155	P06987
P06986	5	1.19406004396106	1.13435272584061	1.2537673620815	0	3.43145851606465	0.488376459374067	1536.36139351163	0	FALSE	156	P06986
P0A9D8	5	1.10568885662734	1.07049967342317	1.14087803983151	0	6.97073342557946	0.137442936354963	3792.65793486891	0	FALSE	175	P0A9D8
P0A6D3	5	0.995240314994459	0.962203982018857	1.02827664797006	0	1.39912923085689	0.844346346222441	3486.32951460157	0	FALSE	219	P0A6D3
P25906	-5	-0.989964287313938	-1.02598809167536	-0.953940482952516	0	3.14458249203741	0.533928038280401	2901.05583107037	0	FALSE	226	P25906
P23721	5	0.804322176397868	0.773538804589463	0.835105548206274	0	6.89945328226673	0.141298023720072	2622.5506970158	0	FALSE	297	P23721
P0AD61	5	1.07765805047122	1.02100816837324	1.13430793256919	2.91029323550273e-304	5.18231525565525	0.269097094528997	1390.14504665505	2.91029323550308e-304	FALSE	199	P0AD61
P0A9P6	5	1.54864303157451	1.46651604129307	1.63077002185595	5.33280564326696e-299	7.92439093085947	0.094387447273771	1365.92549889409	5.33280564326694e-299	FALSE	103	P0A9P6
P08660	5	1.58127439062616	1.49731698196834	1.66523179928398	2.7107713299899e-298	2.55457006189133	0.634891555497884	1362.67599557655	2.7107713299899e-298	FALSE	95	P08660
P76108	-5	-1.88886441761956	-1.98946849345519	-1.78826034178392	1.93182335178963e-296	2.68000181382378	0.612718546266925	1354.14946069264	1.93182335179006e-296	FALSE	55	P76108
P0A9S3	-5	-1.9936998693796	-2.10037757136164	-1.88702216739756	9.60716305648626e-294	3.843460627123	0.427605473394266	1341.74022347236	9.60716305648977e-294	FALSE	48	P0A9S3
P25516	-5	-1.30305450321074	-1.37359651007655	-1.23251249634493	5.1672797037314e-287	4.41844568612977	0.35232753453132	1310.76767673073	5.16727970373126e-287	FALSE	134	P25516
P0A6P9	5	0.901881870677023	0.85299439922074	0.950769342133307	2.82113319066358e-286	3.69577819612274	0.448740259368758	1307.37550935079	2.82113319066371e-286	FALSE	267	P0A6P9
P0AG80	-5	-1.41572586916973	-1.49249678002802	-1.33895495831143	4.7016090304776e-286	4.03893515004532	0.400762194468064	1306.3547569252	4.70160903047747e-286	FALSE	114	P0AG80
P0ADM4	-5	-1.10120138884161	-1.16161483878982	-1.0407879388934	1.57559320139989e-279	1.36873706136806	0.849610052643068	1276.32832883186	1.57559320139974e-279	FALSE	193	P0ADM4
P10371	5	1.13051129050363	1.06670779057337	1.19431479043388	2.98878152812435e-264	6.4906809780175	0.165378504913838	1206.02687324402	2.98878152812478e-264	FALSE	183	P10371
P69797	5	1.08625700981504	1.02466157590167	1.14785244372842	8.58760690455702e-262	5.97191019286962	0.201255881145428	1194.71503229097	8.58760690455661e-262	FALSE	198	P69797
P0A853	-5	-2.60877791338743	-2.75676627627329	-2.46078955050157	1.38827714368299e-261	5.59889407122174	0.231172406949252	1193.75517769052	1.38827714368315e-261	FALSE	20	P0A853
P60595	5	1.03469139316156	0.975952471830516	1.0934303144926	3.38915506060258e-261	4.94939461797436	0.292529448398714	1191.97163610654	3.38915506060254e-261	FALSE	216	P60595
P09551	-5	-1.85157560688936	-1.95728408759594	-1.74586712618278	2.7560594995934e-258	4.77117120724789	0.311592600322185	1178.58096160533	2.75605949959314e-258	FALSE	59	P09551
P0AB91	5	0.939519727293517	0.885544504905426	0.993494949681609	4.25532229084909e-255	8.3076295297121	0.0809375351060046	1163.90921940852	4.25532229084959e-255	FALSE	250	P0AB91
P0A8A4	-5	-1.44505988054164	-1.52896714158212	-1.36115261950115	9.11789727199927e-250	12.8774497551966	0.011890382120041	1139.38049388911	9.11789727199933e-250	FALSE	111	P0A8A4
P0AC33;P14407	-5	-1.32854512618034	-1.40767425037434	-1.24941600198634	1.74641469106108e-237	1.18852329675758	0.879984543650392	1082.86940913977	1.74641469106083e-237	FALSE	128	P0AC33;P14407
P75829	5	1.29859319969257	1.22116313286481	1.37602326652033	5.72799679476194e-237	2.75803220266563	0.599098590898682	1080.49599742372	5.72799679476166e-237	FALSE	138	P75829
P00864	5	1.27790532157356	1.20132030841286	1.35449033473425	1.36300953666634e-234	7.94472895905041	0.093623954682919	1069.5619804637	1.3630095366665e-234	FALSE	142	P00864
P37440	-5	-2.19858533761798	-2.33088686121637	-2.06628381401959	1.06781869147207e-232	15.0289965040657	0.00464145276964966	1060.84795982941	1.06781869147206e-232	FALSE	34	P37440
P22259	-5	-2.75545422488177	-2.92256287257267	-2.58834557719088	3.92800572682812e-229	19.6917173672443	0.000574462713880929	1044.44297686903	3.92800572682885e-229	FALSE	19	P22259
P0DTT0	5	0.809445471471342	0.760232203024726	0.858658739917957	5.36652379971348e-228	5.12722766766435	0.274490484907761	1039.21871458777	5.36652379971347e-228	FALSE	310	P0DTT0
P60757	5	1.42510474958855	1.3381543009243	1.51205519825279	2.07051689690245e-226	6.64519932883768	0.155868485495866	1031.92017270624	2.07051689690241e-226	FALSE	116	P60757
P08997	-5	-0.926834794367114	-0.984189942587238	-0.869479646146989	3.75418548003032e-220	5.00908259897911	0.286366832790275	1003.12724905217	3.75418548003017e-220	FALSE	260	P08997
P27550	-5	-3.28268408349116	-3.48632064847401	-3.0790475185083	4.29433612376582e-219	13.3851839055731	0.00953930954307806	998.258083737346	4.29433612376587e-219	FALSE	8	P27550
P0A993	-5	-0.92988029575665	-0.987642530157306	-0.872118061355993	1.66695221322946e-218	6.18020309289571	0.186088716469123	995.548226475885	1.66695221322967e-218	FALSE	257	P0A993
P0C0L7	5	1.84075195061558	1.72512143719924	1.95638246403192	1.02715083949032e-213	6.76150906219496	0.149041043062656	973.513128845319	1.02715083949035e-213	FALSE	62	P0C0L7
P77775	-5	-0.64226324556532	-0.683384580361803	-0.601141910768836	8.43292558962346e-206	4.2987490868747	0.367081763117887	937.104264972928	8.43292558962345e-206	FALSE	409	P77775
P0A9B2	5	1.25971492324327	1.17900959842324	1.3404202480633	1.52941609095006e-205	13.044875730897	0.0110585920089556	935.914877579204	1.52941609094991e-205	FALSE	148	P0A9B2
P04036	5	1.14375717545534	1.06889572644453	1.21861862446616	5.11805415174508e-197	5.46362831587682	0.242945127693593	896.700449223948	5.11805415174497e-197	FALSE	184	P04036
