ID	down_reg.pval	up_reg.pval	down_reg.FDR	up_reg.FDR	avgL2FC
P37689	0.999999999999888	1.61414340222313e-12	0.999999999999888	1.61414340222313e-12	2.48293569636466
P0AEE5	2.23980002600069e-13	0.999999999999974	2.23980002600069e-13	0.999999999999974	-4.58612696684863
P37349	0.999999991349253	8.46494919222891e-07	0.999999991349253	8.46494919222891e-07	1.4376423935302
P19926	0.000104504113366819	0.999999056427995	0.000104504113366819	0.999999056427995	-1.86814292135377
P37440	1.12267914870889e-05	0.999999911929567	1.12267914870889e-05	0.999999911929567	-2.21578811616636
P37903	8.72380293615228e-05	0.999999161777565	8.72380293615228e-05	0.999999161777565	-1.89463414053979
P69828	0.000354273843504121	0.999996199109818	0.000354273843504121	0.999996199109818	-1.63158204264532
P23538	1.05713713272329e-07	0.999999998968777	1.05713713272329e-07	0.999999998968777	-2.91370049069237
P77318	3.06925598805637e-07	0.999999997196683	3.06925598805637e-07	0.999999997196683	-2.73846337360047
P0AB77	0.000242346955083922	0.999997629131801	0.000242346955083922	0.999997629131801	-1.69872312082699
P15078	2.9851722812328e-10	0.999999999990684	2.9851722812328e-10	0.999999999990684	-3.75278369173879
P02925	6.88039666947912e-06	0.999999934376577	6.88039666947912e-06	0.999999934376577	-2.27694110696388
P37188	4.15740550926445e-05	0.999999621832861	4.15740550926445e-05	0.999999621832861	-2.02364069875866
P04982	9.93482102711159e-06	0.999999899359269	9.93482102711159e-06	0.999999899359269	-2.2195156486875
P08839	0.999999999603661	3.61037014276669e-08	0.999999999603661	3.61037014276669e-08	1.71011370544764
P22259	3.71392975074154e-07	0.999999996500231	3.71392975074154e-07	0.999999996500231	-2.7432668112244
P0C8J6	7.56359241331996e-05	0.999999166068732	7.56359241331996e-05	0.999999166068732	-1.91520011432598
P0A9Q7	0.999999999999863	1.61414340222313e-12	0.999999999999863	1.61414340222313e-12	2.49424411922127
Q46851	1.61551840221707e-05	0.999999872176177	1.61551840221707e-05	0.999999872176177	-2.16069598206625
P0AE22	5.61394053050369e-06	0.999999951523036	5.61394053050369e-06	0.999999951523036	-2.29716632745628
P39396	2.53391325079642e-15	0.999999999999996	2.53391325079642e-15	0.999999999999996	-4.91209790899778
P33025	6.87031136363989e-07	0.999999994234978	6.87031136363989e-07	0.999999994234978	-2.63057302427273
P77674	2.44028533014835e-07	0.999999997699331	2.44028533014835e-07	0.999999997699331	-2.81683303079381
P25906	0.00988947664955802	0.999771972282972	0.00988947664955802	0.999771972282972	-0.984096356424103
P28904	0.999999999916791	3.29781824885362e-09	0.999999999916791	3.29781824885362e-09	1.90083848937309
P0A6T3	0.00391426682530694	0.999928982970545	0.00391426682530694	0.999928982970545	-1.16693986083216
P21177	6.9906246926292e-08	0.999999999287163	6.9906246926292e-08	0.999999999287163	-2.99832315183653
P41409	0.0004155907171417	0.999994929134816	0.0004155907171417	0.999994929134816	-1.58936240999138
P25553	1.01188164378614e-09	0.999999999981896	1.01188164378614e-09	0.999999999981896	-3.53875339516995
P29012	1.08637685941792e-06	0.999999990186027	1.08637685941792e-06	0.999999990186027	-2.55464926046035
P0A796	0.999999999499645	5.35344144893864e-08	0.999999999499645	5.35344144893864e-08	1.68133149035008
P0AGE9	3.37589009209499e-05	0.999999723074379	3.37589009209499e-05	0.999999723074379	-2.04451732937471
P24203	0.000258606902918024	0.999997248189249	0.000258606902918024	0.999997248189249	-1.6873325060721
P27550	5.9989217389498e-09	0.999999999905518	5.9989217389498e-09	0.999999999905518	-3.27677662482554
P0A9S1	1.49037268993898e-06	0.999999981340522	1.49037268993898e-06	0.999999981340522	-2.51544655444959
P37685	7.17837390287513e-06	0.999999926099331	7.17837390287513e-06	0.999999926099331	-2.26115150635525
P06988	0.999999844570991	1.65260694037916e-05	0.999999844570991	1.65260694037916e-05	1.15388530174099
P69786	0.99999999965732	2.48389965018121e-08	0.99999999965732	2.48389965018121e-08	1.74782305953195
P21151	8.37264189132454e-07	0.999999992010001	8.37264189132454e-07	0.999999992010001	-2.62509599112509
P77252	4.17788620866348e-11	0.9999999999987	4.17788620866348e-11	0.9999999999987	-3.95407198468541
P77433	3.89311274123395e-09	0.999999999944947	3.89311274123395e-09	0.999999999944947	-3.37221079024451
P77399	3.73778096713133e-05	0.999999656704906	3.73778096713133e-05	0.999999656704906	-2.02123265980106
P09148	0.0217367097921317	0.999360561928112	0.0217367097921317	0.999360561928112	-0.827634861597717
P07014	7.21479580232559e-06	0.999999938941099	7.21479580232559e-06	0.999999938941099	-2.25581365001074
P76128	4.82761981645903e-05	0.999996914616027	4.82761981645903e-05	0.999996914616027	-2.00142055622205
P42593	1.91478212531799e-06	0.999999960032025	1.91478212531799e-06	0.999999960032025	-2.48313641156331
P0A9J6	0.00319765418658028	0.999948957375746	0.00319765418658028	0.999948957375746	-1.20549569891419
P04036	0.999999803700674	2.46012560740631e-05	0.999999803700674	2.46012560740631e-05	1.13414080035762
P0A6J5	3.37334905251261e-05	0.999999719364194	3.37334905251261e-05	0.999999719364194	-2.02196771618771
P0A8A4	0.000993793078971603	0.999987323048806	0.000993793078971603	0.999987323048806	-1.43417852115174
P76108	9.64767367328451e-05	0.999999119754913	9.64767367328451e-05	0.999999119754913	-1.88373938641765
P21514	0.000106048433121931	0.999998877662569	0.000106048433121931	0.999998877662569	-1.83894777811053
P76503	6.86471339380248e-06	0.999999912258709	6.86471339380248e-06	0.999999912258709	-2.2722827449425
P0ACL9	0.00105542718431026	0.999986735268202	0.00105542718431026	0.999986735268202	-1.429164279486
P0A836	2.82376153851537e-05	0.999999765987674	2.82376153851537e-05	0.999999765987674	-2.06901813372348
P09832	0.999999958250259	5.30152947716301e-06	0.999999958250259	5.30152947716301e-06	1.25090901642565
P60664	0.999999320424038	7.51354080406248e-05	0.999999320424038	7.51354080406248e-05	1.02422227248608
P09551	0.000106362441803758	0.999998987253858	0.000106362441803758	0.999998987253858	-1.85266133220156
P60595	0.999999441979633	6.60938618682127e-05	0.999999441979633	6.60938618682127e-05	1.03763510108751
P61889	0.00388947285285256	0.999927194787975	0.00388947285285256	0.999927194787975	-1.15875770190196
P32705	9.44989840657151e-12	0.999999999998484	9.44989840657151e-12	0.999999999998484	NA
P23847	0.0158185510390861	0.999540074512768	0.0158185510390861	0.999540074512768	-0.889026689007626
P0AFW2	1.55617730396417e-06	0.999999984131709	1.55617730396417e-06	0.999999984131709	-2.50332052118299
P0AFG6	0.000539059958038434	0.999993879708015	0.000539059958038434	0.999993879708015	-1.55218169138947
P0A9B2	0.999999960507297	4.72004188880737e-06	0.999999960507297	4.72004188880737e-06	1.25672814922547
P23857	1.06528798822086e-05	0.999999880491263	1.06528798822086e-05	0.999999880491263	-2.22803842854099
P0C0L7	0.999999999948789	3.91619399052624e-09	0.999999999948789	3.91619399052624e-09	1.88439259618118
P0AB91	0.999998056593412	0.000187958064275359	0.999998056593412	0.000187958064275359	0.93645956131542
Q46939	4.78182064630634e-07	0.999999992369114	4.78182064630634e-07	0.999999992369114	-2.69701443252218
P0A9G6	0.000182244439912225	0.999998104778902	0.000182244439912225	0.999998104778902	-1.76582329867763
P05042	0.00269496717981147	0.999956889841924	0.00269496717981147	0.999956889841924	-1.25057195355332
P08660	0.999999998257606	2.00638952952727e-07	0.999999998257606	2.00638952952727e-07	1.55303795100825
P0AG80	0.00113308207330898	0.999985891187736	0.00113308207330898	0.999985891187736	-1.41848699996411
P0A9P6	0.999999998130325	2.21564819182625e-07	0.999999998130325	2.21564819182625e-07	1.56002339818734
P0ACL5	2.89044795569806e-05	0.999999595903921	2.89044795569806e-05	0.999999595903921	-2.06255050262616
P0A9S3	3.74886831875222e-05	0.999999697578877	3.74886831875222e-05	0.999999697578877	-2.0169246403837
P10371	0.999999772086953	2.73837566053277e-05	0.999999772086953	2.73837566053277e-05	1.11258885558655
P60757	0.999999993372656	7.15025478105541e-07	0.999999993372656	7.15025478105541e-07	1.42655224203057
P0A6P9	0.999997816189502	0.000219942735491577	0.999997816189502	0.000219942735491577	0.909023831124547
P69811	0.999999998131047	2.30268792277008e-07	0.999999998131047	2.30268792277008e-07	1.54624803952723
P0A968	5.72065319173722e-05	0.999999399498171	5.72065319173722e-05	0.999999399498171	-1.96331783437082
P77187	0.86711261100864	0.0421559011531075	0.86711261100864	0.0421559011531075	NA
P60716	0.00318723050208113	0.99994798512846	0.00318723050208113	0.99994798512846	-1.21639284443218
P0A853	7.54288653753522e-07	0.999999993377617	7.54288653753522e-07	0.999999993377617	-2.63317958551292
P46118	0.00270498174473097	0.999955840915629	0.00270498174473097	0.999955840915629	-1.24937458187294
P27306	0.000248757866847096	0.999997570324843	0.000248757866847096	0.999997570324843	-1.68990032941742
P77348	0.0249830345453197	0.999144056925834	0.0249830345453197	0.999144056925834	-0.799975471679316
P0ACW6	4.77797847795628e-08	0.999999999475869	4.77797847795628e-08	0.999999999475869	-3.0439562895772
P76402	0.00160692582917661	0.999975273422472	0.00160692582917661	0.999975273422472	-1.3364736175421
P06959	0.0116696909176778	0.999696557529229	0.0116696909176778	0.999696557529229	-0.95047764442177
P39265	0.00131112106572306	0.999981803762593	0.00131112106572306	0.999981803762593	-1.38704560376095
P31142	0.00621937750968651	0.999878328678208	0.00621937750968651	0.999878328678208	-1.06801814065741
P76227	0.000749296033870848	0.999985828310483	0.000749296033870848	0.999985828310483	-1.51014432916983
P0A830	8.08567774594422e-08	0.999999997066297	8.08567774594422e-08	0.999999997066297	NA
P0AC38	0.000352035468014127	0.999996372145608	0.000352035468014127	0.999996372145608	-1.62800563232583
P0AFW4	0.00315800211435935	0.999944872932156	0.00315800211435935	0.999944872932156	-1.21982236623865
P0A6F3	0.000208935979707605	0.999997333284241	0.000208935979707605	0.999997333284241	-1.73687764115319
P0AD37	0.00042102919321578	0.999995046996903	0.00042102919321578	0.999995046996903	-1.58078113206326
P0A8Y5	0.999976198509121	0.00173482613496784	0.999976198509121	0.00173482613496784	0.685075400920684
P25888	0.999999999309557	2.20676146869876e-08	0.999999999309557	2.20676146869876e-08	1.72827546470115
P39187	5.48003860005517e-08	0.999999998786434	5.48003860005517e-08	0.999999998786434	-3.02412829124178
P76014	0.999999433244864	5.82615470137033e-05	0.999999433244864	5.82615470137033e-05	1.04485106461306
P13482	0.0158555125719805	0.99954830049291	0.0158555125719805	0.99954830049291	-0.89064445622693
P02924	1.18273483135566e-05	0.999999700677322	1.18273483135566e-05	0.999999700677322	-2.20646228793139
P39325	7.53747985945647e-07	0.999999992610575	7.53747985945647e-07	0.999999992610575	-2.61615715867585
P23721	0.999993225469519	0.000577026112975778	0.999993225469519	0.000577026112975778	0.808077864649688
P08331	0.00458374606535897	0.999914895327727	0.00458374606535897	0.999914895327727	-1.13749573212001
P07913	0.00394949898466761	0.999932196492758	0.00394949898466761	0.999932196492758	-1.16605291312188
