	t	AveExpr	B	logFC	CI.L	CI.R	adj.P.Val	P.Value	post.df	counts	sca.t	sca.P.Value	sca.adj.pval
P04425	6.564012928541738	22.25579368368593	9.31630893146567	0.16452939105741393	0.11476657968781623	0.21429220242701164	6.00929717676401e-09	2.779011338468582e-09	96.9	19.0	6.642811914083746	1.7967520974387358e-09	3.935808152231906e-09
P04693	2.745804732541313	23.62738987338374	-4.9568632993942945	0.1115044333739661	0.030882477222259674	0.19212638952567251	0.009659491780386636	0.0072235319251860945	96.9	16.0	2.77589179790881	0.00660774627947901	0.008906769114005841
P04805	-4.743597477550622	23.625213945748634	1.5763681230340385	-0.09990131053932316	-0.14171266162341906	-0.05808995945522728	1.263979809609652e-05	7.408166680143193e-06	96.9	43.0	-4.830212085032775	5.100781212529559e-06	8.839913203070295e-06
P04816	2.8427349152241983	23.932102442985496	-4.704087822085688	0.09403393940903015	0.028362110322387196	0.1597057684956731	0.007443928074899971	0.005478294255610981	96.9	22.0	2.877983437244037	0.004924032145043149	0.006741991406627708
P04816;P0AD96	-0.7525387312642062	24.332749664499726	-8.335967698332098	-0.13326368513534703	-0.4848353027388069	0.2183079324681128	0.49060693478771084	0.45359292922915495	96.9	2.0	-0.7586804978495061	0.4498851657888532	0.4871487252849798
P04825	-3.3332038265843122	23.649459767238653	-3.3147019742090587	-0.10352967399064994	-0.16519397602350216	-0.04186537195779772	0.0017798492401100827	0.00122593877104334	96.9	52.0	-3.382044628617628	0.001038949524169528	0.0015114392722039426
P04846	7.377665269881922	22.745921634334948	13.10062066942827	0.2926571963630096	0.2139034711183899	0.37141092160762923	1.4854347753534017e-10	6.096352990011342e-11	96.9	13.0	7.451139253533396	3.8785821430032176e-11	9.507175235803263e-11
P04949	-23.165451265119643	21.290830762168753	82.09045525170967	-4.764613941971604	-5.172950062104948	-4.356277821838259	1.195006590438972e-39	8.431412199394773e-41	96.9	2.0	-23.373494801550688	1.3022586670871382e-41	1.8276306685639591e-40
P04951	6.159653668399133	21.10883047095434	7.495989958000699	0.18351071610442204	0.12436327219140918	0.2426581600174349	3.6027031469720535e-08	1.7566795645033137e-08	96.9	16.0	6.225129853400408	1.2321130569841065e-08	2.5396254011126687e-08
P04968	-19.505372023291056	22.390611280936092	68.5124158818972	-0.9412634519863161	-1.0370683699693066	-0.8454585340033257	6.226995268589834e-34	6.089970922826244e-35	96.9	26.0	-19.74202019009901	9.922904458653887e-36	1.0368348709900029e-34
P04982	-49.864698950092766	19.807290066430554	149.18428515916412	-2.219440571985693	-2.307805751658613	-2.1310753923127734	1.0178246286539374e-67	8.532235797308592e-70	96.9	2.0	-48.08402293550525	2.0138014733320108e-69	1.859843102628886e-67
P04983	-30.366563624218983	19.309267568456995	104.84219288849917	-1.576988451881789	-1.680089649470273	-1.4738872542933048	2.889631707395593e-49	1.2818135761063234e-50	96.9	2.0	-29.641863434427126	2.179481267054184e-50	4.622114716723058e-49
P04993	-0.03698146648017133	18.87695056078863	-8.620480009733667	-0.001264426202361335	-0.06914417142765769	0.06661531902293502	0.9750047918431838	0.9705775957922018	96.9	2.0	-0.0345858451597389	0.972481133917307	0.9769170127737719
P04994	5.734368069220181	20.274276019737076	5.636108841254005	0.14708333205775403	0.0961609465968306	0.19800571751867746	2.261296878770414e-07	1.1626367466119628e-07	96.9	6.0	5.700313711121625	1.290282160801064e-07	2.504459543304031e-07
P04995	-9.439506252052697	20.905450802058017	23.099974065979932	-0.20265891041432837	-0.2452822299981665	-0.16003559083049024	8.447750873689076e-15	2.670350869957602e-15	96.9	13.0	-9.502271103501784	1.6081245202691005e-15	5.1042799351778655e-15
P05020	-6.721294399371976	24.25547252237445	10.036263761900162	-0.15384599998206738	-0.1992887009060283	-0.10840329905810649	2.9668012387048373e-09	1.3419516605388627e-09	96.9	31.0	-6.828550042907815	7.529174246622464e-10	1.6840645209437588e-09
P05041	12.919305289936993	19.5962704537884	39.98131212122438	0.3606847260072925	0.3052579732037188	0.41611147881086624	6.202205778687304e-22	1.2846343090330323e-22	96.9	7.0	12.91162236728062	8.839456207554826e-23	4.274892419295518e-22
P05042	-37.5134693409789	21.375361118956256	123.4369601070225	-1.2508289914431714	-1.3170264861351535	-1.1846314967511893	4.73929800430053e-57	1.1918597845254564e-58	96.9	14.0	-37.88538254354985	6.766604914602286e-60	2.7675414100723348e-58
P05050	-2.0575505536625394	16.030895383899214	-6.489050540814621	-0.09634256315468193	-0.19011516863402833	-0.0025699576753355075	0.05440575868443331	0.044239121976025406	58.9	2.0	-1.938015180208155	0.057419551937969285	0.06977596655280394
P05052	6.093133661812998	17.1509117361403	5.820005471863812	0.6103858239770332	0.4092489871145921	0.8115226608394743	2.87706901113422e-07	1.4912924947688377e-07	52.9	2.0	6.04002895203523	1.5731498793135998e-07	3.022770539915998e-07
P05055	2.3412850109647323	24.89136810493854	-5.929480976113281	0.07078293997764717	0.010761673108425553	0.1308042068468688	0.027074686501986998	0.021313454893879993	96.9	54.0	2.3760479617831067	0.019466051794304384	0.024913413628562114
P05100	-7.760713352837403	16.630594693373745	13.485978801307965	-0.7487153229218038	-0.9411414245106781	-0.5562892213329295	1.2617512656529581e-10	5.147486825996001e-11	71.9	2.0	-7.743677643431249	4.647232892573213e-11	1.1342734673006913e-10
P05194	-3.805438740320433	21.13136345956257	-1.8144567671050824	-0.07268118079269925	-0.11059941325048969	-0.034762948334908804	0.00038222068474690144	0.00025085318429599295	96.9	15.0	-3.8374013610060795	0.00022155263126599824	0.00033974567933291535
P05458	0.5201692266164591	20.816735648136035	-8.484693194930617	0.010994139692314775	-0.03096701596835745	0.052955295352987	0.6345221463552406	0.6041590537772916	96.9	24.0	0.5278641539161443	0.598800336496832	0.6295869861881858
P05459	1.3748032798937848	22.55404583618366	-7.675859344076872	0.025795641579591688	-0.011455245542114342	0.06304652870129772	0.19826601199093727	0.17243533700923291	96.9	26.0	1.3976500229011395	0.16540981562606558	0.19134072813633363
P05523	2.433482715286336	18.3523208768642	-5.416674008591252	0.1606490095554136	0.02938550763658243	0.2919125114742448	0.02197603487489868	0.017056051209247417	86.9	2.0	2.355305091234867	0.020759210264492706	0.026450208717063915
P05637	9.422385343195607	20.186072466907	23.015866090458136	0.25872078443335056	0.20420763126473163	0.3132339376019695	9.169400938710156e-15	2.904871341742966e-15	96.9	7.0	9.413050457057905	2.505676987213509e-15	7.900609266951845e-15
P05704	-8.966911560110118	19.588352486773637	18.74390871923461	-1.2424169617893668	-1.518706890413016	-0.9661270331657175	7.843431681174185e-13	2.786157883253282e-13	72.9	2.0	-9.018888199877566	1.7361248411155327e-13	4.935973604879612e-13
P05706	12.345626101114506	18.27238347129909	36.43907391034323	0.832573652603287	0.6985894899750441	0.9665578152315298	2.1363136736404534e-20	4.7680909446603205e-21	91.9	2.0	12.18703730130164	6.749964176058211e-21	2.963979668106543e-20
P05719	18.81584179418676	19.77217606422087	65.77798353988553	0.6298038758735061	0.5633511926374385	0.6962565591095736	8.798527505534842e-33	9.219553795530745e-34	96.9	6.0	18.83627092423084	3.7030656940289445e-34	3.498969333995006e-33
P05791	-17.950358149469427	23.912063500407626	62.26254573127896	-0.7413251380309305	-0.8233161892181873	-0.6593340868436737	2.672991802520622e-31	3.03430784428642e-32	96.9	39.0	-18.184519639313685	5.332610043805954e-33	4.801025960822782e-32
P05793	32.81475497401656	26.208597530303198	111.59565986106365	1.1462802764294793	1.0769293128818653	1.2156312399770932	4.202062960544739e-52	1.5557760175261693e-53	96.9	72.0	33.2692529081158	8.147423603313564e-55	2.2215308358368316e-53
P05804	-21.30095648802344	17.42048029148163	70.09423887257162	-1.3936324648187295	-1.523744796333763	-1.263520133303696	1.5628261778209915e-34	1.4738493468797336e-35	85.9	2.0	-21.00920859665222	1.3317642335323943e-35	1.376476895524637e-34
