Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P23538	-3.09770423417799	-3.17885777760972	-3.01655069074625	24.9944040124969	-79.6015669961313	1.36838583537684e-26	3.96831892259283e-23	50.7439104856019	P23538	62	-82.5622539141096	3.45652556299942e-28	1.00239241326983e-24
P37689	2.64960491655187	2.5556985482293	2.74351128487443	24.6037621152534	58.8403477525287	5.77242185680666e-24	8.37001169236966e-21	45.0796680258016	P37689	39	60.9052007960375	2.19489122922184e-25	3.18259228237167e-22
P76594	-2.42962689048512	-2.52157080442365	-2.33768297654659	20.6197858388215	-55.106871155357	2.13697169338111e-23	1.97123106511259e-20	43.8104983142272	P76594	26	-56.8644189325013	9.39135735368965e-25	9.07831210856666e-22
P0AAG8	-3.8351972048231	-3.98398751844809	-3.6864068911981	19.8099020036597	-53.7529366810843	3.51067572325188e-23	2.03619191948609e-20	43.3259694089777	P0AAG8	9	-54.5733204101065	2.24216957079871e-24	1.29041490766071e-21
P33025	-2.91601304898259	-3.02770299888307	-2.80432309908211	22.4881103815072	-54.4458173641195	2.71893940015529e-23	1.97123106511259e-20	43.5756232102457	P33025	8	-54.3554357077046	2.44018355518527e-24	1.29041490766071e-21
P27306	-2.0028539931404	-2.08284199624398	-1.92286599003682	23.4386987477161	-52.2172012753846	6.25914533842592e-23	3.0252535802392e-20	42.759530693316	P27306	36	-54.1248205059769	2.66982394688423e-24	1.29041490766071e-21
P0AFT5	-1.74441754130635	-1.8153543275108	-1.67348075510189	20.767067638656	-51.2823704233953	8.97367401838615e-23	3.71766495047426e-20	42.405557198311	P0AFT5	13	-51.3981625193188	7.96461419963483e-24	3.29962588270586e-21
P41409	-1.71731321016945	-1.78886063379205	-1.64576578654686	21.9334824186361	-50.0546773199355	1.45466962152275e-22	5.27317737801999e-20	41.9296686373857	P41409	10	-49.1313656537338	2.06568437690861e-23	7.48810586629371e-21
P02925	-2.34477699113274	-2.44952998994748	-2.240023992318	24.4894405829515	-46.6792891984214	5.8450062830262e-22	1.6950518220776e-19	40.5521146805873	P02925	25	-48.1274616722811	3.19451751516878e-23	1.0293445326655e-20
P0A9D8	1.04336512761428	0.995350327305791	1.09137992792277	25.583495587405	45.315872402072	1.05446506589814e-21	2.5482905759205e-19	39.9646168399377	P0A9D8	32	47.3787622716283	4.44792489741842e-23	1.28989822025134e-20
P0A8A4	-1.51400064672171	-1.58246214002251	-1.44553915342092	21.7965225020151	-46.1178282788952	7.43715464118135e-22	1.96070440540236e-19	40.312459812921	P0A8A4	18	-47.075767904059	5.09293647627757e-23	1.34268325283681e-20
P04983	-1.9552354138293	-2.0465145503824	-1.86395627727619	20.9747849335364	-44.670075499415	1.40300611786046e-21	3.12978287830411e-19	39.6796423977335	P04983	18	-45.7732060655311	9.20661082222353e-23	2.22493094870402e-20
P22259	-2.96565618809853	-3.11062486687074	-2.82068750932632	24.9315655561227	-42.6614660306663	3.50247252094587e-21	6.84821225208358e-19	38.7641762154546	P22259	48	-44.037237855322	2.08052716426989e-22	4.64117598183284e-20
P77318	-2.91950656771325	-3.06230030414565	-2.77671283128085	22.1778742527293	-42.6372762991591	3.54217875107771e-21	6.84821225208358e-19	38.7528723032455	P77318	12	-43.5433942101842	2.63875691597861e-22	5.46599646881284e-20
P0ADF6	1.97418025013199	1.87666181536163	2.07169868490235	19.4313035990807	42.217181532776	4.31250416602942e-21	7.81641380092832e-19	38.5554643899075	P0ADF6	8	41.7572030912181	6.37631568353648e-22	1.23275436548372e-19
P04982	-2.25493975352969	-2.36741027130811	-2.14246923575127	21.9979514624344	-41.8105040862849	5.22703850632234e-21	8.91671274607928e-19	38.3623607671409	P04982	7	-41.4453135214415	7.46646427260104e-22	1.35329664940894e-19
P0A830	-3.67643527037001	-3.83889322673033	-3.51397731400969	18.9661386692803	-47.1927291464372	4.70097608931567e-22	1.51475896211283e-19	40.7685482275056	P0A830	2	-41.0503460705012	9.13366359502085e-22	1.55809555444473e-19
P06720	-2.454627283339	-2.58253474255117	-2.32671982412684	20.891439589063	-40.0201617951577	1.24644872367634e-20	1.96878207174633e-18	37.4879051210599	P06720	9	-40.4311810023707	1.25755898886781e-21	2.02606725984259e-19
P0A9J6	-1.22079366942297	-1.28585784541116	-1.15572949343479	21.9599556787367	-39.1281657556581	1.9494589908579e-20	2.82671553674395e-18	37.0367049164527	P0A9J6	14	-39.2496014176837	2.34649072735632e-21	3.46115367409781e-19
Q46851	-2.37358061748259	-2.50365743806746	-2.24350379689772	22.6299434536471	-38.0533791999907	3.38670527594537e-20	4.29583268369122e-18	36.4785011722377	Q46851	25	-39.2176544140414	2.38700253386056e-21	3.46115367409781e-19
P0AG71	-1.15219982884277	-1.21549744697365	-1.08890221071189	19.5682200440538	-37.9602962823157	3.55517187615825e-20	4.29583268369122e-18	36.4293845595345	P0AG71	20	-38.9072789783375	2.82088547036294e-21	3.89386205284379e-19
P0ABH7	-1.85018839635978	-1.95323846512393	-1.74713832759563	28.0291027765922	-37.4418088742146	4.66902824659322e-20	4.83577925540012e-18	36.1534799690394	P0ABH7	41	-38.7282932962493	3.10791881582524e-21	3.89386205284379e-19
P0AEE5	-4.87042368733307	-5.14136188926301	-4.59948548540314	23.6582824959179	-37.4874287817441	4.55772469672302e-20	4.83577925540012e-18	36.1779149467188	P0AEE5	22	-38.6030723969684	3.32678751146539e-21	3.89386205284379e-19
P0ACL5	-2.30689037901367	-2.43340972759586	-2.18037103043147	19.7866548282749	-38.0241194570886	3.43873962101107e-20	4.29583268369122e-18	36.46307534014	P0ACL5	10	-38.5416231020154	3.4400348129144e-21	3.89386205284379e-19
P24203	-1.69833241871431	-1.79221623325238	-1.60444860417624	23.3285418924983	-37.7242946182579	4.02291824713215e-20	4.6665851666733e-18	36.3042898763017	P24203	16	-38.5300772622695	3.46175946200546e-21	3.89386205284379e-19
