Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P22259	-2.89497379323075	-3.06458008949503	-2.72536749696647	19.79716756946	-35.6944136201103	4.69659559627613e-19	6.52826787882382e-16	33.8127829620378	P22259	50	-39.4574649118307	1.4667155190545e-22	3.09567676197454e-19
P27306	-2.15277085231755	-2.27601222861255	-2.02952947602255	17.8088665849147	-36.5290897735222	3.02866902534042e-19	6.52826787882382e-16	34.2329506455113	P27306	31	-38.7341598429836	2.22710558415435e-22	3.09567676197454e-19
P0A9Q7	2.5259741018252	2.34819276171676	2.70375544193364	20.7844485151669	29.7125758670118	1.50936019739471e-17	4.66224594306367e-15	30.4359571868355	P0A9Q7	106	33.6141454882508	5.42342419701981e-21	5.02570642257169e-18
P0AEE5	-4.57030366865861	-4.87947727657951	-4.26113006073771	18.4508050208758	-30.9129341597865	7.14871145280291e-18	3.97468356775842e-15	31.1705166580373	P0AEE5	18	-33.0498288762724	7.93212507249134e-21	5.51282692538148e-18
P25553	-3.82003798180937	-4.08726131106007	-3.55281465255866	19.4034641271026	-29.8944726215115	1.34526814262232e-17	4.66224594306367e-15	30.5493162608371	P25553	26	-32.2268759697986	1.39669127491713e-20	7.24185872358799e-18
P27550	-3.23903959344737	-3.47001378948804	-3.00806539740671	19.4924214061674	-29.3258344353276	1.93218922541773e-17	4.88316913332844e-15	30.1924295393615	P27550	35	-31.8704130798737	1.79226955933077e-20	7.24185872358799e-18
P76594	-2.33990681110232	-2.49540129767724	-2.1844123245274	15.6085186350065	-31.4688703078565	5.10499496841608e-18	3.54797150304918e-15	31.5002583549701	P76594	18	-31.8458684166325	1.82348960665885e-20	7.24185872358799e-18
P77252	-4.86172841732775	-5.19750984380847	-4.52594699084703	14.9909767059668	-30.2783085853932	1.05750985390426e-17	4.66224594306367e-15	30.7860951025491	P77252	5	-29.9766798324475	7.0622170315058e-20	2.45412041844826e-17
P37685	-2.5397207193216	-2.72480897135764	-2.35463246728557	17.8281216660819	-28.6948985535462	2.91053995001213e-17	6.74275088419477e-15	29.7876309015408	P37685	16	-29.3140508726949	1.16366225523164e-19	2.77459734130648e-17
P0AGE9	-2.17437482147042	-2.33970988315521	-2.00903975978562	20.7611866807075	-27.5021745666694	6.46820558447901e-17	1.20517086428682e-14	28.9957855349623	P0AGE9	28	-29.2896598347902	1.18549320022173e-19	2.77459734130648e-17
P76503	-2.6371072222624	-2.82127843558287	-2.45293600894194	15.2948592595122	-29.9435732450423	1.30426655435875e-17	4.66224594306367e-15	30.5797882795406	P76503	11	-29.2620164556083	1.21075218461624e-19	2.77459734130648e-17
P0A853	-2.87006324418463	-3.08556645769529	-2.65456003067398	16.9699092491633	-27.8506478476207	5.10500703771529e-17	1.09168612037296e-14	29.2308476069537	P0A853	18	-29.1750586417316	1.29393239918612e-19	2.77459734130648e-17
P07014	-2.39944034000655	-2.58485447893165	-2.21402620108145	20.2120685443534	-27.0622993160354	8.75624545667131e-17	1.43190366879684e-14	28.6945385346483	P07014	31	-29.1468189671823	1.32220956651113e-19	2.77459734130648e-17
Q46851	-2.52210739023845	-2.71393765323593	-2.33027712724098	17.4197196985382	-27.49438680061	6.50272049075624e-17	1.20517086428682e-14	28.9904964046667	Q46851	23	-29.0748001440399	1.39727923662916e-19	2.77459734130648e-17
P76558	-1.75548084717644	-1.89733343323881	-1.61362826111407	18.766135799563	-25.8795323091459	2.02459675015893e-16	2.96230471865359e-14	27.8583476299812	P76558	51	-28.8150961503015	1.70701673931663e-19	3.1636710235335e-17
P23538	-3.03398461008914	-3.27741982754322	-2.79054939263505	19.0916021893404	-26.0631889135341	1.77334120611702e-16	2.73882697389185e-14	27.9907723867443	P23538	40	-28.4489992961848	2.27031375600955e-19	3.94467015106659e-17
P37188	-2.31854965222466	-2.48299488107112	-2.1541044233782	20.0286485018764	-29.4844281449408	1.74543244218594e-17	4.85230218927692e-15	30.2927106864085	P37188	11	-28.1164098056309	2.9506280382041e-19	4.82514467423965e-17
P0ABH7	-1.7912791316774	-1.94160728608586	-1.64095097726895	20.7739080958344	-24.9184214283709	4.11089421977638e-16	4.79552113519073e-14	27.1490828991876	P0ABH7	42	-27.3271545704449	5.56179955616813e-19	8.58989042563745e-17
P77318	-2.95461135606809	-3.18133027644334	-2.72789243569284	15.7530972364353	-27.2527406683979	7.6757889124219e-17	1.33366832353331e-14	28.8255901688585	P77318	9	-26.9784677489398	7.40011054493966e-19	1.08275301657538e-16
P25888	2.44554811995146	2.24172724790379	2.64936899199913	15.4972405683802	25.0914143901106	3.6120458373924e-16	4.5643124672504e-14	27.2788056902123	P25888	24	26.6968821739397	9.34330886027723e-19	1.29871993157854e-16
P77674	-3.25056332391395	-3.51991235241362	-2.98121429541427	16.1128040584343	-25.2371787148151	3.24112854539835e-16	4.29063683628925e-14	27.3873978701487	P77674	12	-26.2292917307799	1.38322411035752e-18	1.83112525085424e-16
P0AAG8	-3.96806209085838	-4.22411837685927	-3.71200580485748	13.7222495186839	-32.4071323656829	2.92923099242199e-18	2.71442071964438e-15	32.0425049550648	P0AAG8	3	-26.1130828716118	1.52644730021252e-18	1.92887431572309e-16
P37440	-2.65079519330348	-2.86640774883374	-2.43518263777322	17.0609141977185	-25.7098600771945	2.29006403062145e-16	3.18318900256382e-14	27.7351362689716	P37440	12	-26.0560241282524	1.60234792468139e-18	1.93675096983228e-16
P0AC41	-2.30794122030718	-2.51326668402671	-2.10261575658765	20.9483702819509	-23.5060425068196	1.22143798104692e-15	1.17089571976222e-13	26.0541934437932	P0AC41	47	-25.8193593833215	1.96170960131574e-18	2.27231362152407e-16
Q47146	-2.25732115687804	-2.45452589037379	-2.06011642338229	16.2494037035302	-23.9372140128008	8.70414011668276e-16	8.96204056458447e-14	26.3953910078087	Q47146	22	-25.2759084942255	3.14278994248314e-18	3.49478241604125e-16
P29012	-3.23451131570813	-3.50606126899613	-2.96296136242014	15.2712949826351	-24.9090135043902	4.14001824620782e-16	4.79552113519073e-14	27.1420016291734	P29012	7	-24.7112191537186	5.18077172339913e-18	5.53944053501907e-16
