rowname	count
P0AAU2	4
P0AAU7	3
P0AAV4	4
P0AAV6	2
P0AAW1	8
P0AAX3	3
P0AAX8	6
P0AAX8;P39176	2
P0AAY1	1
P0AAZ4	28
P0AAZ7	6
P0AB01	2
P0AB03	16
P0AB06	3
P0AB10	4
P0AB12	1
P0AB14	6
P0AB18	2
P0AB20	1
P0AB24	20
P0AB26	8
P0AB28	9
P0AB35	1
P0AB38	7
P0AB40	1
P0AB43	9
P0AB46	7
P0AB52	5
P0AB55	5
P0AB58	11
P0AB61	3
P0AB65	5
P0AB67	19
P0AB71	37
P0AB77	18
P0AB80	25
P0AB83	5
P0AB85	6
P0AB87	1
P0AB89	31
P0AB91	32
P0AB96	4
P0ABA0	23
P0ABA4	13
P0ABA6	41
P0ABB0	46
P0ABB4	56
P0ABB8	20
P0ABC3	27
P0ABC7	26
P0ABC9	2
P0ABD3	21
P0ABD5	39
P0ABD8	3
P0ABE2	4
P0ABF1	12
P0ABF4	6
P0ABF6	9
P0ABG4	1
P0ABH0	15
P0ABH7	36
P0ABH9	42
P0ABI4	4
P0ABI8	9
P0ABJ1	16
P0ABJ9	13
P0ABK2	1
P0ABK5	55
P0ABK9	13
P0ABL1	1
P0ABL3	2
P0ABM9	3
P0ABN1	1
P0ABN5	2
P0ABN9	1
P0ABP8	30
P0ABQ0	16
P0ABQ2	11
P0ABQ4	9
P0ABR1	2
P0ABS1	13
P0ABS5	16
P0ABS8	2
P0ABT2	30
P0ABT5	9
P0ABU0	18
P0ABU2	18
P0ABU5	11
P0ABU7	7
P0ABU9	5
P0ABV2	9
P0ABV6	2
P0ABW0	1
P0ABX2	1
P0ABX5	1
P0ABX8	1
P0ABY4	8
P0ABZ1	1
P0ABZ4	8
P0ABZ6	34
P0AC02	14
P0AC13	19
P0AC16	1
P0AC19	12
P0AC23	1
P0AC28	6
P0AC30	6
P0AC33	22
P0AC33;P14407	13
P0AC38	12
P0AC41	46
P0AC44	1
P0AC47	10
P0AC51	6
P0AC53	30
P0AC55	3
P0AC59	27
P0AC62	3
P0AC69	7
P0AC75	13
P0AC81	3
P0AC84	11
P0AC86	48
P0AC88	1
P0AC92	1
P0AC92;P77695	2
P0ACA1	12
P0ACA3	16
P0ACA7	17
P0ACB0	26
P0ACB2	22
P0ACB4	12
P0ACB7	16
P0ACC1	7
P0ACC3	1
P0ACC7	23
P0ACD2	1
P0ACD4	9
P0ACD8	9
P0ACE0	17
P0ACE3	7
P0ACE7	8
P0ACF0	8
P0ACF4	9
P0ACF8	14
P0ACF8;P0ACG1	1
P0ACG1	15
P0ACG8	3
P0ACH1	1
P0ACH8	2
P0ACI0	18
P0ACI3	5
P0ACI6	4
P0ACJ0	22
P0ACJ5	1
P0ACJ8	26
P0ACK2	3
P0ACK5	9
P0ACK8	5
P0ACL0	10
P0ACL2	12
P0ACL5	4
P0ACL9	17
P0ACM2	12
P0ACM5	8
P0ACM9	1
P0ACN2	1
P0ACN4	5
P0ACN7	8
P0ACP1	11
P0ACP5	12
P0ACP7	17
P0ACQ0	1
P0ACQ4	19
P0ACR2	2
P0ACR4	10
P0ACR7	1
P0ACR9	10
P0ACS2	1
P0ACS5	2
P0ACS7	7
P0ACS9	1
P0ACT6	5
P0ACU0	1
P0ACU2	1
P0ACU5	2
P0ACU7	13
P0ACV0	8
P0ACV4	4
P0ACV6	3
P0ACV8	2
P0ACW4	2
P0ACW6	6
P0ACX3	5
P0ACX5	3
P0ACX9	3
P0ACY1	13
P0ACY3	47
P0ACY9	3
P0ACZ2	3
P0ACZ4	11
P0ACZ8	5
P0AD01	7
P0AD05	11
P0AD07	2
P0AD10	4
P0AD12	15
P0AD14	1
P0AD21	1
P0AD24	3
P0AD27	12
P0AD30	1
P0AD33	2
P0AD37	4
P0AD42	2
P0AD44	6
P0AD49	17
P0AD53	6
P0AD57	4
P0AD59	14
P0AD61	60
P0AD65	13
P0AD68	14
P0AD70	4
P0AD96	26
P0ADA1	5
P0ADA3	5
P0ADA5	3
P0ADB1	19
P0ADB7	1
P0ADC1	9
P0ADC3	6
P0ADC6	4
P0ADC8	1
P0ADD5	1
P0ADE4	23
P0ADE6	21
P0ADE8	28
P0ADF6	6
P0ADF8	13
P0ADG4	21
P0ADG7	45
P0ADH5	1
P0ADI0	1
P0ADI4	21
P0ADI7	5
P0ADJ5	1
P0ADK0	16
P0ADK6	5
P0ADK8	10
P0ADM0	1
P0ADM4	3
P0ADM8	2
P0ADN0	2
P0ADN2	12
P0ADN6	2
P0ADP0	15
P0ADP2	5
P0ADP7	3
P0ADP9	9
P0ADQ2	16
P0ADQ7	4
P0ADR6	16
P0ADR8	25
P0ADS2	2
P0ADS6	12
P0ADS9	5
P0ADT2	5
P0ADT5	17
P0ADT8	17
P0ADU2	3
P0ADU5	8
P0ADU7	3
P0ADV1	9
P0ADV5	8
P0ADV7	12
P0ADV9	1
P0ADW3	16
P0ADW6	4
P0ADW8	3
P0ADX1	8
P0ADX5	1
P0ADX7	11
P0ADX9	5
P0ADY1	37
P0ADY3	11
P0ADY7	15
P0ADZ0	9
P0ADZ4	4
P0ADZ7	11
P0AE01	7
P0AE06	29
P0AE08	45
P0AE12	27
P0AE14	1
P0AE18	27
P0AE22	6
P0AE28	6
P0AE30	1
P0AE37	2
P0AE39	4
P0AE45	3
P0AE48	3
P0AE52	19
P0AE58	1
P0AE60	2
P0AE63	6
P0AE67	2
P0AE70	3
P0AE72	1
P0AE78	21
P0AE82	17
P0AE85	7
P0AE88	20
P0AE91	4
P0AEA2	2
P0AEA8	19
P0AEB2	26
P0AEB7	8
P0AEC0	5
P0AEC3	23
P0AEC5	32
P0AEC8	3
P0AED0	16
P0AED5	6
P0AED7	10
P0AED9	23
P0AEE1	8
P0AEE3	4
P0AEE5	15
P0AEE8	8
P0AEF0	11
P0AEF4	10
P0AEF8	2
P0AEG4	10
P0AEG6	9
P0AEH1	7
P0AEH3	1
P0AEH5	5
P0AEI1	31
P0AEI4	26
P0AEI6	8
P0AEJ2	24
P0AEJ4	5
P0AEJ6	15
P0AEK0	4
P0AEK2	11
P0AEK4	35
P0AEL3	6
P0AEL6	8
P0AEM0	5
P0AEM4	4
P0AEM6	4
P0AEM9	47
P0AEN1	10
P0AEN4	4
P0AEN8	5
P0AEP1	1
P0AEP3	23
P0AEP7	4
P0AEP9	1
P0AEQ1	3
P0AEQ3	41
P0AEQ6	1
P0AES0	28
P0AES2	10
P0AES4	57
P0AES6	54
P0AES9	3
P0AET2	8
P0AET8	18
P0AEU0	25
P0AEU7	12
P0AEV1	8
P0AEV4	1
P0AEV7	1
P0AEV9	1
P0AEW4	7
P0AEW6	22
P0AEW9	5
P0AEX3	1
P0AEX5	12
P0AEX9	35
P0AEY3	6
P0AEY5	11
P0AEZ1	24
P0AEZ3	26
P0AEZ9	13
P0AF03	5
P0AF06	1
P0AF08	22
P0AF10	1
P0AF12	8
P0AF18	15
P0AF20	17
P0AF24	12
P0AF26	4
P0AF28	11
P0AF36	11
P0AF43	3
P0AF48	7
P0AF50	7
P0AF52	1
P0AF54	1
P0AF56	3
P0AF59	4
P0AF63	2
P0AF67	4
P0AF70	5
P0AF82	1
P0AF93	6
P0AF96	5
P0AF98	5
P0AFA2	6
P0AFA7	1
P0AFB1	7
P0AFB5	9
P0AFB8	16
P0AFC0	5
P0AFC3	1
P0AFC7	11
P0AFD1	12
P0AFD4	1
P0AFD6	14
P0AFE0	1
P0AFE4	1
P0AFF2	1
P0AFF6	44
P0AFG0	30
P0AFG3	71
P0AFG6	33
P0AFG8	96
P0AFH0	5
P0AFH2	5
P0AFH6	2
P0AFH8	14
P0AFI0	9
P0AFI2	31
P0AFI5	9
P0AFI7	7
P0AFJ1	7
P0AFJ5	9
P0AFJ7	7
P0AFK0	30
P0AFK9	28
P0AFL3	13
P0AFL6	21
P0AFM2	23
P0AFM4	6
P0AFM6	15
P0AFM9	3
P0AFN2	1
P0AFP2	4
P0AFP4	12
P0AFP6	14
P0AFP9	1
P0AFQ7	17
P0AFR0	7
P0AFR2	1
P0AFR4	10
P0AFS3	5
P0AFT2	1
P0AFT5	9
P0AFU0	1
P0AFU4	12
P0AFU8	12
P0AFV4	1
P0AFW0	4
P0AFW2	5
P0AFW4	2
P0AFW8	4
P0AFX0	2
P0AFX4	9
P0AFX7	8
P0AFX9	10
P0AFY2	1
P0AFY8	15
P0AFZ1	7
P0AFZ3	4
P0AG00	12
P0AG03	5
P0AG07	14
P0AG14	35
P0AG16	21
P0AG18	5
P0AG20	32
P0AG24	27
P0AG27	12
P0AG30	48
P0AG40	6
P0AG44	9
P0AG48	5
P0AG51	11
P0AG55	20
P0AG59	12
P0AG63	7
P0AG67	87
P0AG71	5
P0AG76	12
P0AG78	22
P0AG80	23
P0AG82	26
P0AG84	13
P0AG86	7
P0AG90	30
P0AG93	6
P0AG96	1
P0AG99	1
P0AGA2	3
P0AGA6	1
P0AGB0	9
P0AGB3	1
P0AGB6	3
P0AGC3	22
P0AGC5	1
P0AGC7	5
P0AGD1	9
P0AGD3	13
P0AGD7	32
P0AGE0	7
P0AGE4	2
P0AGE6	9
P0AGE9	27
P0AGF2	7
P0AGG0	6
P0AGG2	13
P0AGG4	3
P0AGG8	15
P0AGH1	1
P0AGI8	17
P0AGJ2	10
P0AGJ5	17
P0AGJ7	10
P0AGJ9	42
P0AGK4	6
P0AGK8	6
P0AGL2	1
P0AGL5	3
P0AGL7	9
P0AGM5	1
P0AGM7	1
P0C018	9
P0C037	1
P0C054	8
P0C058	2
P0C066	10
P0C077	2
P0C079	4
P0C093	9
P0C0K3	11
P0C0L2	13
P0C0L7	4
P0C0L9	1
P0C0R7	7
P0C0S1	4
P0C0T5	7
P0C0U4	4
P0C0V0	32
P0C8J6	29
P0C8J8	28
P0C8J8;P0C8K0	1
P0C8K0	1
P0C960	5
P0CB39	17
P0CE47	102
P0CF08;P0CF09;P0CF10	1
P0CF40;P0CF41;P0CF42;P0CF43;P0CF44;P0CF45	1
P0CF66;P0CF67;P0CF68;P0CF69;P0CF70	1
P0CF91;P0CF92;P0CF93	4
P0CG19	6
P0CK95	29
P0DM85	4
P0DMC5	19
P0DMC7	9
P0DN74	1
P0DP89	13
P0DPO3	1
P0DSF6	1
P0DTT0	43
P10100	5
P10121	28
P10151	1
P10346	9
P10371	9
P10378	18
P10384	9
P10408	85
P10423	1
P10441	20
P10442	5
P10443	26
P10902	23
P10903	1
P10907	1
P10908	13
P11071	10
P11072	2
P11289	2
P11349	15
P11349;P19318	5
P11350	1
P11446	14
P11447	38
P11454	44
P11458	11
P11557	12
P11875	43
P11880	16
P12008	16
P12281	12
P12282	5
P12295	10
P12758	16
P12994	2
P12995	18
P12996	12
P12998	10
P12999	1
P13000	6
P13001	10
P13009	59
P13016	10
P13024	21
P13029	51
P13033	1
P13035	18
P13036	7
P13039	20
P13445	10
P13458	17
P13482	22
P13482;P62601	1
P13518	11
P13656	8
P13669	5
P13857	8
P14081	44
P14175	21
P14176	4
P14294	1
P14375	4
P14377	1
P14407	16
P14900	13
P15005	9
P15028	6
P15032	4
P15033	1
P15034	27
P15038	30
P15042	30
P15043	6
P15047	12
P15067	34
P15070	1
P15078	1
P15082	6
P15254	108
P15286	7
P15288	41
P15373	6
P15639	46
P15640	35
P15723	8
P15770	8
P15877	27
P15977	23
P15993	1
P16095	5
P16095;P30744	1
P16095;P30744;P42630	1
P16384	19
P16431	3
P16431;P77329	1
P16432	1
P16433	1
P16456	24
P16525	11
P16528	10
P16659	50
P16676	24
P16681	8
P16691	3
P16692	3
P16700	46
P16703	19
P16869	17
P16926	13
P17109	13
P17115	8
P17117	15
P17169	44
P17315	58
P17411	3
P17443	10
P17444	8
P17445	12
P17446	4
P17802	5
P17846	65
P17854	20
P17888	16
P17952	23
P17993	28
P18133	33
P18196	9
P18335	28
P18390	7
P18392	9
P18775	43
P18775;P77374	3
P18775;P77374;P77783	1
P18776	10
P18811	2
P18843	30
P18956	24
P19317	1
P19318	2
P19319	7
P19323	8
P19624	12
P19636	11
P19926	17
P19931	1
P19934	7
P20083	19
P20099	21
P20605	5
P20966	11
P21151	11
P21156	31
P21165	23
P21169	21
P21170	36
P21177	14
P21179	59
P21189	9
P21338	10
P21361;P56614	1
P21362	10
P21363	10
P21367	13
P21369	5
P21420	5
P21499	54
P21507	26
P21513	67
P21514	5
P21515	4
P21517	24
P21599	48
P21645	9
P21693	11
P21829	7
P21865	22
P21866	6
P21866;P39901	1
P21888	36
P21889	64
P21893	14
P22106	49
P22186	6
P22188	34
P22255	10
P22256	33
P22259	49
P22333	15
P22523	71
P22524	8
P22525	11
P22564	8
P22634	14
P22731	8
P22939	5
P23003	21
P23256	6
P23305	7
P23331	3
P23367	16
P23485	1
P23522	1
P23524	2
P23538	39
P23721	43
P23827	9
P23830	24
P23836	23
P23837	11
P23839	19
P23840	2
P23842	3
P23843	72
P23845	37
P23847	60
P23857	7
P23862	5
P23865	44
P23869	13
P23871	9
P23872	4
P23873	2
P23874	8
P23878	8
P23882	12
P23883	5
P23886	4
P23890	1
P23893	19
P23894	10
P23898	4
P23908	19
P23909	29
P23917	5
P23930	6
P24171	29
P24173	13
P24175	1
P24177	2
P24178	4
P24182	36
P24186	16
P24188	3
P24192	13
P24193	4
P24197	1
P24202	11
P24203	10
P24205	18
P24207	1
P24215	21
P24216	1
P24224	3
P24228	16
P24230	18
P24232	11
P24240	1
P24242	7
P24251	10
P24252	10
P24255	15
P24554	18
P24555	14
P25397	16
P25437	17
P25516	49
P25519	23
P25522	23
P25524	28
P25526	35
P25534	14
P25535	15
P25536	4
P25539	20
P25552	9
P25553	30
P25665	94
P25666	3
P25714	16
P25718	4
P25728	1
P25736	1
P25737	1
P25738	2
P25740	9
P25741	1
P25742	7
P25745	21
P25746	6
P25748	1
P25798	1
P25888	21
P25889	4
P25894	7
P25906	17
P26281	3
P26365	7
P26459	1
P26602	1
P26608	1
P26612	17
P26616	25
P26646	16
P26647	10
P26648	12
P26649	8
P27111	1
P27126	2
P27127	5
P27128	4
P27129	2
P27238	1
P27240	5
P27241	1
P27242	7
P27243	1
P27245	1
P27247	11
P27248	11
P27249	38
P27250	6
P27278	18
P27294	1
P27296	8
P27298	59
P27300	6
P27302	49
P27302;P33570	1
P27303	7
P27305	6
P27306	29
P27431	10
P27434	9
P27550	31
P27828	17
P27829	18
P27830	16
P27830;P37759	2
P27832	1
P27833	13
P27836	6
P27838	5
P27848	9
P27859	7
P27862	4
P27896	6
P28224	5
P28248	11
P28249	19
P28304	15
P28305	3
P28306	13
P28629	1
P28630	4
P28631	8
P28632	5
P28634	2
P28635	33
P28722	1
P28861	8
P28903	15
P28904	7
P28905	8
P29012	7
P29013	10
P29018	8
P29131	8
P29208	8
P29217	12
P29680	16
P29744	1
P29745	23
P30011	16
P30014	8
P30015	5
P30125	26
P30126	19
P30128	8
P30130	13
P30131	7
P30136	38
P30137	9
P30138	11
P30139	16
P30140	14
P30143	1
P30147	2
P30176	5
P30177	26
P30178	20
P30744	2
P30745	1
P30748	2
P30749	5
P30750	24
P30843	3
P30844	3
P30847	7
P30850	43
P30855	29
P30859	23
P30860	18
P30863	9
P30864	10
P30870	22
P30871	18
P30958	64
P31057	9
P31060	20
P31063	14
P31064	1
P31068	1
P31069	5
P31119	27
P31120	32
P31129	1
P31130	10
P31131	3
P31133	9
P31134	17
P31142	12
P31224	26
P31433	8
P31441	5
P31455	20
P31459	1
P31460	2
P31463	2
P31467	5
P31471	1
P31473	16
P31475	4
P31545	7
P31547	2
P31548	4
P31550	17
P31551	3
P31552	3
P31554	39
P31574	1
P31600	13
P31658	22
P31660	1
P31663	26
P31677	20
P31678	17
P31680	11
P31697	9
P31802	7
P31806	17
P31808	9
P31825	3
P31827	18
P31828	25
P31979	30
P31992	1
P32051	1
P32053	15
P32099	13
P32125	10
P32129	1
P32131	19
P32134	10
P32138	6
P32140	2
P32141	6
P32143	1
P32144	7
P32151	1
P32157	13
P32160	4
P32162	3
P32166	1
P32173	7
P32176	7
P32177	1
P32662	10
P32664	12
P32669	5
P32670	1
P32674	1
P32677	1
P32680	6
P32681	3
P32684	16
P32685	3
P32695	21
P32701	1
P32703	2
P32705	1
P32717	1
P32718	1
P33012	5
P33014	2
P33018	11
P33025	5
P33029	1
P33029;P39160;P77260	1
P33030	19
P33136	47
P33195	29
P33218	6
P33219	10
P33221	21
P33224	14
