rowname	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643
P0ABQ2	94438.3	128617	96763.4	159046	128314	167758	137137	98761.7	118846	166585	108016	197337	71232.5	78479.4	63247	78225.6	77263.1	63149.4	69181.6	67040.6	73162	75487	77685
P28306	36066.8	46511.9	39355.1	45265	40506.7	41613.7	46683.1	40462	40941.7	48923.2	40229.3	48461.3	43306.4	50337.2	42287.2	51040.7	49432.7	42821.7	48259.5	45485.2	43603.8	54166	46600.7
P0AG82	275860	182843	319414	158609	433314	344887	266633	230965	218755	188066	350686	361427	182542	287788	247014	247882	163252	214180	167848	244385	256529	236469	235659
Q46808	13949.9	12894.9	17523.6	16448.1	20577.2	19178.8	14491.6	13632.3	13909.9	19443.2	14240.6	24507.3	5530.31	3919.32	4610.9	5208.72	6147.11	6912.2	7102.21	2954.29	4776.58	3902.99	5319.35
P25516	804839	843544	733436	816596	950180	801881	953447	937020	801495	899866	996215	814291	341987	344405	351762	418215	308737	382755	377080	364004	386942	421943	371671
P55138	19129.4	26092.5	16238.7	29757.4	24519.1	24305	27384.3	20912.9	30495.3	30254.3	21353.1	18792	25881.9	22137.7	15043.6	11557	15416.3	23996.5	28857.5	15761.9	18866.2	23890.5	30751.6
P08331	229773	277586	246150	306690	286302	263082	341005	239745	256631	362692	326989	286818	149535	141081	141159	141082	138905	145667	169959	165500	159586	141422	154414
P06612	448569	467004	459598	438333	483891	456155	451355	467636	473836	428037	453423	469371	410676	504959	506348	529611	508205	444333	401117	519873	497828	466809	516875
P0AAN5	79407.7	192778	141802	183750	159103	174656	185327	160436	206902	164772	198968	121478	118836	94721.8	123866	123280	130063	123796	125066	90406.9	147365	119192	125078
P15254	619660	651068	607942	654845	791936	677807	767474	702336	720671	827868	823790	696850	751076	688660	828832	855346	693712	751042	783452	899403	919915	808894	879494
P30125	808196	841326	907332	883602	836988	989212	857010	926664	885344	721446	906225	880476	1045310	1164200	1306350	1344740	1282350	996772	847519	1191890	1170180	1233520	1144210
P0A7V3	1717560	1428030	1594190	1449840	1782120	1581320	1472650	1345000	1545610	1276200	1587330	1734890	1504990	2289050	2154310	2295050	2019320	1792760	1359470	2289760	2063120	1816640	2109320
P0A7F6	271887	338233	298432	334695	291983	324999	311783	331019	399677	299679	296483	318846	352795	360323	361841	394566	369669	346606	316337	315578	348053	382756	354478
P69434	10974.6	10728.6	10510.2	15936.3	12530.7	17905.4	16193	10747	9772.59	16325.7	12725.7	16255.4	6775.59	5738.17	4541.09	5199.37	4617.51	4966.46	4858.16	3244.49	5804.75	3968.25	5402.36
P21599	1077400	989825	1057290	1044880	1004850	1193680	932452	1048330	1002130	1010480	1050660	1064260	804034	1104390	1091260	976568	1026700	774356	649927	1243810	1079820	807462	1143160
P05459	417748	485201	473509	502280	490400	529515	512512	462374	502867	496773	507498	516630	498205	539261	502886	559882	549468	448594	468647	568338	515348	546391	503679
P25535	105104	124246	111242	126796	103586	107002	110823	106765	105321	105674	105524	108236	104850	131457	114772	121578	115714	105044	101023	128223	115757	118248	122072
P0A6F3	183961	186284	182900	190454	189445	211975	185426	181819	171127	211786	175386	195383	69845.7	67266.9	83748.2	90635.6	97667	66354.8	58397.2	59327.6	64190.6	75826	62469.5
P25522	65436.7	73084.8	66528.2	78315.3	69753.7	68754.6	71426.4	72169.4	81405.5	70067.8	63631.5	69693.8	58422.2	65534.3	59812.3	62887.5	66806	52484.4	56922	61842.4	57473.2	65805.6	61581.1
P67660	32470.5	37965.9	32859.8	35844.9	41818.5	34856	37789.7	35426.4	34783.3	35816.1	38723.2	35728	30171.9	36363.4	32175	38364.7	38822.6	31929.6	29456.4	36314.2	31876.9	37781.6	33831.1
P64448	14543.6	29533.3	17926.7	25790.3	24385.8	26817.7	13721.1	13855.2	33080.4	12788.2	24538.1	23928.7	9779.35	28422.8	14901.7	14101.5	17899.7	11891.6	6874.56	16768.9	22050.5	14467.3	22686
P0A8V2	1611490	1516470	1473460	1565030	1776740	1678880	1709200	1701410	1725210	1719070	1833780	1714980	1672520	1759550	2068920	2072170	1752780	1813770	1597830	2281870	2232900	1888740	2109270
P0ACB0	103719	113439	105804	108214	106693	121497	94402.7	115358	111784	90549	109370	102356	82400.4	118163	126157	108412	116059	77111.6	79324.8	111608	109603	97170.5	104224
P37645	89032.2	88528.3	100558	106905	105638	89753.7	95498.5	117854	115504	104094	118909	92822.8	61945.3	57042.9	66693.9	67180.1	64424.9	70094.9	71651.8	66415	71829.5	67775.7	62497.3
P31120	242244	236598	267197	230402	251099	268577	225866	253889	233667	213781	230366	267778	194922	234971	230670	236436	253855	161489	152450	235594	225880	210204	200822
P0A894	174401	227506	196603	196355	171573	196695	163479	200723	222957	172207	185558	179276	170639	190266	172008	201169	204514	161276	176151	195133	184441	189582	182582
P21169	50084	50433.6	52291	47383.6	57306.7	46847.3	58741.2	56838.1	48799.1	58662.2	45042.1	56334.8	63200.3	63344.8	62959.6	68283.2	58250.3	60244.2	56375.2	61367.5	61630.4	66423.7	67265.8
P31142	934877	1313830	951711	1208800	1225800	1184200	860586	1141220	1403770	778534	1174690	1143430	342564	588336	656419	632189	626717	452450	325914	549090	646615	558199	514018
P77338	34027.7	35405.7	33474	33127.7	41258	33859.1	39102	34880.7	37873.5	37203.8	38913.6	40834.2	30098.1	37888.9	37267.2	33215.4	34619.5	35130.3	31593.6	46096.6	41437.6	34914.8	41691.5
P00864	856482	759284	789224	828560	790374	858546	856867	917274	859840	1004410	904451	835770	1799100	1781700	2059540	1885490	1826180	1594220	1586480	2150500	1992660	1940760	1951570
P0A8A0	1103120	855171	1068240	563812	1096480	1086450	708116	802216	783810	685893	1065670	1126370	487764	1072430	1431520	1107370	1520190	776939	707272	1394840	1130560	720488	757477
P29745	354731	362418	387244	381859	315412	381658	345761	356573	352749	312150	324708	408142	387435	458806	465763	382144	440155	328423	288213	489945	398191	376177	384537
Q46861	7827.25	8430.64	7878.05	9466.95	9002.98	8397.48	13358.9	9096.67	9757.67	9739.51	8039.93	10508.5	21447.3	22641.6	19613.5	24645.1	21902.6	25781.2	19520.3	20262.1	21208.2	23573.7	24498.5
P32099	85588.3	97619.7	88876.6	103627	87344.5	106900	99502.1	96200	89485.2	92130.3	99682.3	96001.7	82075.9	79684.1	80769.4	72307.4	65517.9	73238.8	86593	67251	75777.9	77998	66149.4
P0A887	501120	557108	491283	566944	510549	581626	504102	548534	604303	538540	514095	534427	469041	517744	486200	434478	478810	431339	339194	436929	430127	486417	485192
P24215	158565	187769	174837	191096	195640	202910	208171	208149	228848	189684	162133	165208	102303	123887	108851	124500	114697	113567	94363.8	100917	120418	118618	120448
P37615	40683.4	53849.7	48298.2	53318.9	44211	48331	50215.5	43975	50890.8	55657.7	48977.9	49976.7	42820.2	45639.1	45932.2	45176.7	49710.6	46121.6	68792.2	50688.4	56328.8	46895.9	49623.3
P60584	5547.94	4234.31	4652.42	7266	3775.35	4806.66	9262.69	3954.73	4087.23	8261.17	5791.35	6933.25	7789.82	6073.02	7690.66	5925.32	5709.71	7855.28	8385.78	10942.7	6171.71	9409.64	7176.07
P0AC23	26188.6	26256.6	48918.7	41642.6	32769.5	74707.2	10107.5	29733.4	56251.2	15533.7	53170.4	30894.9	10551.3	32624.8	34913.6	18680.6	54384.9	7306.4	6702.06	26710.5	25078.5	14793.3	15320.1
P0A6V8	270006	361894	332510	303329	309537	296967	282024	296909	273022	294035	293994	327060	403983	389525	371856	324049	364867	311093	308816	401513	312713	354605	367131
P0ABV2	131779	167963	201429	165402	157908	144157	143430	151608	175415	117072	174796	122754	212479	301363	264445	295997	283997	203452	146270	243592	278879	290149	225739
P22255	191313	197812	176498	181944	214697	208025	140811	219451	220024	136000	211867	198695	97676	203018	192271	175249	201064	131125	120750	172701	179199	160117	163821
P39180	1479150	2011680	2089190	1405090	2520640	40175.2	1104280	1785190	662155	23626	2915500	636138	18189.2	1497260	1588460	1683970	1587190	1253610	990997	37474.9	1883570	1420760	1483590
P76223	70862.6	54793.6	67208	52211.5	62335.5	64316.7	47677.2	61506.9	65088.2	34741.8	63270.8	68518.9	58226.8	113013	102465	91051.6	95317	51339.8	43690.9	110522	98308.7	72114.6	97457.5
P39838	150975	168726	149176	168040	175396	160494	167957	156810	158014	178669	172428	157135	168561	184718	165699	190112	167928	170329	160107	205354	194260	183017	186123
P0ABM9	27052.3	29645.5	27043.8	27289.5	32396.7	30560.9	39063	27036.9	24833.9	23790.5	27612.3	31390.9	29247.4	34854.5	31949.3	34227.9	28106.3	25263.5	25161.4	31185.1	27578.9	25870.1	33428.3
P60906	659246	701371	674365	750771	689158	719189	655698	665200	736013	649150	679707	706265	662904	874340	845492	873108	869412	780630	668366	820678	826157	848828	808684
P64490	25204	20143.8	25164.6	12841	37121	18035	18587.4	26634.1	18789.2	13755.4	22939	22192.9	11078.1	31105.3	29451.5	28836.9	30724.2	9252.29	6007.9	24047.5	21419.6	17820.9	14461.2
P0A9W0	19891.9	28840.7	20198.4	29345.1	27259	22541.6	28518.5	24550.9	28372.4	22742.2	24858.2	22875.5	20214.5	27272.7	27709.2	17934	30034.1	17579.3	16710.7	23052.7	26915.3	24456	33115.4
P75691	621417	840001	745165	834880	761508	766562	802012	917967	1085720	808046	789869	707848	637129	683933	732831	736579	724072	662684	552322	612810	715992	796539	837803
P23865	205130	242359	198401	213129	223216	231318	231185	220001	233724	226151	228312	224979	235620	239383	240025	273788	229849	246308	220227	261382	262207	236122	244202
P0A9G6	4517800	5123420	4459530	4540860	5183850	5085560	4439180	5173850	5531480	4564980	5637190	4585770	1164600	1718390	1678200	1763770	1619620	1286150	1176000	1697000	1673230	1818000	1409250
P35340	262095	220623	255689	231397	252833	280231	261242	258449	233726	251167	258723	237707	222078	257184	307967	276101	233353	235869	263106	297384	277359	258799	275051
P32131	51445.1	64244.7	50757.1	71610.4	50298.5	60900	82373	56818.6	57360.6	81265.9	56182.7	62523	91685.7	72156.1	65934.3	68420.2	68759.6	84109.4	85293.5	71464.2	70633.9	75017.9	78805.2
P0AEY5	367618	411069	413391	435774	464373	454194	384623	368134	420604	366630	409694	443369	339790	374703	398633	365610	413644	330304	311928	352287	370055	345650	352711
P39401	45326.9	52913.4	52581.5	50051.1	62118.3	43756.7	51044.6	57808.5	64037.6	47399.1	58336.2	41579.3	51330.4	61571.3	59507.9	64020.6	55908	60407.7	48165.9	64656	73944.7	65792.6	57077.9
P24202	53104.2	72148.7	51990.1	75099.9	55397.3	58708.4	65916.2	52473.4	74367.4	69031.9	61632.2	53868.7	58978.4	51771.8	44763.6	46592	52370.4	54889.8	57145.7	46375.3	52573.3	52896.4	48139.1
P76237	28558.2	27686.9	28844.8	25752.9	27256.8	26271.5	30903.1	29403.9	26733.1	29478.4	28420.9	29133.7	16445.8	17554.7	18093.8	19998.5	19013.1	18275.4	11220.7	19157.6	16669.6	18398.3	15839.7
P37665	43874.3	40528.7	46052.3	33251.2	45548.2	51243.8	36422	48361	48947	40894.9	47157.2	39082.9	56599.7	54582.3	64442.2	50815.2	61543.8	59244.7	41581.8	66046.2	54774.6	48165.3	53795.9
P37648	91912	97837.4	103716	94238.8	106971	99889.7	106200	97288.6	97205.5	88772.4	99302.9	95240.4	71719.3	104493	101629	103292	100132	75590	81558.2	111148	95234.5	91364.4	101531
P76658	161677	165336	168227	150001	165386	175918	139444	172331	167734	163105	166523	168443	140063	178861	173806	174086	178486	142933	126893	180139	172619	159955	162877
P0AFQ7	50792.9	86367.4	77323.8	101303	68303.3	83435.3	106815	76836.4	91819.6	88745.5	81315.2	73117	164736	133633	114134	127331	120322	153961	146974	111840	123136	150403	150273
P37387	68197.9	88536.5	75514.7	74218.5	104279	86555.9	62421.6	89016.4	107010	58191.7	86928.8	92790.8	6585.5	7270.91	10480.8	8773.34	11907.5	10081	11689.8	8114.67	8097.35	8166.14	6812.82
P0A9M0	546825	561541	563041	563596	594235	570338	585441	599364	604039	573564	591314	607940	540755	628719	660456	699625	607642	573374	547343	673626	671588	624481	654741
P0AEP3	363082	399816	351186	342652	397037	430138	319710	457258	483916	359593	404209	361714	343898	430540	412317	430942	489842	376778	355824	454580	408358	406725	378937
P29680	134905	199770	149578	195961	153148	196837	156334	178718	200095	161838	171980	160311	147715	167257	180009	180107	206964	131504	108618	166689	169518	178215	160386
P0A6S0	91433.8	63897.6	109410	61070.4	107840	102049	47989.7	103365	82141.9	47931.7	94931.3	65924.8	10322.1	23645.8	17977.7	28290.7	18949.3	17917.7	14816.8	18276	18058	15690.9	15980.9
P19636	76614.4	95500	79465	93531.4	93595.8	87531.1	98763.3	74424.5	82916.6	94822.2	88378.1	97817.8	54519.5	66094.3	64240.1	70418.2	64841.9	54776.4	59373.2	64157.9	79581.2	65555.4	65583.2
Q57261	53030.4	58912.5	58904.1	56901.6	66131.5	68827	59455.3	62521.5	60217.2	52979.5	68717.9	59641.3	53485.6	73738.6	72522.1	68930.6	67317.6	55171.4	50113.3	63288.3	76132.2	62738.2	70808.5
P31119	35711.2	39228.2	35523	37291.7	36884.3	33853.7	43843.4	36714.4	34726.1	42373.2	36439.7	36573.6	39940.2	42959.3	37753.5	42505.2	35048.4	41405	39835.6	45664.3	42688	43922.1	41449.4
P30138	131724	145452	154567	129955	175626	150970	112939	161631	172509	111686	152031	117725	60882.2	91184	92475.2	94087.1	101941	73497.4	62472.6	87760.4	91953.6	89927.3	80029.3
P31550	184271	201242	209478	147673	179551	174458	118146	175244	174572	119816	180565	195011	97900.7	167291	161058	177588	173349	85559	83130.6	169655	166152	140405	126467
P37649	21020.4	24249.4	24600.1	27570.9	25060	26848.9	31042.2	25766.7	25110	29654	25722.2	27924.1	25755.3	25288.1	22288.2	25446.1	25211.1	21470.1	24034.1	25700.5	26669.1	26385.2	27523.9
P0A8T1	126425	169867	164243	188520	169364	165057	171829	132179	150757	155377	165454	171122	177983	187867	178744	180802	215361	188674	155781	170812	178992	173766	191025
P0AC53	529077	459709	545739	457172	551173	512791	428904	517464	474894	416982	534071	559882	403255	602159	608924	644089	613078	419762	351134	648464	600149	527462	520721
P77376	46272.9	69521.1	57486.1	74279.7	63002.2	71714.7	59630.9	66938.9	81247.4	59009.4	58592.2	63896	41080.2	49757.7	42647.1	45839.5	47156.5	39091.8	31332.1	40322.1	40362.1	49610.4	46586.9
P0A763	1665890	1822080	1595570	1453490	2043330	1698450	1333100	1371730	1710500	1151700	1839050	2139950	589430	959976	863922	929444	1017210	631701	569771	817290	878033	707658	671880
P0AB80	879283	1138680	960190	1146290	866377	1230500	1019240	1150990	1138570	1061060	996256	1001900	990418	1023770	1002480	859543	933632	850289	705790	925894	912365	932328	907620
P18133	135450	182973	152571	163917	145295	164798	129441	153181	160917	144631	155153	155371	120796	163652	157553	167927	164733	113659	96552.6	170535	156894	149590	137398
P0A879	1174170	1582430	1242640	1505060	1379440	1405840	1592970	1359840	1593720	1573570	1433530	1250060	1694030	1592160	1543910	1698370	1648410	1606100	1446870	1624430	1767270	1619570	1557950
P31827	31657.6	35748.7	43569.4	36634.6	36027.5	31688.9	29037.5	36837.4	44486	33826.9	35327.8	34910.4	31821.7	40283.4	37461.4	37091.2	36540.3	35688.7	29670.2	32158.2	39061.2	35200.1	45812.1
P33195	132875	151567	134729	158057	148914	148973	203207	144828	136681	196858	154578	165217	112814	103264	101102	101448	93095.5	111709	116884	105113	113856	110718	115400
P22523	203141	211888	212037	190599	225836	215150	208140	210882	203267	203733	208900	217733	202473	223260	230604	243115	222352	197748	182744	264881	238964	221783	221595
P06959	2683000	2717960	2548500	2787620	3088380	3221510	3222950	2833880	3084610	3049210	3259790	2769190	1641500	1568600	1762360	1883080	1511650	1707610	1572260	1871620	1745900	1727900	1863980
P77695	94515.7	293420	87975.6	199112	159755	164422	133826	226331	413736	166920	211109	123938	73378.6	108886	118458	108364	124863	155249	148753	117238	141054	95045	137712
P0A8M3	270556	292130	277606	279015	283324	316189	309336	291755	284850	297196	306464	301931	247819	261264	284024	298837	274807	265422	225393	311622	294207	260030	261733
P0ACA7	267650	306029	288965	322748	274622	332568	314969	285066	316223	311306	315069	273103	271458	256278	246048	264165	277397	197017	207439	214724	242697	272374	236513
P0AEC3	97885.4	123991	102993	118708	122165	109966	122864	116863	126132	117382	116487	106911	97304.8	86753.5	91311.9	94884.8	94415.3	90542.1	92041.5	95636.3	102055	95692	97115.7
P0AD33	839510	415672	861370	314852	1045710	629719	322055	823643	720965	141300	855379	812343	269253	756210	578850	367021	712924	116622	43716.3	550592	243017	221657	336521
P00959	202412	224757	197435	216486	219229	220320	224162	233639	213243	246872	227253	229778	260167	279284	270160	273843	280312	249774	253068	294740	272476	277560	276615
P0AD61	505782	454163	507144	426335	481261	458884	368749	525972	507749	387602	461356	395954	720504	915902	1012510	1017760	1036730	673217	652298	970076	884914	870814	894600
P60716	356933	366099	359258	358669	340662	424456	444692	337285	316808	452852	352556	452979	198907	179536	190226	165838	171766	150205	150923	183243	168818	148749	166619
P0A6M4	27541.5	19864.7	23108.7	23198.6	21996.2	23041.5	22773.7	25019.2	25097.4	20244	23162.7	23262.8	13751	22345.9	28881.7	13602	28064.9	13962.3	11897.4	17047.1	19463.9	21806.3	21209.8
P0ABA0	896270	1245200	975511	983636	1119740	1241710	924480	917379	1328820	969795	1275600	1020590	675886	847315	873046	872437	796072	765389	690321	979011	913368	780137	843817
P10100	352414	380160	377811	233235	378585	373690	277290	357688	311444	279701	373027	362165	173134	386239	351311	422588	364833	202129	128301	329508	354152	235101	304753
P34209	95945.2	112877	99502.8	121471	101822	109023	128160	112658	103801	117960	108897	102225	84049.7	77183.6	76817.6	81176.2	76907.2	90387.9	94337.3	76238.7	75449.3	92224.5	85623.5
P0A7D4	2274630	2565760	2227240	2323250	2395350	2434580	2366130	2286110	2541920	2124310	2483690	2207220	2145800	2379140	2278810	2304750	2143160	2071470	1818290	2445810	2321560	1950070	2308820
P77756	110067	108050	99852.7	118139	108304	110723	125109	107637	98758.1	106120	113216	111605	94995.1	106019	106133	110554	91570.4	115792	92456.5	104936	105529	106240	110367
P22188	125665	147587	132384	145224	122758	131059	163693	126250	129384	163308	123890	134185	169365	150617	131925	168352	145514	160098	161213	151244	159872	167830	158379
P02932	62696.9	120282	111808	108450	98075.6	152644	158873	106265	167007	100467	121160	133450	45911.2	58287.4	55470.9	75573	83650.4	53875.7	71553.3	46849	85453	66680.7	96106.4
P0AG71	32805.2	37361	31398.7	33438.6	36283.9	36372.7	37854.1	33624	42486.4	34589.4	35538.8	37768.6	14093.6	20528	18292	20558.5	18768.9	12515	13669.7	22177.3	20183.1	18888.9	21076.4
P17888	59470.9	53620.8	50143	63416.3	54831.8	48683.1	63692.5	47345.7	51453.5	60817.6	56893.2	55174	64782.8	54148.8	54274.9	61561.4	49174.8	45276.1	50619.2	61727.9	62235.3	54394.1	55771.7
P33595	6991.87	7357.96	7149.7	7233.84	7301.53	6689.92	7851.18	8255.21	7333.98	8328.39	7809.38	6965.76	7035.22	7744.05	6288.93	7285.45	7022.98	6431.89	6333.6	7879.44	7752.39	7872.67	8177.97
P21888	230980	248877	238906	243775	248796	267280	233236	239492	242454	259831	249514	275659	262211	291466	304682	287483	318199	223115	228619	312058	276769	300625	264697
P0AB58	42971.9	59367.7	51377.6	57770.3	47106.9	52777.5	60633.6	54614.4	50386.4	52060.2	49361.1	48752.4	42204.6	43523.5	42278.4	41713	40251.4	39404.6	31061.9	37693	36973	45150.5	44400.5
P0AE82	86258.2	70744.6	84627.4	68229	82981.9	79351.3	66742.5	82525.3	71776	68017	76325.2	81706	49839.3	70567.1	69553.4	67653.1	72789	48759.9	45806.3	73204.3	66771.9	61830.9	58499.7
P36767	52947.7	85088.9	62900	81659	67893.8	77140.5	69935.5	70347.7	80150.9	73407.1	72565.6	67498.6	65936.8	81278.3	72653.7	85429.8	75656.4	76091.4	68521.7	80401.6	80643.5	74835.5	78315
P08192	158053	139281	139804	130154	149188	137090	109936	127104	120701	132838	137023	142371	126797	189104	179698	169827	182440	149887	110082	182432	159222	150187	160586
P39371	61464	77985.4	60475.9	77958.2	74831.3	73352.4	69337.9	56061.3	69815.7	66831.8	75158.1	76858.4	37233.4	50940.7	51517.4	53007.8	62139.8	47896.7	45417.9	52864.4	58062.5	52102.4	52261.1
P0A9A6	779622	866121	769936	742410	767224	837963	669604	781056	865197	722584	799648	649348	821133	975841	921108	1003640	964744	773977	727332	947689	939940	919418	862537
P0A707	1328190	2015280	1462150	1969510	1772720	1973960	1485250	1893290	2363680	1650820	2182790	1925050	1510600	1791810	2166760	1767490	2130040	1427800	1302090	1586860	1820870	1779200	1825270
P77615	24888.8	34042.7	28523.4	28773.6	29109.3	28650.6	27466.1	24272.6	28931.4	29855.1	26060.4	31065.8	26949.8	26630.4	17797.8	24874.8	24685.3	30532.6	23813.7	27499.2	26731.8	28686.1	24153.8
P07913	107144	123151	100428	112104	94700	108171	91454.9	99579.1	101526	102296	100721	109458	48267.7	49837	44076.3	49565.4	44652.6	39975.3	47143	38207	43226	44319.9	39131.1
P0A6E6	943308	1468760	1030810	1249390	1191140	1173570	975225	1043520	1337270	1002170	1285720	1245040	792035	963774	837127	782746	1045630	713762	669903	714502	875671	860960	759010
P0ABK5	4213270	4794330	4627910	4583600	4753360	5171300	4033680	4234260	4663810	4055850	5112770	5006100	3585220	4846310	4565530	4508470	5022340	3237700	3127110	4568510	4479320	4275850	4384060
P04425	216528	262019	216911	249761	227052	252076	256195	224968	227305	227685	237226	235084	204495	275303	246641	260785	250499	238274	198757	265980	271628	237074	255301
P23827	237050	304522	226891	331932	245816	283863	287859	245965	272944	281797	261669	349437	146070	149237	155265	146140	173667	157825	109839	133140	142104	128078	122543
P0A6H5	286479	321879	302960	328887	323277	308934	324456	298336	341790	293341	330583	294687	326672	405885	341665	369512	352869	327549	314305	345506	380441	360840	378514
P15032	7306.02	12374.7	9894.44	15294.2	16253.7	10869.5	13301.8	13196.5	20228.6	13805.7	14283.4	11909.1	4585.23	4400.18	5939.09	5806.11	6503.2	7208.25	8214.93	6335.39	7562.61	6892.26	7916.81
P0AAG0	260282	317477	311774	355132	308928	366428	343344	299180	302284	345305	334088	320820	290935	251359	277607	274167	259145	252489	255641	282520	249964	256635	261902
P07004	382446	435783	396356	411733	409790	455402	413130	431898	421283	394625	422147	418766	292464	422923	425038	401106	421583	292499	256232	417086	403047	390488	384612
P75694	507162	1253690	511229	967464	843839	918993	567130	1113890	2244860	626904	1002480	688276	231050	471777	587858	543028	635741	464334	355755	478177	716152	408487	570828
P0AEK2	541486	370605	443788	342684	432237	488798	203008	479216	470606	210300	476206	453991	205954	399898	540026	370663	491806	250306	143690	373892	360995	330734	318177
P33941	8181.18	9325.22	8788.46	8334.93	11438	9861.57	6447.89	10924.9	12662.2	6150.72	9492.73	9519.79	5489.83	10812.1	8923.41	11481.7	11387.2	2452.39	3852.91	9764.29	8641.77	7593.62	8873.46
P0A951	138267	185021	159113	203126	144094	179180	197480	140064	147574	216932	174744	158120	191703	149617	122931	158601	157185	152959	167325	138372	161747	173411	147557
P76418	36916.5	26282.8	32740.4	29104.2	32153.8	32704.3	31686.5	30447.2	32456.5	33370.1	28831.4	30047	28025.2	35465.2	32960.9	31051.4	31211.4	31000.1	23319.5	35927.1	36472.2	25503.2	36639.5
P75876	61042.1	79424.3	69643.6	75212.3	68642.9	84309.1	70332.1	75476.9	74901.3	71309.3	73961.6	76546.2	82012.1	87862.2	95486.8	90380.7	93426.4	81433.3	88649.2	90468.8	91869.5	86883.6	83831.9
P0ADG7	1105950	1111540	1062730	1101660	1161490	1269460	1058400	1130610	1174990	1190830	1191710	1262050	1679870	1821350	1947330	1886360	1988350	1567590	1242500	1856760	1704470	1672990	1765880
P76621	211697	270304	263048	249193	279936	204849	156667	323414	357827	150986	214223	167323	17950.2	68302.4	55788.6	79735.5	98843.9	65403.7	67591.3	24638.8	39244.9	76693.5	39151.4
P0A9M5	482168	905948	580458	1015480	642622	769066	976463	623780	853562	887870	705228	724431	907757	828812	619378	726608	689339	847965	820278	746406	763776	802794	886965
P06864	3483.84	5681.31	4300.04	3641.35	2571.51	4377.07	3536.01	4990.48	3913.12	3371.24	3570.55	4547.82	507.335	NA	1166.31	155.3	NA	NA	1165.78	858.522	NA	523.565	NA
Q46829	242939	261728	282924	223819	244474	275743	218080	258906	250633	217306	271360	256120	246184	285872	262228	286133	285284	204644	185622	262266	258077	241849	250170
P76227	60154.4	42917.2	62806.1	30429.2	70712	43595.6	34759.9	51689.8	35391.9	21016.5	50380.3	49333.7	7983.52	28241.6	20215.3	23823.2	20127.3	12354.8	5972.24	18804.3	21952.5	15735.6	15903.5
P68688	15808.2	20010.3	12807.5	16400.5	15585.9	14268.7	11596.2	21826	32558.5	14427.7	20350.7	12765.3	6821.11	17420	21876.5	12830.4	17635.9	16930.8	14918.4	17645.7	23787	12897.5	14910.7
P0ABU2	537709	511931	502768	475789	608110	580586	382263	505065	539751	341221	589711	601689	341122	624406	639168	599804	654471	389287	262939	628953	589633	430875	518512
P0AB77	130549	120642	142155	135122	112851	165212	120229	136196	129542	137393	117089	139559	37847.8	37157.7	40421.7	31075.8	38525.9	38153.7	32033.7	40227.8	37606.4	30319.3	34097.8
P37689	358324	276988	308463	267695	327447	290669	249428	279137	313634	251156	294133	290432	1175660	1524460	1654820	1394690	1534960	1035700	852793	1634450	1402030	1127420	1356910
P76108	178912	205727	217680	211371	270858	188361	151467	243626	267473	139615	247651	231636	31478.4	67552.5	64239.4	68560.6	83875.9	50373.6	43272.5	49244	57335.9	59281.1	55842.8
P76537	154323	238948	231346	254560	254800	258158	215813	253386	271271	219782	283180	232447	192889	209831	243917	233769	239829	177060	129427	238749	272619	257255	259994
P23331	41941.8	28238.9	36479.4	18553.9	34940.2	36460.1	24453	34433.4	28020.2	17559.8	34133.2	31436.8	22425.6	32135	34117.3	35933	38848.3	18951.7	8066.27	32610	26695	22796.9	25609.5
P33371	10484.4	10297.6	9030.59	10969	9832.09	8732.73	10554.9	7774.9	8433.23	12941.2	9493.75	11149.1	11400	13241.2	11285.2	11974.1	10302.1	11413.2	14126.5	11703	11251.8	11967.6	11898.1
P60720	29974.7	31619	24633.7	33112.7	32229.7	30919.9	24568.8	30945.6	28516	32123.4	27621.7	29088.3	44115.6	44826	42333.3	45725.9	38689.8	42370.1	46147.3	42275.3	39731.4	44557.2	45674.6
P0AA86	38254.3	56670.9	41660.3	67630.8	51232.4	58699	80635.6	43414.5	48515.6	74813	51622.1	60771.8	91664.1	65500.7	63543.9	63741.2	52298.8	87449	108168	64387.5	73746.1	71557.1	81626.6
