rowname	count
P0C0R7	11
P0C0S1	15
P0C0T5	4
P0C0U4	12
P0C0V0	35
P0C7L2	2
P0C8J6	34
P0C8J8	34
P0C8K0	1
P0C960	10
P0CB39	27
P0CE48	81
P0CF40;P0CF41;P0CF42;P0CF43;P0CF44;P0CF45	6
P0CF66;P0CF67;P0CF68;P0CF69;P0CF70	2
P0CF91;P0CF92;P0CF93	8
P0CG19	6
P0CK95	32
P0DM85	7
P0DMC5	33
P0DMC7	16
P0DN74	1
P0DP89	20
P0DPO3	1
P0DSF6	1
P0DSG8	1
P0DTT0	52
P10100	14
P10121	29
P10151	1
P10346	10
P10371	18
P10378	26
P10384	13
P10408	89
P10423	3
P10441	20
P10442	9
P10443	48
P10902	30
P10903	1
P10907	6
P10908	15
P11071	19
P11072	3
P11289	3
P11349	24
P11350	1
P11446	19
P11447	41
P11454	55
P11458	18
P11553	1
P11557	23
P11663	1
P11875	47
P11880	19
P11988	1
P12008	30
P12281	14
P12282	7
P12295	20
P12758	26
P12994	7
P12995	19
P12996	18
P12998	15
P12999	1
P13000	10
P13001	9
P13009	86
P13016	13
P13024	20
P13029	62
P13033	1
P13035	19
P13036	6
P13039	15
P13445	13
P13458	31
P13482	31
P13518	15
P13656	8
P13669	7
P13857	10
P14081	42
P14175	27
P14176	3
P14294	26
P14375	9
P14377	1
P14407	16
P14900	17
P15005	13
P15028	2
P15032	1
P15033	1
P15034	31
P15038	48
P15042	44
P15043	7
P15047	18
P15067	29
P15070	1
P15078	4
P15082	11
P15254	126
P15286	12
P15288	41
P15373	6
P15639	58
P15640	32
P15723	22
P15770	10
P15877	41
P15977	28
P15993	6
P16095	12
P16384	23
P16431	6
P16432	1
P16433	1
P16456	32
P16525	15
P16528	10
P16659	55
P16676	34
P16681	7
P16691	5
P16692	3
P16700	40
P16701	1
P16703	22
P16869	20
P16926	16
P17109	17
P17115	17
P17117	22
P17169	52
P17315	61
P17334	1
P17411	3
P17443	19
P17444	5
P17445	21
P17446	3
P17802	6
P17846	61
P17854	19
P17888	26
P17952	26
P17993	28
P18133	40
P18196	12
P18335	41
P18390	7
P18392	11
P18393	1
P18775	43
P18776	19
P18811	8
P18843	29
P18956	37
P19317	1
P19318	8
P19319	13
P19323	9
P19624	15
P19636	13
P19925	1
P19926	24
P19931	1
P19934	13
P20083	33
P20099	34
P20605	10
P20966	11
P21151	12
P21156	19
P21165	31
P21169	29
P21170	45
P21177	20
P21179	77
P21189	17
P21338	15
P21345	1
P21361	2
P21362	10
P21363	15
P21365	1
P21367	10
P21369	5
P21420	5
P21499	71
P21507	34
P21513	81
P21514	8
P21515	6
P21517	23
P21599	50
P21645	13
P21693	9
P21829	7
P21865	23
P21866	15
P21888	32
P21889	65
P21893	18
P22106	53
P22186	8
P22188	32
P22255	21
P22256	32
P22259	47
P22333	17
P22523	98
P22524	9
P22525	15
P22564	9
P22586	1
P22634	17
P22729	2
P22731	12
P22939	14
P23003	25
P23200	1
P23256	14
P23305	10
P23331	11
P23367	25
P23485	3
P23522	3
P23524	5
P23538	61
P23721	41
P23827	12
P23830	35
P23836	24
P23837	17
P23839	27
P23840	4
P23841	1
P23842	13
P23843	85
P23845	36
P23847	64
P23857	6
P23862	10
P23865	60
P23869	15
P23871	15
P23872	4
P23873	2
P23874	11
P23878	11
P23882	18
P23883	7
P23886	20
P23890	2
P23893	21
P23894	8
P23898	7
P23908	24
P23909	37
P23917	16
P23930	10
P24171	43
P24173	9
P24175	1
P24177	2
P24178	9
P24182	38
P24186	16
P24188	7
P24192	6
P24193	11
P24197	1
P24202	22
P24203	15
P24205	13
P24207	2
P24215	26
P24216	1
P24224	4
P24228	24
P24230	26
P24232	18
P24240	3
P24242	11
P24251	16
P24252	14
P24255	23
P24554	22
P24555	22
P25397	17
P25437	24
P25516	60
P25519	27
P25522	30
P25524	30
P25526	36
P25527	1
P25534	19
P25535	20
P25536	10
P25539	29
P25552	19
P25553	40
P25665	98
P25666	8
P25714	27
P25718	1
P25728	1
P25736	1
P25737	4
P25738	7
P25740	22
P25741	8
P25742	14
P25745	19
P25746	13
P25748	1
P25798	2
P25888	21
P25889	5
P25894	11
P25906	18
P26281	4
P26365	8
P26459	1
P26602	8
P26612	23
P26616	30
P26646	22
P26647	7
P26648	12
P26649	4
P27111	8
P27126	10
P27127	12
P27128	11
P27129	7
P27238	3
P27240	7
P27241	6
P27242	20
P27243	1
P27245	1
P27247	12
P27248	17
P27249	49
P27250	13
P27278	28
P27296	10
P27297	1
P27298	54
P27300	6
P27302	56
P27303	19
P27305	8
P27306	35
P27431	13
P27434	17
P27550	35
P27828	23
P27829	20
P27830	17
P27832	3
P27833	13
P27836	10
P27837	2
P27838	8
P27848	18
P27859	6
P27862	3
P27896	7
P28224	5
P28246	1
P28248	11
P28249	29
P28304	21
P28305	12
P28306	16
P28629	2
P28630	11
P28631	14
P28632	1
P28634	6
P28635	35
P28722	3
P28861	14
P28903	25
P28904	11
P28905	8
P29012	12
P29013	17
P29018	15
P29131	19
P29208	12
P29217	15
P29680	20
P29744	1
P29745	33
P30011	20
P30014	8
P30015	11
P30125	32
P30126	20
P30128	7
P30130	17
P30131	10
P30136	49
P30137	16
P30138	12
P30139	17
P30140	21
P30147	3
P30176	3
P30177	28
P30178	20
P30744	6
P30745	3
P30748	4
P30749	8
P30750	28
P30843	5
P30844	5
P30847	14
P30850	49
P30855	41
P30859	29
P30860	28
P30863	14
P30864	16
P30870	33
P30871	25
P30958	79
P31057	13
P31060	19
P31063	14
P31064	2
P31068	1
P31069	6
P31119	33
P31120	33
P31129	2
P31130	9
P31131	6
P31133	13
P31134	15
P31142	18
P31224	48
P31433	20
P31434	3
P31441	9
P31443	1
P31455	14
P31459	1
P31460	9
P31463	2
P31466	2
P31467	5
P31470	1
P31471	2
P31473	29
P31475	5
P31545	11
P31547	3
P31548	8
P31550	18
P31551	5
P31552	1
P31554	65
P31572	1
P31574	1
P31600	26
P31658	18
P31660	1
P31663	35
P31666	2
P31677	25
P31678	18
P31680	11
P31697	11
P31801	2
P31802	11
P31806	25
P31808	13
P31825	2
P31827	24
P31828	30
P31979	31
P31992	2
P32053	13
P32055	1
P32099	17
P32125	5
