,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,2.03E-16,1.00E+00,0.00E+00
Fisher,7.69E-01,1.81E-02,7.22E-01,6.63E-03
Stouffer,7.69E-01,1.81E-02,7.22E-01,6.63E-03
REM,8.66E-01,2.00E-02,8.75E-01,5.53E-03
RankProd,7.69E-01,1.81E-02,7.22E-01,6.63E-03
