,FP,FP,FN,FN,Jaccard,Jaccard
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
Fisher,0.00E+00,0.00E+00,9.30E+00,4.55E+00,4.00E-02,5.48E-02
Stouffer,0.00E+00,0.00E+00,9.70E+00,4.81E+00,6.25E-03,1.98E-02
REM,2.60E+00,1.58E+00,4.80E+00,4.64E+00,4.11E-01,1.83E-01
RankProd,2.69E+02,9.96E+00,7.00E-01,6.75E-01,3.24E-02,1.66E-02
