,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,1.61E-15,2.08E-16,2.26E-14,5.88E-15
Fisher,9.53E-06,7.55E-06,4.97E-02,3.87E-03,1.56E+00,3.18E-01
Stouffer,7.86E-06,6.48E-06,6.11E-02,4.86E-03,2.04E+00,5.23E-01
REM,3.23E-05,3.13E-05,4.80E-02,4.54E-03,2.38E+00,7.65E-01
RankProd,2.46E-02,3.14E-02,6.56E-01,5.99E-03,6.86E+00,1.21E+00
