,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,5.85E-16,1.00E+00,0.00E+00
Fisher,7.10E-01,4.43E-02,5.07E-01,7.57E-03
Stouffer,4.89E-01,7.89E-02,2.14E-02,1.67E-02
REM,7.97E-01,3.21E-02,5.17E-01,5.88E-02
RankProd,4.77E-01,3.49E-02,6.67E-01,6.27E-03
