,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,3.49E-15,2.31E-16,2.08E-13,7.19E-14
Fisher,7.26E-06,8.32E-06,1.26E-01,5.20E-03,1.38E+01,4.17E+00
Stouffer,8.41E-06,7.54E-06,1.40E-01,5.37E-03,1.03E+01,3.02E+00
REM,2.08E-05,2.08E-05,1.58E-01,6.24E-03,2.05E+01,3.37E+00
RankProd,4.95E-03,5.21E-03,8.07E-01,1.70E-02,3.32E+01,5.88E+00
