,FP,FP,FN,FN,Jaccard,Jaccard
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
Fisher,1.30E+00,9.49E-01,1.50E+00,1.08E+00,9.36E-01,2.71E-02
Stouffer,1.30E+00,9.49E-01,1.70E+00,1.16E+00,9.31E-01,2.75E-02
REM,3.70E+00,1.95E+00,5.00E+00,1.89E+00,8.11E-01,5.38E-02
RankProd,5.00E+00,2.21E+00,5.00E-01,5.27E-01,8.84E-01,4.45E-02
