,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,2.34E-16,1.00E+00,0.00E+00
Fisher,9.74E-01,1.14E-02,5.82E-01,7.65E-03
Stouffer,9.87E-01,2.90E-03,1.39E-01,1.20E-02
REM,8.36E-01,1.82E-02,8.03E-01,4.59E-02
RankProd,7.64E-01,1.02E-02,6.46E-01,8.28E-03
