,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,7.90E-14,5.69E-15,5.99E-12,7.93E-13
Fisher,0.00E+00,0.00E+00,6.89E-01,7.97E-02,2.31E+02,4.21E+01
Stouffer,3.00E-06,6.89E-06,1.86E+00,6.28E-02,1.12E+02,1.44E+01
REM,0.00E+00,0.00E+00,2.62E+00,8.91E-02,2.52E+02,1.79E+01
RankProd,3.04E-03,2.36E-03,5.80E+00,1.50E-01,2.96E+02,1.70E-01
