,FP,FP,FN,FN,Jaccard,Jaccard
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
Fisher,1.65E+01,3.63E+00,9.40E+00,3.60E+00,4.03E-01,7.91E-02
Stouffer,1.65E+01,3.63E+00,9.40E+00,3.60E+00,4.03E-01,7.91E-02
REM,5.10E+00,2.28E+00,4.30E+00,1.83E+00,7.04E-01,5.64E-02
RankProd,1.72E+01,3.29E+00,9.40E+00,3.60E+00,3.95E-01,7.55E-02
