,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,6.47E-16,1.00E+00,0.00E+00
Fisher,9.00E-01,5.89E-03,5.43E-01,1.04E-02
Stouffer,9.00E-01,5.89E-03,5.43E-01,1.04E-02
REM,9.76E-01,1.80E-03,8.60E-01,6.65E-03
RankProd,9.00E-01,5.89E-03,5.43E-01,1.04E-02
