,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,3.22E-15,3.52E-16,1.85E-13,8.71E-14
Fisher,7.86E-06,6.78E-06,1.23E-01,5.48E-03,1.25E+01,4.14E+00
Stouffer,1.21E-05,1.20E-05,1.38E-01,5.55E-03,8.99E+00,3.39E+00
REM,2.56E-05,3.36E-05,1.48E-01,7.80E-03,1.89E+01,4.79E+00
RankProd,5.58E-03,4.59E-03,7.79E-01,1.59E-02,2.76E+01,4.00E+00
