,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,3.27E-16,1.00E+00,0.00E+00
Fisher,9.98E-01,2.83E-04,9.97E-01,1.96E-04
Stouffer,9.98E-01,2.83E-04,9.97E-01,1.96E-04
REM,9.73E-01,1.10E-02,9.64E-01,2.53E-03
RankProd,9.98E-01,2.83E-04,9.97E-01,1.96E-04
