,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,6.62E-16,8.60E-18,8.04E-15,1.70E-15
Fisher,2.84E-07,3.91E-07,8.01E-03,1.51E-04,2.85E-01,2.25E-01
Stouffer,2.84E-07,3.91E-07,8.01E-03,1.51E-04,2.85E-01,2.25E-01
REM,2.77E-06,2.58E-06,2.59E-02,6.43E-04,1.85E+00,1.25E+00
RankProd,2.84E-07,3.91E-07,8.01E-03,1.51E-04,2.85E-01,2.25E-01
