Gene	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	sca.adj.pval	sca.P.Value
PIAS1	-0.0891225443171084	-0.125595352295286	-0.0526497363389307	0.0940039072404319	-4.79953153578674	2.03907641650951e-06	3.32518318855243e-06	3.07658695958156	3.32518318855243e-06	2.03907641650951e-06
MYL6	-0.194149820419825	-0.273479726588776	-0.114819914250875	5.61300919595456	-4.80332069608907	1.83174059444363e-06	2.99419135630209e-06	3.06583009795843	2.99419135630209e-06	1.83174059444363e-06
AMDHD2	-0.174603013613211	-0.245950054039437	-0.103255973186986	1.61205852419626	-4.80305216555013	1.83413723222911e-06	2.99759879454834e-06	3.06457233528431	2.99759879454834e-06	1.83413723222911e-06
INO80	-0.0754297179842166	-0.106268601585262	-0.0445908343831711	0.086730810124536	-4.80952332664827	2.19839547761455e-06	3.58255659356766e-06	3.05498282316416	3.58255659356766e-06	2.19839547761455e-06
ENY2	-0.206925002717248	-0.291607467510039	-0.122242537924457	1.08312291148635	-4.79642335554023	1.92267157549375e-06	3.14069055826828e-06	3.03016956340535	3.14069055826828e-06	1.92267157549375e-06
RDH13	-0.325321160188192	-0.458495626771578	-0.192146693604807	2.18746371375298	-4.79438468536928	1.9131359674074e-06	3.12564568242015e-06	3.02401081810604	3.12564568242015e-06	1.9131359674074e-06
RAD21L1	-0.0683686202793716	-0.0964781565500756	-0.0402590840086676	0.12415384559217	-4.77846575797571	2.31643594121237e-06	3.77235795444978e-06	3.01943724231817	3.77235795444978e-06	2.31643594121237e-06
UBE2Q2	-0.107711025169626	-0.151820229881781	-0.0636018204574702	0.220625643070975	-4.79442683101476	1.99691511646808e-06	3.25919620963057e-06	3.01758752825459	3.25919620963057e-06	1.99691511646808e-06
CFL2	0.194372028736254	0.114779512059786	0.273964545412723	4.22123001563462	4.79295179834244	1.92650734840365e-06	3.14642120071706e-06	3.01731198514111	3.14642120071706e-06	1.92650734840365e-06
KLHL36	-0.24008536123154	-0.338388515420101	-0.141782207042979	1.26737831534542	-4.79562767839047	2.00696762374006e-06	3.27393410768059e-06	3.01570659207122	3.27393410768059e-06	2.00696762374006e-06
UBAC1	0.199032995328893	0.117501171713295	0.28056481894449	0.554724120334719	4.79147242140743	1.95551884811195e-06	3.1932605467724e-06	3.00866214139471	3.1932605467724e-06	1.95551884811195e-06
ITPR2	0.155955426672969	0.0920381131869377	0.219872740159001	0.904549165146099	4.78876482303351	1.96609661749308e-06	3.20998776321962e-06	2.99774851828324	3.20998776321962e-06	1.96609661749308e-06
UBR2	-0.17181335498439	-0.242250987237773	-0.101375722731008	0.59181527134152	-4.78799214938796	2.00457555058224e-06	3.2708831917776e-06	2.99060798625773	3.2708831917776e-06	2.00457555058224e-06
PEX19	-0.147480912280797	-0.207948506261642	-0.087013318299952	0.822857628344636	-4.78745594923437	2.00475682977561e-06	3.2708831917776e-06	2.98845158194721	3.2708831917776e-06	2.00475682977561e-06
EIF4E2	-0.291326811230335	-0.410767837197155	-0.171885785263516	1.15095370804077	-4.78879445738432	2.04846835585108e-06	3.33993185502455e-06	2.98752381091582	3.33993185502455e-06	2.04846835585108e-06
DTYMK	-0.21917816782283	-0.30912750692391	-0.12922882872175	2.61025270606303	-4.78234437602202	2.02832870273144e-06	3.30821823564875e-06	2.96778078436089	3.30821823564875e-06	2.02832870273144e-06
RNF220	-0.119414157268171	-0.168651637773749	-0.070176676762593	0.165886970353415	-4.76963970838694	2.69535565240168e-06	4.38126434952075e-06	2.96397158250118	4.38126434952075e-06	2.69535565240168e-06
RAB3A	-0.213165185999113	-0.300851003124819	-0.125479368873407	0.921856937402965	-4.77182989585162	2.16574448438251e-06	3.52994667783709e-06	2.91809972861072	3.52994667783709e-06	2.16574448438251e-06
LOC101060511	-0.486706941143201	-0.688151842195049	-0.285262040091354	1.73438969416679	-4.74485356287514	2.60211990915974e-06	4.2311430044827e-06	2.90937346635321	4.2311430044827e-06	2.60211990915974e-06
GPS2	-0.218317186343082	-0.308158851429229	-0.128475521256934	0.519749185588722	-4.77297275785433	2.31443627681611e-06	3.76974062045425e-06	2.9017285150933	3.76974062045425e-06	2.31443627681611e-06
VRK1	-0.281117999618679	-0.396853321328801	-0.165382677908557	0.812226584268031	-4.76964518989541	2.28344502908122e-06	3.71989306382719e-06	2.89447208373274	3.71989306382719e-06	2.28344502908122e-06
MFSD10	-0.161667121266795	-0.228255017649665	-0.0950792248839242	0.410302282903593	-4.76575545458049	2.23437947970417e-06	3.64057928796582e-06	2.88665163062976	3.64057928796582e-06	2.23437947970417e-06
PLEKHF1	-0.16622937568343	-0.235142751168826	-0.0973160001980342	0.298542141263536	-4.74178019852505	2.93186802038041e-06	4.75364489124812e-06	2.83705348706325	4.75364489124812e-06	2.93186802038041e-06
ACTN3	0.144691770029164	0.0849538781493922	0.204429661908936	2.01878342298656	4.75374047091991	2.32936827515723e-06	3.79277543361336e-06	2.83473482896871	3.79277543361336e-06	2.32936827515723e-06
SNIP1	0.204413836277783	0.119903481405659	0.288924191149908	0.288739312908163	4.75593845443152	2.81089653068881e-06	4.56135515750398e-06	2.8328538418531	4.56135515750398e-06	2.81089653068881e-06
GFOD2	0.299900292461836	0.175939000031271	0.4238615848924	0.832630157982412	4.75053928204315	2.49505088740212e-06	4.05979396467853e-06	2.80790398764285	4.05979396467853e-06	2.49505088740212e-06
SEC23IP	-0.225114836632415	-0.318240386160964	-0.131989287103865	1.64329304419869	-4.74435821295633	2.43756472522795e-06	3.96827274335838e-06	2.7912215387363	3.96827274335838e-06	2.43756472522795e-06
COMMD3-BMI1	0.16818394739769	0.0986028778236681	0.237765016971713	0.826320591048612	4.74392335915426	2.44392560451392e-06	3.97795380975364e-06	2.78909797903074	3.97795380975364e-06	2.44392560451392e-06
MLYCD	0.259528023201532	0.152140353795811	0.366915692607253	2.66983757495809	4.7431992923378	2.45079248752708e-06	3.98845507331372e-06	2.7858956650809	3.98845507331372e-06	2.45079248752708e-06
VTI1A	0.231410496205384	0.135622342366435	0.327198650044334	0.78182747020138	4.74246339713526	2.51672043556165e-06	4.09435971943931e-06	2.77725715171691	4.09435971943931e-06	2.51672043556165e-06
ANP32D	-0.12250694504286	-0.173287362008616	-0.0717265280771034	0.431032756012236	-4.74050256187662	2.82461770236656e-06	4.58207279703274e-06	2.77280224148892	4.58207279703274e-06	2.82461770236656e-06
PYROXD1	-0.240645661057166	-0.340388856867316	-0.140902465247016	0.681491390485591	-4.7360198854743	2.58661055900525e-06	4.20663637305205e-06	2.76547980540864	4.20663637305205e-06	2.58661055900525e-06
ZNF592	-0.104231061863853	-0.147463270530105	-0.0609988531976019	0.082387643946245	-4.73881240956744	2.93170318344402e-06	4.75364489124812e-06	2.74374082427106	4.75364489124812e-06	2.93170318344402e-06
RIN2	-0.0977638857682662	-0.138321420077556	-0.057206351458976	0.155999373321164	-4.73403451714836	2.74839454930093e-06	4.46370132668844e-06	2.72712529091049	4.46370132668844e-06	2.74839454930093e-06
PI4KB	-0.163136981949395	-0.230876177855298	-0.0953977860434933	0.450090495617173	-4.72906985594896	2.77183948347039e-06	4.50025663264589e-06	2.70801491696062	4.50025663264589e-06	2.77183948347039e-06
SAFB	-0.190723718368217	-0.269945535734625	-0.111501901001809	1.73006042772861	-4.72499589039169	2.67494552342757e-06	4.34882392561304e-06	2.70179871129702	4.34882392561304e-06	2.67494552342757e-06
NFIA	-0.159406756068934	-0.225642711428679	-0.0931708007091898	0.48308463489525	-4.7243027800709	2.74000428911445e-06	4.45082719380082e-06	2.70042988736436	4.45082719380082e-06	2.74000428911445e-06
ARPC3	-0.201361383707896	-0.285035827353737	-0.117686940062055	2.59061176527108	-4.72307546148451	2.69971110352287e-06	4.3876015481112e-06	2.69294454959382	4.3876015481112e-06	2.69971110352287e-06
NUBP1	-0.279787637956302	-0.396069271213287	-0.163506004699316	1.43450534967007	-4.72240964034896	2.71153596596621e-06	4.40607392202765e-06	2.68962715505359	4.40607392202765e-06	2.71153596596621e-06
DPYD	-0.191893705911597	-0.271650063923997	-0.112137347899196	1.51465796702344	-4.72211921285329	2.71212480682427e-06	4.40628531284627e-06	2.68853702962584	4.40628531284627e-06	2.71212480682427e-06
DNAJB2	-0.183322818932048	-0.259605157571847	-0.107040480292249	1.09714252802052	-4.71690384355108	2.79665601509041e-06	4.53901335331925e-06	2.66364382705766	4.53901335331925e-06	2.79665601509041e-06
UBA1	0.127235670425811	0.0742919658890428	0.180179374962578	3.83293472773816	4.71667646444108	2.7838324753839e-06	4.51896415853683e-06	2.66346659648934	4.51896415853683e-06	2.7838324753839e-06
CCT8	-0.125222168821064	-0.177358201416413	-0.0730861362257159	3.74489868043467	-4.71394784089433	2.82046420683092e-06	4.57610788963023e-06	2.65090833571721	4.57610788963023e-06	2.82046420683092e-06
AKR1E2	-0.301491308143399	-0.428325662569786	-0.174656953717012	0.501488523034521	-4.67771377803146	4.38597202734793e-06	7.05294848864504e-06	2.63918847116905	7.05294848864504e-06	4.38597202734793e-06
SENP7	-0.117820067468252	-0.16690007860138	-0.0687400563351246	0.0443932104123183	-4.7217743353985	3.41884338608691e-06	5.52363174488895e-06	2.63291017306322	5.52363174488895e-06	3.41884338608691e-06
LIME1	0.245376331902413	0.143094587217444	0.347658076587382	0.270115963071052	4.71194665804161	3.08263880851733e-06	4.99135970259759e-06	2.62423496765113	4.99135970259759e-06	3.08263880851733e-06
WARS2	0.253582659572375	0.147788775768807	0.359376543375943	1.3140958745737	4.70450821630308	2.96073405603298e-06	4.79963723345093e-06	2.60689686978958	4.79963723345093e-06	2.96073405603298e-06
GOLIM4	-0.227936124737023	-0.323049956214504	-0.132822293259542	0.93882266443619	-4.7036233394671	2.9789734113215e-06	4.82839008028063e-06	2.6024927112302	4.82839008028063e-06	2.9789734113215e-06
MYCBP	0.477476099505723	0.278208253872865	0.67674394513858	2.6239834790654	4.70293472867848	2.98256567541419e-06	4.83258153042396e-06	2.59974888924628	4.83258153042396e-06	2.98256567541419e-06
SEC24C	-0.261731789414692	-0.370972764043824	-0.152490814785559	2.36849750475887	-4.70232280341972	2.9817878372454e-06	4.83213635511086e-06	2.59748253297115	4.83213635511086e-06	2.9817878372454e-06
TBC1D22B	0.057810626691884	0.0336740921888262	0.0819471611949418	0.0590873961864396	4.70802840907451	3.40682873804147e-06	5.50514637094353e-06	2.58637249281402	5.50514637094353e-06	3.40682873804147e-06
YTHDF3	-0.213841488535577	-0.303195346793915	-0.124487630277239	0.852425625440556	-4.69802130186765	3.11473337034488e-06	5.04162689958924e-06	2.58352473813643	5.04162689958924e-06	3.11473337034488e-06
EXOC4	-0.211515678454024	-0.299861242663363	-0.123170114244685	1.90986289076915	-4.69893402015778	3.03046023036723e-06	4.90935579569528e-06	2.58193214349799	4.90935579569528e-06	3.03046023036723e-06
AKR1C2	0.204979328433164	0.119339158239485	0.290619498626844	1.4081756455233	4.69757881300414	3.05013772566354e-06	4.94040014418183e-06	2.57571637798405	4.94040014418183e-06	3.05013772566354e-06
C11orf67	-0.350348155545226	-0.49614466184057	-0.204551649249882	2.03858871237579	-4.73544034245397	3.8836612090633e-06	6.26512695886009e-06	2.5714368622778	6.26512695886009e-06	3.8836612090633e-06
ACBD5	0.220031363301305	0.128083013106768	0.311979713495842	1.70764344896257	4.69659217362696	3.06504184291074e-06	4.96370374324021e-06	2.57115942586968	4.96370374324021e-06	3.06504184291074e-06
RNF135	-0.163133222237294	-0.231511062102463	-0.0947553823721237	0.192922365043294	-4.69357401545372	3.97075896273018e-06	6.39918453641332e-06	2.56742479110244	6.39918453641332e-06	3.97075896273018e-06
DNAH5	0.195914637689523	0.11392852401583	0.277900751363217	-0.01026218152839	4.70294706076946	3.95297583663051e-06	6.37253725898354e-06	2.56559153623655	6.37253725898354e-06	3.95297583663051e-06
RAB5C	0.164838994936975	0.0959265831909398	0.23375140668301	3.71073253237084	4.69465885982419	3.09295331525848e-06	5.00721668516058e-06	2.562329577435	5.00721668516058e-06	3.09295331525848e-06
CLN3	-0.223384838744028	-0.319232602998133	-0.127537074489924	0.292897612233029	-4.58593304538764	6.57915953557899e-06	1.04866955425218e-05	2.55309678207761	1.04866955425218e-05	6.57915953557899e-06
POLRMT	-0.131154319852996	-0.186031343670104	-0.0762772960358883	0.208146115881633	-4.69333430342997	3.30455295656325e-06	5.34167471352912e-06	2.54406287140237	5.34167471352912e-06	3.30455295656325e-06
PSMA4	-0.17221772570916	-0.244302993733927	-0.100132457684393	3.00671036324686	-4.68892043122917	3.17878523926261e-06	5.14357011844969e-06	2.53604428698433	5.14357011844969e-06	3.17878523926261e-06
CENPV	0.198247208561568	0.115238589737859	0.281255827385277	0.803823621924903	4.68765566217443	3.22150682360808e-06	5.21181961272623e-06	2.529132572756	5.21181961272623e-06	3.22150682360808e-06
BID	-0.442702049488757	-0.628081336348321	-0.257322762629194	1.87627482045527	-4.68725365278087	3.22481121485572e-06	5.21628691793351e-06	2.52789544889938	5.21628691793351e-06	3.22481121485572e-06
KIAA1161	0.159068100661083	0.0932279647625969	0.224908236559569	0.632813306449459	4.74787054522646	2.75964631193928e-06	4.48121772209244e-06	2.51248725287797	4.48121772209244e-06	2.75964631193928e-06
TMEM256	0.400805907540023	0.233452102442936	0.56815971263711	2.63383601607362	4.72069031867433	4.24244692642094e-06	6.82901000976589e-06	2.51116935643243	6.82901000976589e-06	4.24244692642094e-06
CKMT1B	0.468696787784037	0.27283766764123	0.664555907926845	2.91616650439075	4.6984546008147	3.16190789398756e-06	5.11712305336992e-06	2.50470423492886	5.11712305336992e-06	3.16190789398756e-06
NRAS	0.178709597618977	0.103797521287433	0.253621673950521	1.84702892041253	4.68207368353776	3.28472125325798e-06	5.31051130071417e-06	2.50469130390898	5.31051130071417e-06	3.28472125325798e-06
NCOA3	-0.100211680075001	-0.142227557207983	-0.0581958029420183	0.0278126297849185	-4.69864946007605	4.43727451120153e-06	7.13186440429897e-06	2.50311498921977	7.13186440429897e-06	4.43727451120153e-06
SUMO3	-0.30990612161233	-0.440737258790918	-0.179074984433743	1.04561333023374	-4.65398803028511	4.18102865487722e-06	6.7324023855986e-06	2.5011733767729	6.7324023855986e-06	4.18102865487722e-06
LRRC8A	0.249564279174743	0.144912771738918	0.354215786610567	0.878707091461556	4.68066185922508	3.32931553544212e-06	5.3807968564566e-06	2.4972442682959	5.3807968564566e-06	3.32931553544212e-06
ELTD1	-0.234409034545642	-0.337476182432984	-0.1313418866583	0.235298638230473	-4.47366048634548	1.05242924194219e-05	1.65796012282348e-05	2.4789461820513	1.65796012282348e-05	1.05242924194219e-05
HNRNPCL1	-0.115239206397213	-0.163465029432881	-0.0670133833615453	2.41873807325729	-4.69167011015976	3.26526187858174e-06	5.27993945181442e-06	2.47380436156305	5.27993945181442e-06	3.26526187858174e-06
LOC649330	-0.115239206397213	-0.163465029432881	-0.0670133833615453	2.41873807325729	-4.69167011015976	3.26526187858174e-06	5.27993945181442e-06	2.47380436156305	5.27993945181442e-06	3.26526187858174e-06
ACTN2	0.168099523919224	0.0974911537596397	0.238707894078808	3.03597160358897	4.67252708500541	3.43677972686391e-06	5.55167663581027e-06	2.46112192175768	5.55167663581027e-06	3.43677972686391e-06
KIF5B	-0.301499578405041	-0.428147200738766	-0.174851956071316	2.47060222386298	-4.67230515355872	3.44040674452444e-06	5.55660110663482e-06	2.46010934390795	5.55660110663482e-06	3.44040674452444e-06
KLC4	0.202913340350833	0.11760140851874	0.288225272182927	1.71442581384757	4.66813089833343	3.50987603694559e-06	5.66784790431445e-06	2.44104321454684	5.66784790431445e-06	3.50987603694559e-06
MUSTN1	0.323988173072098	0.18775526357465	0.460221082569547	0.158677819841346	4.67499487794708	3.9971001513311e-06	6.4394744974061e-06	2.43862650903065	6.4394744974061e-06	3.9971001513311e-06
ANAPC16	-0.185423145362197	-0.263829753542719	-0.107016537181675	0.307751748429015	-4.65021752966881	4.61245014986844e-06	7.40969789086575e-06	2.43615251671299	7.40969789086575e-06	4.61245014986844e-06
ECSIT	0.226316063331785	0.131134571486977	0.321497555176592	1.29034718481687	4.66678842926689	3.54329238603766e-06	5.72084776733766e-06	2.43451345463956	5.72084776733766e-06	3.54329238603766e-06
SET	-0.251771909503233	-0.357731499809927	-0.145812319196539	3.64481826847209	-4.66346298705569	3.58794307454165e-06	5.79196524890295e-06	2.41980358886972	5.79196524890295e-06	3.58794307454165e-06
GAS2L1	0.151465541139467	0.0876688651905628	0.215262217088372	0.254842489310981	4.66368040904863	3.91112453053833e-06	6.30731214167572e-06	2.41887796799562	6.30731214167572e-06	3.91112453053833e-06
HEXIM2	0.103653322824534	0.0599944051257227	0.147312240523345	0.179821205713723	4.6642036839279	3.95105932330805e-06	6.37064374691519e-06	2.403200710153	6.37064374691519e-06	3.95105932330805e-06
MAPKAP1	0.147148450345271	0.0851038105311317	0.20919309015941	0.411488348325149	4.65649755057894	3.85627338791245e-06	6.22198990272117e-06	2.38627944664471	6.22198990272117e-06	3.85627338791245e-06
SAG	-0.127867719904127	-0.181901567032514	-0.0738338727757403	0.201794224979779	-4.65068629197137	4.35942462562176e-06	7.01143227211939e-06	2.37783369516297	7.01143227211939e-06	4.35942462562176e-06
SNTB1	-0.218415384419406	-0.31051988461216	-0.126310884226653	2.03498824647166	-4.65418782806395	3.74922713124791e-06	6.05130677123781e-06	2.37760222009524	6.05130677123781e-06	3.74922713124791e-06
LRG1	-0.321248127410279	-0.456729757515265	-0.185766497305294	2.18195853734377	-4.65373578128816	3.75726302330469e-06	6.06325795343441e-06	2.37554748132656	6.06325795343441e-06	3.75726302330469e-06
HRG	-0.265839031810316	-0.378137244886632	-0.153540818734001	3.11944968806583	-4.64608800458404	3.89574804427123e-06	6.28357010331237e-06	2.34081399528841	6.28357010331237e-06	3.89574804427123e-06
SPTY2D1	-0.133317133863337	-0.189558521391129	-0.0770757463355448	0.0197286059007217	-4.67366517518557	5.36447197991919e-06	8.59192152194828e-06	2.33842727514942	8.59192152194828e-06	5.36447197991919e-06
HYOU1	-0.179905825553616	-0.255954327766274	-0.103857323340958	2.88388530140838	-4.64297229779239	3.9535605961773e-06	6.37253725898354e-06	2.32667915962848	6.37253725898354e-06	3.9535605961773e-06
PPT1	-0.222382113083965	-0.316407476039408	-0.128356750128522	2.85969190386892	-4.64190624955538	3.97352978469839e-06	6.40257567220735e-06	2.32184495779682	6.40257567220735e-06	3.97352978469839e-06
EMC10	0.180754068172673	0.104163479505246	0.257344656840101	0.690332871463684	4.63269822168186	4.22729716253216e-06	6.80576420484771e-06	2.29406530985226	6.80576420484771e-06	4.22729716253216e-06
RPLP0	-0.145256636037181	-0.206756611167583	-0.0837566609067785	3.92842682695362	-4.63556390963049	4.09435107414124e-06	6.59504311036837e-06	2.29310625067176	6.59504311036837e-06	4.09435107414124e-06
RAB13	-0.190555392080289	-0.271242244008443	-0.109868540152135	1.97684159648683	-4.63515273230518	4.10615655030269e-06	6.6129499774744e-06	2.29110461344571	6.6129499774744e-06	4.10615655030269e-06
ORC5	-0.0958282681879729	-0.136442911396265	-0.0552136249796805	0.225034370263359	-4.63352329000543	4.38753534185275e-06	7.05428137905853e-06	2.289568089429	7.05428137905853e-06	4.38753534185275e-06
SRSF6	0.221824012322217	0.127739627228869	0.315908397415565	1.34490731603152	4.62735199232335	4.25603483956287e-06	6.84973435556323e-06	2.25595163942737	6.84973435556323e-06	4.25603483956287e-06
GSK3B	0.228431150850638	0.13151979720235	0.325342504498926	0.770553100927316	4.6269720002562	4.33749676417651e-06	6.97733318035762e-06	2.25515424099972	6.97733318035762e-06	4.33749676417651e-06
LCMT1	-0.237656065542739	-0.338483773682541	-0.136828357402937	1.56920978706814	-4.62605229923655	4.28217963324502e-06	6.88950341328616e-06	2.25007696418209	6.88950341328616e-06	4.28217963324502e-06
CDK2	-0.327235633176426	-0.466213367131624	-0.188257899221228	0.544978680995489	-4.62287859666667	4.50410052185011e-06	7.2380601493007e-06	2.24304004814222	7.2380601493007e-06	4.50410052185011e-06
FAM192A	-0.111769238779515	-0.159231917810445	-0.0643065597485861	0.228417384729127	-4.62591253651066	4.67869278274999e-06	7.51485688600563e-06	2.23385861118577	7.51485688600563e-06	4.67869278274999e-06
SPNS1	-0.223329723150289	-0.318181589118742	-0.128477857181837	0.93141103910459	-4.62126461790169	4.39859535544359e-06	7.07088006511058e-06	2.22793245165541	7.07088006511058e-06	4.39859535544359e-06
LOC391722	-0.236141947767983	-0.336176196323652	-0.136107699212314	2.834461611794	-4.63482649286479	4.27060329703941e-06	6.87202959759817e-06	2.21975347582193	6.87202959759817e-06	4.27060329703941e-06
FOXK2	-0.0543032881938565	-0.0774068364602125	-0.0311997399275006	0.0234307342763065	-4.62198690123022	5.26994518733584e-06	8.44474866939619e-06	2.21432391157555	8.44474866939619e-06	5.26994518733584e-06
PJA2	-0.139433062014498	-0.198750104279302	-0.0801160197496947	0.251463035206616	-4.61827588374053	4.91966878952771e-06	7.89530805737906e-06	2.20705120474306	7.89530805737906e-06	4.91966878952771e-06
KRT5	-0.272940836317833	-0.389091685586285	-0.15678998704938	2.03074413679533	-4.61198259064662	4.57525601276623e-06	7.35117664814648e-06	2.18658186462234	7.35117664814648e-06	4.57525601276623e-06
STARD3NL	-0.259456300424765	-0.370650349299828	-0.148262251549702	0.69039766944145	-4.58335427270583	5.66280434290895e-06	9.05698306947361e-06	2.18651495882478	9.05698306947361e-06	5.66280434290895e-06
THAP11	-0.13192241350124	-0.188177008910983	-0.0756678180914981	0.245544265465274	-4.60543565841562	5.01170244117004e-06	8.03897828113531e-06	2.17125222683459	8.03897828113531e-06	5.01170244117004e-06
RANBP9	-0.223039265514909	-0.318099684972686	-0.127978846057131	0.987649394229592	-4.60650268237669	4.85419012486688e-06	7.79413175348485e-06	2.16342962022763	7.79413175348485e-06	4.85419012486688e-06
NUMBL	-0.174792556262871	-0.249277930337923	-0.100307182187819	0.338668122868237	-4.60833532254633	4.92478093004834e-06	7.90219191999905e-06	2.16096266689845	7.90219191999905e-06	4.92478093004834e-06
PCSK1N	0.227672246367689	0.129900094297725	0.325444398437654	0.259203488298211	4.57395858682611	5.90877059512012e-06	9.43850682955742e-06	2.14159077521275	9.43850682955742e-06	5.90877059512012e-06
CCS	-0.288585510224202	-0.411712737415619	-0.165458283032786	1.84234209354293	-4.60010817659515	4.84413730234841e-06	7.7792908859817e-06	2.13294759952112	7.7792908859817e-06	4.84413730234841e-06
VAPB	0.291909238323469	0.16734139947291	0.416477077174029	2.63096331932041	4.59922634929926	4.85900086267829e-06	7.80055211198812e-06	2.12913179839072	7.80055211198812e-06	4.85900086267829e-06
PRKCSH	-0.174242739009937	-0.248611395343724	-0.0998740826761502	3.96091124060631	-4.59839511825352	4.87649382329936e-06	7.82732673342085e-06	2.12543802664236	7.82732673342085e-06	4.87649382329936e-06
AP1B1	0.132944116322858	0.0761738673663706	0.189714365279345	3.06530321916652	4.5961040688271	4.92912641556907e-06	7.90784353124118e-06	2.11514521271063	7.90784353124118e-06	4.92912641556907e-06
HPS5	-0.0807071143116435	-0.115194478719852	-0.0462197499034347	0.220292574607244	-4.59442560613434	5.12351802570674e-06	8.21696287141646e-06	2.11492906445095	8.21696287141646e-06	5.12351802570674e-06
FLRT3	0.216849847129329	0.124139208970918	0.30956048528774	0.852903945894338	4.5926036117451	5.22487329962125e-06	8.37531843171931e-06	2.0932563446815	8.37531843171931e-06	5.22487329962125e-06
MLLT1	-0.247406715370491	-0.353288642002363	-0.141524788738619	0.673543866434572	-4.5882594187228	5.36552082389999e-06	8.59216864180718e-06	2.0730206240248	8.59216864180718e-06	5.36552082389999e-06
KIRREL	0.365910572769665	0.208313235368977	0.523507910170354	1.31048695329205	4.55977429738525	6.19939001208293e-06	9.89615108294109e-06	2.06864101362317	9.89615108294109e-06	6.19939001208293e-06
PELP1	-0.192180380671138	-0.274440012638089	-0.109920748704186	0.887108608177792	-4.58530834003352	5.19001843241745e-06	8.32222488203166e-06	2.06657486158035	8.32222488203166e-06	5.19001843241745e-06
SERPINA3	-0.307871506546322	-0.439657617962505	-0.176085395130138	4.25543024765285	-4.58502158199062	5.19151424133696e-06	8.3232338988552e-06	2.06542486630696	8.3232338988552e-06	5.19151424133696e-06
ORM1	-0.303110993917056	-0.432909079819488	-0.173312908014624	5.67580488654655	-4.5832646095331	5.23432343379647e-06	8.38906667472302e-06	2.05755291632878	8.38906667472302e-06	5.23432343379647e-06
PCMT1	-0.217937806428134	-0.311312931413779	-0.124562681442489	2.72837103450158	-4.58081665961626	5.29453336308407e-06	8.48273443743494e-06	2.04658990406394	8.48273443743494e-06	5.29453336308407e-06
SNX33	-0.314294117599134	-0.44910473240528	-0.179483502792987	1.39627323679344	-4.57657380750054	5.50482438869191e-06	8.80790242435212e-06	2.04094496941131	8.80790242435212e-06	5.50482438869191e-06
IPO7	-0.180659893355254	-0.258094116034443	-0.103225670676065	1.73667883679722	-4.57899677223259	5.33972531259411e-06	8.55371274640868e-06	2.03844325617719	8.55371274640868e-06	5.33972531259411e-06
KAZN	0.114848282807001	0.065598510996295	0.164098054617707	0.23015805092557	4.57979729908654	5.66332538420182e-06	9.05698306947361e-06	2.03553959621123	9.05698306947361e-06	5.66332538420182e-06
PLAA	-0.194192276042703	-0.277461204808479	-0.110923347276927	1.71559938923425	-4.57710109932712	5.38719246600723e-06	8.62543484514077e-06	2.02996064069502	8.62543484514077e-06	5.38719246600723e-06
TFDP2	0.173449766280435	0.0989490814187764	0.247950451142094	-0.0249350396542723	4.58939501861678	7.62004549629667e-06	1.20996093555843e-05	2.02521155740172	1.20996093555843e-05	7.62004549629667e-06
EPDR1	-0.29768980831362	-0.425385408151714	-0.169994208475526	2.63303874612528	-4.57541230218439	5.43062449284704e-06	8.69352470896597e-06	2.02238788771955	8.69352470896597e-06	5.43062449284704e-06
THADA	-0.200827814972967	-0.287434909499447	-0.114220720446487	0.191059716191923	-4.55745063075659	6.72768647982475e-06	1.07127699997873e-05	2.02056444052302	1.07127699997873e-05	6.72768647982475e-06
XRCC5	-0.140689909484461	-0.201050507504511	-0.0803293114644114	3.47066122174904	-4.57457705436032	5.45102232453149e-06	8.72472411716797e-06	2.01867143292443	8.72472411716797e-06	5.45102232453149e-06
HBG2	-0.35116143325634	-0.501828011568677	-0.200494854944004	6.09222104737068	-4.57437135482502	5.45625604222955e-06	8.73164599893615e-06	2.0177516695507	8.73164599893615e-06	5.45625604222955e-06
METTL10	0.236156873830526	0.135465548824279	0.336848198836774	0.661428315808529	4.61243195428402	5.55251997782705e-06	8.88273723967835e-06	1.99529339229979	8.88273723967835e-06	5.55251997782705e-06
SURF2	0.333092238676792	0.188843507451838	0.477340969901746	0.590097220448754	4.54119164675371	7.65144597303685e-06	1.21454534078696e-05	1.98271414389719	1.21454534078696e-05	7.65144597303685e-06
FGF2	-0.184665508984017	-0.264048164219252	-0.105282853748782	0.590978993726704	-4.56677210428724	5.78765869919859e-06	9.25273998099241e-06	1.98205572267305	9.25273998099241e-06	5.78765869919859e-06
RAP2C	-0.253304404066203	-0.362237222259301	-0.144371585873106	1.03173158808377	-4.56400735696288	5.7523898869173e-06	9.19788660959558e-06	1.97133520899199	9.19788660959558e-06	5.7523898869173e-06
AKAP10	-0.157779664194791	-0.225650870348073	-0.08990845804151	0.529489598591206	-4.56455424950435	5.9548160105693e-06	9.51047685093418e-06	1.96924117140862	9.51047685093418e-06	5.9548160105693e-06
PPP1R2	0.226033188288155	0.128755476314087	0.323310900262223	0.85259520292165	4.56103480752236	5.88630267821889e-06	9.40574567031982e-06	1.95658281824888	9.40574567031982e-06	5.88630267821889e-06
CNOT7	-0.267591186134759	-0.382763496024384	-0.152418876245134	1.14093620264852	-4.56053906555038	5.88439476719612e-06	9.40426152061875e-06	1.95472780261181	9.40426152061875e-06	5.88439476719612e-06
