Symbol	signcon	randomSummary	randomCi.lb	randomCi.ub	randomP	het_QE	het_QEp	het_QM	het_QMp	error	rank	ID
CALB1	3	3.12208699911665	2.98783620267021	3.25633779556308	0	0.215431232064625	0.89788290362873	2077.55457953838	0	FALSE	1	CALB1
ACSF2	3	2.5609930480896	2.4363697913246	2.68561630485459	0	0.806829347525871	0.668035025282157	1622.23881434549	0	FALSE	2	ACSF2
NDUFS4	3	2.35305940162523	2.27434330785523	2.43177549539523	0	2.03358528697635	0.361753353431666	3432.69245055036	0	FALSE	5	NDUFS4
SFRP1	3	2.12803172043548	2.01777738829013	2.23828605258083	0	1.27280876545042	0.529191778421199	1431.07057076232	3.72203575770562e-313	FALSE	16	SFRP1
MGAM	3	1.97130543092871	1.89506741267241	2.047543449185	0	1.46555479866886	0.48057239337249	2568.38911991037	0	FALSE	25	MGAM
NDUFS7	3	1.76231449242794	1.67739540874058	1.8472335761153	0	0.810374669924641	0.666851874485584	1654.44528430462	0	FALSE	54	NDUFS7
CYP4A22	2	1.74271234371717	1.65172036062192	1.83370432681242	0	0.305214517826047	0.580631703592459	1409.09844702501	2.21473480241287e-308	FALSE	61	CYP4A22
ECI2	3	1.67967740920104	1.59680417475868	1.7625506436434	0	2.21981374912033	0.32958965282746	1578.04493686157	0	FALSE	68	ECI2
PCCA	3	1.59243052338151	1.51610985306584	1.66875119369719	0	1.50091580042839	0.472150305508942	1672.37172710856	0	FALSE	92	PCCA
ATP1A4	2	1.22893666230692	1.16713883712204	1.29073448749181	0	0.24854738344256	0.618099771670194	1519.17848131636	0	FALSE	257	ATP1A4
OGDHL	3	1.64599330312556	1.5591659200213	1.73282068622982	3.61519854180998e-302	1.768552113715	0.413013063051155	1380.50786705357	3.61519854181034e-302	FALSE	81	OGDHL
CHDH	3	1.63209104533841	1.54534865902627	1.71883343165056	1.06160720068497e-297	0.198146861665738	0.905676201023995	1359.94772506786	1.06160720068488e-297	FALSE	85	CHDH
SLC5A10	3	1.91903468812096	1.8160223589235	2.02204701731842	7.02094094770817e-292	2.54896104689318	0.279576163767271	1333.16350974501	7.02094094770802e-292	FALSE	37	SLC5A10
PCYT2	3	1.36042561093277	1.28670414887045	1.43414707299508	1.91374428374369e-286	1.73290052273992	0.420441360401839	1308.15107113751	1.9137442837434e-286	FALSE	188	PCYT2
FXYD2	3	2.01490086317322	1.90392456128766	2.12587716505877	2.35882117773312e-277	1.92967484984626	0.381045143147412	1266.31878917249	2.35882117773323e-277	FALSE	27	FXYD2
SLC13A3	2	2.50010864137369	2.36102522862562	2.63919205412176	6.5790070681527e-272	0.0275660501902415	0.86813312961775	1241.26144874798	6.57900706815261e-272	FALSE	4	SLC13A3
43892	2	2.41948698971835	2.28341055179477	2.55556342764192	4.43191440260479e-266	1.13267836867362	0.287204758298873	1214.44233975526	4.43191440260486e-266	FALSE	7	43892
BCKDHB	3	1.31738463254275	1.24205258162131	1.3927166834642	1.83347876042705e-257	0.683751516772413	0.710436464999172	1174.7941777835	1.83347876042701e-257	FALSE	212	BCKDHB
ND2	3	1.70062873289144	1.60277549938397	1.7984819663989	2.60916205109409e-254	0.285992860272798	0.866757163094814	1160.28544496	2.60916205109415e-254	FALSE	69	ND2
LLGL2	3	1.26824502015853	1.19361830196274	1.34287173835431	2.89472025847583e-243	1.94085923780952	0.378920211842881	1109.46556320606	2.89472025847603e-243	FALSE	236	LLGL2
SUCLA2	3	1.31603532449099	1.23781681308242	1.39425383589957	1.7579234434696e-238	1.32490888731349	0.515584307571448	1087.45722268779	1.75792344346938e-238	FALSE	214	SUCLA2
PREX1	-2	-0.847457067715142	-0.899046028304789	-0.795868107125494	1.97397241375464e-227	0.254733875974987	0.613761358984626	1036.6163117172	1.97397241375433e-227	FALSE	620	PREX1
TACO1	3	1.26788293429793	1.19054527932502	1.34522058927084	1.5817042999942e-226	1.49806219647475	0.472824451320119	1032.45824311731	1.58170429999418e-226	FALSE	240	TACO1
DMGDH	3	1.48801963495866	1.39571336935477	1.58032590056255	4.25348847117323e-219	0.213200536127852	0.898884914192489	998.277179668287	4.25348847117344e-219	FALSE	136	DMGDH
FTCD	3	1.73123392521133	1.62155008992255	1.84091776050011	3.9454278054539e-210	2.11480896328643	0.347356210743006	957.023129627996	3.94542780545334e-210	FALSE	67	FTCD
ATP5A1	2	1.5487225626428	1.45036865593687	1.64707646934873	3.81579899830054e-209	0.000320729438095157	0.985711512523334	952.489512634303	3.81579899830034e-209	FALSE	115	ATP5A1
MCAM	-3	-1.28100603722042	-1.36620041569268	-1.19581165874817	6.86604198382272e-191	1.32715019430435	0.515006839846028	868.513667682708	6.86604198382304e-191	FALSE	237	MCAM
FOXRED1	3	1.20701208384418	1.12630501468823	1.28771915300014	7.25471929205048e-189	1.0224894853692	0.599748581339672	859.203950735031	7.25471929205038e-189	FALSE	290	FOXRED1
NDUFA9	3	1.72820445072251	1.61189548763876	1.84451341380626	1.85830135425776e-186	3.39533979696218	0.183109691523527	848.125366554598	1.85830135425775e-186	FALSE	71	NDUFA9
MISP3	1	1.72049912026382	1.60425152401823	1.83674671650941	5.2077791610146e-185	0	1	841.467078031365	5.2077791610146e-185	FALSE	75	MISP3
EPB41L1	3	0.923104737842006	0.860680153185791	0.985529322498222	1.07754360363097e-184	0.729534906012716	0.694358102994011	840.014570393533	1.07754360363089e-184	FALSE	526	EPB41L1
UQCRB	3	1.64686719669624	1.53501559711244	1.75871879628003	4.03493342364138e-183	0.530743190651571	0.766920912793452	832.777420887321	4.03493342364113e-183	FALSE	95	UQCRB
ACSS1	3	1.05931462989433	0.986746600179024	1.13188265960963	4.95240061431009e-180	2.57453797787902	0.276023578120889	818.569311964622	4.95240061431052e-180	FALSE	383	ACSS1
MET	-2	-0.97777497395236	-1.04480628475914	-0.910743663145583	9.02821970740181e-180	0.720933445258597	0.395837892800209	817.369809313728	9.02821970740219e-180	FALSE	467	MET
SLC25A10	3	1.59476845292585	1.48539280001804	1.70414410583365	1.27733311558153e-179	0.302187137467482	0.859767247562744	816.676647051107	1.27733311558156e-179	FALSE	104	SLC25A10
ITGB2	-3	-1.38235981730839	-1.47735879023748	-1.28736084437929	6.60932789699495e-179	0.30064716880831	0.860429509803513	813.393250629582	6.6093278969955e-179	FALSE	196	ITGB2
RNASE6	3	1.57793491647736	1.46909347602287	1.68677635693185	1.33158924385448e-177	0.721415453716915	0.697182736480468	807.394512024967	1.33158924385448e-177	FALSE	110	RNASE6
HIBCH	3	2.03917772539168	1.89703548636743	2.18131996441594	5.95016474120368e-174	5.22063486129093	0.0735112053497261	790.605870511191	5.95016474120392e-174	FALSE	32	HIBCH
THEMIS2	-3	-1.1347398978643	-1.21411427600436	-1.05536551972424	9.34062908504403e-173	1.6945601683915	0.428579047006908	785.105754468917	9.3406290850448e-173	FALSE	336	THEMIS2
HOGA1	3	2.32843194749692	2.16200959313515	2.49485430185869	1.49714238716907e-165	4.59452418320903	0.100533719373221	751.969035504936	1.49714238716904e-165	FALSE	13	HOGA1
MRPL45	3	0.846671905871968	0.785702093916209	0.907641717827728	4.03077435317473e-163	0.414459036427811	0.81283306858237	740.792828839364	4.03077435317508e-163	FALSE	637	MRPL45
MCM6	-2	-1.10394000420983	-1.18487236359889	-1.02300764482078	1.87224076017356e-157	0.214085895009474	0.643583597698746	714.731169513556	1.87224076017356e-157	FALSE	352	MCM6
HAPLN1	-3	-2.01216951747825	-2.15990309130933	-1.86443594364717	5.3488679982151e-157	2.50182117296999	0.286244028208506	712.634601078567	5.34886799821497e-157	FALSE	36	HAPLN1
HMHA1	-1	-1.29656074573842	-1.39210462362446	-1.20101686785238	7.28774440554846e-156	0	1	707.418138953159	7.28774440554869e-156	FALSE	239	HMHA1
ALDH1L1	3	1.25343938472251	1.16095619584207	1.34592257360295	1.78381801533667e-155	1.12012154223697	0.571174351889869	705.630368168336	1.78381801533655e-155	FALSE	274	ALDH1L1
DAK	2	2.16412389268342	2.00280461983002	2.32544316553682	2.29193105959088e-152	2.1996349015548	0.138043429640104	691.333990504721	2.29193105959095e-152	FALSE	20	DAK
OGDH	3	1.03057173173016	0.953545031878112	1.1075984315822	1.44687267479738e-151	0.224627601495722	0.893763749757804	687.654122553549	1.44687267479732e-151	FALSE	413	OGDH
ATP5C1	2	1.55764273864261	1.44059553638015	1.67468994090507	5.70823697476339e-150	0.151758600996989	0.696860409374895	680.314640274898	5.70823697476348e-150	FALSE	127	ATP5C1
ABHD14A-ACY1	1	1.80083056409216	1.66527359221904	1.93638753596528	1.86448730995613e-149	0	1	677.950788809203	1.86448730995631e-149	FALSE	65	ABHD14A-ACY1
ACSL1	3	1.10059281942974	1.01758914432762	1.18359649453186	6.71982957697371e-149	0.818630820808721	0.66410473374233	675.390408145334	6.71982957697387e-149	FALSE	358	ACSL1
SLC27A2	3	1.42137312137844	1.31385007091081	1.52889617184607	5.24069896919152e-148	2.11148749706629	0.347933555978654	671.288527688945	5.24069896919109e-148	FALSE	180	SLC27A2
ND3	2	1.85880905976119	1.71734978073396	2.00026833878842	2.87764766217851e-146	0.0253388233948487	0.87352569710397	663.289103152749	2.87764766217881e-146	FALSE	55	ND3
NEBL	3	1.19832850415053	1.10699982610138	1.28965718219968	7.58566391634649e-146	2.74268128124285	0.253766521694037	661.353443009732	7.58566391634666e-146	FALSE	303	NEBL
RMND1	3	1.27975289287507	1.18184773682619	1.37765804892395	9.27958324948257e-145	2.95103431187226	0.228660443356662	656.352727028233	9.2795832494819e-145	FALSE	260	RMND1
GIT2	-3	-0.704828947152435	-0.759109281550322	-0.650548612754548	7.04346206009424e-143	3.13889094658163	0.208160580960201	647.70703977034	7.04346206009361e-143	FALSE	895	GIT2
LETM1	3	1.00960753417975	0.931724901902168	1.08749016645733	2.08961033552939e-142	1.56436812976773	0.457405915368137	645.535462051115	2.08961033552951e-142	FALSE	446	LETM1
ATP5B	2	1.54109554869861	1.42176115391116	1.66042994348605	2.40737300775378e-141	1.38781078079032	0.238775154476143	640.654740886607	2.40737300775399e-141	FALSE	130	ATP5B
CLYBL	3	1.4360588675439	1.32470022049871	1.54741751458909	5.97045351311353e-141	2.85962895564402	0.239353323474801	638.840993640454	5.97045351311377e-141	FALSE	177	CLYBL
AGPAT3	3	1.29108043198458	1.19066077771031	1.39150008625886	4.11189167956261e-140	1.18077494507302	0.554112539742015	634.987733918519	4.11189167956241e-140	FALSE	249	AGPAT3
MAP6	1	1.68718768583901	1.5557085339787	1.81866683769932	1.37937587840736e-139	0	1	632.570869314694	1.37937587840734e-139	FALSE	91	MAP6
CECR1	-1	-1.9029102699364	-2.05167537834055	-1.75414516153225	1.04010666778414e-138	0	1	628.536692571528	1.04010666778412e-138	FALSE	50	CECR1
F9	3	1.15668389733728	1.06519837641385	1.24816941826072	1.45416361198732e-135	2.64758240566734	0.266124455225338	614.074171104651	1.45416361198745e-135	FALSE	333	F9
SURF6	-1	-1.31970906186594	-1.42410662147706	-1.21531150225482	1.61588761105347e-135	0	1	613.863605930172	1.61588761105349e-135	FALSE	231	SURF6
SKAP2	-2	-1.22321788963626	-1.32015896881065	-1.12627681046186	4.94789366303105e-135	0.10324229668545	0.747972907761823	611.629085750083	4.9478936630313e-135	FALSE	294	SKAP2
PGK1	-3	-0.856889353898374	-0.924982665470431	-0.788796042326317	2.58660843157583e-134	1.21029263486969	0.545994532275481	608.326541036868	2.58660843157581e-134	FALSE	636	PGK1
