	t	AveExpr	B	logFC	CI.L	CI.R	adj.P.Val	P.Value
43891	23.87849517104717	1.801448658228787	198.94677410999438	1.2712461074764208	1.1667156349061285	1.375776580046713	7.514034245239268e-91	4.9206949924575735e-92
43892	44.28634671538884	4.052220051806187	457.20809042973167	2.4084720378517006	2.301694817829521	2.5152492578738803	4.552153847919212e-202	2.60664717996415e-204
43895	-0.6251178427394434	1.765176412290412	-8.164121437789987	-0.035764208297256905	-0.14809535863109885	0.07656694203658503	0.5616916010331948	0.5321011845706444
44075	-25.32321576846555	1.108040416044358	209.35874508508007	-1.571287903406996	-1.693150876843631	-1.449424929970361	2.9625396967993825e-95	1.7704297615438266e-96
44076	-3.2928298533060842	4.875330040122307	-2.986510564982299	-0.12163807067230437	-0.1941663024385069	-0.04910983890610182	0.0014413533691477263	0.0010421862726424736
44077	-10.453680112103937	0.3987494075823155	39.630686980460844	-0.2752368587129293	-0.32700984210621253	-0.22346387531964604	4.321430551338614e-22	1.3609919227276738e-22
44078	4.885365115137546	1.098400122853292	3.375509864901092	0.19963492873498456	0.11940275551790648	0.27986710195206266	2.1138261408607976e-06	1.2839210521376255e-06
44079	-15.498774924015324	1.3564385520748294	94.2588832838996	-0.8647945448188405	-0.9743560450009294	-0.7552330446367517	1.149618050056848e-45	1.8635661675570145e-46
44080	-3.201325715329257	2.890619922265958	-3.279446081317964	-0.10807629560163923	-0.1743601026171544	-0.04179248858612407	0.0019574272652546454	0.0014304197787425668
44081	-7.048686912907571	3.8054847889562216	15.643006699706815	-0.40465579338631885	-0.5173714898368743	-0.2919400969357634	9.352161872014636e-12	4.371807059380085e-12
44082	-8.830601276006938	3.131566815165536	28.610858541401313	-0.33869778564801933	-0.4140036744205492	-0.2633918968754895	2.2721039627414422e-17	8.449719265916119e-18
44083	-17.072886988958025	3.6514353116276737	113.38955446179581	-0.5396414427833109	-0.601700501776928	-0.47758238378969387	6.009291893746054e-54	8.077038870199017e-55
44084	-9.609544051446	2.8294688505524093	35.01277665349551	-0.5660939049582399	-0.6817563992813117	-0.45043141063516806	3.882286842292443e-20	1.3091855369271443e-20
44085	-7.1344702375267754	3.265704388626462	16.2107027575913	-0.27245369961192134	-0.34743238745800326	-0.19747501176583943	5.2996557051613384e-12	2.452573618890385e-12
44088	-1.3561395972270847	0.16722398725002274	-5.595765640151205	-0.14668231561752876	-0.35945478084481614	0.06609014960975862	0.19888183934812537	0.1759809216678519
44089	4.331389691296064	1.6554358774784868	0.9139647420330999	0.18031693709597207	0.09857769045518107	0.2620561837367631	2.6597737309981427e-05	1.704968960099486e-05
61E3.4	7.341829378516601	0.145480824919506	17.640654099583415	0.17189973714875265	0.12590011905335968	0.2178993552441456	1.8546098325142543e-12	8.418634950298957e-13
A1BG	-4.814896835400862	3.471282220755226	3.120114705616304	-0.2484597050373361	-0.3497366307883248	-0.14718277928634743	2.8337720069496664e-06	1.7312414509922587e-06
A1CF	0.6535222294994355	1.7188188763373602	-8.115166293538177	0.03853367383695701	-0.07718983231897851	0.1542571799928925	0.5432845644902724	0.5135891562281805
A2LD1	14.719438916915408	4.585516134338029	80.5087010845421	2.0711084189618543	1.7946081601144135	2.347608677809295	8.668740296017985e-40	1.645300734996438e-40
A2M	-14.132212004671308	3.737144324377273	81.7727278236261	-0.7363313385229062	-0.8385910755676351	-0.6340716014781773	2.5605824996064525e-40	4.811922344393177e-41
A4GALT	-3.6899690332857578	0.6785838719164377	-1.6592498030540606	-0.3149289117437147	-0.48277026108659177	-0.1470875624008376	0.0003758242687498775	0.0002589098580237313
AAAS	-7.940062669276361	1.4332566149410404	22.132112978587053	-0.46517589330459236	-0.580160453416178	-0.3501913331930067	1.4799042875006138e-14	6.150731822699063e-15
AACS	-0.05074770179208202	0.8131064755650678	-8.325995712466591	-0.002521004373560967	-0.10002182724921402	0.09497981850209208	0.9639540047261925	0.9595381821121423
AADAT	27.996999597935265	0.6472245097384205	221.40808619484824	1.6418934666138045	1.5266496991485325	1.7571372340790765	2.056188654739327e-100	1.104626075841221e-101
AAGAB	2.70859004791747	0.90507371284516	-4.652140483039672	0.15572062020717822	0.0428613152002085	0.268579925214148	0.008990336463846817	0.006907723383986415
AAK1	1.4022747533261481	1.2080098159082087	-7.34571308098646	0.06608440413034421	-0.02640885577159663	0.15857766403228504	0.18319503013266875	0.16118492448216382
AAMDC	-1.9531143178576822	1.001446448734532	-6.392564526711501	-0.09714868630236129	-0.19481928628389067	0.0005219136791681095	0.06150418190517604	0.051233207644280424
AAMP	-12.26134007001285	1.2840980401103788	60.85130158513865	-0.6307192436557476	-0.7316850750080864	-0.5297534123034088	2.783199372403317e-31	6.629413708742262e-32
AAR2	-6.167789162073889	0.8492411783652271	10.300585629866895	-0.2863920742513848	-0.3775266610744582	-0.1952574874283114	2.0439010232006157e-09	1.058870535288523e-09
AARS	0.21924879721640994	2.632183219365762	-8.304731478930078	0.007576456510594824	-0.06024552061985598	0.07539843364104563	0.8429175059065962	0.8265067226057599
AARS2	-7.855797647164659	1.4802696206347103	21.517181733199802	-0.348964253613565	-0.4361473290032609	-0.26178117822386904	2.731962298476565e-14	1.1468268597040613e-14
AARSD1	-7.202944349024113	0.9266159923199041	16.89186513385257	-0.37551390747305324	-0.4778339864054715	-0.273193828540635	2.768105585162017e-12	1.2640198955253106e-12
AASDHPPT	-2.3992693182269615	1.409858068301845	-5.457850912649196	-0.11541899788199704	-0.20983432928900567	-0.021003666474988414	0.020934604053054195	0.016634346500042647
