ID	ind.p.PDC000127	ind.p.PXD030344	ind.p.PXD042844	stat	pval	FDR	weight
NDUFS4	3.4520387064601e-93	5.72858154184617e-146	4.36407744795407e-58	-35.8925395790704	3.99363546366075e-282	6.92496389398775e-279	NA
NDUFA10	3.47680288962697e-92	2.98758180699296e-62	7.41241349107536e-34	-28.296831866724	3.78045095300654e-176	1.59885413475935e-174	NA
NDUFV1	3.04303529246849e-88	4.57921319816279e-121	3.30720127093454e-72	-35.321970765008	2.70154704516297e-273	2.00763538984825e-270	NA
NDUFS5	2.08981365611495e-87	6.34653315411633e-134	3.21819174161286e-76	-36.2699067913698	4.82542587151005e-288	1.25509326917976e-284	NA
NDUFA12	3.3957494833424e-85	3.2602173767998e-125	2.36991422478935e-49	-33.4962895532842	5.45815404064239e-246	1.77458233246386e-243	NA
NDUFA9	4.68387524717516e-84	1.51707843362544e-89	2.53214942058147e-23	-28.4634365927614	3.32308311442409e-178	1.49023089320984e-176	NA
NDUFS6	8.41901157226718e-84	1.29080531237734e-32	2.50094553274161e-54	-26.9455435747163	6.43321074220365e-160	1.89070973338663e-158	NA
NDUFS7	2.96889122470659e-83	3.78038069548518e-66	4.45471550645704e-23	-26.7068863454434	3.91517695759484e-157	1.06076825694835e-155	NA
NDUFS1	5.4199355485351e-83	6.78792104842665e-148	1.22185871732995e-62	-35.6796642279778	8.17323670134455e-279	8.50343546407887e-276	NA
NDUFA7	3.25306174891382e-79	1.43424050202281e-97	5.05542278434986e-19	-28.0428003472135	4.88957090089125e-173	1.89817521092808e-171	NA
GGH	7.65120168250223e-79	6.79988679350631e-114	4.01016526347958e-61	-33.4091423385321	1.00990062219839e-244	3.09029590392708e-242	NA
NDUFS8	3.00818812283017e-76	6.932129888913e-58	6.11916134484594e-57	-29.0383482758036	2.159368505785e-185	1.10127793795035e-183	NA
PKM	4.20495464563657e-76	1.11358099479136e-86	3.40949350570403e-48	-30.4043677426947	4.80918913995453e-203	3.79051544030961e-201	NA
MT1G	3.96028723137923e-75	1.13894833812274e-64	4.43267220891681e-26	-26.4080117727523	1.1085897504561e-153	2.84082949845942e-152	NA
PSMB9	1.89298322872211e-74	5.11801403888827e-39	4.49314972700463e-29	-24.4567695892265	4.26345371674258e-132	7.49273183597801e-131	NA
NDUFA2	2.12760835001912e-74	1.18306564726032e-109	3.10118693735313e-56	-32.4377074362351	8.07411750661886e-231	1.50005568819398e-228	NA
CNP	5.2558566926639e-74	1.20871740166141e-43	2.36704447358252e-33	-25.3693573917332	5.49618828996715e-142	1.18145336712434e-140	NA
NDUFB3	6.13594828873262e-74	5.02197881805624e-68	4.65906033143775e-70	-30.7128315299865	3.83655463096985e-207	3.50136091057985e-205	NA
GPX3	7.67795579435707e-74	8.42008672991661e-124	7.30311824165437e-61	-33.5968935949026	1.86223878545749e-247	6.91954725853563e-245	NA
NDUFC2	2.02233968903196e-73	2.82355605609682e-33	1.2742711755912e-10	-20.999652677802	6.60667587164364e-98	6.57130552280884e-97	NA
NDUFB9	7.40376189693274e-73	4.41785803953462e-69	2.98907682524933e-58	-29.7854531466733	6.02880046547124e-195	3.92022750267267e-193	NA
NDUFA8	1.09023057771931e-72	7.32015815354076e-101	9.60117576405083e-76	-33.2907423720778	5.2563810331291e-243	1.43914179654408e-240	NA
NDUFA3	1.57361835344313e-71	7.04752919832461e-81	2.72255450178997e-07	-24.1708675156637	4.50602296465328e-129	7.56139724584721e-128	NA
NDUFS3	3.22227821589747e-71	1.4649693645095e-131	1.62059746999808e-77	-35.0928833867757	8.6550488288225e-270	5.62794550094183e-267	NA
EPB41L3	1.3518135941527e-70	2.93293515583171e-82	1.8386211417345e-42	-29.1602244985915	6.19843248579947e-187	3.22442457911289e-185	NA
NDUFV2	5.07073687606145e-70	1.83816256886934e-90	2.26110729436866e-58	-31.0898953920596	3.2987243944248e-212	3.57499256245787e-210	NA
GM2A	1.70238815235105e-69	4.79292972560612e-55	6.19845224491283e-44	-27.144660036855	2.92758111666946e-162	9.11932752629614e-161	NA
ATP1B1	3.11281274467761e-69	3.82996920875696e-129	6.94123496849199e-59	-33.3904507197729	1.88646900307307e-244	5.45189541888118e-242	NA
SLC16A3	4.75210509331678e-69	6.30385109135542e-85	9.45885186155583e-25	-27.262964874926	1.16658633828824e-163	3.79286383235964e-162	NA
PFKP	6.75490629109461e-69	4.40259616320823e-129	8.94661510888596e-66	-33.9110266439152	4.58220403956069e-252	1.98638545114956e-249	NA
CHP1	7.03203154603265e-69	1.8588739662848e-56	8.2120591190918e-29	-25.6145553568219	1.05028319277672e-144	2.33486032855749e-143	NA
COX6B1	7.22662114224075e-69	9.63760098003768e-113	2.11346412301731e-45	-31.2496252503877	2.2588381834527e-214	2.55445135441759e-212	NA
NDUFA4	1.25054364250385e-68	4.44865411873562e-105	3.03086846787838e-49	-31.1254051219694	1.09173963971298e-212	1.20834672463552e-210	NA
SUOX	2.61345093060556e-68	5.99487374310115e-107	2.80076581489193e-88	-34.2052932916529	2.01720841417265e-256	1.16594646339179e-253	NA
SPTBN2	2.9750811778123e-68	1.05926986964887e-99	3.43562291804807e-40	-29.9064979505332	1.61993544618168e-196	1.1088031830312e-194	NA
NDUFB7	1.22180587926548e-67	1.49766727984729e-125	1.67384066348559e-57	-32.9564106551938	3.42415507998873e-238	8.48212129814352e-236	NA
SLC7A8	2.33807333398453e-67	4.69211228142555e-22	4.00848359142992e-34	-22.5203620654441	2.62217280923709e-112	3.33509607668737e-111	NA
SUCLG2	5.1617352302385e-67	6.53620273177083e-152	4.44898657668917e-85	-36.3686924169729	1.33101730426229e-289	6.92395201677244e-286	NA
NDUFA6	6.77671369274189e-67	4.64440745210019e-49	1.97990211742554e-38	-25.8791664809354	1.14300707911867e-147	2.65442983284612e-146	NA
ECHS1	2.80484978967957e-66	2.68836236648677e-146	6.75644530733844e-81	-35.7373886443926	1.03872825267126e-279	1.35086609259897e-276	NA
MT1E	3.17657736622005e-66	3.52965930520829e-23	5.72664014338929e-11	-19.3082219063472	4.58073363112174e-83	3.64915411165318e-82	NA
ACAD8	5.50231532956605e-66	1.25002034495323e-58	2.51184181175162e-16	-23.8616509996784	7.66538610872159e-126	1.24222238434797e-124	NA
SCPEP1	9.04477814490351e-66	7.26367746358982e-36	3.05649560545472e-09	-20.4087862379192	1.39711197814384e-92	1.29319866731392e-91	NA
REEP6	1.54701414208857e-65	1.59874267735807e-90	1.44566564769548e-07	-24.4386516471043	6.64430701237155e-132	1.16376044034871e-130	NA
NDUFS2	1.5625401325389e-65	1.82596298759038e-69	5.09532335175326e-44	-28.0015749430708	1.55459166126027e-172	5.86013465353329e-171	NA
TINAG	2.14044115436617e-65	8.01780354369308e-120	1.41298130214098e-72	-33.637806796364	4.70091044503525e-248	1.88108739500564e-245	NA
HOGA1	3.02283362029096e-65	2.44293868069499e-116	2.58605627933909e-43	-30.9832916233273	9.05209547793759e-211	8.8847171087229e-209	NA
ATP1A1	7.1683159182596e-65	1.66834687445666e-128	1.58594700912527e-71	-34.0060148687064	1.81541346876852e-253	8.58525533139439e-251	NA
MYO9B	2.24347300252022e-64	3.09725159655196e-80	7.14843734359064e-09	-23.9612680938008	7.05092081392639e-127	1.16072436943181e-125	NA
HMGCL	2.56177738494024e-64	3.39118837074271e-103	3.62781481345838e-62	-31.7706881800905	1.64488110134126e-221	2.25175565504664e-219	NA
ACAD10	2.76570628617408e-64	3.68156842403477e-50	6.77211182958272e-22	-23.8327403975307	1.52924580947393e-125	2.47053934810043e-124	NA
FECH	4.2738076818362e-64	8.6744026266049e-108	5.21401700131262e-60	-31.8591828735086	9.82184753800625e-223	1.4192569692419e-220	NA
ECI2	5.11557827514804e-64	6.07948526721146e-85	2.95455658221616e-48	-29.3845069023574	8.66360569678335e-190	4.79447625900713e-188	NA
PALM3	5.13952712093951e-64	4.54818752477699e-48	1.76035172702856e-17	-22.9778006702664	7.77247787831996e-117	1.10170108782072e-115	NA
MT1X	7.16404098962639e-64	2.18985596410129e-52	2.59930026312174e-28	-24.8201425055878	5.43452454846338e-136	1.02059193866811e-134	NA
PCYT2	9.04209455225864e-64	6.18795610968871e-61	3.33078927903413e-44	-27.2166251704929	4.12911251750804e-163	1.30973434854127e-161	NA
LLGL2	9.5304412793272e-64	5.77970841038693e-64	3.07244983995908e-17	-24.2610259892481	5.0582305032522e-130	8.68413038875179e-129	NA
COX7A2L	1.61110715228966e-63	3.2692231144225e-14	1.63825642688258e-37	-21.377230441879	2.17669918178426e-101	2.29679292974477e-100	NA
PCCA	2.31248994797789e-63	3.152407715173e-98	1.85701847038099e-44	-29.8502039913048	8.72538750262233e-196	5.89473581670667e-194	NA
PIPOX	3.08693554330185e-63	9.4166580631017e-79	1.41460309838593e-56	-29.6194019759327	8.40711735491349e-193	4.96975278184773e-191	NA
PSMB8	3.86957033104443e-63	4.18358288666628e-37	6.39997729210175e-22	-22.4910091147126	5.08304614751294e-112	6.41796263576755e-111	NA
MGAM	6.75459865458124e-63	1.01931553221269e-137	1.59122497432351e-68	-34.1240177596659	3.24870001440175e-255	1.68997374749179e-252	NA
RSL1D1	6.81206984148619e-63	2.81917754899425e-50	1.22760770405844e-46	-26.4736755153721	1.9483691431807e-154	5.067708141413e-153	NA
FGF1	8.54863191608605e-63	5.09864869875953e-10	0.000168862045586985	-15.2275692083581	2.32060256085543e-52	1.05522504559178e-51	NA
FDX1	1.30603483103089e-62	0.109517463505149	0.886421648615793	-9.6303088363435	5.95502282006521e-22	1.32046158184055e-21	NA
NDUFB10	3.05674463768242e-62	1.59356255222513e-35	5.49407025540645e-31	-23.3871350495968	5.77741232154631e-121	8.68615575048669e-120	NA
IYD	3.10505230730819e-62	1.79780428933261e-83	6.07491198303034e-32	-27.5001779335582	1.74705317173023e-166	5.93998078388277e-165	NA
NDUFB4	4.02045342593115e-62	1.62410795871139e-82	2.28276448948863e-64	-30.4248131822292	2.58058996788705e-203	2.06526600199206e-201	NA
ATP1A3	4.43540626577619e-62	1.43966014101839e-91	1.29560204654008e-67	-31.2809388404169	8.47743532045078e-215	9.7999152304411e-213	NA
ACOX2	4.82681926350232e-62	8.01054467726505e-11	3.70027249813945e-46	-21.4720600552535	2.84139957474185e-102	3.04134991518665e-101	NA
ADH6	6.55132324351928e-62	1.3136772265787e-107	1.32209224975164e-57	-31.4776450395707	1.75737441790267e-217	2.28546543048243e-215	NA
PSMB10	7.62397412567617e-62	2.4461418030974e-98	4.03075102481289e-15	-26.1732898274357	5.35383752603956e-151	1.30143284161018e-149	NA
SLC12A1	8.60034102039822e-62	2.92768022015119e-70	5.24988720779338e-31	-26.4117815758338	1.00339200683245e-153	2.58398278195168e-152	NA
COX5B	8.79535888758694e-62	6.58412387741421e-88	2.76342824179743e-56	-30.1083052471996	3.77242700582819e-199	2.72557851171087e-197	NA
FHIT	1.62591225018718e-61	1.4989156088876e-34	0.853437103462255	-15.9688972700928	2.10474067973434e-57	1.04874147662625e-56	NA
AIF1L	1.73163336715116e-61	3.68080301429867e-74	1.92423570062899e-50	-28.6213620398902	3.64360103287635e-180	1.6626326818441e-178	NA
DBT	2.26701952442338e-61	6.82521898079076e-71	9.76142881434208e-49	-28.218036232473	3.51346313895785e-175	1.4391366337684e-173	NA
CTSH	2.35496968205393e-61	4.69076229276266e-49	1.95726245069354e-35	-25.1303553163947	2.31753401201464e-139	4.72776938450987e-138	NA
ZADH2	2.68753413814294e-61	2.68560238492374e-22	2.17683123740723e-19	-20.2334860367933	4.9664567449799e-91	4.48533124780997e-90	NA
SDHB	3.02903724686202e-61	2.66913357102423e-43	4.81951975075105e-29	-23.8675487545177	6.65734696052492e-126	1.08223496527033e-124	NA
GLYAT	3.17524273572548e-61	5.78353678680952e-106	2.56757086473942e-62	-31.7063430043936	1.27039353213393e-220	1.69450952670787e-218	NA
HADH	3.29865354936254e-61	4.48203579156336e-113	4.92412260990449e-71	-32.8014712122502	5.6104622203287e-236	1.26894019435434e-233	NA
GIT2	3.79181850353085e-61	1.34422983217342e-08	1.00421918140121e-07	-15.7127335810546	1.23727187899412e-55	5.937535345505e-55	NA
FXYD2	5.24571203418382e-61	3.04997112699438e-71	4.64923116510675e-35	-26.871353970226	4.74914869728153e-159	1.36492107863307e-157	NA
ACSM3	8.43098198596699e-61	3.34127138440048e-97	2.52733297802516e-33	-28.4448081879935	5.64969174310999e-178	2.51193986732121e-176	NA
TYMP	8.54523723395555e-61	7.81034446285736e-82	3.2772213985067e-43	-28.4423636295187	6.05702482685531e-178	2.64778513859675e-176	NA
ENPP6	8.71408034285647e-61	6.32105411796687e-102	1.89793676611995e-49	-30.3363116488875	3.80785534060792e-202	2.91300933556506e-200	NA
MT2A	9.5867464196206e-61	8.79106455213048e-30	1.01723207674216e-12	-20.0376444341798	2.5872529291261e-89	2.26962727442056e-88	NA
CGN	2.25525104809121e-60	3.3845109567922e-28	9.89245259148087e-24	-21.517977320207	1.05672788871608e-102	1.13576414816137e-101	NA
ALDH6A1	2.47130670942701e-60	2.38164217676252e-142	1.14683152923643e-86	-35.4574314188458	2.22834938065902e-275	1.93197891303137e-272	NA
NDUFA5	2.88689331196802e-60	3.69197576572146e-108	4.61423813994565e-31	-28.8243171621178	1.0635860508442e-182	4.99571802267085e-181	NA
ACSF2	3.23792331250449e-60	3.32020455154019e-92	3.03440803156233e-51	-29.83215992254	1.49587518837455e-195	9.97633683323642e-194	NA
PDLIM2	3.56629122031055e-60	3.15187559166056e-113	1.1812705599797e-49	-30.9870218017211	8.06308289726331e-211	8.06618408299303e-209	NA
CBR4	4.30573681453446e-60	2.37433848227656e-68	7.27271796563183e-15	-23.9204378612062	1.87720371912152e-126	3.0805090684133e-125	NA
SLC9A3R1	4.42505253894191e-60	1.14491475887711e-92	5.31761839321371e-26	-27.2345525321165	2.53279341545802e-163	8.08318487559055e-162	NA
PHYHD1	5.30128951912356e-60	1.01059623631894e-45	3.77167111848125e-24	-23.388149301112	5.6417354712451e-121	8.50675591925131e-120	NA
PAPLN	5.75011717763203e-60	0.000615890587621601	5.66348180205527e-15	-15.7301753901911	9.39504775944152e-56	4.53788657795866e-55	NA
ACOX1	6.11566606121244e-60	8.7958831877993e-129	7.14455859473634e-34	-30.2973704427567	1.24152080769083e-201	9.35998730667785e-200	NA
SUCLG1	6.94074589730159e-60	3.01715998336764e-108	5.1549665346174e-65	-31.9485849736672	5.65264375517047e-224	8.64854494541082e-222	NA
PKN1	7.08600735195428e-60	1.86733170356751e-14	3.9217685905865e-35	-20.8766402231538	8.7320213764996e-97	8.47462223890875e-96	NA
ACAA1	7.14938031627769e-60	1.02769890124708e-99	1.26541367284979e-37	-28.9872883989381	9.51588496090687e-185	4.80598384142112e-183	NA
CPQ	8.99571094371695e-60	1.4540868212463e-82	1.32529752975532e-28	-26.8518179650789	8.03220225805824e-159	2.28325224843819e-157	NA
AASS	1.00775735781476e-59	1.67002785569866e-50	1.27039974338178e-91	-29.6884541716044	1.08229790511996e-193	6.62366317933417e-192	NA
PEPD	1.09957612279063e-59	9.00775767609985e-113	1.60114745132361e-50	-30.9978594741642	5.76071208963302e-211	5.87592633142568e-209	NA
CDH16	1.1683964033176e-59	7.11736648372549e-140	2.62329495450055e-43	-31.8378616335	1.93816622871073e-222	2.72495695182519e-220	NA
DAO	1.28054396888593e-59	2.65696777279173e-48	9.98201840687284e-53	-26.5785949509174	1.20024593094619e-155	3.18555067999085e-154	NA
SORD	1.72663643813122e-59	2.01650000653634e-78	1.05400951108801e-56	-29.3055568706847	8.81117935453273e-189	4.72533556724528e-187	NA
BAIAP2	2.26909963736537e-59	5.91008909312485e-29	1.54990627759403e-25	-21.7606147460788	5.48087021425761e-105	6.09219804584788e-104	NA
NDUFA13	2.4931720483276e-59	4.49557592107956e-82	1.22292748316768e-52	-29.2016026899296	1.85044903586462e-187	9.72326857027047e-186	NA
AGMAT	2.8237781038056e-59	3.95538184844999e-119	8.09717425576169e-47	-30.998041785169	5.72821496065384e-211	5.87592633142568e-209	NA
TBC1D13	2.91361389047599e-59	2.66539067280139e-10	9.18652529814956e-40	-20.5215417255767	1.38257698608615e-93	1.29822481617692e-92	NA
AMT	3.06500909281356e-59	5.95981416813752e-29	0.000655064093700671	-17.6128235042355	1.9639915195216e-69	1.21050756925964e-68	NA
ADH1C	3.24666704726682e-59	1.83664548328298e-44	1.39314213041573e-53	-26.2630562379451	5.07067259670151e-152	1.25607804038292e-150	NA
PCCB	3.80233237556101e-59	3.56722469065588e-57	1.50101163318622e-27	-24.7566847133527	2.62677447668026e-135	4.84556057719529e-134	NA
CLIC5	4.19728060299137e-59	7.10936707398509e-20	1.47655641966311e-07	-17.5200646853956	1.00710833383287e-68	6.14182597022112e-68	NA
PYGL	4.34957696929644e-59	1.14876974718283e-43	1.25964923498248e-29	-23.7963447353354	3.64386043521749e-125	5.83241907200043e-124	NA
ANPEP	5.86709372499731e-59	2.5422401603757e-96	3.24449041881533e-47	-29.6322701477257	5.73974584258169e-193	3.43197216932298e-191	NA
HIBCH	9.08625420801157e-59	6.25714929036647e-125	1.26822912091186e-61	-32.555499110528	1.75032494090249e-232	3.50199628560567e-230	NA
ALDOA	1.84945585993294e-58	2.35141294307057e-53	6.61239342557263e-33	-24.9988742298184	6.28817267275985e-138	1.22513386680512e-136	NA
COL4A5	1.95450863652544e-58	0.0704074567929429	0.997854201449859	-8.48153033416158	2.22251103457792e-17	4.22415140733443e-17	NA
HAO2	2.03667526604913e-58	5.40892133782893e-48	2.44451047391739e-27	-23.8714251816506	6.06801108436461e-126	9.89523312252813e-125	NA
UBE2L6	2.71345117365465e-58	8.95096675218179e-05	2.31242997368165e-09	-14.8149706680305	1.17240438244874e-49	5.06969875103769e-49	NA
RECQL	3.50722257240112e-58	6.88052637971989e-22	5.48596275930043e-27	-20.9429146009516	2.17724255207064e-97	2.13698410488141e-96	NA
PDHA1	3.74308268900808e-58	1.51509286073725e-77	4.55058191650585e-53	-28.8242391364821	1.06598366112354e-182	4.99571802267085e-181	NA
SLC22A6	4.1892215786901e-58	2.99668019167228e-56	1.82845310380464e-37	-25.7050303208907	1.02691665768701e-145	2.33276002326979e-144	NA
BPHL	4.2025531985248e-58	8.87815894194382e-96	3.08716150558911e-62	-30.8105869401451	1.89054504823582e-208	1.78811188016777e-206	NA
MUT	5.09645966879611e-58	9.35104090461822e-22	3.42232270154446e-18	-19.7127850523801	1.67490247582283e-86	1.43068024289497e-85	NA
YWHAH	5.98775584077897e-58	1.16356854966912e-22	2.11848826500848e-14	-19.2164840355772	2.6941925398343e-82	2.1170981257127e-81	NA
SLC43A2	7.82232725295653e-58	1.71029865562199e-48	2.80893224171464e-10	-21.2319043418059	4.8458653933489e-100	4.99172114380217e-99	NA
ASS1	8.19757505801485e-58	7.93137290062417e-129	4.82843382643845e-61	-32.6461323389886	9.09276981738417e-234	1.97085785791802e-231	NA
EPB41L5	8.80213987595124e-58	0.0291567580256009	3.71072723666149e-12	-14.2736376708345	3.19469925508309e-46	1.29834574413611e-45	NA
MMP14	9.67034873096284e-58	5.66242884315772e-27	2.74367480310308e-36	-22.625616448989	2.42549974836664e-113	3.17819891461039e-112	NA
ABAT	1.26713734803347e-57	1.57383473095318e-118	1.348080738174e-67	-32.5660260060918	1.24199009852804e-232	2.58433299701714e-230	NA
DCXR	1.30577779256981e-57	4.25116311337264e-89	2.37136758722971e-55	-29.7688093143422	9.90174828281692e-195	6.35912278607576e-193	NA
MT1H	1.55007349473348e-57	1.56600504300356e-42	3.78945691845482e-14	-21.3851189634007	1.83818079727797e-101	1.94353994053659e-100	NA
MRPL19	1.80528543166228e-57	3.36192854228294e-21	1.4371146205312e-07	-17.5772593288203	3.67936595093342e-69	2.25177196197125e-68	NA
ASPSCR1	2.88165041534044e-57	1.86502759697051e-30	0.746667887393598	-15.3874432070635	1.98731164748213e-53	9.25514341110297e-53	NA
CRYAA	2.97277907217445e-57	3.5725919005483e-55	6.06772514474941e-33	-25.0587814313801	1.40056753123207e-138	2.80221242210355e-137	NA
GK	3.23939725465993e-57	5.10165899870614e-110	3.9462785419889e-52	-30.7730117668655	6.02001714120663e-208	5.59216592295659e-206	NA
ADD3	3.64734027895832e-57	1.47638617956899e-38	1.76669571895878e-31	-23.3461823130804	1.50688659284211e-120	2.25253564826571e-119	NA
IKBIP	4.0631115223454e-57	1.8222652864359e-65	3.68428494910081e-81	-30.0083343948152	7.6400786730327e-198	5.4443409941255e-196	NA
ALDH4A1	4.8141172711389e-57	1.59441963291498e-54	1.0573371348581e-15	-22.6977202226362	4.71836052543112e-114	6.2774709599214e-113	NA
NAPSA	6.01031050961129e-57	1.78314539485185e-25	0.000245037542163885	-17.1538052155252	5.88683226093403e-66	3.44469082355217e-65	NA
PSMD10	7.16076983539275e-57	1.03763488827342e-09	3.3913896389804e-05	-14.909733479466	2.84887422772963e-50	1.24851253013054e-49	NA
ADH4	7.4119247293313e-57	5.62361173923317e-09	9.71796432055846e-31	-19.0663741052259	4.80487962405426e-81	3.70845457037541e-80	NA
NAPEPLD	8.21998975998478e-57	4.4134570352661e-57	4.81907719774869e-07	-21.141566247874	3.29944789696989e-99	3.36543685490929e-98	NA
GLA	1.10671052312099e-56	6.04234343670121e-13	0.0306507253888345	-14.3166484783358	1.72231150217683e-46	7.06582368637529e-46	NA
LAD1	1.20008269672363e-56	5.64314513843143e-29	1.85388229213012e-37	-22.8990187394836	4.75196253871236e-116	6.59192243370179e-115	NA
MME	1.80714806602202e-56	1.02326854018264e-127	5.01909189153677e-55	-31.9752556872127	2.40811265114672e-224	3.79606121553492e-222	NA
MRPS22	2.00712824274715e-56	4.89637996315841e-29	2.47077772607221e-09	-18.9112031049698	9.22284233073765e-80	6.88338964196518e-79	NA
SUCLA2	2.73210306689069e-56	3.44711442354716e-69	9.28464352654747e-27	-25.3746636787192	4.80287717527985e-142	1.03670402762679e-140	NA
TSR1	3.0322017249065e-56	1.62090409494819e-45	6.88206723690115e-18	-22.1737868484337	6.15114195335323e-109	7.25583683477177e-108	NA
GLYATL1	3.06895917028254e-56	2.48875975562417e-75	3.78632394007989e-50	-28.2492247944577	1.45489532906813e-175	6.00663928715273e-174	NA
ADH1B	4.36947231472347e-56	3.95250858407845e-56	4.92621979328091e-16	-22.807961125952	3.82258218444786e-115	5.21917914002566e-114	NA
SIGIRR	4.75785659075825e-56	1.68966071644342e-67	0.847330361320465	-18.4886951953816	2.54641606015167e-76	1.79248394383072e-75	NA
CADM4	5.20439505962089e-56	4.05224064590513e-106	9.52513726410398e-12	-25.5679007071449	3.47233459236889e-144	7.68641895723531e-143	NA
MSRA	5.55765222822131e-56	5.55592688920331e-63	1.0256217236715e-40	-26.407080193377	1.13624005526048e-153	2.89741214091424e-152	NA
ADH1A	5.79125551218356e-56	2.17302768046128e-47	3.02407821881561e-63	-27.0633223416437	2.66222021581873e-161	8.1463938604053e-160	NA
LDHA	7.28064440769846e-56	2.58457848484253e-88	6.20153487060495e-39	-28.0530816693292	3.66331691049847e-173	1.44367989154644e-171	NA
PRKAR2B	7.71203128780983e-56	7.12466792666907e-120	5.21774984275307e-43	-30.3955778315083	6.28414674632839e-203	4.87912408573139e-201	NA
PC	8.26408216783769e-56	3.65253026319588e-96	1.02976133668185e-44	-29.1269918169003	1.63455277341431e-186	8.41875596762498e-185	NA
PGM2L1	1.21471445824502e-55	1.12924610521455e-44	1.72114805938404e-08	-20.3001169021053	1.28279368642871e-91	1.17071802750915e-90	NA
SLC23A1	1.47337584945738e-55	1.08595811005123e-98	4.79661618704248e-46	-29.3910799014734	7.14020800872294e-190	3.99390989907277e-188	NA
MRPS18B	1.76545151022583e-55	0.00172536350249073	0.741222808323541	-10.3481062251498	4.26845224478167e-25	1.04639437216561e-24	NA
GLDC	1.92543297537784e-55	1.71680364629914e-45	0.010220567731644	-18.5132332147626	1.61509085838024e-76	1.1430887952781e-75	NA
NDUFB5	2.2921827392484e-55	7.74816942419225e-117	6.03938795351858e-52	-31.0017572377706	5.10441419681124e-211	5.4190127860841e-209	NA
NPC2	2.350938136418e-55	1.85921623114329e-79	1.69638086785727e-34	-26.9381746246705	7.84816486936295e-160	2.29360413766439e-158	NA
PLCD1	2.38181008094464e-55	1.43395494021526e-32	3.83575724148224e-27	-22.042724421906	1.12179873213984e-107	1.3025886170963e-106	NA
GPRC5C	2.49994333980225e-55	0.00113469931768586	0.000199483596837713	-12.8271262038412	1.15572004392597e-37	3.93716808677334e-37	NA
GATM	2.62314776096299e-55	2.32643114248629e-121	7.90851816282179e-41	-30.2218090938872	1.22470389057459e-200	9.1012994839557e-199	NA
SIRPA	3.00689212068692e-55	1.80065055889643e-24	1.11251261197796e-20	-20.2101536246479	7.96995415126414e-91	7.17295873613773e-90	NA
NMI	3.23052454232206e-55	3.52767450914814e-23	5.46649212092503e-24	-20.4887429321841	2.71308153421742e-93	2.54296398936919e-92	NA
TRADD	4.04440045680195e-55	4.1023537497456e-49	4.53904499884588e-21	-22.8764687380768	7.96978781689812e-116	1.10262862296553e-114	NA
PALM	4.10842021705955e-55	2.92031826967978e-09	4.2074943447142e-46	-20.5649137856724	5.66003883240869e-94	5.34365190674955e-93	NA
RIC8A	4.51731410774395e-55	5.32066128810982e-08	0.0756473156225339	-12.8960384639729	4.73836837001019e-38	1.62699618883122e-37	NA
MCCC1	1.02717848982957e-54	4.04193611825341e-85	1.87809450854303e-44	-28.2824400232927	5.68306546702713e-176	2.38413762576413e-174	NA
ACADM	1.28033313983807e-54	1.04272751106786e-118	1.08009940277565e-67	-32.3308675443862	2.57724250722791e-229	4.32477920083857e-227	NA
CHDH	1.32598148176152e-54	3.97123634182591e-88	5.94578290043897e-40	-28.0365723768019	5.82382019653908e-173	2.2276112251762e-171	NA
TACO1	1.34600104971769e-54	6.00394428549051e-51	9.88784665284278e-41	-25.2852617033545	4.63992099250173e-141	9.77201174210284e-140	NA
SAT2	1.80590723275419e-54	5.04012160602751e-86	5.63813374932953e-48	-28.6504816081309	1.58105505935394e-180	7.27844992810548e-179	NA
ALDOB	2.54919308700964e-54	1.16476519933553e-151	2.5329916735254e-60	-33.498420608419	5.0817842413433e-246	1.76236277489786e-243	NA
GAK	2.56341277873064e-54	0.00876900308986385	2.07081621180272e-11	-14.1156546761403	3.04177920497918e-45	1.20881095678394e-44	NA
MRPL44	2.96892580384178e-54	3.10033045902547e-14	0.0053159681305454	-14.7361547473414	3.77685888857192e-49	1.61307224452801e-48	NA
SIAE	3.04661367375196e-54	2.08261130905162e-24	1.30505919944323e-12	-18.815083150377	5.68192480145759e-79	4.15715510790188e-78	NA
HPD	9.00710520006997e-54	5.90311471722604e-131	5.19374431194016e-21	-28.3170893917307	2.12910238841087e-176	9.07835297091259e-175	NA
ASPDH	9.03001856130375e-54	8.28649759300408e-24	3.15194326342747e-44	-22.6815903601587	6.80835522725353e-114	9.03496527861553e-113	NA
CHCHD4	9.39409304514024e-54	1.59472793478846e-30	2.96219664014708e-10	-19.0566304961175	5.78847116070473e-81	4.46098177451645e-80	NA
ANXA4	9.89268241712755e-54	1.7653675595347e-107	1.09500794701441e-42	-29.4578826421587	9.97843147805318e-191	5.70415390646513e-189	NA
BRIX1	1.45345493281475e-53	1.63795705668663e-61	2.67179123392431e-25	-24.3620015309447	4.32578690742595e-131	7.52600116803673e-130	NA
PLOD3	1.79306049577102e-53	1.20232880934834e-61	7.71221201631928e-49	-26.8557287238642	7.2304037884453e-159	2.06662420370838e-157	NA
MRPS31	1.93332786696628e-53	8.97476086422927e-10	5.27877849008466e-32	-19.0962240823197	2.71420683376827e-81	2.10421817425671e-80	NA
AUH	2.24760244314071e-53	6.88928276250215e-104	2.24853861660442e-48	-29.7419921852296	2.20114987570164e-194	1.39638800651218e-192	NA
