Unnamed: 0	t	AveExpr	B	logFC	CI.L	CI.R	adj.P.Val	P.Value	sca.adj.pval
43891	23.87849517104717	1.801448658228787	198.9467741099944	1.2712461074764208	1.1667156349061285	1.375776580046713	7.514034245239267e-91	4.9206949924575735e-92	7.514034245239267e-91
43892	44.28634671538884	4.052220051806187	457.20809042973167	2.4084720378517006	2.301694817829521	2.5152492578738803	4.552153847919212e-202	2.6066471799641498e-204	4.552153847919212e-202
43895	-0.6251178427394434	1.765176412290412	-8.164121437789987	-0.0357642082972569	-0.1480953586310988	0.076566942036585	0.5616916010331948	0.5321011845706444	0.5616916010331948
44075	-25.32321576846555	1.108040416044358	209.35874508508007	-1.571287903406996	-1.693150876843631	-1.449424929970361	2.9625396967993825e-95	1.7704297615438266e-96	2.9625396967993825e-95
44076	-3.292829853306084	4.875330040122307	-2.986510564982299	-0.1216380706723043	-0.1941663024385069	-0.0491098389061018	0.0014413533691477	0.0010421862726424	0.0014413533691477
44077	-10.453680112103935	0.3987494075823155	39.63068698046085	-0.2752368587129293	-0.3270098421062125	-0.223463875319646	4.321430551338614e-22	1.3609919227276738e-22	4.321430551338614e-22
44078	4.885365115137546	1.098400122853292	3.375509864901092	0.1996349287349845	0.1194027555179064	0.2798671019520626	2.1138261408607976e-06	1.2839210521376255e-06	2.1138261408607976e-06
44079	-15.498774924015324	1.3564385520748294	94.2588832838996	-0.8647945448188405	-0.9743560450009294	-0.7552330446367517	1.1496180500568481e-45	1.8635661675570145e-46	1.1496180500568481e-45
44080	-3.201325715329257	2.890619922265958	-3.279446081317964	-0.1080762956016392	-0.1743601026171544	-0.041792488586124	0.0019574272652546	0.0014304197787425	0.0019574272652546
44081	-7.048686912907571	3.8054847889562216	15.643006699706817	-0.4046557933863188	-0.5173714898368743	-0.2919400969357634	9.352161872014636e-12	4.371807059380085e-12	9.352161872014636e-12
44082	-8.830601276006938	3.131566815165536	28.610858541401317	-0.3386977856480193	-0.4140036744205492	-0.2633918968754895	2.2721039627414425e-17	8.44971926591612e-18	2.2721039627414425e-17
44083	-17.072886988958025	3.6514353116276737	113.3895544617958	-0.5396414427833109	-0.601700501776928	-0.4775823837896938	6.009291893746054e-54	8.077038870199016e-55	6.009291893746054e-54
44084	-9.609544051446	2.8294688505524093	35.01277665349551	-0.5660939049582399	-0.6817563992813117	-0.450431410635168	3.882286842292443e-20	1.3091855369271443e-20	3.882286842292443e-20
44085	-7.134470237526776	3.265704388626462	16.2107027575913	-0.2724536996119213	-0.3474323874580032	-0.1974750117658394	5.299655705161338e-12	2.452573618890385e-12	5.299655705161338e-12
44088	-1.3561395972270849	0.1672239872500227	-5.595765640151205	-0.1466823156175287	-0.3594547808448161	0.0660901496097586	0.1988818393481253	0.1759809216678519	0.1988818393481253
44089	4.331389691296064	1.6554358774784868	0.9139647420331	0.180316937095972	0.098577690455181	0.2620561837367631	2.6597737309981427e-05	1.704968960099486e-05	2.6597737309981427e-05
61E3.4	7.341829378516601	0.145480824919506	17.640654099583415	0.1718997371487526	0.1259001190533596	0.2178993552441456	1.8546098325142543e-12	8.418634950298957e-13	1.8546098325142543e-12
A1BG	-4.814896835400862	3.471282220755226	3.120114705616304	-0.2484597050373361	-0.3497366307883248	-0.1471827792863474	2.8337720069496664e-06	1.7312414509922587e-06	2.8337720069496664e-06
A1CF	0.6535222294994355	1.7188188763373602	-8.115166293538177	0.038533673836957	-0.0771898323189785	0.1542571799928925	0.5432845644902724	0.5135891562281805	0.5432845644902724
A2LD1	14.719438916915408	4.585516134338029	80.5087010845421	2.0711084189618543	1.7946081601144137	2.347608677809295	8.668740296017985e-40	1.645300734996438e-40	8.668740296017985e-40
A2M	-14.132212004671308	3.737144324377273	81.7727278236261	-0.7363313385229062	-0.8385910755676351	-0.6340716014781773	2.560582499606452e-40	4.811922344393176e-41	2.560582499606452e-40
A4GALT	-3.6899690332857578	0.6785838719164377	-1.6592498030540606	-0.3149289117437147	-0.4827702610865917	-0.1470875624008376	0.0003758242687498	0.0002589098580237	0.0003758242687498
AAAS	-7.940062669276361	1.4332566149410404	22.132112978587053	-0.4651758933045923	-0.580160453416178	-0.3501913331930067	1.4799042875006138e-14	6.150731822699063e-15	1.4799042875006138e-14
AACS	-0.050747701792082	0.8131064755650678	-8.325995712466591	-0.0025210043735609	-0.100021827249214	0.094979818502092	0.9639540047261924	0.9595381821121424	0.9639540047261924
AADAT	27.996999597935265	0.6472245097384205	221.40808619484824	1.6418934666138043	1.5266496991485323	1.7571372340790763	2.056188654739327e-100	1.104626075841221e-101	2.056188654739327e-100
AAGAB	2.70859004791747	0.90507371284516	-4.652140483039672	0.1557206202071782	0.0428613152002085	0.268579925214148	0.0089903364638468	0.0069077233839864	0.0089903364638468
AAK1	1.402274753326148	1.2080098159082089	-7.34571308098646	0.0660844041303442	-0.0264088557715966	0.158577664032285	0.1831950301326687	0.1611849244821638	0.1831950301326687
AAMDC	-1.9531143178576824	1.001446448734532	-6.392564526711501	-0.0971486863023612	-0.1948192862838906	0.0005219136791681	0.061504181905176	0.0512332076442804	0.061504181905176
AAMP	-12.26134007001285	1.2840980401103788	60.85130158513865	-0.6307192436557476	-0.7316850750080864	-0.5297534123034088	2.783199372403317e-31	6.629413708742262e-32	2.783199372403317e-31
AAR2	-6.167789162073889	0.8492411783652271	10.300585629866896	-0.2863920742513848	-0.3775266610744582	-0.1952574874283114	2.0439010232006157e-09	1.058870535288523e-09	2.0439010232006157e-09
AARS	0.2192487972164099	2.632183219365762	-8.304731478930078	0.0075764565105948	-0.0602455206198559	0.0753984336410456	0.8429175059065962	0.8265067226057599	0.8429175059065962
AARS2	-7.855797647164659	1.4802696206347103	21.5171817331998	-0.348964253613565	-0.4361473290032609	-0.261781178223869	2.7319622984765653e-14	1.1468268597040612e-14	2.7319622984765653e-14
AARSD1	-7.202944349024113	0.926615992319904	16.89186513385257	-0.3755139074730532	-0.4778339864054715	-0.273193828540635	2.768105585162017e-12	1.2640198955253106e-12	2.768105585162017e-12
AASDHPPT	-2.399269318226961	1.409858068301845	-5.457850912649196	-0.115418997881997	-0.2098343292890056	-0.0210036664749884	0.0209346040530541	0.0166343465000426	0.0209346040530541
AASS	33.48895800413924	1.997224397236298	351.9282731282754	1.977382223606932	1.8614932453347168	2.0932712018791477	7.444307855445004e-157	1.3795802168341602e-158	7.444307855445004e-157
AATF	-12.179897650008265	0.480750909831201	58.49972131326997	-0.5085983425587841	-0.5905954354783357	-0.4266012496392324	3.0673047077259862e-30	7.507791116984688e-31	3.0673047077259862e-30
ABAT	45.509012569074784	3.44808043527888	525.6926928235403	2.83604389462824	2.7137352744472936	2.9583525148091856	1.6139413459023162e-231	3.8647215987249633e-234	1.6139413459023162e-231
ABCA1	-13.963385282589496	0.2941825808497701	76.0831086250149	-0.4444229742356955	-0.5069332242542798	-0.3819127242171113	9.201399601026336e-38	1.841237900382365e-38	9.201399601026336e-38
ABCA2	-0.0426365733783932	0.0342047077282803	-8.247604776015377	-0.0009822701033706	-0.0462548303726762	0.0442902901659348	0.9695425972310432	0.9660096465904302	0.9695425972310432
ABCA6	0.2941720508966983	0.3835023604503851	-7.938677364463119	0.0158993326663857	-0.0902683294889141	0.1220669948216856	0.7886077089955742	0.768738571507086	0.7886077089955742
ABCA8	16.88038576926164	0.5499882001585459	113.29585696620067	0.6861509549291699	0.6063592433236789	0.7659426665346609	7.026742917196746e-54	9.481164831532517e-55	7.026742917196746e-54
ABCB1	8.427000890475705	1.824874347283469	25.84589786881312	0.543219174941835	0.4167037196614889	0.6697346302221812	3.666684461889208e-16	1.4223910780842468e-16	3.666684461889208e-16
ABCB10	-8.342070494146508	1.189304155467511	25.160445659949776	-0.44375069093962	-0.548155481511167	-0.3393459003680731	7.251721884812528e-16	2.859164058072362e-16	7.251721884812528e-16
ABCB11	10.118607664090293	0.2731341042770581	39.02730224666931	0.2494352952904145	0.2010179054802112	0.2978526851006179	9.213913842689905e-22	2.944039727560158e-22	9.213913842689905e-22
ABCB4	2.9149257923591785	0.5250775642293657	-4.078620181324225	0.1125566411881367	0.0367351940717267	0.1883780883045467	0.0048919612753007	0.0036787752515874	0.0048919612753007
ABCB6	-22.312287717291607	1.1256341804043966	188.8692880150199	-0.9914775310577496	-1.0786917071096958	-0.9042633550058032	1.5826301545062273e-86	1.1072644079418894e-87	1.5826301545062273e-86
ABCB7	3.827920963967904	1.3619034113236537	-1.0581368834306175	0.2314871560532869	0.1127993399227753	0.3501749721837985	0.0002042100109319	0.0001383227830424	0.0002042100109319
ABCB8	15.19110007565696	1.0989912020349752	94.2581387505146	0.5833436243752306	0.5079772831156775	0.6587099656347837	1.0663343405226493e-45	1.7274505297795336e-46	1.0663343405226493e-45
ABCC1	-19.689257179217364	1.000037040325988	149.25301036878545	-0.9247134524251018	-1.0169063492742314	-0.8325205555759724	2.0811787430410727e-69	2.0150923800397682e-70	2.0811787430410727e-69
ABCC10	-7.410446395941536	0.2500800586706956	16.96462238855736	-0.2590328868136843	-0.3278385412385543	-0.1902272323888144	3.203001064750236e-12	1.466944475152138e-12	3.203001064750236e-12
ABCC2	10.01086574323715	1.0161148415367909	39.12382280242248	0.4694780796090717	0.3774337952169657	0.5615223640011777	6.64062919592126e-22	2.1107590770585745e-22	6.64062919592126e-22
