Unnamed: 0	t	AveExpr	B	logFC	CI.L	CI.R	adj.P.Val	P.Value	sca.adj.pval
ABCC3	-22.919943786120925	1.3781337142890604	197.9235619976705	-1.1481681591802388	-1.246486564224604	-1.0498497541358736	1.9151131059541423e-90	1.270095833933148e-91	1.9151131059541423e-90
ABCC4	-6.449727074024616	1.279224207323366	12.008022899695566	-0.2931443067439243	-0.3823478957750224	-0.2039407177128263	3.678216475106226e-10	1.841096730644617e-10	3.678216475106226e-10
ABCC6	10.936251113782165	0.8504839170796714	47.42159011291644	0.6178102028180669	0.506918618897219	0.7287017867389147	1.787260847852492e-25	5.029636722275153e-26	1.787260847852492e-25
ABCC9	8.535165010609203	0.3259056634908294	25.24799735666079	0.2082258922207415	0.1602762344081628	0.2561755500333203	6.058551768999655e-16	2.38052830569544e-16	6.058551768999655e-16
ABCD1	-20.49065848125801	0.908113685252208	162.99736150102012	-0.7200814528997881	-0.78905452187103	-0.6511083839285462	2.3450187689891673e-75	2.0093185287642732e-76	2.3450187689891673e-75
ABCD2	-1.075429602403492	0.2411364467922375	-7.826000556160059	-0.0207545078162615	-0.0587031514120989	0.0171941357795759	0.3116261594449367	0.2828806334409581	0.3116261594449367
ABCD3	24.46818443913284	1.893407595479695	220.47522995099277	0.9791685505008952	0.9006274031072653	1.0577096978945248	3.634464170186448e-100	1.967643277977046e-101	3.634464170186448e-100
ABCD4	3.794594678735178	0.7478048164382731	-1.179742635662878	0.2227694285126585	0.1075363490556238	0.3380025079696933	0.0002333179912282	0.00015871939143	0.0002333179912282
ABCE1	-3.743644329080888	1.8411276434871535	-1.372330381357747	-0.1913342834746044	-0.2916432472592086	-0.0910253196900003	0.0002823810999677	0.0001930657661101	0.0002823810999677
ABCF1	-8.188160947770383	1.91683970939394	24.004135172578472	-0.4465876411400576	-0.5536315255830137	-0.3395437566971017	2.290721526857377e-15	9.198659999051434e-16	2.290721526857377e-15
ABCF2	-4.538588248868046	1.5910836595040982	1.858293006716634	-0.3085438747733834	-0.4419743126946759	-0.1751134368520908	1.0314183421494967e-05	6.467707105430941e-06	1.0314183421494967e-05
ABCF3	2.244267565582185	1.2398554486842317	-5.815843952397105	0.1141981395785284	0.0143297737608291	0.2140665053962276	0.0310127933434671	0.0250620824499731	0.0310127933434671
ABCG1	-15.142320092778514	0.1325130426599404	89.11082911045627	-0.5310321502596832	-0.5999037142844745	-0.4621605862348918	1.946386800949507e-43	3.37198088160331e-44	1.946386800949507e-43
ABCG2	1.661497227358907	0.2891494430363705	-6.438630249288292	0.1157860190621596	-0.0211733580213689	0.2527453961456881	0.1133184026157447	0.0973205104817572	0.1133184026157447
ABHD10	28.663573331594424	3.582442272361755	282.46019785044587	1.443100350087756	1.3442887954178366	1.5419119047576753	6.802783223215997e-127	2.1814234593966969e-128	6.802783223215997e-127
ABHD11	8.63162121882793	2.341303587024881	27.456705205612103	0.5787784443483556	0.4471763356717724	0.7103805530249387	7.355402898978843e-17	2.783642846203862e-17	7.355402898978843e-17
ABHD12	-1.5610127787137342	1.654367301497467	-7.111394807294883	-0.0928336075002275	-0.2095522694034672	0.0238850544030121	0.1371720561291478	0.1188776882060412	0.1371720561291478
ABHD14B	23.056038527417165	3.870794519597653	199.97685215711877	1.0063498228183303	0.9206843500111948	1.0920152956254658	2.489882927315347e-91	1.6227659682450883e-92	2.489882927315347e-91
ABHD16A	1.0413670226253082	1.6707068360309318	-7.786481699617964	0.0522832837937545	-0.0462541477527184	0.1508207153402275	0.3270444253957479	0.2979895202657285	0.3270444253957479
ABHD17A	0.7575895244473986	0.2777814524337385	-7.908894940547303	0.0279569759339063	-0.0445324343111644	0.1004463861789771	0.479316799535851	0.4490257743075052	0.479316799535851
ABHD17B	0.5768451443095246	0.3787463177207662	-8.058999143529137	0.0276464499081307	-0.0664870819184043	0.1217799817346658	0.5935619417211339	0.5642700770281804	0.5935619417211339
ABHD17C	9.74321866208044	0.2628116957920206	34.395932970488104	0.143916351922294	0.1148818751151763	0.1729508287294117	6.989914956261411e-20	2.371695246481617e-20	6.989914956261411e-20
ABHD2	-1.6286694722487125	0.1619496710151898	-6.615837771070611	-0.0622936289200444	-0.1376060823778942	0.0130188245378052	0.1213922888480631	0.1045831535885187	0.1213922888480631
ABHD4	-0.91382368620632	0.319969945041224	-7.737397770239895	-0.0535835436216027	-0.1688943727240061	0.0617272854808005	0.3913213321408277	0.3614171303926374	0.3913213321408277
ABHD5	-10.116996946991296	0.1291111193498635	38.0350844919064	-0.2547565593405195	-0.3042411664077358	-0.2052719522733032	2.320356566603339e-21	7.501656354734645e-22	2.320356566603339e-21
ABHD6	5.185983706092056	1.591065240038801	4.925710582319619	0.3282478489519178	0.2040219146408657	0.4524737832629699	4.553570154577822e-07	2.663400013369933e-07	4.553570154577822e-07
ABI1	-1.8518705211196556	1.8710667383827653	-6.6161130052708605	-0.0936183199756548	-0.1928370748033604	0.0056004348520507	0.0765568772057906	0.0643779174587372	0.0765568772057906
ABI2	4.232340671178816	0.7282255061654793	0.5438781460573807	0.1651493388535213	0.0885614682346507	0.2417372094723919	3.96266633461712e-05	2.563044432361777e-05	3.96266633461712e-05
ABI3	-11.087523051330166	2.108896900256229	49.24669541118927	-1.0084761371064228	-1.1869913834010115	-0.8299608908118342	2.836209768743066e-26	7.768941073985429e-27	2.836209768743066e-26
ABI3BP	-9.252060236062524	1.0723649683407088	32.53707577448642	-0.5029280589993629	-0.6096155919456314	-0.3962405260530943	4.658555566432347e-19	1.6325557560240793e-19	4.658555566432347e-19
ABL1	-2.22114985333252	0.0607302499175243	-5.749511483794057	-0.0330597409969085	-0.0623246072931073	-0.0037948747007096	0.0331526813075592	0.0269259830172066	0.0331526813075592
ABL2	-7.894503441693728	0.0910190700058079	19.6420911201074	-0.1595292765868302	-0.1993402344016218	-0.1197183187720387	2.5304285916633974e-13	1.1030613756683649e-13	2.5304285916633974e-13
ABLIM1	1.353025532052475	1.8030994029701912	-7.413771289081842	0.0668477691467264	-0.030119045251193	0.163814583544646	0.1992770436422655	0.176392860494174	0.1992770436422655
ABLIM2	2.0162471671495683	0.7880151384338108	-6.270169859238221	0.1012784239502051	0.0026474841777825	0.1999093637226277	0.0534195563310413	0.0441761099362271	0.0534195563310413
ABLIM3	-15.745395320578336	0.6802404406988372	100.71383774531984	-0.6878111760763364	-0.7735489700381177	-0.602073382114555	1.761668875007815e-48	2.6668053558160986e-49	1.761668875007815e-48
ABO	5.152741289767066	0.7080591175656082	4.919295672052419	0.4017583695680254	0.2486326326362741	0.5548841064997767	5.925378926262809e-07	3.484283204115809e-07	5.925378926262809e-07
ABR	-25.635207499674824	0.9643024248297968	235.5536688724228	-1.036714276363625	-1.1160895609023924	-0.9573389918248576	1.1616555147137073e-106	5.52708558276069e-108	1.1616555147137073e-106
ABRACL	11.55284978039972	3.326134924353386	53.852826746941226	0.6036650931263483	0.5011115935804287	0.7062185926722679	2.8992816479946283e-28	7.507041601835129e-29	2.8992816479946283e-28
ABTB2	-2.3302960191415254	0.2254497234509698	-5.409542542695526	-0.2153562591501358	-0.3970224703881209	-0.0336900479121508	0.0253153045114702	0.0202733287144434	0.0253153045114702
ACAA1	35.64201746776614	3.57070206303749	385.83606714781416	2.128135575132857	2.0109488159604183	2.245322334305296	1.9360626265213962e-171	2.479288943905588e-173	1.9360626265213962e-171
ACAA2	25.06734639131433	4.513908903845789	229.24655366819007	1.4199864304052037	1.308808812957925	1.5311640478524824	6.017233486142233e-104	3.013315259588145e-105	6.017233486142233e-104
ACACA	-20.50311582789348	0.7482639971556259	161.39077833781064	-0.6972490750842385	-0.7640002567961673	-0.6304978933723097	1.1860852586088582e-74	1.0286403127758239e-75	1.1860852586088582e-74
ACACB	-2.2094696771000697	0.062231407496012	-5.882459977630138	-0.0293258180912662	-0.0553796977158733	-0.0032719384666591	0.0337344266014726	0.0274265629704216	0.0337344266014726
ACAD10	26.31892262594275	1.8136204685500343	247.6082410988272	1.209613744169372	1.1194107804179858	1.299816707920758	7.340422370430086e-112	3.1180555201826907e-113	7.340422370430086e-112
ACAD11	-4.557983053920039	2.4302254809049386	1.944599939269441	-0.2067784273348182	-0.295816151895761	-0.1177407027738753	9.408617452284e-06	5.889079450612329e-06	9.408617452284e-06
ACAD8	24.875267236534867	2.83163253489201	226.43049517852552	1.7549180295004887	1.6164560259333525	1.893380033067625	9.8704643871087e-103	5.055979675645477e-104	9.8704643871087e-103
ACAD9	5.037441799708788	2.015302675145352	4.187756630270355	0.2635695525099301	0.16087988951307	0.3662592155067902	9.61229039990259e-07	5.717336288874908e-07	9.61229039990259e-07
ACADL	6.350632156943574	2.557941304291944	11.40188246154521	0.3775527533340668	0.2608711966562644	0.4942343100118691	6.741707838808062e-10	3.421741354939021e-10	6.741707838808062e-10
ACADM	43.37935258521257	3.951759765085676	496.3976213736618	2.409007814215946	2.300015299334816	2.518000329097076	5.975534710290305e-219	2.11523352576648e-221	5.975534710290305e-219
ACADS	16.271222305438222	3.381096020559069	107.55619382679072	0.6869402624502164	0.6040811410486892	0.7697993838517437	1.96351209784733e-51	2.761795777399004e-52	1.96351209784733e-51
ACADSB	45.73793266756323	3.2704776405827305	528.8094126984163	2.435931024693305	2.331403663467196	2.5404583859194134	7.800279363144995e-233	1.705422869610046e-235	7.800279363144995e-233
ACADVL	20.4067967196107	4.282687366469177	162.43363187937132	0.6809821289322737	0.6154879944180691	0.7464762634464783	4.0625070037843907e-75	3.5105474368985356e-76	4.0625070037843907e-75
ACAN	-18.19252709907689	0.8962293290312131	132.30696153862817	-0.8481132492406589	-0.9396095827636024	-0.7566169157177154	4.079511115721521e-62	4.574319075098467e-63	4.079511115721521e-62
ACAP1	-23.033190178633497	0.6770376073634465	174.50977477834175	-1.0315102856243006	-1.1194904444016676	-0.9435301268469336	3.184002558713721e-80	2.516041584657693e-81	3.184002558713721e-80
ACAP2	-10.074571005785907	1.0621140148288266	39.64945733771143	-0.4096333870267518	-0.4894391039406557	-0.3298276701128478	3.963662057900993e-22	1.2462529323124414e-22	3.963662057900993e-22
ACAT1	37.460991788019584	5.041724204888747	412.3430660548035	2.2843046236268574	2.164626084714314	2.403983162539401	7.581357022597957e-183	7.419547736847559e-185	7.581357022597957e-183
ACAT2	9.47753501109698	1.9588423537055	34.4686604587348	0.3380752288066823	0.2680651079953172	0.4080853496180473	6.826831151692382e-20	2.3156497545251202e-20	6.826831151692382e-20
ACBD3	-9.189732191671268	1.4916374543178097	32.0239859448749	-0.3268552681897892	-0.3966616029432654	-0.2570489334363131	7.743492725493206e-19	2.739446983990205e-19	7.743492725493206e-19
ACBD4	-1.8822339504667132	0.4362081349397278	-6.506350530050318	-0.0988774740433664	-0.2020651846286285	0.0043102365418957	0.0719998093684141	0.0603316073573982	0.0719998093684141
ACBD5	4.696592173627002	1.7076434489625667	2.571159425869876	0.2200313633013066	0.1280830131067698	0.3119797134958434	4.963703743239182e-06	3.065041842910108e-06	4.963703743239182e-06
ACBD6	-21.505560273199265	0.6080117260670883	168.71018386632852	-0.7130710379483566	-0.7781730496841895	-0.6479690262125236	8.822613778878192e-78	7.210569303924394e-79	8.822613778878192e-78
ACCS	-2.436996667565817	0.2249900539098601	-5.1969959730863895	-0.0883500682545468	-0.1595775571095412	-0.0171225793995525	0.0191517494757031	0.0151559029427193	0.0191517494757031
ACD	-1.5522017208495829	0.9293449514918636	-6.497917536437973	-0.2148845032873098	-0.4870315702113195	0.0572625636366997	0.1399078796237798	0.1213943270566179	0.1399078796237798
ACE	24.263293998498803	2.0327349990103185	217.48496881000625	1.478289465990997	1.3587114750282971	1.597867456953697	6.992843684865355e-99	3.931426954531277e-100	6.992843684865355e-99
ACE2	18.35248773135821	2.248860143011147	134.47581015411674	0.9539242410590636	0.8519100773425583	1.0559384047755689	4.721311494486135e-63	5.195654606633883e-64	4.721311494486135e-63
ACIN1	-6.991787571298595	1.336511558494963	15.475815633949184	-0.2776884492747759	-0.3556376725518835	-0.1997392259976682	1.1401884096352634e-11	5.344225112106149e-12	1.1401884096352634e-11
ACLY	-29.702760867007733	3.628249079888759	297.925631276476	-1.375811918935368	-1.4667202698364583	-1.2849035680342775	1.3917477500714409e-133	4.115110473922845e-135	1.3917477500714409e-133
ACMSD	27.528517568467905	1.1047888204844956	265.1214712024299	1.200171974139486	1.1146049882239744	1.2857389600549978	2.0962076566755876e-119	7.572973002253292e-121	2.0962076566755876e-119
ACN9	38.17626048826301	1.630588271474048	313.9335295232431	1.789064214460388	1.6969613364925875	1.881167092428188	2.43647708202579e-140	6.240222406854184e-142	2.43647708202579e-140
ACO1	39.35055541699159	3.401153275879305	439.5704897568533	1.8048802219877815	1.7148602133600557	1.894900230615508	1.5019013771774497e-194	1.078929672308631e-196	1.5019013771774497e-194
ACO2	32.78845302701977	4.963426263564608	343.7843190944518	1.479371874862667	1.3908199589987942	1.5679237907265398	2.3994746605672633e-153	4.7464881364682975e-155	2.3994746605672633e-153
ACOT1	36.76667591177441	2.2211615571542933	402.2571054600087	1.9376548835167904	1.834220818929288	2.041088948104293	1.6008516244457386e-178	1.8000205667895862e-180	1.6008516244457386e-178
ACOT11	9.52320011088507	1.5911812589030594	34.86681531619859	0.5691153438916131	0.451825903166929	0.6864047846162972	4.582436437882927e-20	1.548152653922967e-20	4.582436437882927e-20
ACOT13	31.70872636166753	4.126812764290484	327.6522307220949	1.7575173828053767	1.6487338815735206	1.8663008840372328	2.1295824124736364e-146	4.899924134895093e-148	2.1295824124736364e-146
ACOT2	38.78430552197063	2.00756098368236	431.4467582561698	1.9419543776986543	1.8436835679963732	2.040225187400936	4.580416474500455e-191	3.671963233071681e-193	4.580416474500455e-191
ACOT4	14.410936180709308	0.5959475534200912	84.05694532657641	0.7178212780696525	0.6200459061805981	0.8155966499587068	2.722544152341785e-41	4.977394618961139e-42	2.722544152341785e-41
ACOT7	16.694131939648567	2.8454861977408004	112.89342849589184	0.7561436584380858	0.667247702683824	0.8450396141923476	9.658640786796041e-54	1.3052489059095536e-54	9.658640786796041e-54
ACOT8	12.381428354473664	0.9878942440104496	62.05814709502931	0.879397410772174	0.739986740679684	1.018808080864664	8.426027414414869e-32	1.9711903800302142e-32	8.426027414414869e-32
ACOT9	0.948049183325507	2.3664297015006137	-7.879358624730756	0.047271276202995	-0.0505893498458731	0.1451319022518631	0.3729503377374914	0.3433628148477498	0.3729503377374914
ACOX1	40.72534132774069	2.4798479284979367	459.1591180683954	1.8217035957131205	1.7339116824945229	1.909495508931718	6.065988634827277e-203	3.284033409797173e-205	6.065988634827277e-203
ACOX2	18.599991753955383	2.081679011482891	137.31147183940627	1.4269581654958143	1.2763831111449584	1.5775332198466705	2.860834402468176e-64	3.046989686335183e-65	2.860834402468176e-64
ACOX3	-0.7519004594168655	1.7197466741805914	-8.046035075502559	-0.0501869290738253	-0.1811870820652752	0.0808132239176245	0.482501404508103	0.4523105305768828	0.482501404508103
ACP1	-1.1958844843824166	3.377214500713391	-7.613888616970107	-0.0559571147644776	-0.1477919842489506	0.0358777547199953	0.258016106140045	0.2320614621481339	0.258016106140045
ACP2	-2.495560031637792	1.575237236012238	-5.2239404677357655	-0.1536790352311947	-0.2745407650207542	-0.0328173054416352	0.016224821623118	0.0127568821340746	0.016224821623118
ACP5	-7.950858997965192	1.2990465549038703	22.194418504335403	-0.6011483426694033	-0.7495455268581183	-0.4527511584806883	1.3948196475517342e-14	5.791296985357954e-15	1.3948196475517342e-14
ACP6	23.875670204878976	0.4149576782064793	205.9015579934968	0.6968675365723618	0.639572745695911	0.7541623274488125	7.408208216810316e-94	4.5505912003311666e-95	7.408208216810316e-94
ACPL2	-2.4421623097388823	0.2392345103852655	-5.373505197938993	-0.0654676926577708	-0.1182069736610242	-0.0127284116545173	0.0191297510199972	0.0151365026290452	0.0191297510199972
ACPP	-1.822789078143264	0.8773854312133578	-6.6556683240939645	-0.127310976800705	-0.2644109124189368	0.0097889588175267	0.0813355521099069	0.068709700137406	0.0813355521099069
ACSF2	38.78773221896993	3.2450590138407067	431.4960136379604	2.565903698640516	2.4360699803422685	2.695737416938763	4.4174102958812646e-191	3.49529601756352e-193	4.4174102958812646e-191
ACSF3	10.079364165387746	1.073183230013015	39.78699886613653	0.5219918216849083	0.4203500811947759	0.6236335621750407	3.4397537020067085e-22	1.077228436817926e-22	3.4397537020067085e-22
ACSL1	23.520576346293574	3.6000715587412806	206.68971926372245	1.08407272974864	0.9936136862658832	1.1745317732313971	3.208023371911696e-94	1.950531649345581e-95	3.208023371911696e-94
ACSL3	-12.173814752658895	1.9730023697132677	60.22620083988405	-0.4533332105535828	-0.5264189050302627	-0.3802475160769029	5.126036912308341e-31	1.2280073852390935e-31	5.126036912308341e-31
ACSL4	-0.7225455128093137	2.7252297117094493	-8.067674969691982	-0.0390664687186581	-0.1451823729308794	0.0670494354935631	0.5002534979798264	0.4701497476589165	0.5002534979798264
ACSL5	-14.768930147962203	1.1100003760873018	88.13644176922193	-1.281396331979968	-1.4517074842794422	-1.1110851796804937	4.741779999535225e-43	8.328352794602735e-44	4.741779999535225e-43
ACSL6	15.777924990083418	0.8541198526186246	101.2701481931078	0.7309617229592533	0.6400345388569184	0.8218889070615882	1.0108202543342395e-48	1.5207030374939888e-49	1.0108202543342395e-48
ACSM1	-10.763580797421088	0.5232547676684988	44.84558578663297	-0.826663347440252	-0.9775025783920122	-0.6758241164884919	2.9886570735548268e-24	8.727936586487547e-25	2.9886570735548268e-24
ACSM2A	34.47184253946013	3.459039837526357	368.6516590080001	2.8591760970653937	2.696389764857765	3.021962429273022	4.6950676625619805e-164	7.332224355901064e-166	4.6950676625619805e-164
ACSM2B	36.82396110755322	3.684756117653156	403.0908060613103	2.8848032830820216	2.731048996904889	3.038557569259154	7.079722649938625e-179	7.813124423669904e-181	7.079722649938625e-179
ACSM3	33.914211182878695	3.165823823996235	360.43145105430216	2.896422697828595	2.7288042738503195	3.064041121806871	1.5995128885656914e-160	2.747731666979064e-162	1.5995128885656914e-160
ACSM4	4.23549015957213	0.5354521087883582	0.9211171609162676	0.1810118848476397	0.0970438645425021	0.2649799051527773	4.193433699695627e-05	2.71951051696034e-05	4.193433699695627e-05
ACSM5	11.779583098420543	1.0189625080270863	55.95775802073516	0.7062055895326893	0.5885342147696117	0.823876964295767	3.6195310946593566e-29	9.096874609586349e-30	3.6195310946593566e-29
ACSS1	27.572909706911627	2.090322991684595	266.17291131865994	1.068494090986963	0.992438398005489	1.1445497839684369	7.339848803659915e-120	2.6363850466035088e-121	7.339848803659915e-120
