ID	ind.p.lab_A	ind.p.lab_B	ind.p.lab_C	ind.p.lab_D	ind.p.lab_E	stat	pval	FDR	weight
P37188	1.74254426123609e-17	2.36786740463901e-18	4.91184197989747e-17	4.57060597310407e-19	7.80935631614716e-22	415.112920613	5.70319527713205e-83	1.18056142236633e-80	NA
P04982	2.30670084660836e-17	2.67288779572175e-14	2.15830886316245e-17	2.78613228244223e-21	5.17202995264018e-19	394.742531672953	1.23742486502291e-78	1.18221667873728e-76	NA
P08839	2.48231433902812e-17	8.19449621961065e-12	7.1657400113423e-19	1.06814113527614e-19	6.66873664219965e-24	405.179855497413	7.43343378583655e-81	9.232324762009e-79	NA
P22259	9.52618982299196e-17	1.64091238074423e-20	3.05020110973779e-21	7.99426212330744e-22	4.88845448471614e-23	459.272319118909	2.19700313211232e-92	1.0914711560334e-89	NA
P0C8J6	1.87049744820015e-16	1.98992701154203e-15	2.46448932228096e-12	6.94375297097707e-16	7.64196975496172e-17	337.617364576878	1.6867090825659e-66	5.51287547512329e-65	NA
P0A9Q7	2.15534354241908e-16	1.74948926477412e-19	1.8959396674566e-18	2.12248921923377e-16	5.02116024097626e-20	401.193668159136	5.24432983743957e-80	5.42788138174995e-78	NA
Q46851	2.44213102715999e-16	2.57119013460375e-19	1.07117514403742e-17	1.85495369347347e-20	4.99130715181697e-19	410.807379359509	4.71011110149553e-82	6.49995332006384e-80	NA
P0AE22	3.54322078328564e-16	7.95885131269912e-14	5.35986539290852e-17	1.63654865290733e-19	4.49978979718866e-16	363.594195428803	5.17926493496578e-72	2.52260668597157e-70	NA
P39396	3.96140717552418e-16	1.77072736417045e-13	7.22398661156497e-21	6.13990429156598e-17	1.08483161522674e-18	379.796204587743	1.86796723127917e-75	1.18975143653781e-73	NA
P33025	4.67267868420231e-16	1.03116361375767e-17	7.55326240572225e-20	7.91454199393118e-23	4.20137002632629e-11	386.452781261892	7.1768860975341e-77	5.40223789887112e-75	NA
P77674	7.41733046798963e-16	1.87798671456395e-18	1.33462113280869e-15	2.91193218793622e-19	1.28492507683519e-18	387.560267528342	4.17247507389177e-77	3.23888377610848e-75	NA
P25906	7.9714299826278e-16	1.80876721952469e-13	2.66562412933229e-14	1.39409318079199e-19	3.19071076119579e-20	367.341084257233	8.28615926871284e-73	4.28808742155889e-71	NA
P28904	8.99108702667674e-16	1.23144036909542e-15	1.53303591774105e-20	6.40170942818829e-17	9.45540822613023e-12	354.543974416334	4.32471946577897e-70	1.73267792790241e-68	NA
P0A6T3	8.99820443947281e-16	2.67421190903455e-10	4.19846458536863e-15	3.36080555638588e-21	1.52968698291288e-22	374.329010662905	2.71332497496987e-74	1.68497480945629e-72	NA
P21177	9.18241471884135e-16	2.14778672274631e-18	7.64096124201356e-18	5.78013136887803e-17	1.43539135615904e-17	381.782405097135	7.06454767794954e-76	4.61798327158596e-74	NA
P41409	9.7193963305944e-16	2.79981356054291e-16	5.4205381424074e-16	9.95713763093635e-26	1.02589168818732e-19	413.645380783254	1.1713000368023e-82	1.85180633268675e-80	NA
P25553	1.08992252115481e-15	5.22713406957151e-20	2.13620567570585e-20	9.80530825675599e-20	6.75448617387076e-23	437.922414690865	7.86290843871025e-88	3.25524409362604e-85	NA
P29012	1.14370074169208e-15	4.08801389399686e-17	3.05067495390812e-18	4.60736393911632e-17	8.6105807848218e-15	364.947277182827	2.6721884837167e-72	1.32754323871046e-70	NA
P0A796	1.19718308677392e-15	4.68547370007895e-18	7.15627596945048e-20	1.75755399390372e-21	4.09019632795074e-23	435.371619727171	2.7502994180481e-87	9.75963393490212e-85	NA
P0AGE9	1.57295089541341e-15	1.48361283690407e-19	2.25409402034016e-16	2.34563082934014e-18	2.90482418685881e-21	402.701928559592	2.50415504701359e-80	2.70448745077467e-78	NA
P24203	1.62288637750479e-15	1.39858341901528e-12	5.99883184662652e-15	2.97835547236935e-20	1.71130823857091e-17	355.328724012428	2.94693581390054e-70	1.24070992571677e-68	NA
P27550	2.26398912226566e-15	3.95660065072019e-19	2.07275792984941e-19	1.53028088271916e-17	2.92017297611185e-22	414.838681511957	6.5241820098415e-83	1.24662062403433e-80	NA
P0A9S1	2.46770285682375e-15	3.59115314023591e-17	1.41995702828761e-13	1.62079404355159e-15	2.92274669661685e-11	318.79142785938	1.64430704457914e-62	4.34478632584868e-61	NA
P37685	4.05490395147154e-15	4.42811515903206e-18	4.3177056390179e-17	1.36064167984187e-17	1.07037405189122e-18	381.986286285127	6.39344102258215e-76	4.44408071514987e-74	NA
P06988	5.00699577384769e-15	8.35976495400485e-05	3.07499725012344e-12	1.3917040587215e-18	9.14012379827502e-16	289.139685724616	3.0641744842264e-56	5.24924787504716e-55	NA
P69786	5.71492974663517e-15	1.55541190040527e-11	6.39038363574873e-17	1.28354363266198e-19	6.58847433023912e-24	383.695509533402	2.76883064333956e-76	2.02287509354572e-74	NA
P21151	5.72083889269177e-15	1.65213641772703e-17	3.21273576626769e-18	2.41597500149623e-17	7.02413324523213e-20	388.160281580735	3.11010996013891e-77	2.57517104699502e-75	NA
P77252	8.03625832601035e-15	4.81642845007494e-19	5.93905327196154e-15	5.17304058097266e-15	9.28818394196331e-15	345.188945326003	4.18015489444279e-68	1.52698599379351e-66	NA
P77433	8.51793580100269e-15	4.75846772996072e-16	8.76875926865292e-17	1.10476908575501e-15	2.27282740666692e-16	350.220532656189	3.57758294506637e-69	1.32637552769326e-67	NA
P77399	9.61426375154781e-15	1.61726970778611e-16	9.33706039576329e-18	3.34299807858938e-19	3.04643217516933e-16	372.236660033164	7.5537973873996e-74	4.3636355140234e-72	NA
P09148	9.98460249106242e-15	1.23802938764609e-10	6.29120452014347e-13	1.92194871145858e-18	1.70794057191182e-14	311.277221932226	6.40473607632792e-61	1.50088343524515e-59	NA
P07014	1.0677880495184e-14	2.06569962603608e-17	9.33944217695968e-14	4.89973208051218e-18	1.56428350203456e-20	372.105299073326	8.05527144913181e-74	4.54756688173714e-72	NA
P76128	1.24932012301405e-14	5.36829122803316e-13	1.50623807392013e-17	6.64762290538657e-20	1.53886590174701e-06	313.085854211795	2.6531441454894e-61	6.52515847266897e-60	NA
P42593	1.43802399856663e-14	4.31778591765119e-16	1.95667882627908e-18	9.367378194679e-15	3.53486883290065e-11	328.788252360207	1.25459412023457e-64	3.62373464495659e-63	NA
P0A9J6	1.47199636200374e-14	1.7708506258019e-10	3.51470686969252e-15	1.82252445724928e-19	1.03067645016636e-21	358.117497440975	7.53876364200922e-71	3.34398015834838e-69	NA
P04036	1.51204197921472e-14	7.47876761532461e-14	1.68026588920245e-09	7.56169164600644e-16	1.44394514841078e-15	302.481662462142	4.64481378140146e-59	9.45714543688625e-58	NA
P0A6J5	1.59545555235548e-14	1.26535032343927e-19	4.50212636641122e-16	3.66763660854136e-18	3.8910891326946e-13	358.683025442016	5.71772086431593e-71	2.58233065944741e-69	NA
P0A8A4	1.65947309888015e-14	1.48449483916971e-18	5.68904417488952e-17	1.50252383879464e-23	2.08997331825731e-20	416.106828142882	3.50290327906681e-83	7.91019249563814e-81	NA
P76108	1.67574494875393e-14	2.44569142580672e-12	1.11915299620073e-12	3.28095122574222e-16	2.33737586401369e-14	306.030932456993	8.24867636332889e-60	1.82943857915258e-58	NA
P21514	1.97296041665606e-14	1.9708011706159e-16	5.22279921258519e-18	7.11060906056675e-17	4.55463346858571e-12	341.62062076509	2.38835759589529e-67	8.01713549757283e-66	NA
P76503	2.33414435292047e-14	3.47105691466003e-17	4.18107368618813e-18	5.60682477898847e-21	6.32821089337939e-22	409.492307684476	8.97537924243415e-82	1.17341273885297e-79	NA
P0ACL9	3.80396023908756e-14	3.70931708101121e-18	3.09060784191233e-15	5.44091955096357e-19	3.59082861356108e-18	373.339116963005	4.40432549764276e-74	2.60484393717729e-72	NA
P0A836	4.16635158193057e-14	1.25839710008213e-16	1.33627821264749e-20	4.17451285575564e-20	6.23494690666033e-18	394.843105304646	1.17793095332968e-78	1.17039219522837e-76	NA
P09832	5.30878079366609e-14	5.12112252307259e-14	1.12932424249963e-15	4.19158510053074e-24	1.09907245879561e-23	404.561514994588	1.00651565281419e-80	1.13644767345021e-78	NA
P60664	5.37221004388662e-14	7.04924284793482e-10	2.22080994503871e-15	3.30271587661462e-19	7.25487111719883e-16	325.565694152896	6.04321596734233e-64	1.70583505259981e-62	NA
P09551	6.0137832348087e-14	1.73844277068451e-11	4.46936136362455e-13	1.07755752562892e-14	4.10829802675614e-16	302.487582472545	4.63144556689704e-59	9.45714543688625e-58	NA
P60595	7.20956200545183e-14	4.38590314403568e-14	1.55864088870686e-13	1.69838111666297e-15	7.19856513485687e-16	318.769902957693	1.66165338548963e-62	4.34478632584868e-61	NA
P61889	7.21433508662374e-14	5.88517324801991e-13	7.78980374205916e-13	6.46209735650273e-14	8.04006575046328e-18	312.068827250252	4.35501687093314e-61	1.06057469680372e-59	NA
P32705	7.39890231014913e-14	NA	1.86542483403906e-13	1.13364242599857e-13	1.17188971329847e-17	256.676952815352	6.6132985779523e-51	9.38710495293343e-50	NA
P23847	7.56589602939903e-14	2.44499525314672e-09	1.05813398270025e-06	2.54149419650241e-15	4.35287960911878e-16	265.554629742273	2.89074995963066e-51	4.17478075565265e-50	NA
P0AFW2	9.03475507301508e-14	3.06663769169889e-10	3.78367882531965e-13	5.26645898238995e-11	3.01781763911731e-21	302.920243866178	3.7517310953933e-59	7.76608336746413e-58	NA
P0AFG6	1.07794618428133e-13	2.29209661072877e-14	1.31834205121461e-14	7.27725866229761e-18	7.82783962637009e-16	334.941083508982	6.22938271990349e-66	1.95870717420763e-64	NA
P0A9B2	1.10986538493498e-13	5.71736822753481e-18	1.35940164434643e-17	3.18685084201144e-20	4.4934995565672e-22	404.832402719171	8.81363385526103e-81	1.0425269760223e-78	NA
P23857	1.26889586806009e-13	7.99077579846021e-14	1.49678499529781e-15	1.06246690566512e-15	2.2787479903006e-22	356.600496515959	1.5826323332071e-70	6.77803226842489e-69	NA
P0C0L7	1.3205819802313e-13	5.32780212577565e-10	7.17263659996187e-16	1.99734077214258e-16	8.00792317767819e-18	322.790358033389	2.33961958177129e-63	6.3863901550768e-62	NA
P0AB91	1.32651072172006e-13	2.25252926937055e-07	1.17483724761402e-14	8.53315342372666e-21	9.4012020890295e-20	334.106700250013	9.36100131911997e-66	2.90659090958675e-64	NA
Q46939	1.96892806621e-13	8.14112665965586e-18	1.92032316929195e-17	1.43096525555314e-17	8.72346111973298e-12	342.695551055537	1.4128839413355e-67	4.94310381729209e-66	NA
P0A9G6	2.20185992062354e-13	7.12757546814979e-16	3.21473585385716e-18	3.91386348210311e-19	3.01711116771509e-21	387.870119098807	3.58501855954515e-77	2.87264067803553e-75	NA
P05042	2.47482813842122e-13	7.36885673937487e-16	4.92378960534414e-11	4.3294981586685e-16	8.75969173815995e-16	315.306004680278	8.99202185855121e-62	2.25618002996376e-60	NA
P08660	2.66277661018844e-13	6.42947272498793e-12	1.81643098039611e-11	2.02449804915148e-16	1.09877142551311e-15	300.07310248527	1.50032705138772e-58	2.98144991651768e-57	NA
P0AG80	2.69977596412674e-13	3.7098174365913e-12	1.99658510356847e-13	8.55428143698382e-16	5.90318479044289e-15	303.921715545186	2.30388256935498e-59	4.89131991647673e-58	NA
P0A9P6	2.81661759319975e-13	2.78545212237701e-17	2.03041545600849e-15	3.60614688320237e-18	2.00838155730827e-22	381.943152965501	6.52988919608717e-76	4.44408071514987e-74	NA
P0ACL5	3.02545047791061e-13	1.74040310326303e-15	3.49771096342132e-17	1.30107204581137e-19	6.33411590563995e-17	362.973936425227	7.01465257597177e-72	3.35084557667575e-70	NA
P0A9S3	3.14745880608072e-13	2.15420743935858e-14	3.45252171486396e-14	6.4699362348305e-16	4.54142095831151e-13	309.294854267742	1.68244460109001e-60	3.83412145789687e-59	NA
P10371	3.15797542752485e-13	7.58874542223767e-12	1.41817731056453e-15	2.44617694699863e-18	4.31826177427188e-17	333.621065524598	1.18649246435138e-65	3.59420400176685e-64	NA
P60757	3.54629471722423e-13	1.16319835045599e-12	1.54403311390392e-13	9.94239063863019e-20	8.42468670609647e-15	323.618526751822	1.56219089927615e-63	4.31164688200218e-62	NA
P0A6P9	4.99846751787421e-13	9.76652886203196e-12	5.25253902413898e-13	2.84992413320759e-15	1.06997367109314e-15	299.828111675888	1.69034645973233e-58	3.33239730632945e-57	NA
P69811	5.3391983478004e-13	7.6205455617481e-13	9.84122754869168e-15	8.60264036315666e-17	2.66478219945118e-16	322.533202883111	2.65222258742884e-63	7.0840009754551e-62	NA
P0A968	5.46054872954644e-13	1.13773019395481e-15	1.3514070284868e-15	1.46472604623098e-15	1.51415588697702e-20	353.35476023404	7.73373381909656e-70	3.00165543853685e-68	NA
P77187	5.67139608476137e-13	0.334508133750372	0.3151821116056	0.2701027279408	NA	63.5136451512275	9.48808198353593e-11	1.7291559535659e-10	NA
P60716	5.73124357906993e-13	2.14368591471526e-13	1.91044651038306e-10	3.3735254835288e-13	1.12865236709283e-15	285.745334054078	1.59594556705798e-55	2.69682230515103e-54	NA
P0A853	6.84134552445799e-13	9.70063162461047e-19	3.20963933331638e-13	1.63165107573748e-15	1.94760598953473e-15	332.352709245025	2.20347588379857e-65	6.51599297066149e-64	NA
P46118	7.60735052298295e-13	3.412943216276e-17	2.71019237779552e-10	2.41216246614146e-19	2.74378888665298e-16	333.10061792643	1.52961841220027e-65	4.57779775410296e-64	NA
P27306	7.76482964862341e-13	8.90588366898402e-21	1.16723391511946e-17	3.73316021609719e-25	3.94403600816612e-17	414.120001053354	9.28085667761074e-83	1.64668914194179e-80	NA
P77348	8.32655983893771e-13	2.60907003086254e-09	1.40392110561869e-13	1.25658825210839e-18	1.122079062815e-16	310.234148976768	1.06465450653809e-60	2.47159046190712e-59	NA
P0ACW6	1.04294659175943e-12	4.56775193003606e-15	1.0291584432929e-14	2.44697266459374e-14	3.79849242509395e-18	328.538886722524	1.41691038476178e-64	4.0455234433888e-63	NA
P76402	1.38752063530502e-12	0.00428058907707677	7.93445187896909e-08	1.05035334269032e-13	2.14487065702777e-17	234.743961408953	8.68898222272978e-45	9.06866884086587e-44	NA
P06959	1.6016274327286e-12	1.23782000949184e-12	9.04264530830759e-16	1.39533396815638e-16	1.71933723613613e-20	342.470141201945	1.577311076191e-67	5.36717905925815e-66	NA
P39265	1.6218607688695e-12	1.08902282806527e-06	8.9475180103905e-15	4.78889134604378e-17	3.60762486872687e-17	297.32724315497	5.70927035953832e-58	1.05834534127561e-56	NA
P31142	1.74540515028515e-12	5.66584338063483e-08	8.05982967341983e-14	7.72906901748635e-19	6.8586684904581e-25	342.505601241855	1.55022987558852e-67	5.3482930707804e-66	NA
P76227	2.0890938587136e-12	9.33867319355291e-06	2.92033159625772e-10	3.23767904412882e-11	0.000311638217578119	185.314075465111	1.84421467644994e-34	1.13955951649295e-33	NA
P0A830	2.19598140971312e-12	1.78506862613552e-05	6.85380988347897e-16	6.37087718808212e-21	NA	238.39393450363	4.95489909603479e-47	5.86093778788115e-46	NA
P0AC38	2.76093813605099e-12	5.53142895506277e-09	9.84766326654298e-14	1.92775236130491e-18	4.16209512757218e-15	298.96032418154	2.57876813615069e-58	4.96562794589017e-57	NA
P0AFW4	2.93606374412387e-12	4.24962478138036e-05	4.92152779931969e-12	3.20110895736847e-16	3.41616884117658e-18	277.106648667489	1.06154977766006e-53	1.67954754631056e-52	NA
P0A6F3	2.96463808030464e-12	2.79653497485414e-13	3.84705016001365e-15	2.0893621477518e-20	2.79939331878945e-17	344.14069569294	6.97532609322085e-68	2.51111739355951e-66	NA
P0AD37	3.1032817447772e-12	4.09997598079149e-13	4.30912150523657e-11	1.02399246466859e-14	2.4717064514178e-16	294.07564567227	2.77769394293027e-57	4.96387895988402e-56	NA
P0A8Y5	3.32049647112786e-12	1.67717137414289e-09	1.15717421407813e-13	4.33876747744817e-19	9.57152111656694e-20	324.99825068473	7.97031176721679e-64	2.22452296963669e-62	NA
P25888	3.84797422637902e-12	1.44795699990974e-17	1.24052717227398e-19	5.17958265971833e-21	2.96181378608133e-18	391.322279796909	6.60963405111729e-78	5.66149344240529e-76	NA
P39187	4.51851903235118e-12	9.8936617647315e-17	4.95475461892585e-16	1.16940905500972e-18	3.16538225649379e-10	322.759026321361	2.37564351892438e-63	6.41423750109582e-62	NA
P76014	4.56967322670602e-12	6.51386511959705e-12	1.04934379806737e-12	3.50837759167455e-15	1.28926675416817e-15	294.039698138199	2.82669792116624e-57	5.01536974012638e-56	NA
P13482	5.48432551715594e-12	5.58710113055825e-10	4.70856624793531e-12	2.06706748522065e-14	4.12035730016085e-13	266.687763432025	1.66837664573281e-51	2.42353660116977e-50	NA
P02924	6.05487019799084e-12	1.36022272004708e-12	5.6318585980175e-19	1.36682629110268e-18	2.94994507981868e-06	298.083944596989	3.95048522607333e-58	7.43409492542891e-57	NA
P39325	6.94105812258377e-12	4.53115437983648e-11	1.68495885712654e-14	9.53233214616559e-12	1.83030866236882e-13	271.861859255027	1.35482325587521e-52	2.06465090036443e-51	NA
P23721	7.01487701353425e-12	5.53674706373449e-10	1.24842997364729e-12	2.93756140022728e-24	5.09119492908749e-22	355.240776033952	3.07638553425329e-70	1.27362361118086e-68	NA
P08331	7.07731345350193e-12	1.91320357845994e-11	1.02146189871976e-13	9.55682527793256e-20	6.00958929460012e-21	341.243063689768	2.87193913852643e-67	9.51186242679954e-66	NA
P07913	7.60328707858804e-12	1.30016240963056e-15	8.34495334850784e-11	2.49278912852783e-17	4.05430419792055e-13	299.69975641667	1.79932207833731e-58	3.5193039705432e-57	NA
P76594	7.96819535911739e-12	7.30873825838279e-21	3.61229754810398e-19	3.52462399182782e-24	3.1004361612034e-19	422.010789144665	1.93533534863892e-84	6.00921625752384e-82	NA
P64503	8.0012013214803e-12	2.36806140647867e-06	1.25254236202342e-08	1.21473390198997e-08	1.03360722548655e-11	200.443821157126	1.30413269896144e-37	9.72812499765831e-37	NA
P0AC41	9.16861031301794e-12	4.62829568987741e-18	5.67113670471832e-14	2.5274029072276e-19	3.80019663357259e-19	362.132737113353	1.05842999165711e-71	4.96064169674765e-70	NA
P0AB40	1.13877483419499e-11	7.28272114601049e-09	2.36722768609962e-08	3.87014127151079e-15	0.923011823887787	189.521608301645	2.45885895779516e-35	1.60309859610582e-34	NA
P00864	1.17919318663945e-11	5.01331196982553e-15	6.88099571948146e-15	8.71743440892741e-22	3.18794442625728e-17	354.352831068619	4.74824073176242e-70	1.87216348852347e-68	NA
P0A6D3	1.2325381378268e-11	1.05496955869163e-13	7.6093647703399e-17	4.0679877188822e-22	6.85303700699628e-20	370.989510338173	1.39053559268209e-73	7.67575647160513e-72	NA
P08202	1.28657022128232e-11	1.63807664780758e-12	2.95909108748699e-16	4.06315458930796e-19	4.19194475281541e-08	294.610213674117	2.14159654688209e-57	3.85487378438776e-56	NA
P0AD61	1.35592579085264e-11	6.09705123103425e-10	2.0081329331601e-14	1.23588533639503e-14	9.82333843928322e-21	311.749825568848	5.08739003774813e-61	1.22690066541421e-59	NA
P0AB71	1.40513680541048e-11	5.40602391045727e-10	4.74941101718019e-13	5.18660687445376e-13	7.85499510333481e-15	270.934754524278	2.1247654224941e-52	3.19873776331839e-51	NA
P0AEW9	1.48820283070946e-11	7.82400754335379e-15	1.25672127396972e-18	2.61162560539479e-19	6.9380427077596e-17	357.253085139436	1.15035105992041e-70	5.01310882954788e-69	NA
P69831	1.54007923555155e-11	1.84582085705526e-05	1.81987401335313e-20	9.60742228947937e-20	5.07210980837977e-14	311.302276916652	6.32702468798109e-61	1.49679326904238e-59	NA
P0AEM4	1.836242250452e-11	1.52892543381308e-09	7.4833483435499e-10	6.618804220871e-13	7.77585293995047e-12	239.312551040112	9.55232713326734e-46	1.05457691551271e-44	NA
P0AGG2	1.94473997389538e-11	0.000583383197453443	7.83800319463183e-10	1.35336299678336e-14	7.08941356143591e-16	239.786396863163	7.59664745010832e-46	8.42413940449511e-45	NA
P68206	2.04612567024107e-11	2.98754275019733e-09	2.62956845684722e-13	1.39654994248184e-11	3.71264580591931e-13	253.648763183679	9.27418152996641e-49	1.19363041038531e-47	NA
P0ABH7	2.15741778480345e-11	6.90725695170721e-14	8.47376946348454e-17	2.90653268812847e-21	9.80930957057668e-19	361.246449611278	1.63261589955344e-71	7.51003313794582e-70	NA
P08839;P32670;P77439	2.26920873853584e-11	NA	NA	3.42376725457646e-18	NA	NA	NA	NA	NA
P31658	2.32539217266993e-11	6.71419071740006e-10	4.52652938371073e-13	9.21674864286582e-11	3.40229984590078e-13	251.692787842246	2.39150034633756e-48	2.97024343015125e-47	NA
P0A799	2.45701909071581e-11	5.15606860387697e-10	1.2061045004892e-14	1.7482194453464e-12	9.54990097782133e-14	269.832086155474	3.62844920585589e-52	5.39704660320122e-51	NA
P21367	2.87418388479305e-11	2.71509093252154e-12	9.54215456912412e-11	3.67609067037872e-14	1.04995942665009e-13	269.59355152354	4.07374069079853e-52	6.02331659282354e-51	NA
Q47146	2.97898142232643e-11	5.11773465413243e-15	6.9640247563098e-13	4.22146512239088e-14	1.37437789448319e-17	309.515444325908	1.51102155911822e-60	3.47534958597191e-59	NA
Q6BF16	3.00577728793722e-11	1.37706174574811e-10	2.94675833334439e-15	1.43878199536028e-19	3.18516389052406e-13	305.10458340953	1.29511086557885e-59	2.82197841236655e-58	NA
P0AFQ7	3.04076185826032e-11	1.9479541333224e-07	1.0572351132709e-10	4.37025050940088e-15	6.94956542279999e-14	251.998611936988	2.06231064335127e-48	2.5742611246656e-47	NA
P0AEQ3	3.44676557763898e-11	1.61295793613875e-07	5.58191728480996e-12	5.79118714217767e-14	7.62173552563888e-19	275.680962273353	2.12143300929014e-53	3.31423873904196e-52	NA
P04983	3.73978559780083e-11	3.1470230803577e-17	4.79704790087631e-18	3.1276089859719e-23	3.92406300436582e-10	350.726679990444	2.79367277274127e-69	1.05143684355899e-67	NA
P09831	4.19149650934858e-11	1.41693642356281e-14	1.03956047870821e-12	4.11606350266947e-21	7.09739169453002e-17	334.997808893186	6.0592609748022e-66	1.92964157197547e-64	NA
P24232	4.33757420730284e-11	1.9422164597981e-10	6.03277738686367e-11	7.56798463725499e-12	2.474407332237e-16	262.593650586594	1.21520654452286e-50	1.70540850655072e-49	NA
P06986	4.7303334206223e-11	0.000458506992310278	4.66358567478614e-14	9.22697200329245e-19	1.04142695297016e-14	271.761934662735	1.42215565184821e-52	2.15404551170181e-51	NA
P20966	4.77129057833862e-11	8.77262147345199e-12	1.12580357039425e-13	1.37842907450576e-13	2.84899372923638e-15	284.289572054946	3.2383444037077e-55	5.43516722892562e-54	NA
P0AES0	5.24385609703488e-11	4.48985639488911e-11	1.90833402580921e-10	4.13267256579768e-12	2.6809495096771e-11	240.863952629107	4.51187322304154e-46	5.04842030902485e-45	NA
P18843	5.67471736532596e-11	3.34716462498812e-08	1.40008190981348e-15	6.73126517413024e-20	6.25085074459999e-18	317.53196179663	3.0383619781629e-62	7.86176161849651e-61	NA
P37329	5.77889795261499e-11	0.000150823259188887	5.97243665929321e-14	5.76844061459601e-17	1.21886912989866e-13	259.899777447893	4.48583389773367e-50	6.19045077887247e-49	NA
P77754	6.66107980815042e-11	6.61399372555251e-11	9.29837907801454e-10	1.10141969457382e-11	1.40671795914909e-11	235.772852754163	5.28542350090736e-45	5.56313219332792e-44	NA
P39173	6.95845502946523e-11	7.17787542855161e-12	2.49247477344503e-14	8.63114408845627e-17	1.93706039895489e-17	311.68551191718	5.24933732017083e-61	1.25378402916388e-59	NA
P46144	7.02490918126272e-11	1.58490918905817e-07	0.000168819569615668	3.75938269812521e-10	0.000144683901385485	156.531555342854	1.68328592558644e-28	7.36141239288155e-28	NA
P06720	7.23596048933789e-11	6.39980226195159e-15	8.59424090348158e-17	4.41287874226857e-19	0.00670987111717186	280.587003063551	1.95756275602705e-54	3.11704223459691e-53	NA
P69797	7.38996579818667e-11	1.3681801403023e-11	1.39413269124162e-13	9.56203510541236e-18	2.95663675384472e-16	305.78128270088	9.31508237268603e-60	2.04766943484532e-58	NA
P25516	8.14879989549428e-11	6.49982672865046e-15	5.98357440344146e-12	3.69536635813312e-16	5.58553110140611e-18	314.000406349345	1.69903646003674e-61	4.22040656673127e-60	NA
P0AC33	8.59721894992675e-11	1.73581330153938e-11	2.51104124903037e-11	1.41286789066285e-17	3.00361065330265e-17	298.408304330298	3.37359592518868e-58	6.39695593753335e-57	NA
P0AEQ1	9.21419604891893e-11	1.08892893793894e-06	6.61653469469503e-09	2.32473682306666e-11	2.59576184233546e-16	232.088022664363	3.13403704477364e-44	3.15180081749705e-43	NA
P0AFT5	1.0161990800814e-10	4.0679749208392e-17	3.39057546816804e-18	1.04365239704403e-22	1.00805234189104e-14	367.636863414056	7.16995040220392e-73	3.78939506363288e-71	NA
P0A746	1.0687754114548e-10	3.7168680540264e-12	2.06023098441155e-11	2.68365744910122e-15	4.32439200121476e-18	294.833901971079	1.92076298470262e-57	3.48260967445351e-56	NA
P25748	1.10983592996293e-10	4.35741929232117e-08	2.21842696616739e-08	0.00117235352435887	NA	128.486127736089	5.82576219727776e-24	2.06731332829113e-23	NA
P0A9D8	1.21804331292983e-10	5.60517963423277e-13	7.95867489795502e-18	1.2799578046354e-23	1.21251266277448e-15	354.939002193574	3.56535009819187e-70	1.45185731867354e-68	NA
P65294	1.2201504023137e-10	0.0211940822462183	4.33350674043535e-11	3.5663348472191e-16	2.46067898992239e-12	225.68675175311	6.8860115431085e-43	6.60419022126699e-42	NA
