Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P23538	-2.97352434583757	-3.09892068584254	-2.84812800583261	25.7200225452593	-49.5625199630093	6.69167406307927e-22	1.85024787844142e-18	40.2664655104376	P23538	50	-52.1237175876633	1.06570351911273e-23	2.94667023034669e-20
P37689	2.77071579950502	2.64731581634874	2.8941157826613	24.6369927749305	46.9292509592921	1.91382970645396e-21	2.6458695691726e-18	39.2692928493829	P37689	25	48.8915875778202	4.04478224365281e-23	5.59191145185002e-20
P22259	-2.75619400314121	-2.90818425009727	-2.60420375618515	25.9872418002686	-37.9018845571879	1.15704172556377e-19	4.81997852613219e-17	35.2888151440517	P22259	44	-39.7101434633353	3.05020110973779e-21	2.811268689475e-18
P39396	-5.49548512875421	-5.79937619410268	-5.19159406340574	23.4876558745586	-37.7967838466166	1.22024772813473e-19	4.81997852613219e-17	35.2364138660182	P39396	4	-38.092007263929	7.22398661156497e-21	4.99358074524428e-18
P0A836	-2.16563649146139	-2.29398069454932	-2.03729228837346	26.9696677560673	-35.2676112322418	4.59225394139753e-19	1.22542147029927e-16	33.9251839978065	P0A836	35	-36.9770741176475	1.33627821264749e-20	7.06474052092332e-18
P28904	2.19616287598455	2.08324381450493	2.30908193746418	19.6376019292478	40.6503255254257	3.02334922076895e-20	2.49681503745466e-17	36.6049347778156	P28904	5	36.7324438260484	1.53303591774105e-20	7.06474052092332e-18
P69831	-2.60486025809376	-2.75383777059208	-2.45588274559545	24.6273974737925	-36.5452092586525	2.32504621520198e-19	8.03594098129186e-17	34.599873094536	P69831	8	-36.4291900032973	1.81987401335313e-20	7.18850235274488e-18
P25553	-3.50273380904006	-3.71374764576433	-3.29171997231579	25.5128851131954	-34.6946844499633	6.28022321520798e-19	1.33575516846539e-16	33.6140118145482	P25553	28	-36.1480289169342	2.13620567570585e-20	7.38326086665835e-18
P77318	-2.97501095085886	-3.15187400590548	-2.79814789581223	22.1012686844607	-35.1575163845562	4.87509445688678e-19	1.22542147029927e-16	33.8658124412116	P77318	11	-35.9357657839027	2.41289108291336e-20	7.41293760472827e-18
P0AEE5	-4.76508237932151	-5.05728954852855	-4.47287521011446	23.4379775682892	-34.083664982397	8.81827174299731e-19	1.74160866924197e-16	33.2760167099845	P0AEE5	21	-35.4346762261955	3.22565003280364e-20	8.91892234070205e-18
P0AAG8	-3.71041374393125	-3.93211063247176	-3.48871685539075	20.1660871636971	-34.9807795647941	5.36806571673168e-19	1.23689180889693e-16	33.7700827591759	P0AAG8	4	-34.3360648823689	6.18288903082194e-20	1.55415347002024e-17
P0A796	1.77388652219554	1.65989932831657	1.88787371607451	25.7935269945454	32.5264385544445	2.15255570975514e-18	3.96787769164864e-16	32.3845411995469	P0A796	31	34.0937737478376	7.15627596945048e-20	1.60652081167862e-17
P33025	-2.70243125790396	-2.84267539411842	-2.56218712168949	19.9813730185351	-40.2751053720348	3.61202898727619e-20	2.49681503745466e-17	36.431176075534	P33025	3	-34.00471944843	7.55326240572225e-20	1.60652081167862e-17
P25888	2.00975069902249	1.87954584679059	2.13995555125439	21.4386095362219	32.2612923741765	2.51609656061976e-18	4.34812936882103e-16	32.2282529622887	P25888	17	33.1967966888099	1.24052717227398e-19	2.45004116524112e-17
P27550	-3.16325291941567	-3.37635031271716	-2.95015552611417	24.5847149698014	-31.0257666625482	5.29408640923174e-18	8.13230495640319e-16	31.481706681225	P27550	38	-32.3803566669186	2.07275792984941e-19	3.82078378402242e-17
P15078	-4.35515779489662	-4.60731981305014	-4.1029957767431	20.7048308486371	-36.0986503510788	2.94166167707494e-19	9.03743837456914e-17	34.3669922359143	P15078	2	-32.255570429922	2.24439637707412e-19	3.87859748913122e-17
P76594	-2.27167217874369	-2.42718891355711	-2.11615544393028	20.3736496684347	-30.530595237745	7.19048327551328e-18	9.94084312839711e-16	31.1737298790783	P76594	17	-31.518701552086	3.61229754810398e-19	5.87529571794559e-17
P02924	-3.19017018251764	-3.40114716239036	-2.97919320264491	20.5580786011153	-31.60425243875	3.72404145354938e-18	6.05704389356708e-16	31.8350598740386	P02924	4	-30.8456915488532	5.6318585980175e-19	8.65116056862132e-17
P0ADF6	2.19413167205571	2.07498484652032	2.31327849759111	19.9715159220779	38.4899150304374	8.61495094289273e-20	4.76406787141968e-17	35.57908273146	P0ADF6	3	30.549263096823	6.86885557145728e-19	9.90663556568073e-17
