Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P23538	-3.0484293142753	-3.12257028842847	-2.97428834012213	24.9349552716548	-85.7773973242654	4.12035476600594e-27	1.14545862494965e-23	51.8875773380705	P23538	65	-88.7976044136942	1.99125837897281e-28	5.53569829354442e-25
P41409	-1.64609032918456	-1.69588730844281	-1.59629334992631	21.8815429495069	-68.9613394209792	3.16862739213775e-25	4.40439207507147e-22	47.8843866484311	P41409	9	-65.889246360327	9.95713763093635e-26	1.38404213070015e-22
P27306	-1.80798767087932	-1.87134479543825	-1.7446305463204	23.8216658243036	-59.5326245568308	5.88520870882627e-24	5.45362673684567e-21	45.0863585097227	P27306	41	-61.8327282199351	3.73316021609719e-25	3.45939513358339e-22
P23721	0.817329235980722	0.784401262978726	0.850257208982719	26.6532312881137	51.7829824874703	9.36637130596084e-23	3.71978746151016e-20	42.3774471768816	P23721	38	55.9891737756448	2.93756140022728e-24	1.94210109657924e-21
P76594	-2.25274469488669	-2.33972398348573	-2.16576540628766	20.6495433741539	-54.0320130005188	4.03109743659557e-23	2.80161271843392e-20	43.208008191358	P76594	25	-55.5001028485688	3.52462399182782e-24	1.94210109657924e-21
P09832	1.32866735482864	1.27590354683608	1.38143116282119	25.5346250876442	52.5333573206151	7.041959540176e-23	3.26277458694821e-20	42.6589270097166	P09832	60	55.0388068657895	4.19158510053074e-24	1.94210109657924e-21
P37689	2.49990742181475	2.40121840083228	2.59859644279723	24.4877326967287	52.8457552001418	6.2608616661982e-23	3.26277458694821e-20	42.7748055692177	P37689	48	54.423305412007	5.29394517937927e-24	2.10245251409634e-21
P0A9D8	1.10915911657914	1.06352776153618	1.15479047162211	25.5217564513883	50.7090542818202	1.41898567567903e-22	4.38308908709743e-20	41.9666775430735	P0A9D8	21	52.1567431976482	1.2799578046354e-23	4.447853371108e-21
P0A8A4	-1.42063514053348	-1.47844361997684	-1.36282666109012	21.7151837865166	-51.2679592431717	1.14188934398479e-22	3.96806547034713e-20	42.1816359510974	P0A8A4	15	-51.7552524841969	1.50252383879464e-23	4.64112919094345e-21
P04983	-1.76794940280582	-1.84304849249937	-1.69285031311226	20.5262180765171	-49.1122897234967	2.67483311703222e-22	6.76003278668143e-20	41.3379503703877	P04983	16	-49.95772565088	3.1276089859719e-23	8.69475298100189e-21
P33025	-2.7851744615218	-2.90663628831505	-2.66371263472855	20.0714023205852	-47.8374056933102	4.50316258609892e-22	1.04323266577958e-19	40.8197477184402	P33025	6	-47.7692669230196	7.91454199393118e-23	2.0002206130117e-20
P0AFT5	-1.48717045904377	-1.55270315318471	-1.42163776490282	21.6920370002906	-47.3432154265931	5.53105089967282e-22	1.18279396162234e-19	40.6148313146445	P0AFT5	11	-47.1356738877516	1.04365239704403e-22	2.41779471981868e-20
P0A761	-1.12894319083484	-1.17682421983957	-1.0810621618301	22.4275803297863	-49.1885065397764	2.59391740096194e-22	6.76003278668143e-20	41.3684653127025	P0A761	9	-46.753751328518	1.23520056249353e-22	2.64142889517847e-20
P02925	-2.28905687620448	-2.39452224369582	-2.18359150871314	24.19164611494	-45.2795119246341	1.33614085656829e-21	2.65319398661417e-19	39.7334361536633	P02925	23	-46.4164900439268	1.43499726207193e-22	2.84949456325712e-20
P0AAG8	-4.22035474367575	-4.42305191488816	-4.01765757246333	22.7158211549175	-43.4366469459906	3.03863761046423e-21	5.55993498502421e-19	38.9091684440586	P0AAG8	8	-44.2002042151312	3.9504826434031e-22	7.06812866155782e-20
P0A6D3	0.984726407337536	0.936035603687546	1.03341721098753	23.060503998587	42.1913736539331	5.39882032768751e-21	8.22689931571979e-19	38.3308383117969	P0A6D3	34	44.1376262444441	4.0679877188822e-22	7.06812866155782e-20
P0AG71	-1.06308051071904	-1.11575384716247	-1.0104071742756	20.106247038654	-42.1046780998518	5.62270097117539e-21	8.22689931571979e-19	38.2899041566887	P0AG71	17	-42.7457520567171	7.89180285624582e-22	1.14266971974126e-19
P22259	-2.89715275760043	-3.04235393187104	-2.75195158332982	24.7945526940176	-41.625195819514	7.04995167747757e-21	9.33279317304173e-19	38.0618919297616	P22259	53	-42.7190891339691	7.99426212330744e-22	1.14266971974126e-19
P37661	-1.16302342885988	-1.21902804610364	-1.10701881161611	20.4078335157384	-43.3231128089262	3.1999625813089e-21	5.55993498502421e-19	38.8571743354292	P37661	11	-42.7166775682826	8.00359764661505e-22	1.14266971974126e-19
P15078	-4.01047747700067	-4.20744365963595	-3.81351129436539	20.2574834344465	-42.4775477818944	4.72390967735085e-21	7.72498170766787e-19	38.4653294757962	P15078	4	-42.6614250306385	8.22064546576444e-22	1.14266971974126e-19
P00864	1.27739979101885	1.21260400752942	1.34219557450829	25.1631280240301	41.127765878027	8.93884797663424e-21	1.08043466848014e-18	37.8223985929971	P00864	105	42.5405073319629	8.71743440892741e-22	1.1540222693723e-19
P77318	-2.56552571838095	-2.69406531949958	-2.43698611726233	22.048393571181	-41.6384398135217	7.00580008457889e-21	9.33279317304173e-19	38.0682271092786	P77318	7	-41.8872103061149	1.2003414908252e-21	1.5167951565882e-19
P0A796	1.71448046619366	1.62487873343709	1.80408219895022	24.3860298202367	39.9182190019637	1.61117499192313e-20	1.79162659101852e-18	37.2271078411119	P0A796	36	41.1212115341588	1.75755399390372e-21	2.12434787089232e-19
P76558	-1.5331882472456	-1.61393188223474	-1.45244461225646	24.2535648069663	-39.6134080851076	1.87419725082769e-20	2.00394936819269e-18	37.074108235713	P76558	85	-40.8856251509532	1.979006348241e-21	2.29234902004582e-19
P06987	1.23108279545146	1.16547224207438	1.29669334882855	24.2132730492917	39.1443048268306	2.37058265513097e-20	2.44082214120893e-18	36.8362219271124	P06987	32	40.5055636056593	2.39997340062144e-21	2.60767200152124e-19
P0A9P0	-1.21110268850697	-1.275958881002	-1.14624649601195	26.9077145747713	-38.9569136425705	2.60585623032132e-20	2.54013954853088e-18	36.7403615615048	P0A9P0	66	-40.4740698139147	2.43882992948029e-21	2.60767200152124e-19
P04982	-2.09564313366532	-2.20352212980005	-1.9877641375306	22.4682377824689	-40.5261600912928	1.19566455542601e-20	1.38497811003513e-18	37.5286431827241	P04982	6	-40.213919397402	2.78613228244223e-21	2.86868435007015e-19
P0ABH7	-1.71817612961847	-1.81026483678314	-1.6260874224538	27.9824606939599	-38.9238982524601	2.64978585997825e-20	2.54013954853088e-18	36.7234226718439	P0ABH7	56	-40.1315937444343	2.90653268812847e-21	2.88577174035613e-19
P0A6T3	-1.16483532193537	-1.22748976252832	-1.10218088134242	22.4891257947777	-38.7853485087715	2.84278822357998e-20	2.63431708718412e-18	36.6521746870834	P0A6T3	22	-39.8502542626632	3.36080555638588e-21	3.22173774025957e-19
P09831	1.31579497053376	1.24427587052337	1.38731407054414	26.3178244702398	38.3814347089933	3.4943798796779e-20	3.13366969854986e-18	36.4429435748578	P09831	135	39.4607382960295	4.11606350266947e-21	3.81421884580704e-19
P25888	1.83215905438424	1.73206307167664	1.93225503709184	20.8042499296423	38.185769695201	3.86471801199611e-20	3.27326459234318e-18	36.3407625941323	P25888	18	39.0236173486775	5.17958265971833e-21	4.64491606258611e-19
P76503	-2.6079158730497	-2.75043245674063	-2.46539928935877	20.591959346678	-38.1753649838018	3.88552991177428e-20	3.27326459234318e-18	36.3353137819206	P76503	12	-38.8739650933987	5.60682477898847e-21	4.87092902674624e-19
P0A830	-3.4144182126853	-3.58642908345992	-3.24240734191067	19.0454945256229	-41.4110119462096	7.80599994651761e-21	9.86394538696317e-19	37.9591423150324	P0A830	2	-38.6339290122742	6.37087718808212e-21	5.36698138874797e-19
P0AB91	0.913212030720572	0.860823369392161	0.965600692048984	26.8140494794619	36.3654818568793	1.01133442384628e-19	7.89000725164803e-18	35.3633189506199	P0AB91	47	38.0902815279752	8.53315342372666e-21	6.97710779940004e-19
P0AEE5	-4.74425276778446	-5.01655995377826	-4.47194558179065	23.7213558905722	-36.3465957585095	1.02172755776737e-19	7.89000725164803e-18	35.3529147902617	P0AEE5	21	-37.1931075064642	1.39460758164892e-20	1.10771687913829e-18
Q46851	-2.23008206832617	-2.36016954107096	-2.09999459558139	22.6729248497293	-35.763531126882	1.40453924568672e-19	1.02753134289713e-17	35.028943825183	Q46851	29	-36.6816072455856	1.85495369347347e-20	1.4324364632934e-18
P0A6F3	-2.05445378217725	-2.17518674357228	-1.93372082078222	22.0599920774429	-35.4997705250414	1.62469124446557e-19	1.12916041490357e-17	34.8806021737821	P0A6F3	41	-36.4702446447934	2.0893621477518e-20	1.56984507317568e-18
P22564	-1.22144883159431	-1.29286991374254	-1.15002774944608	20.5856888187049	-35.6782772211272	1.47205478166201e-19	1.0493108443642e-17	34.9811193331496	P22564	14	-36.0836826202703	2.60189068683784e-20	1.90348844984452e-18
P24203	-1.61264088694426	-1.70863067614335	-1.51665109774518	23.1339732882766	-35.0483560583078	2.08960038970469e-19	1.41685099594611e-17	34.6240801452508	P24203	19	-35.8475499916649	2.97835547236935e-20	2.1230328751761e-18
P0A9B2	1.28537636750591	1.20777296125739	1.36297977375443	29.0212919105454	34.5544949838378	2.76189231308858e-19	1.74501377963324e-17	34.3395348482866	P0A9B2	68	35.7298803724083	3.18685084201144e-20	2.21486133519795e-18
P37440	-2.1319306854674	-2.25940214182658	-2.00445922910822	21.7439071065594	-34.8911397538695	2.2826942366557e-19	1.51092618521496e-17	34.5339448651584	P37440	18	-35.6727055730591	3.29362134902763e-20	2.23323593909679e-18
P19926	-1.81110481816606	-1.9201778177712	-1.70203181856091	23.1551889181741	-34.6402767135211	2.63053863408029e-19	1.70067381459145e-17	34.389256352852	P19926	28	-35.5589970476647	3.51725006873362e-20	2.32808456930464e-18
P0A836	-2.09509688744303	-2.22238286973632	-1.96781090514975	25.9656960650453	-34.3382815030784	3.1244418594572e-19	1.93021074873134e-17	34.2136501871017	P0A836	42	-35.2641050185173	4.17451285575564e-20	2.69887110209318e-18
P0AFG3	-1.65269199943867	-1.75487043522198	-1.55051356365536	25.0274038791377	-33.7433112742444	4.40429044258532e-19	2.60509094263557e-17	33.8630281597876	P0AFG3	87	-34.709007626319	5.78506595020643e-20	3.6551098503577e-18
P76128	-2.25333116502708	-2.39153230327409	-2.11513002678007	22.3781424361442	-34.0148395549301	3.76284361574238e-19	2.27406635907909e-17	34.0238172571039	P76128	9	-34.4751405990159	6.64762290538657e-20	4.06802547480045e-18
P18843	0.778447570865037	0.729475296292754	0.82741984543732	24.8049270275175	33.1614960734479	6.19672529861107e-19	3.44537926602776e-17	33.514023664497	P18843	27	34.4541748146725	6.73126517413024e-20	4.06802547480045e-18
P28722	1.78121871132779	1.68255974617059	1.87987767648499	17.0433464586027	37.6648043898203	5.06606818267364e-20	4.14225574936257e-18	36.0660293099986	P28722	3	34.2863442664583	7.44186532007204e-20	4.40178416804261e-18
P37349	1.24385911184348	1.1656159266784	1.32210229700857	24.011759833277	33.1649764859867	6.18397528489098e-19	3.44537926602776e-17	33.5161298332125	P37349	29	34.1659990584404	7.99948914122879e-20	4.63303746096167e-18
P08331	-1.06286567743126	-1.13074666702422	-0.994984687838301	21.8636369116545	-32.6651939583419	8.33017191465624e-19	4.1353353433472e-17	33.2113701201749	P08331	43	-33.8714736560374	9.55682527793256e-20	5.31535499526768e-18
P69831	-2.767935172144	-2.94171493574361	-2.59415540854438	23.3090791631156	-33.2285764201773	5.95576986106458e-19	3.44537926602776e-17	33.5545778494394	P69831	11	-33.8627681604619	9.60742228947937e-20	5.31535499526768e-18
P25553	-3.82653607229213	-4.06822996518772	-3.58484217939653	24.8963901890863	-33.0289797188537	6.70328734578235e-19	3.65394878848528e-17	33.4336643222176	P25553	45	-33.8291757801965	9.80530825675599e-20	5.31535499526768e-18
P60757	1.3989579472295	1.31008703389131	1.48782886056768	24.6455655193627	32.8397649272306	7.5031612586419e-19	3.9356204337782e-17	33.3183542718743	P60757	32	33.8063187604169	9.94239063863019e-20	5.31535499526768e-18
P08839	1.72416061914894	1.61433789070432	1.83398334759356	25.349258125582	32.7522028864078	7.90663810319466e-19	3.99644616852385e-17	33.2647648539912	P08839	65	33.6885180467524	1.06814113527614e-19	5.60270255861824e-18
P69786	1.63277743703343	1.52804970974062	1.73750516432623	24.259071040162	32.5252268897413	9.06216361453681e-19	4.34358876696764e-17	33.1251739689641	P69786	27	33.3884919691819	1.28354363266198e-19	6.57632779519202e-18
P0ACL5	-1.96576032591738	-2.09005614027319	-1.84146451156156	19.690814679071	-32.9935529052063	6.84594404450231e-19	3.65994700840701e-17	33.4121257517374	P0ACL5	9	-33.3664420382158	1.30107204581137e-19	6.57632779519202e-18
P25906	-0.997449301675804	-1.0609549476096	-0.933943655742006	21.7347666672117	-32.7667612193433	7.83800819589955e-19	3.99644616852385e-17	33.2736848394301	P25906	16	-33.2544002812586	1.39409318079199e-19	6.92067686178883e-18
Q6BF16	-1.86153344885417	-1.96996713625367	-1.75309976145467	17.1946266085519	-35.8147266636775	1.36556429506603e-19	1.02601857845501e-17	35.0576065191897	Q6BF16	3	-33.2033272148403	1.43878199536028e-19	7.01721745105539e-18
