Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P37689	2.55024454391597	2.48984888961693	2.610640198215	23.3342812846614	87.1447220811404	3.80181663379052e-33	8.94947635594288e-30	61.9880422860358	P37689	29	90.0932835258257	3.80181663379052e-33	8.94947635594288e-30
P31142	-1.18289795414905	-1.22015280105009	-1.14564310724802	22.0931928577531	-65.5283828583964	5.52983867104114e-30	6.50862011581542e-27	55.5566519335966	P31142	18	-67.4029634645926	5.52983867104114e-30	6.50862011581542e-27
P23538	-3.05685153242937	-3.15774207135784	-2.9559609935009	23.5302991795787	-62.5300616483997	1.77726316752015e-29	1.39455916544748e-26	54.472078610718	P23538	61	-64.3347678831966	1.77726316752015e-29	1.39455916544748e-26
P08839	1.66982163281747	1.61282431463436	1.72681895100059	23.9481171362917	60.4617361759205	3.29954305353974e-29	1.94178108700814e-26	53.6893660994533	P08839	77	62.7651929660343	3.29954305353974e-29	1.94178108700814e-26
P69786	1.9592384596304	1.88408949787898	2.03438742138182	22.275196605195	53.8058213391042	7.51713083807214e-28	3.53906519856436e-25	50.954205706287	P69786	26	55.3947922159997	7.51713083807214e-28	3.53906519856436e-25
P0AEE5	-4.75826423489795	-4.9479107841986	-4.5686176855973	22.0304677384336	-51.7807770337963	2.3065665866683e-27	9.04942957502863e-25	50.0483264572581	P0AEE5	12	-52.9647707081054	2.3065665866683e-27	9.04942957502863e-25
P0A796	1.63414333728461	1.5675234166536	1.70076325791563	23.2356776248082	50.6233626019618	3.12568856606468e-27	1.05112441207375e-24	49.5132921199035	P0A796	35	52.3243627199916	3.12568856606468e-27	1.05112441207375e-24
P02931	-1.34539894352435	-1.40177922198038	-1.28901866506832	26.6576946777115	-49.2480249904814	5.63830744051755e-27	1.65907196437229e-24	48.8602467708635	P02931	36	-51.102822596196	5.63830744051755e-27	1.65907196437229e-24
P0A9P6	1.49394316191082	1.43004240253096	1.55784392129068	22.1824285413488	48.2495212225286	1.01147867369319e-26	2.56670602246706e-24	48.3738474728619	P0A9P6	36	49.9203169501672	1.01147867369319e-26	2.56670602246706e-24
P22259	-2.93777260489564	-3.06289824404358	-2.81264696574769	23.8215474871714	-48.454801687397	1.09035939781948e-26	2.56670602246706e-24	48.4747127698526	P22259	45	-49.7703311567662	1.09035939781948e-26	2.56670602246706e-24
P09832	1.24367582807092	1.18955955908604	1.2977920970558	23.2844477512572	47.4290361931169	1.33934839326192e-26	2.7717354213704e-24	47.9661091428084	P09832	61	49.361792458796	1.33934839326192e-26	2.7717354213704e-24
P77318	-2.61271091026988	-2.72159214491262	-2.50382967562714	20.5018287880848	-49.5225814174796	1.41294923774192e-26	2.7717354213704e-24	48.9921542651133	P77318	5	-49.2560721075401	1.41294923774192e-26	2.7717354213704e-24
P0A6T3	-1.27825128071032	-1.33490541392813	-1.22159714749251	21.1264076836306	-46.5639259369767	4.08528256286508e-26	7.39750396383416e-24	47.5280413965254	P0A6T3	13	-47.2031871155466	4.08528256286508e-26	7.39750396383416e-24
P02925	-2.32141013592186	-2.42602935096964	-2.21679092087408	22.2868095819127	-45.7936617379456	4.63962717845313e-26	7.80120169862761e-24	47.130724414385	P02925	20	-46.9628477586508	4.63962717845313e-26	7.80120169862761e-24
P19926	-1.93017318499689	-2.01997688679747	-1.8403694831963	22.3436900773629	-44.3574928753029	1.01429346653872e-25	1.59176454682142e-23	46.3708352310095	P19926	20	-45.5115882514417	1.01429346653872e-25	1.59176454682142e-23
P37903	-2.01483286876084	-2.10961278062679	-1.92005295689488	24.0232289312783	-43.8720248624801	1.44852547891175e-25	2.1311431108489e-23	46.1081381635171	P37903	15	-44.8649969861939	1.44852547891175e-25	2.1311431108489e-23
P0AFG8	-1.13000405570045	-1.18417820974511	-1.07582990165579	25.549348577306	-43.0479838961022	1.8622879938644e-25	2.49458551878419e-23	45.6552206888727	P0AFG8	135	-44.4144951579767	1.8622879938644e-25	2.49458551878419e-23
P0A9B2	1.24192171671718	1.18194602074024	1.30189741269412	26.9493936635845	42.7350166712262	1.93933246386616e-25	2.49458551878419e-23	45.4808380898363	P0A9B2	61	44.3422264158104	1.93933246386616e-25	2.49458551878419e-23
