Symbol	signcon	randomSummary	randomCi.lb	randomCi.ub	randomP	het_QE	het_QEp	het_QM	het_QMp	error	rank	ID
P0AEE5	-5	-4.59892072100847	-4.8004554163879	-4.39738602562903	0	10.4941717831406	0.0328773669070745	2000.36101289073	0	FALSE	1	P0AEE5
P25553	-5	-3.53309697216005	-3.67716125452663	-3.38903268979347	0	7.75574107706799	0.100946785325178	2310.43979800955	0	FALSE	5	P25553
P23538	-5	-2.9359781134481	-3.07992030172729	-2.7920359251689	0	17.4823961765055	0.00155724978614982	1598.17969290706	0	FALSE	12	P23538
P77674	-5	-2.82799206662997	-2.92985674383446	-2.72612738942548	0	1.62908922369497	0.803554652416662	2960.77448185736	0	FALSE	13	P77674
P33025	-5	-2.70751037818486	-2.78947602659363	-2.6255447297761	0	4.76139521097175	0.312667321238998	4191.53101842787	0	FALSE	15	P33025
P0A9Q7	5	2.4779662944017	2.37263983301322	2.58329275579018	0	5.68238493005235	0.224156769323392	2126.23853246851	0	FALSE	22	P0A9Q7
P07014	-5	-2.29148094466103	-2.37939568663786	-2.20356620268419	0	3.4143938882039	0.49101373282907	2609.78824497449	0	FALSE	25	P07014
P0AC41	-5	-2.17142648409933	-2.25441546893713	-2.08843749926152	0	3.75275431702054	0.440499668000223	2629.9381724228	0	FALSE	29	P0AC41
P0A836	-5	-2.08553612509664	-2.15563354343722	-2.01543870675606	0	3.30786346875243	0.507687326160998	3400.38090925926	0	FALSE	35	P0A836
P0AGE9	-5	-2.05313481370076	-2.14235392387965	-1.96391570352187	0	6.50588046346322	0.164420243423533	2034.30160259219	0	FALSE	37	P0AGE9
P19926	-5	-1.85899494077942	-1.93627608658034	-1.7817137949785	0	6.91676006414762	0.140353006700205	2222.82612680568	0	FALSE	53	P19926
P08839	5	1.72419976019562	1.64646362170861	1.80193589868263	0	8.54892397569468	0.0734180613265519	1889.84164907784	0	FALSE	68	P08839
P0ABH7	-5	-1.66804331419613	-1.73972075246358	-1.59636587592867	0	5.23691384537523	0.263840835844719	2080.39537170897	0	FALSE	73	P0ABH7
P0A796	5	1.67630252853529	1.59734386867211	1.75526118839846	0	9.79907158236242	0.04395178141861	1731.41607389531	0	FALSE	75	P0A796
P24203	-5	-1.67554962395188	-1.75718842107984	-1.59391082682391	0	4.45821058622665	0.347531422610759	1618.14552684522	0	FALSE	79	P24203
P0AC38	-5	-1.63211029997066	-1.71508893745666	-1.54913166248467	0	5.07201907002799	0.279987395278549	1486.14982376826	0	FALSE	83	P0AC38
P0AFG3	-5	-1.60435930687688	-1.67374494826381	-1.53497366548995	0	3.49099241915189	0.47924928813269	2053.80990309346	0	FALSE	84	P0AFG3
P0AC33	-5	-1.60427974890198	-1.68578552914758	-1.52277396865637	0	0.554042063014118	0.968031176470012	1488.26259391278	0	FALSE	86	P0AC33
P76558	-5	-1.53799938827011	-1.59324716097719	-1.48275161556303	0	2.90170704755118	0.574406937881313	2977.0008517884	0	FALSE	92	P76558
P69811	5	1.56420993909995	1.48743745212856	1.64098242607133	0	4.16238279989655	0.384475558282529	1594.68550044955	0	FALSE	95	P69811
P0A9P6	5	1.52894515137617	1.46362778933084	1.59426251342151	0	5.1696875697987	0.270325392974127	2104.85760434035	0	FALSE	101	P0A9P6
P0AFG6	-5	-1.53877391238644	-1.61604371673503	-1.46150410803786	0	4.12627904941369	0.38918551519036	1523.44291932679	0	FALSE	102	P0AFG6
P0A6L4	-5	-1.47556988086678	-1.54629734787723	-1.40484241385634	0	3.37360468973341	0.497355320511181	1672.01256269251	0	FALSE	105	P0A6L4
P09832	5	1.27473118210524	1.22074980837703	1.32871255583344	0	6.97220662763311	0.137364287716028	2142.12858396787	0	FALSE	132	P09832
P05042	-5	-1.26460889949555	-1.32842666699523	-1.20079113199588	0	3.38317003563522	0.495863410729808	1508.43095000118	0	FALSE	141	P05042
P06988	5	1.19602444892097	1.13699160988306	1.25505728795888	0	2.12594084963329	0.712608194215034	1576.84482444181	0	FALSE	152	P06988
P0A9D8	5	1.10486382955595	1.06827685097964	1.14145080813226	0	6.9875470856337	0.136547770120188	3503.16507174458	0	FALSE	176	P0A9D8
P0AD61	5	1.0741106804683	1.0257253199866	1.12249604095	0	4.53384284314158	0.338553434824687	1893.0683303932	0	FALSE	194	P0AD61
P0A6D3	5	0.997780965989475	0.963901647496637	1.03166028448231	0	1.48393356137164	0.829483573801056	3331.94083223481	0	FALSE	213	P0A6D3
P25906	-5	-0.991580753436757	-1.02824950370035	-0.954912003173169	0	2.94177124220819	0.567616659317109	2809.05434779467	0	FALSE	218	P25906
P0AB91	5	0.924606883287578	0.888968475480722	0.960245291094434	0	7.41270683709198	0.115620727926236	2585.67442776983	0	FALSE	247	P0AB91
P23721	5	0.803482093370378	0.771525414531338	0.835438772209418	0	6.79646160939898	0.147043262250727	2428.4284417336	0	FALSE	297	P23721
P27306	-5	-1.72003178093411	-1.80995965512222	-1.630103906746	1.45444171663908e-307	10.661747231613	0.0306404153866092	1405.33696712823	1.45444171663918e-307	FALSE	70	P27306
P08997	-5	-0.919468547272813	-0.967644290765925	-0.871292803779702	2.97142013402104e-306	3.093126060847	0.542363731334062	1399.30725490151	2.97142013402077e-306	FALSE	256	P08997
P77318	-5	-2.72524826672186	-2.86989287431629	-2.58060365912743	1.66269203919402e-298	15.9194978660263	0.00312910978917229	1363.65287043885	1.66269203919426e-298	FALSE	18	P77318
P0A9G6	-5	-1.78380363739294	-1.87910756899398	-1.68849970579191	1.28343705153904e-294	8.52963985499223	0.0739938731630066	1345.76316868606	1.28343705153918e-294	FALSE	64	P0A9G6
P09831	5	1.35089923623973	1.27857405269225	1.42322441978721	2.09763982119113e-293	4.68147149366206	0.321568504378733	1340.17960767001	2.09763982119097e-293	FALSE	121	P09831
P76108	-5	-1.88333389827266	-1.98526027101035	-1.78140752553496	3.53145012640829e-287	2.50823304278247	0.643162148401236	1311.52837302316	3.53145012640747e-287	FALSE	55	P76108
P06986	5	1.19703554043361	1.13196649540223	1.26210458546499	1.10021495381625e-284	3.46983933380973	0.482479134494506	1300.0540424047	1.10021495381634e-284	FALSE	154	P06986
P08660	5	1.57908609266393	1.49307848023503	1.66509370509283	1.45532579930959e-283	3.0227101101942	0.554032136918966	1294.89339513571	1.45532579930959e-283	FALSE	93	P08660
P0A993	-5	-0.927699016210538	-0.978612638376068	-0.876785394045008	2.52207074093643e-279	5.1066553246779	0.276528019104965	1275.38816766753	2.52207074093624e-279	FALSE	253	P0A993
P0AG80	-5	-1.40505178968669	-1.48240794788624	-1.32769563148714	1.41934166136262e-277	2.49505214539363	0.645522001629195	1267.33392680502	1.41934166136272e-277	FALSE	115	P0AG80
P09551	-5	-1.8380011564009	-1.93931752669247	-1.73668478610932	6.68506944302244e-277	3.50574473520319	0.47700538267609	1264.23700269172	6.68506944302389e-277	FALSE	59	P09551
P0ADM4	-5	-1.10055800126236	-1.16122699146661	-1.03988901105811	7.08590080117058e-277	1.3683896538923	0.849670013014985	1264.12063378027	7.08590080117052e-277	FALSE	190	P0ADM4
P60595	5	1.03038470834236	0.973132936955918	1.08763647972879	1.45471333561995e-272	4.47497621522068	0.345524974284518	1244.27717596056	1.45471333561969e-272	FALSE	212	P60595
P0A6P9	5	0.899521654074407	0.848946921870679	0.950096386278134	3.01443874347976e-266	3.9553047208329	0.412088490926389	1215.21254274807	3.01443874348043e-266	FALSE	266	P0A6P9
P06987	5	1.19331561771769	1.12600030074848	1.2606309346869	1.66208951264322e-264	6.12340726323347	0.190119751878111	1207.19948349919	1.66208951264326e-264	FALSE	159	P06987
P10371	5	1.13256318352295	1.0676233312743	1.19750303577161	4.45543707636802e-256	6.35726576939827	0.174008913731919	1168.4186200022	4.45543707636816e-256	FALSE	182	P10371
P25516	-5	-1.29857615024756	-1.37505493059678	-1.22209736989834	7.68816890355544e-243	4.86710449090402	0.301207199654737	1107.51373251765	7.68816890355483e-243	FALSE	137	P25516
P0A8A4	-5	-1.44310229605389	-1.5281533410492	-1.35805125105858	1.69089087815995e-242	12.4556007293326	0.0142661509791451	1105.93883700218	1.69089087815993e-242	FALSE	110	P0A8A4
P0A853	-5	-2.62347827048176	-2.77902269877378	-2.46793384218973	1.21042174601892e-239	5.82068371606461	0.212945917037584	1092.80382607068	1.21042174601872e-239	FALSE	20	P0A853
P0A9S3	-5	-2.0034911032044	-2.12282070166435	-1.88416150474444	1.74952319929975e-237	5.1196550288462	0.275239012691164	1082.86585570553	1.74952319929984e-237	FALSE	47	P0A9S3
P22259	-5	-2.75784511145226	-2.92565777346033	-2.59003244944418	1.2709088761601e-227	19.419384239834	0.000649996887957489	1037.49609633949	1.27090887616008e-227	FALSE	19	P22259
P0AC33;P14407	-5	-1.3233878031303	-1.40412781540857	-1.24264779085204	1.95862931860359e-226	0.939535740918239	0.918821513749091	1032.03117212038	1.95862931860336e-226	FALSE	129	P0AC33;P14407
