Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P37689	2.54879433145804	2.49598237900877	2.60160628390732	23.3184261096597	100.661987664649	1.4279602906707e-28	3.37141424627353e-25	54.830810879663	P37689	29	105.748475658331	3.05765188712188e-30	7.21911610549476e-27
P77318	-2.66470847223489	-2.75133285654868	-2.57808408792109	20.4705202919229	-64.1611995045231	1.15021659062815e-24	1.35783068523654e-21	46.6581310102674	P77318	5	-61.8720407234382	2.40551263656437e-25	2.83970766746424e-22
P23538	-3.09031521349061	-3.2021932112396	-2.97843721574163	23.5199428120257	-57.6130712473226	9.82772343478785e-24	7.73441834317804e-21	44.5866337588079	P23538	61	-59.5081005168973	5.44801537762596e-25	4.04832907649289e-22
P31142	-1.1843454724528	-1.22795470366256	-1.14073624124305	22.0890587329078	-56.645172843953	1.37717329773865e-23	8.12876538990239e-21	44.2577290990729	P31142	18	-58.8585246616717	6.8586684904581e-25	4.04832907649289e-22
P69786	1.92256208107213	1.84394345883365	2.00118070331061	22.2677559650264	51.0056018424784	1.10998124102426e-22	5.02256255471162e-20	42.2070567215817	P69786	26	52.8372854392301	6.58847433023912e-24	2.62414786870556e-21
P08839	1.6747171692534	1.60575079094019	1.74368354756662	23.9471589338858	50.6485463493916	1.27638184363701e-22	5.02256255471162e-20	42.0688606426171	P08839	77	52.8067533051555	6.66873664219965e-24	2.62414786870556e-21
P09832	1.26958087590995	1.21538832892768	1.32377342289222	23.2764335921661	48.8634066532154	2.60461205144224e-22	8.78498436207877e-20	41.3615421732718	P09832	61	51.5619934677989	1.09907245879561e-23	3.70701439316635e-21
P0A796	1.63145999100519	1.55834095192085	1.70457903008952	23.2221339829732	46.538125367475	6.86072099842347e-22	1.5210350935304e-19	40.396831688034	P0A796	35	48.4242288529969	4.09019632795074e-23	1.20711919128646e-20
P22259	-2.96455838346023	-3.0973296565393	-2.83178711038115	23.7960279010883	-46.571349304176	6.76418634635228e-22	1.5210350935304e-19	40.4109798524855	P22259	45	-48.0132736457561	4.88845448471614e-23	1.28240455982387e-20
P0AEE5	-4.7213810192288	-4.93333008569923	-4.50943195275838	22.0415239836135	-46.4622753653004	7.08656756833306e-22	1.5210350935304e-19	40.364490688818	P0AEE5	12	-47.6292544199382	5.78249012243514e-23	1.36524591790694e-20
P25553	-3.43130650365426	-3.58713974646855	-3.27547326083997	24.2653104076233	-45.9263930073434	8.92198029010116e-22	1.7553996220774e-19	40.1343680935954	P25553	35	-47.2766986965939	6.75448617387076e-23	1.44975835059171e-20
