Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P37689	2.38020059789544	2.25495304351341	2.50544815227746	27.3894880911828	39.1221546902746	1.85804542351167e-25	4.66555205843781e-22	45.0657390202161	P37689	27	40.3232886267805	1.85804542351167e-25	4.66555205843781e-22
P0AEE5	-4.52013199898707	-4.77246536543166	-4.26779863254248	25.0633112942496	-36.8769416544285	9.108886132343e-25	1.14362065391566e-21	43.662440718929	P0AEE5	20	-37.9544344482216	9.108886132343e-25	1.14362065391566e-21
P37349	1.65478410692785	1.55314905548546	1.75641915837023	24.2587593279309	33.5178605914553	1.25081908526944e-23	1.04693557437052e-20	41.3761206878317	P37349	15	34.3405828696579	1.25081908526944e-23	1.04693557437052e-20
P19926	-1.78002746444485	-1.89696898421446	-1.66308594467523	25.6603265481134	-31.3354856563212	6.26998305958842e-23	3.93598186565663e-20	39.7536758510358	P19926	20	-32.2833338462244	6.26998305958842e-23	3.93598186565663e-20
P37440	-1.96719815244928	-2.09645866142279	-1.83793764347577	24.4111521735455	-31.3300224924682	8.12050131020072e-23	4.0781157579828e-20	39.7494650040397	P37440	12	-31.9644182280457	8.12050131020072e-23	4.0781157579828e-20
P23538	-2.71109287623095	-2.89885264713521	-2.52333310532669	26.6325310919803	-29.7248936607376	2.99474384984359e-22	1.25330030115954e-19	38.4775928141905	P23538	61	-30.4002070061745	2.99474384984359e-22	1.25330030115954e-19
P77318	-2.77996384741162	-2.99297036690697	-2.56695732791627	23.9889418093729	-26.8673425494284	3.71987498395809e-21	1.16593019084675e-18	36.0262397960669	P77318	13	-27.5826804227495	3.71987498395809e-21	1.16593019084675e-18
P08839	1.83112209402252	1.69094219620221	1.97130199184283	27.7857449772417	26.8911901832957	3.93960037815451e-21	1.16593019084675e-18	36.0477818922534	P08839	49	27.5214517097231	3.93960037815451e-21	1.16593019084675e-18
P0AB77	-1.46547156924085	-1.57761149410386	-1.35333164437785	23.8151352370043	-26.9026831729213	4.17896125751524e-21	1.16593019084675e-18	36.058156854465	P0AB77	13	-27.4586544999912	4.17896125751524e-21	1.16593019084675e-18
P04982	-2.11515422760187	-2.26346047582838	-1.96684797937536	22.1030484222298	-29.3603380503716	7.09619812003606e-21	1.78185534794105e-18	38.1787160525809	P04982	3	-26.9008795867039	7.09619812003606e-21	1.78185534794105e-18
