Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P23538	-2.94938202863008	-3.05761530909126	-2.84114874816891	25.7469547225485	-56.3221918017909	2.58053945453463e-28	7.10938619724292e-25	50.5097151957545	P23538	50	-58.7404276116322	2.58053945453463e-28	7.10938619724292e-25
P37689	2.78837608924264	2.68353607007386	2.89321610841141	24.6342061672513	54.970994950905	5.64344010367568e-28	7.77383874281326e-25	49.9789770048005	P37689	25	56.9175105357375	5.64344010367568e-28	7.77383874281326e-25
P22259	-2.74478511619139	-2.88411187901749	-2.60545835336529	26.0316023725165	-40.7176910436864	8.6597796188131e-25	7.9525642832767e-22	43.2669923115163	P22259	44	-42.3170848388671	8.6597796188131e-25	7.9525642832767e-22
P0A836	-2.16417315490938	-2.27572173677381	-2.05262457304496	26.9928896784255	-40.0993461823781	1.22928594447313e-24	8.46670694255865e-22	42.9190370224317	P0A836	35	-41.7202546252407	1.22928594447313e-24	8.46670694255865e-22
P77318	-2.94420563417438	-3.09768322448507	-2.7907280438637	22.1378909958787	-39.6490245182228	2.66778823905129e-24	1.19981991701191e-21	42.6619794359749	P77318	11	-40.4291834402676	2.66778823905129e-24	1.19981991701191e-21
P33025	-2.7441439470036	-2.86491794429186	-2.62336994971534	19.9948804489497	-46.9615894855011	2.77933461339459e-24	1.19981991701191e-21	46.4878646428045	P33025	3	-40.3620204515615	2.77933461339459e-24	1.19981991701191e-21
P28904	2.21445265484373	2.10853681185616	2.32036849783131	19.639135949309	43.2130392076414	3.04854425375078e-24	1.19981991701191e-21	44.6152550924	P28904	5	40.2108284627746	3.04854425375078e-24	1.19981991701191e-21
P0A796	1.79654941367003	1.69714851842258	1.89595030891749	25.7933981250489	37.3558145171483	7.0887958218817e-24	2.44120406116051e-21	41.3026176579325	P0A796	31	38.8559949423025	7.0887958218817e-24	2.44120406116051e-21
P0AEE5	-4.8045293822067	-5.07584105085325	-4.53321771356015	23.4687571689935	-36.600896285862	1.36203158502271e-23	4.16933001859729e-21	40.8356566538309	P0AEE5	21	-37.8379651626194	1.36203158502271e-23	4.16933001859729e-21
P0ADF6	2.19044216124055	2.09338290443455	2.28750141804655	19.9589459571829	46.6449001628125	2.25834508296307e-23	6.22174070356326e-21	46.3361889369459	P0ADF6	3	37.0674709554607	2.25834508296307e-23	6.22174070356326e-21
P76594	-2.24474869496566	-2.37692966168816	-2.11256772824316	20.3951907125835	-35.1000829855181	4.39824001461865e-23	1.10155920366131e-20	39.8764654310369	P76594	17	-36.0748929359086	4.39824001461865e-23	1.10155920366131e-20
P0AEW9	2.04531582602045	1.92437982242144	2.16625182961946	22.1928299778593	34.9553862315315	8.13643652867245e-23	1.73290221217798e-20	39.7817281577598	P0AEW9	10	35.1816542337135	8.13643652867245e-23	1.73290221217798e-20
P25888	2.00834033455191	1.88719833712258	2.12948233198123	21.4072349971781	34.2650933759821	8.17703403205579e-23	1.73290221217798e-20	39.324078662187	P25888	17	35.1745145687321	8.17703403205579e-23	1.73290221217798e-20
P08839	1.82106586619378	1.70909136823943	1.93304036414812	26.1801020316014	33.6136651533581	9.15688996103387e-23	1.80194513161774e-20	38.8833312449386	P08839	66	35.0125400840922	9.15688996103387e-23	1.80194513161774e-20
P02924	-3.18641437745376	-3.37492689439214	-2.99790186051538	20.5505757683892	-34.9358569255908	1.50511882177867e-22	2.76440156933348e-20	39.7689104254397	P02924	4	-34.3097704344701	1.50511882177867e-22	2.76440156933348e-20
P25553	-3.57571619023741	-3.79959195250801	-3.35184042796682	25.5101650698708	-33.0115033512658	1.66442448899573e-22	2.86593091698952e-20	38.4679906080056	P25553	28	-34.1691532103303	1.66442448899573e-22	2.86593091698952e-20
P39396	-5.32978912038501	-5.66428242366737	-4.99529581710266	23.5825299682317	-32.9330488151982	2.72674589422881e-22	4.41893231682375e-20	38.4133023135717	P39396	4	-33.4871893885029	2.72674589422881e-22	4.41893231682375e-20
P29012	-2.93393631843981	-3.12045389788519	-2.74741873899443	21.2819155706205	-32.5117428901561	3.48277041952395e-22	5.33057361432693e-20	38.1173117878324	P29012	9	-33.1539576784474	3.48277041952395e-22	5.33057361432693e-20
P0A9Q7	2.62758769789392	2.45664742734557	2.79852796844227	26.8835350657223	31.7703626502051	4.22076521696515e-22	6.12010956459946e-20	37.5867697324724	P0A9Q7	99	32.8944843691093	4.22076521696515e-22	6.12010956459946e-20
P0A9D8	1.10471025980101	1.03152766301288	1.17789285658915	26.330011798505	31.1996635697762	5.51732736784233e-22	7.6001184492028e-20	37.169680243182	P0A9D8	29	32.5360620947193	5.51732736784233e-22	7.6001184492028e-20
P21514	-2.09872554627079	-2.23022363765321	-1.96722745488837	21.4401316360418	-32.9872064789652	6.34514833141921e-22	8.32423031098092e-20	38.4510683057732	P21514	6	-32.3504977547787	6.34514833141921e-22	8.32423031098092e-20
P0AAG8	-3.79052146576278	-4.04003774854005	-3.5410051829855	20.1564881125023	-31.3985366468869	1.20811206747052e-21	1.5128857935824e-19	37.3159009147366	P0AAG8	4	-31.5086895165887	1.20811206747052e-21	1.5128857935824e-19
P0A9G6	-1.74708807203949	-1.86830693051437	-1.62586921356461	29.1121012380886	-29.7888644366614	1.77569952341384e-21	2.12697921174136e-19	36.1044235211301	P0A9G6	50	-31.015241849303	1.77569952341384e-21	2.12697921174136e-19
P27306	-1.75743376354071	-1.87939890135134	-1.63546862573008	23.2294749900435	-29.7819132472911	1.93319129854271e-21	2.21914251145216e-19	36.0990495593917	P27306	30	-30.9073604992579	1.93319129854271e-21	2.21914251145216e-19
Q46851	-2.32442747700211	-2.48648100712168	-2.16237394688255	23.0714634461534	-29.6460504890991	2.34237984580601e-21	2.58130259007822e-19	35.9937597112168	Q46851	24	-30.664929825497	2.34237984580601e-21	2.58130259007822e-19
P02925	-2.52822706717188	-2.70515325507711	-2.35130087926666	24.9936436179512	-29.5347497697042	2.59051755605991e-21	2.74495225651733e-19	35.9071422153263	P02925	23	-30.5385126207428	2.59051755605991e-21	2.74495225651733e-19
P15078	-4.40771834291399	-4.6944522971128	-4.12098438871518	20.6900682926492	-31.7719631646571	3.13823978269924e-21	3.20216688938385e-19	37.587928673519	P15078	2	-30.2990691320227	3.13823978269924e-21	3.20216688938385e-19
P0AFT5	-1.66362797416529	-1.77884458256304	-1.54841136576754	21.5016026395356	-29.8435489103222	4.14153182475623e-21	3.99397391509477e-19	36.1466560486053	P0AFT5	10	-29.9559150737429	4.14153182475623e-21	3.99397391509477e-19
P37387	-3.51471845289602	-3.75231409878182	-3.27712280701022	20.8892569336771	-30.5746435950354	4.20418306852081e-21	3.99397391509477e-19	36.7038915220236	P37387	3	-29.9374476334904	4.20418306852081e-21	3.99397391509477e-19
P04983	-2.03442863954753	-2.17644707191705	-1.89241020717802	20.4437971582132	-29.6078645841094	5.84493665480752e-21	5.26892691263588e-19	35.9640792399549	P04983	7	-29.5348755480625	5.84493665480752e-21	5.26892691263588e-19
P0A8A4	-1.50521859110686	-1.61159427006677	-1.39884291214694	24.294211810342	-29.2460062156333	5.92873808681351e-21	5.26892691263588e-19	35.6808945909839	P0A8A4	12	-29.5175987429948	5.92873808681351e-21	5.26892691263588e-19
P0A9B2	1.37975422333121	1.27814998329822	1.48135846336421	29.1613007274333	28.0672097111173	7.21763684369491e-21	6.21393422011858e-19	34.7334290345326	P0A9B2	66	29.279834626548	7.21763684369491e-21	6.21393422011858e-19
P0ACL5	-2.1784464484611	-2.33325329906137	-2.02363959786083	20.1412029086812	-29.0847980271851	7.87587930090261e-21	6.43769798254575e-19	35.5536010007785	P0ACL5	7	-29.1749266607203	7.87587930090261e-21	6.43769798254575e-19
