ID	ind.p.lab_A	ind.p.lab_B	ind.p.lab_C	ind.p.lab_D	ind.p.lab_E	stat	pval	FDR	weight
P10908	3.48724310179163e-07	1.79325227231258e-05	2.41169941022785e-05	1.61487529424308e-15	1.76772732838803e-11	-12.3711598220298	3.74376104027398e-35	2.14567796935106e-34	NA
P0A7W7	3.65883112720693e-07	0.0114399892304638	0.518036088975993	9.06780936098645e-07	0.0381662785316116	-6.13956309139822	8.27487545421773e-10	1.52522504372141e-09	NA
P39264	3.7044244870788e-07	0.094827402961592	0.400304043231234	0.402605347312237	0.119036291233293	-3.55128580963301	0.00038335387714526	0.000518337636703451	NA
P17169	3.73599902897754e-07	1.67962712058076e-06	1.11363642700529e-08	6.44033272815037e-09	2.18161793654972e-11	-12.2842375803135	1.10077883706421e-34	6.15581174901927e-34	NA
P0AF52	3.89323190082272e-07	0.0103096943031088	0.00982023937900073	0.00274820674405745	9.23789271092889e-05	-7.2019589255721	5.9353574489702e-13	1.24545205486588e-12	NA
P18335	3.91099466525235e-07	8.17833718418275e-08	1.42525928870787e-07	3.35780180381511e-11	3.01827331226115e-10	-12.5335059862476	4.89499249008218e-36	2.92177790081589e-35	NA
P37095	3.91779778508582e-07	2.32437617388775e-06	0.000700577897087272	2.74158004331845e-10	4.05543050109072e-13	-11.6623280469434	1.98538539541392e-31	9.77420502357624e-31	NA
P0A915	4.00257504743732e-07	2.86060900565964e-11	5.28682162673912e-08	1.82137973756545e-09	1.71701456445968e-12	-13.2648136476121	3.7034032163587e-40	2.75246484209369e-39	NA
P0AE01	4.10280118894377e-07	0.468407106549605	2.16838119193947e-07	2.65093794493811e-08	1.20186250121754e-08	-9.42914941868623	4.13427859915179e-21	1.263312717831e-20	NA
P0ABU2	4.12214099322708e-07	0.875894212613309	2.26955880124834e-06	9.74892449915217e-06	6.26164616633627e-08	-8.01231344911742	1.12570514739042e-15	2.6793643177557e-15	NA
P76250	4.19713669131093e-07	1.11914959591522e-05	1.34700063478611e-06	5.06678418988183e-16	6.81832394466562e-05	-11.4926853333528	1.43578212114754e-30	6.80667079655131e-30	NA
P21179	4.23674470536958e-07	3.54630067454645e-06	0.000109510661666111	3.16006617077855e-08	2.92630315945622e-07	-10.5169179662896	7.21966652250902e-26	2.76773904623308e-25	NA
P0A8N7	4.3072725899427e-07	6.84279747932933e-08	7.18296222447993e-08	1.11297053790478e-11	6.41219916869639e-06	-11.8530779968144	2.07429179963053e-32	1.07156240052662e-31	NA
P36672	4.36021841726323e-07	3.44560968650653e-08	3.66464083653519e-16	9.54367065219879e-15	1.8322048740038e-07	-13.9171288401969	4.98531609175419e-44	4.38403369290139e-43	NA
P0ACN7	4.46050360757851e-07	2.58652925466614e-06	5.67419904163131e-10	2.37764742896566e-16	4.26117969183464e-15	-14.0595206791438	6.73407649835317e-45	6.15686994135147e-44	NA
P25745	4.56083234808105e-07	0.000712464666730856	5.37074180990138e-06	2.10790401107423e-07	4.02468089181187e-09	-10.4322859985478	1.76587908374018e-25	6.62636060087522e-25	NA
P0A6T9	4.58152366732754e-07	0.164549727774288	0.0500841482226559	1.87232557567326e-08	1.55529824252306e-11	-8.79781199505501	1.39509507672832e-18	3.84945994824198e-18	NA
P0AD05	4.6930821817303e-07	2.52885576432247e-08	1.2188667486307e-06	1.83179034748418e-08	3.28049295912302e-14	-12.5529921984467	3.82767647480088e-36	2.30862999946105e-35	NA
P11446	4.79681597940519e-07	0.178719032706426	0.00177345830107342	1.33876968401175e-06	7.9717899865863e-06	-7.93593180816498	2.08920782726156e-15	4.90676333742164e-15	NA
P0AAT9	5.13546016621037e-07	1.43295003975381e-07	2.85041045387222e-11	4.23144718161874e-17	1.17681559839457e-16	-14.8013974396871	1.4347060127066e-49	1.64455853396817e-48	NA
P0AEI4	5.15985756083595e-07	0.0146697954150915	6.41850916467794e-06	8.64157177156634e-07	9.50120951779067e-10	-9.93536780929161	2.92095963815611e-23	9.83902193905215e-23	NA
P0AEB2	5.3071474758044e-07	0.732218933092071	5.00732942772325e-05	7.06283662542753e-09	7.32962736111462e-12	-9.20083177468938	3.55189549281453e-20	1.04649197128449e-19	NA
P28249	5.3104834082928e-07	0.0197131949238372	0.000508473983242693	3.27785290807239e-13	1.907662225255e-14	-11.1717575429622	5.60604954365043e-29	2.46966312592172e-28	NA
P15005	5.48776368506299e-07	0.000400173804605622	3.89511094220792e-08	2.35700675523473e-08	9.31203822596431e-05	-10.1949684322196	2.08812358391606e-24	7.47055393997298e-24	NA
P00968	5.53777580561672e-07	7.00572081703404e-09	3.71695898266292e-07	9.59292937234893e-09	3.81070439569041e-14	-12.7859709943816	1.96394522276629e-37	1.28549141853794e-36	NA
P0AFB8	5.64327120516875e-07	6.75216469352425e-08	1.26751358781046e-10	1.53563237463691e-10	1.83236610168676e-11	-13.1376345914339	2.0039350096378e-39	1.44283320693921e-38	NA
P75829	5.64973185381511e-07	8.61997126933152e-12	6.86337926704884e-12	4.12624512828245e-15	3.08081514516769e-14	-15.0372074982862	4.18849495978492e-51	5.10597480811876e-50	NA
P0ABX8	5.75173699437011e-07	3.22253511371213e-10	3.68313639007066e-07	1.24110606024741e-09	6.06287325258549e-10	-12.5379866704129	4.62599276532682e-36	2.76838631982156e-35	NA
P0AG84	5.80873218565705e-07	7.92082585242226e-06	1.01500805759225e-05	2.42226269698023e-07	5.74076998810834e-07	-10.4366307255606	1.68692052880472e-25	6.34039950793815e-25	NA
P13024	6.06329038514099e-07	4.33538100950375e-08	2.27687066108693e-09	1.03646983627078e-13	2.31010365227489e-14	-13.8435331157723	1.39193273329941e-43	1.19664664832905e-42	NA
P46122	6.17134371322244e-07	0.00107962934740146	8.11957724596922e-10	3.23019999385944e-14	2.32538164510963e-10	-12.37791787429	3.44155614423487e-35	1.98233633907928e-34	NA
P39310	6.40348128925977e-07	0.000115638940107851	8.22763676489912e-09	9.1980865327278e-14	2.92776928512152e-12	-12.7069538394445	5.41011102132143e-37	3.48181446735323e-36	NA
P60438	6.55834017035028e-07	4.08186943565217e-09	1.05561255960259e-08	3.43408930322264e-13	1.10292429977296e-12	-13.5990926068305	4.05432227832622e-42	3.2891403272055e-41	NA
P37387	6.69411791162215e-07	5.19524619796527e-15	9.37017144083958e-19	7.43999776076362e-21	9.54203201670385e-06	-15.6086977812696	6.35202696415518e-55	8.76351504515781e-54	NA
P64554	6.71033201212696e-07	2.56913681047893e-05	1.04516192912678e-08	5.05163019607636e-09	2.40857197730823e-10	-11.8247554110275	2.90748334949357e-32	1.4919469125241e-31	NA
P0A6E4	6.85095392225361e-07	1.87698873384884e-09	1.16762422463329e-06	1.18293461761956e-09	1.18350389334481e-09	-12.2477613536306	1.72697415142968e-34	9.63425773582078e-34	NA
P0AF93	6.86089889129303e-07	0.000669388426253546	1.8787012277741e-11	2.36248210127208e-11	1.24705580717281e-13	-12.7672581479753	2.49799733311499e-37	1.62581521341722e-36	NA
P45771	6.96746164309929e-07	3.13753467752735e-05	5.65881566925882e-09	5.88793348274399e-11	7.41944082064561e-13	-12.5470396797583	4.12650426074473e-36	2.48236705398325e-35	NA
P14407	7.07486808338588e-07	1.16072942252221e-09	0.000133302011275349	4.31914276171491e-08	2.03943957831891e-08	-11.3068369524744	1.21386950221426e-29	5.4731024131148e-29	NA
P39359	7.15662988540396e-07	3.29145937012645e-08	1.4458860218807e-10	1.78512551675098e-13	0.689179642346555	-10.4221629851791	1.96434194438658e-25	7.34714909069266e-25	NA
P45469	7.36731259020761e-07	2.32978662801765e-06	0.338409424244276	4.24787456167399e-11	1.06598790444614e-09	-9.96845254794249	2.09466863162415e-23	7.11816596941303e-23	NA
P69434	7.63869209390849e-07	1.91698988669285e-07	3.83104077606236e-11	1.6510152468671e-13	0.00244348764426595	-11.8455897787673	2.26817024179335e-32	1.16909714476328e-31	NA
P75777	7.68973457370608e-07	0.0756345054005282	0.00153557951603537	1.66712852982017e-09	9.75691874776569e-06	-8.66988112155904	4.32571771909855e-18	1.16023907157195e-17	NA
P00926	7.84219625580994e-07	0.00127829530800735	4.50661859856639e-08	8.08726988756852e-09	2.43697142843232e-10	-11.196515956915	4.24085607069583e-29	1.879025459016e-28	NA
P52647	7.99221849424642e-07	7.00720985347766e-08	5.01670763618807e-06	1.17612041530943e-05	2.2211087338734e-11	-11.3131987161895	1.12897203124993e-29	5.10029717647028e-29	NA
P0ABI8	8.0456750601754e-07	0.000172349350050671	2.15303085532433e-09	9.08054255604745e-14	2.6942307365157e-12	-12.747803755788	3.20651956319602e-37	2.0752306386527e-36	NA
P25798	8.11351005926137e-07	7.9472653508269e-10	1.65855037278375e-07	2.73009072096554e-10	2.45929135897913e-05	-11.71687554997	1.04453733966069e-31	5.22042089062522e-31	NA
P0AAN9	8.60432089395821e-07	6.67961346084217e-08	5.56128046009834e-11	2.68880571042507e-12	2.07945756985092e-16	-14.1039929593637	3.58875653250164e-45	3.30739802035351e-44	NA
P0AFD1	8.68259354922609e-07	7.93336808439541e-05	1.13390051163964e-08	4.01810446258713e-08	6.47692274111777e-16	-12.3030958307838	8.7167955515314e-35	4.92242572321773e-34	NA
P77302	8.87216806296803e-07	0.000284184536477935	1.97584966454448e-10	3.50421408000217e-10	6.91146455009889e-11	-12.1031561195971	1.01627361879157e-33	5.4707813497565e-33	NA
P34209	8.9494422872349e-07	1.25264438670224e-05	4.9652833167785e-06	4.63953059337703e-10	3.99755205380884e-11	-11.6413468605316	2.5397292993093e-31	1.24236439609525e-30	NA
P0ABJ9	8.95007327713147e-07	0.000536204867601868	1.09031225678226e-07	3.61665922996243e-14	5.31891376963534e-14	-12.5873347664779	2.47903091461293e-36	1.51906575193303e-35	NA
P0ACS7	9.32959160118976e-07	2.05234809151706e-07	3.65932706410661e-07	2.0023794612934e-13	0.012737981007301	-10.8555221988127	1.87730670708086e-27	7.57498187935953e-27	NA
P65292	9.50094042645306e-07	0.00163217756028824	0.000329126521196975	9.91515536759899e-08	1.14173509126327e-07	-9.60946053996859	7.29300712430096e-22	2.29864410593562e-21	NA
P76010	9.92056375655637e-07	0.000910547369791779	3.16735658555985e-05	7.49869335177671e-08	0.144322791069324	-8.13332354709667	4.17677888679555e-16	1.01618780941678e-15	NA
P0A9M8	9.92137300806143e-07	1.03680225611164e-05	1.1196547692861e-10	7.56686862791198e-11	1.21501275452796e-16	-13.3978551659038	6.22358364690841e-41	4.76383279816511e-40	NA
P40120	9.95426501786767e-07	0.00036280264443424	0.021571443816722	2.37046906188095e-11	2.6248115452921e-10	-10.2620756228583	1.04437380907308e-24	3.79532690237282e-24	NA
Q47710	9.96701592460334e-07	0.331797610000624	0.0106589726236537	2.99050398439776e-05	0.464524204519664	-5.18497356560648	2.16045506380428e-07	3.50541441338385e-07	NA
P19318	9.99223201994801e-07	0.669745466425889	1.34691867547163e-06	1.67329626855349e-09	0.00291269669080937	-7.90598879126223	2.65815096893843e-15	6.21133857244843e-15	NA
P0AA31	1.01001753789453e-06	0.0003457312246897	1.4977882295091e-10	9.84613805445446e-14	7.81491811216385e-15	-13.182288974484	1.10971993795107e-39	8.09112258556729e-39	NA
P33235	1.02529824112669e-06	0.0972521592195976	1.16419332746469e-06	2.38309219615293e-06	0.0587867830824067	-7.56158367578022	3.98191129262484e-14	8.87265340252188e-14	NA
P76520	1.04916488728098e-06	2.76706831942178e-06	2.1261764282442e-05	1.84725229690614e-06	6.03997097319782e-06	-10.0106502564168	1.36850062744988e-23	4.70600812782764e-23	NA
P0AED0	1.08888587225563e-06	8.91234595387534e-09	8.5478768349535e-09	1.23308984600194e-09	7.11283736600108e-17	-13.5209088535353	1.17712485763317e-41	9.28799887666717e-41	NA
P09833	1.12349315830191e-06	6.55770321289273e-07	1.20645903512618e-09	4.08663470460394e-15	9.80937741495555e-09	-12.9313043055608	2.99691156129666e-38	2.07353880997823e-37	NA
P0AFF4	1.21898011811875e-06	0.176121597389314	2.31813379797752e-07	1.91999601970931e-14	0.0836956266534636	-8.77934808942807	1.64424908977669e-18	4.52610502132078e-18	NA
P07118	1.32724687829713e-06	1.18490159225999e-05	6.44306299690312e-06	1.46318136902809e-06	1.46790756037681e-11	-11.0061281211557	3.57019235646999e-28	1.50930700721227e-27	NA
P0A7N1	1.3437600641745e-06	6.44150557930569e-12	2.10251874144443e-07	8.91285822227308e-14	6.64590330023836e-11	-13.5553584760195	7.36514549659241e-42	5.85148111177549e-41	NA
P0A7A2	1.36109308981028e-06	0.00162207358589117	0.0774530798854612	3.31285252258948e-08	3.05428752477018e-07	-8.69631284256812	3.42842403989748e-18	9.24951872122224e-18	NA
P23827	1.41106933055913e-06	1.75445149131511e-10	4.79640763658688e-13	1.24125919984592e-10	1.82586936973131e-13	-14.1721862698711	1.36193481996755e-45	1.2860236988546e-44	NA
P77213	1.41202257624298e-06	1.74271908562843e-07	9.9799168375882e-08	7.75457679183793e-13	3.78695613004938e-10	-12.6120967082723	1.81109752866123e-36	1.11571355776349e-35	NA
P0A6F1	1.42431880620012e-06	5.77395905991188e-06	6.27007486718371e-08	7.60197175520831e-07	8.45762020798792e-12	-11.5791703304156	5.25521940004002e-31	2.54905799951415e-30	NA
P29208	1.44203039080558e-06	0.427755357670599	4.28362257761253e-07	2.78095896057112e-10	1.52356953363715e-08	-9.62585125717387	6.21898339381425e-22	1.96820573342693e-21	NA
P0A9T8	1.4494075381985e-06	0.000214793459334267	9.80696598961492e-06	5.71526010089665e-09	4.19077168072413e-11	-11.0327182251821	2.65710462985819e-28	1.13791246602105e-27	NA
P02942	1.45772999056484e-06	3.8384145365402e-07	0.000267544742656127	6.89185831201176e-09	1.48613242012938e-08	-10.868077255375	1.63612486517428e-27	6.64838040451772e-27	NA
P25522	1.48771749735189e-06	0.00245119124885312	0.0959483359223469	6.81483541292356e-11	2.51902642137108e-08	-9.23979661374969	2.46966222595006e-20	7.30436684029389e-20	NA
P0A847	1.50691460620881e-06	1.55644148372755e-09	2.59545446564314e-09	2.7801091566253e-10	3.75458532760047e-06	-12.1273053563321	7.5699550038697e-34	4.10380619503901e-33	NA
P0A7K6	1.51434354602127e-06	5.54405301088625e-05	2.32223597765675e-07	1.05725045048446e-14	5.96448439830904e-14	-12.8063209688215	1.51131874586453e-37	1.00348080417057e-36	NA
P0AG48	1.5254028737957e-06	5.66079000041276e-05	5.25396358705021e-08	1.31208361194211e-13	4.7901944471256e-13	-12.6535753084665	1.06897173792435e-36	6.67455524167398e-36	NA
P77717	1.52777231988605e-06	0.0122807664444954	2.61234810905308e-08	7.718872383943e-10	3.24808269281886e-12	-11.2996634037149	1.31721898824969e-29	5.9159308945951e-29	NA
P05719	1.52999084205716e-06	2.29792540358016e-09	9.69206401045497e-12	3.9664328468686e-13	1.6620958049648e-13	-14.1683526002098	1.43835254936122e-45	1.35263847907276e-44	NA
P45470	1.53742006063254e-06	6.66436911646822e-08	1.46625854894503e-07	9.09149197099711e-09	4.07538307666735e-08	-11.6543737209997	2.17977131203142e-31	1.07083008591053e-30	NA
P00805	1.61379651161146e-06	3.09655064042577e-11	7.16346360577476e-12	3.5966280570214e-10	4.4830310184517e-13	-13.9783900532935	2.1121195842382e-44	1.90090762581438e-43	NA
P0AEI1	1.68640542383627e-06	7.60388651725425e-05	1.36880581303909e-08	5.21186649897497e-11	4.72087868779156e-12	-12.1942781772556	3.33445546573717e-34	1.83355259977528e-33	NA
P76121	1.8003865983778e-06	5.47975495648601e-06	1.49270292466126e-09	9.32702628743719e-16	0.0171479309311413	-11.1935167904668	4.3868202926869e-29	1.9399681294339e-28	NA
P76535	1.83211608997126e-06	6.03687840282026e-10	7.90725927000453e-13	8.95981471577288e-13	1.58278673217916e-13	-14.3613382076707	9.04633399147125e-47	9.10163909010906e-46	NA
P76007	1.97202984075948e-06	0.0699104766866752	3.82919258042981e-09	4.30896668170062e-05	0.000626953360300444	-8.50574959628629	1.80426006357585e-17	4.71316914566752e-17	NA
P0A8W2	2.15487239099388e-06	2.59301904878537e-07	1.34858356510389e-08	7.67620203983452e-07	1.98049235280447e-15	-12.4495067651317	1.40712052145534e-35	8.186883033922e-35	NA
P46852	2.28936672448491e-06	0.00258971362368417	8.20591871566539e-09	9.30645911421775e-11	8.07660231140361e-08	-11.0176710626068	3.14080191766888e-28	1.33759845070408e-27	NA
P00954	2.2969039720377e-06	0.701335841050101	1.45930697030015e-10	3.15576164359792e-08	3.48599833334874e-12	-10.1183404466778	4.5811717987614e-24	1.61638894706681e-23	NA
P45800	2.40743924141108e-06	0.00592395828614436	0.00426647848932725	2.352687772347e-12	3.49153168162059e-10	-10.1965692580446	2.05400199338592e-24	7.35990760927084e-24	NA
P00962	2.52387889732859e-06	0.000669537171199014	2.31918433977007e-05	3.15849106719037e-06	4.98396885602192e-10	-10.0483611378722	9.34078779275034e-24	3.23626692849576e-23	NA
P08312	2.62203817491069e-06	0.143122772357381	5.59697468719101e-05	0.000226548831830611	3.16791806370371e-05	-7.59874289328416	2.990211883114e-14	6.71486177260688e-14	NA
P08956	2.66568284209763e-06	1.29439614687038e-06	4.60182595377248e-07	5.03239993997054e-15	1.70415820024502e-13	-13.0478544354952	6.53623230572032e-39	4.64798741740112e-38	NA
P0AE82	2.79174102727984e-06	0.00516459388502333	0.000386101303710373	1.89592273131617e-11	5.6455180647307e-07	-9.8156405487054	9.64236393074346e-23	3.19654769732848e-22	NA
P43329	2.81835757885539e-06	2.76385206111561e-09	5.02073471239729e-06	8.67454680196146e-07	6.13331610301232e-15	-12.2007136634647	3.0811158758769e-34	1.69829927703837e-33	NA
