Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P23538	-3.07725843094564	-3.14222708860133	-3.01228977328996	22.9800504862958	-94.0401383931954	4.61089234831352e-95	1.3500692795862e-91	207.114828043866	P23538	40	-95.8669506525842	3.26655131847144e-98	9.56446226048437e-95
P22259	-2.91329554680141	-2.98241043110407	-2.84418066249876	23.3198086585817	-83.6885691615568	2.43716998953637e-90	3.56801686468124e-87	196.365960431788	P22259	33	-85.2100201573967	2.75788743910226e-93	4.03754721084571e-90
P37689	2.72445748123124	2.65374424764283	2.79517071481966	22.3156762335953	76.4949069054468	1.04047960789267e-86	1.01550809730325e-83	188.070644483957	P37689	25	77.7564516032769	1.8073087953096e-89	1.76393338422217e-86
P0AEE5	-4.87663472835814	-5.01203902094711	-4.74123043576918	21.1855639476629	-71.5057518823634	5.43094680150141e-84	3.97545305869903e-81	181.844977339464	P0AEE5	18	-72.6049862518339	1.28206497315537e-86	9.38471560349729e-84
Q46851	-2.44470567970832	-2.5138105795336	-2.37560077988305	20.7070873163395	-70.2378036813403	2.84908972173782e-83	1.66842694104967e-80	180.193935550452	Q46851	18	-71.2008809083925	8.29552680362907e-86	4.85786049620518e-83
P0A796	1.7502067758798	1.69980294159188	1.80061061016771	23.2833719809457	68.9412206915075	1.59900339187829e-82	6.6884027591709e-80	178.474817920543	P0A796	20	69.881599036317	4.95383062150487e-85	2.41746934329438e-82
P0A8A4	-1.57647445073322	-1.62184665105561	-1.53110225041083	19.6996654881101	-68.9843027256381	1.50917788674555e-82	6.6884027591709e-80	178.532450992793	P0A8A4	12	-68.8953191506588	1.92486254642684e-84	8.05142505133971e-82
P76503	-2.57323341447919	-2.64861890899269	-2.49784791996569	19.2477759551016	-67.7711066308933	7.79189245903335e-82	2.85183264000621e-79	176.89575360343	P76503	9	-68.0956296241442	5.86570625551521e-84	2.14684848951857e-81
P76594	-2.34787836329021	-2.41755436466005	-2.27820236192037	18.7671693954875	-66.9029946486732	2.56642243966895e-81	8.34942767038964e-79	175.706784178318	P76594	16	-67.7384283469185	9.68812373967037e-84	3.15186958997276e-81
P25553	-3.74293013089952	-3.85525837647815	-3.63060188532089	23.3531164620891	-66.1570189364988	7.23356834551626e-81	2.11798881156716e-78	174.672908017408	P25553	26	-67.2335751538085	1.97753528356308e-83	5.79022331027271e-81
P27306	-1.98379731761116	-2.04398557474122	-1.92360906048111	21.134105952709	-65.4393104047094	1.98124260346203e-80	5.27370758448801e-78	173.667345386046	P27306	23	-66.4784753803762	5.8049616754738e-83	1.54517525325339e-80
P37440	-2.42939371662697	-2.50914286130134	-2.3496445719526	19.8844114416319	-60.4818480994713	2.82487581122066e-77	6.89269697937841e-75	166.412150285651	P37440	11	-61.0342050080161	1.96844906674591e-79	4.80301572286002e-77
P0A836	-2.17613002275307	-2.24860635324256	-2.10365369226358	24.3937174155003	-59.6131165378953	1.06891635095807e-76	2.40752851969634e-74	165.081439861172	P0A836	27	-60.6228641035129	3.74032644672848e-79	8.42436602770845e-77
P0A9Q7	2.57380971659442	2.48720921870967	2.66041021447917	24.6046673731894	59.0077738089512	2.73153411422852e-76	5.71280849032936e-74	164.14303861415	P0A9Q7	59	60.1032269520706	8.46582960869255e-79	1.77056779244656e-76
P0AGE9	-2.13676733880927	-2.20908823536228	-2.06444644225626	24.2718564816835	-58.6606158893736	4.69757707851481e-76	8.5965660536821e-74	163.600667106312	P0AGE9	19	-59.5049848227454	2.18631288921025e-78	4.26768275973841e-76
P77318	-3.03653856360676	-3.13924961127905	-2.93382751593446	19.5803619798337	-58.6968540151229	4.43846711030305e-76	8.5965660536821e-74	163.657427363735	P77318	9	-59.2777077853215	3.1425340153357e-78	5.75083724806432e-76
P0A9D8	1.08116987713406	1.04432269558737	1.11801705868074	23.4965863375706	58.2562930297299	8.86715004424043e-76	1.52723619585506e-73	162.965064793221	P0A9D8	17	58.6085063622585	9.21656969430133e-78	1.58741859205378e-75
