	t	AveExpr	B	logFC	CI.L	CI.R	adj.P.Val	P.Value	post.df	counts	sca.t	sca.P.Value	sca.adj.pval
P0ABD5	1.7831521815391116	22.69865077087884	-7.134601971949422	0.04980451301216249	-0.005649562794674143	0.10525858881899912	0.09340879998318957	0.07777686282753285	97.4	25.0	1.813154641253538	0.07288792253742042	0.08797025440625186
P0ABD8	-1.854878150060438	22.908565772331904	-7.007251896810028	-0.10155966291966934	-0.2102670478492048	0.007147722009866145	0.08097935319272165	0.06673605848840074	97.4	5.0	-1.8588253268748862	0.06607128234064072	0.0803058176394338
P0ABE2	3.222532691319638	20.11256481005219	-3.7375290607262706	0.20802948557189183	0.07986114943390865	0.336197821709875	0.0024810619585198925	0.0017447085288908668	97.4	4.0	3.2284587364139	0.001696628549780543	0.0024150356799987507
P0ABF1	9.116859869835642	19.503671454524248	21.395473406771536	0.3904073454378505	0.30538640905958925	0.47542828181611174	4.191789252963001e-14	1.3457246918665372e-14	97.4	14.0	9.230857870911084	5.941895420309889e-15	1.8747704515805338e-14
P0ABF4	-33.392597287933455	17.27026756110994	112.76150436413137	-1.425516445993253	-1.5102733755167088	-1.3407595164697972	1.1635293157649618e-52	4.609610677210914e-54	97.4	4.0	-32.87524960654474	1.583680657422914e-54	3.7096135719474343e-53
P0ABF6	-5.883490534973539	20.108826489258703	6.181327360869776	-0.20769580051720027	-0.2777841510563945	-0.13760744997800606	1.2294558127959248e-07	6.084294647340489e-08	97.4	11.0	-5.9255396562960065	4.7048775928160186e-08	9.513730381053386e-08
P0ABF8	-6.937472224298168	17.485636106714306	8.83404587458621	-0.8615970425063892	-1.1106603437814382	-0.6125337412313403	1.1948475243383892e-08	5.504949830370516e-09	56.4	2.0	-6.92388015286889	4.473369927803496e-09	9.70943450601085e-09
P0ABG1	-5.54702596481636	15.902647844559405	3.046279650732874	-0.8980392337720886	-1.2254072721490246	-0.5706711953951527	3.830024901122271e-06	2.143924457971107e-06	42.4	2.0	-5.613157267353008	1.3882362837305358e-06	2.534137056585417e-06
P0ABG4	0.3185885507930963	17.169501165243634	-8.625156268183805	0.02324611156876344	-0.12246154381505514	0.16895376695258202	0.7748721109772516	0.7510543206808198	68.4	2.0	0.30637147593555736	0.7602524720176811	0.7838095908689332
P0ABG7	-3.6747927661811817	18.589795639066917	-2.49410423405054	-0.20813710835309251	-0.32153944073149704	-0.09473477597468799	0.000785965442548869	0.0005253191158019592	60.4	3.0	-3.5724799123038395	0.0007017951613058124	0.001039907000153552
P0ABH0	7.866024070574658	20.454206426526287	15.319729516011032	0.21858882369966892	0.16341591695837418	0.2737617304409637	1.5788836787151913e-11	5.969345055798213e-12	97.4	12.0	7.899042211515709	4.300192301203894e-12	1.1404857842323372e-11
P0ABH7	-54.06698216719197	25.0256028479444	156.1176812546846	-1.7179628828249776	-1.781049149894503	-1.6548766157554522	9.698478363089201e-71	8.280804613293375e-73	97.4	24.0	-54.94688479446657	4.112665982900796e-75	4.816754399173412e-73
P0ABH9	4.042248579506039	21.56771439179291	-1.1018142102443473	0.12147982190855089	0.06181280678661894	0.18114683703048284	0.00017003503638767726	0.00010801406000036875	97.4	38.0	4.122293544450906	7.890341235746355e-05	0.00012610763721760548
P0ABI4	-6.734724762848823	19.853153866585128	9.994020942742344	-0.34147583363282763	-0.4421442659442476	-0.24080740132140765	2.8888089940076375e-09	1.2776665461884871e-09	97.4	4.0	-6.690014393846692	1.4176479124227934e-09	3.1905250480968016e-09
P0ABI8	-15.134048507506805	21.290547606732467	49.98691101515554	-0.9115429583359429	-1.0311275436731058	-0.79195837299878	3.56265508409113e-26	5.584899875675644e-27	97.4	7.0	-15.271578310149662	1.355012366684259e-27	8.700605722919979e-27
P0ABJ1	-15.16437689345505	22.391414079958395	50.12207746188821	-0.7402393278686645	-0.8371565076753092	-0.6433221480620198	3.1281316173661856e-26	4.882363897323589e-27	97.4	11.0	-15.336068139411303	1.012803269139967e-27	6.517555982509501e-27
P0ABJ3	-2.89773647774315	14.083966697961946	-4.577782133512639	-0.4935253915883244	-0.8402909344430395	-0.14675984873360937	0.00909050011900019	0.0066936879291545105	35.4	2.0	-2.9128809581185897	0.006165680331627285	0.008387291856548351
P0ABJ6	-6.422016093595286	15.259866983792493	5.760176106717596	-0.5272303204225377	-0.6933758990003812	-0.3610847418446942	2.835829537445591e-07	1.4430963151618615e-07	41.4	3.0	-6.381541619497162	1.190789128073205e-07	2.349481514149828e-07
P0ABJ9	-14.416443504573241	22.70270722175784	46.75601505590424	-0.841930009862665	-0.9578800861022447	-0.7259799336230852	8.136996773522719e-25	1.3895144763529232e-25	97.4	12.0	-14.607610156131782	2.7952757386729787e-26	1.6635299517956263e-25
P0ABK2	-9.519277903464129	17.912157052738483	23.36788262972525	-0.9762422679449969	-1.1798558688974758	-0.772628666992518	6.160298121790168e-15	1.8686680336853992e-15	97.4	2.0	-9.47182408806957	1.7890612311668816e-15	5.826886857460099e-15
P0ABK5	-6.428679671626849	25.965582401986023	8.599522787579359	-0.17580477541807227	-0.23010005384402477	-0.12150949699211978	1.1382125629513635e-08	5.235272467729662e-09	97.4	24.0	-6.534010520785688	2.933655971751274e-09	6.443919493839258e-09
P0ABK9	-9.145788307343329	17.634261585234956	21.537127485475324	-0.8227303009338982	-1.0013336222731701	-0.6441269795946263	3.65297597425276e-14	1.1677546147201445e-14	97.4	6.0	-9.255521931776972	5.255204968088517e-15	1.6634854212500736e-14
P0ABL1	-4.245708422326609	15.069493261947233	-0.48573261689899905	-1.3598024585506998	-2.0005929185502023	-0.7190119985511975	0.0001237089296078608	7.774058417980324e-05	62.4	2.0	-4.329078389701967	5.5225829651567696e-05	8.928836511308129e-05
P0ABL3	-5.946796010582806	16.79780584544093	5.953464008357043	-0.6485631314293911	-0.8659030969967357	-0.43122316586204656	1.707768555929286e-07	8.568005494057791e-08	76.4	2.0	-5.913564367197745	8.84538954407945e-08	1.758268878823125e-07
P0ABL5	-5.8489996585870925	16.635078403531743	5.536201628746307	-0.40237973716234166	-0.5394757691427172	-0.2652837051819661	2.524514787858133e-07	1.2803635450714918e-07	76.4	2.0	-5.619945274238136	2.973524242891957e-07	5.694230858853924e-07
P0ABM9	3.3033158930714763	16.656867699632556	-3.4982275370023768	0.17626408850765074	0.07032239383932538	0.2822057831759761	0.001936989226530261	0.0013508647542946697	97.4	4.0	3.288414882481171	0.0014025982999369233	0.0020121547389589964
P0ABN1	-3.17235463248081	17.38434699413853	-3.945759833072705	-0.3239526506435553	-0.528411131871417	-0.11949416941569357	0.0034084207478919343	0.002429431045372427	60.4	2.0	-3.133595732828129	0.002664072246931777	0.003730465585373622
P0ABN5	-11.758359839240677	17.533599328170446	34.28870687256474	-1.117432005988043	-1.3061127338089258	-0.92875127816716	1.461723102833178e-19	3.4296576900491573e-20	97.4	2.0	-11.660660676137223	3.465028471989397e-20	1.4640120297236587e-19
P0ABN9	8.910829803044201	17.769396228106476	17.22264997517869	1.8009947587912727	1.3967586442834494	2.205230873299096	3.6362153282093313e-12	1.3250825666664469e-12	63.4	2.0	9.01856998710189	5.693526943499402e-13	1.5922298844857927e-12
P0ABP3	10.96856530090028	17.93854873340476	12.156287944862349	0.6165153191526933	0.49940277362520513	0.7336278646801815	1.2344987200919173e-09	5.329256769795708e-10	23.4	2.0	8.026236581189439	3.5786164896052656e-08	7.312064955732183e-08
P0ABP6	-6.644002088935946	18.785422865559305	3.845362783667994	-0.2674926768081498	-0.35137906773087235	-0.18360628588542727	2.9947796398769184e-06	1.6497881007928515e-06	23.4	3.0	-5.0418164532058025	4.009059217413919e-05	6.573475271115475e-05
P0ABP8	-6.543357776214847	22.653038047134118	9.119223499717785	-0.1426435823608614	-0.18592532647183535	-0.09936183824988742	6.821844316391699e-09	3.094060536942683e-09	97.4	21.0	-6.634389142152067	1.838548773407924e-09	4.096857540744598e-09
P0ABQ0	-13.96322257358065	19.54828358001256	44.68381807832789	-0.38301952039292075	-0.4374808738985642	-0.3285581668872773	6.1277913462123034e-24	1.0924546047550624e-24	97.4	13.0	-14.045643454898656	3.77559070531098e-25	2.1218674827544244e-24
P0ABQ2	-12.643013658043033	18.736640754430667	38.517155725766024	-0.9916651987123402	-1.147393536638454	-0.8359368607862262	2.406199245151679e-21	5.070440349243804e-22	97.4	13.0	-12.82903558995304	1.1961008992286126e-22	5.760170119969371e-22
P0ABQ4	-7.353032232582985	19.124196268048753	12.87650430954079	-0.34785841083544966	-0.44178514494724264	-0.2539316767236567	1.716286715306037e-10	6.975345598409099e-11	97.4	5.0	-7.335084825754555	6.629799698244939e-11	1.6326369652196115e-10
P0ABR1	3.1961502983094685	16.32060995681778	-3.814653106360823	0.2579918128542644	0.09772931271569998	0.4182543129928289	0.002685669535738725	0.0018950113595752071	97.4	3.0	3.1988523596185274	0.0018621873177589704	0.002641707590309237
P0ABS1	-9.100832419663273	22.51774263542539	21.317003755987855	-0.41227567240811425	-0.5022170995212865	-0.32233424529494203	4.5200525410131744e-14	1.455740965223847e-14	97.4	9.0	-9.174305015722089	7.873977520119805e-15	2.45266023179902e-14
P0ABS5	-8.12271046820829	18.735505982522035	16.555530615328898	-0.21421906608730268	-0.26658035536154034	-0.161857776813065	4.701838082720794e-12	1.7246496246045535e-12	97.4	14.0	-8.178954551148832	1.0899069720275782e-12	2.9992928703916814e-12
P0ABS8	-1.3814944759697774	18.63712157636489	-7.759867008671452	-0.10726065859174128	-0.2614109995410444	0.046889682357561885	0.19618555111144162	0.17038929524467078	97.4	3.0	-1.381014199738421	0.17043503557091016	0.19616107867595323
P0ABT2	-6.400406440113134	24.25722179243341	8.471941252417368	-0.3513989277881393	-0.460403838010505	-0.2423940175657736	1.2882211781988626e-08	5.957143016670969e-09	97.4	16.0	-6.493446457348546	3.5408843175452908e-09	7.731326832045198e-09
P0ABT5	2.177832590301402	17.04390940931401	-6.376674780083702	0.17017576019168246	0.015034830430035645	0.3253166899533293	0.0400670703682643	0.0319113415637952	97.4	5.0	2.197645342276033	0.030344238344181405	0.03819773425269267
P0ABU0	13.993584144349658	21.16619259863776	44.823382773925154	0.3251963697937299	0.2790571859131153	0.3713355536743445	5.3639395210972945e-24	9.507802634731885e-25	97.4	9.0	13.810715443571999	1.1333305377853133e-24	6.191029504916786e-24
P0ABU2	5.110996136384304	21.990798197803496	2.93449411926132	0.18060788174051368	0.11044873001551622	0.2507670334655111	3.0249742023491377e-06	1.6705544006825668e-06	97.4	18.0	5.181417996873528	1.1903799194237907e-06	2.1811216546138043e-06
P0ABU5	-17.38969114288709	21.9986414167055	59.72544093399364	-0.5144564028520904	-0.573193149959021	-0.4557196557451597	2.6856926594146857e-30	3.4855300907704257e-31	97.4	11.0	-17.450208768464666	9.709171165359364e-32	7.481171887413741e-31
P0ABU7	16.55727245023827	20.658718443621613	56.20624655074144	1.0129267753068447	0.8914642128199568	1.1343893377937326	8.285572432179876e-29	1.151717206249047e-29	97.4	7.0	16.711192780884733	2.3113319189705864e-30	1.6834775768024568e-29
P0ABU9	7.796574724674445	18.85941291204218	14.986743824771414	0.22770190384427025	0.16971685874990566	0.28568694893863483	2.1674726092277677e-11	8.342696825818628e-12	97.4	8.0	7.742964843783234	9.208346909564522e-12	2.3755403009252302e-11
P0ABV2	9.219866212039038	20.365340208273533	21.899983805110963	0.680206029062397	0.5337291624935174	0.8266828956312766	2.573152627879469e-14	8.12019476830816e-15	97.4	9.0	9.339396938775586	3.460743640008405e-15	1.106228971391333e-14
P0ABV6	2.1180988583807085	19.036586103590725	-6.500260918425791	0.09470990677117186	0.005932518170915113	0.1834872953714286	0.04576676400972905	0.036794727622575886	97.4	3.0	2.0525346383491794	0.0427998760008203	0.05287680883139318
P0ABW0	-4.349514916656681	14.30349350926591	-0.7462733117045355	-0.6952734644509846	-1.0207353621420439	-0.36981156675992527	0.00019951111988922082	0.00012755628976523955	35.4	2.0	-4.348579050765625	0.00011061391235356897	0.00017440901204698436
P0ABX5	-0.14220098810339094	16.782960087068684	-8.01310202555393	-0.04813094262529205	-0.7266208656760031	0.630358980425419	0.9012988817658658	0.8874469522305297	57.4	2.0	-0.14416508653528254	0.8858750826971937	0.8997024773282634
P0ABX8	-19.520322146862807	16.09618761238688	67.54440119349192	-2.401481087440466	-2.6458058637383073	-2.1571563111426246	1.4677071733416886e-33	1.5388869611198717e-34	95.4	2.0	-19.53169956453685	4.191928765944673e-35	3.985054359313637e-34
P0ABY4	-2.5244022940105544	18.65834031925781	-5.599216171645596	-0.12527370911159608	-0.22380054889237821	-0.026746869330813952	0.0173080248179738	0.013258845514588537	97.4	6.0	-2.5322627706246186	0.012931352616149772	0.01697131351864031
P0ABZ1	-17.995418038259952	17.423866347947634	60.43118539099123	-2.451715248215976	-2.722408188816725	-2.1810223076152266	1.4434895092356044e-30	1.8339415896026123e-31	92.4	2.0	-18.067085554709386	4.437723696330026e-32	3.5023328794755574e-31
P0ABZ4	1.4983659817348365	20.166387905631467	-7.593503986522246	0.05466291030060688	-0.017768681365895933	0.1270945019671097	0.1598717005000362	0.13737609236956663	97.4	7.0	1.494692668045429	0.1382275451694146	0.16105461689456663
P0ABZ6	-8.607232166229956	22.224627632738382	18.906031190288267	-0.26100338963456693	-0.32120884050131143	-0.20079793876782245	4.70838353828589e-13	1.630567249939171e-13	97.4	24.0	-8.747574435111373	6.564897826393039e-14	1.9202818017661156e-13
P0AC00	-0.18383604774233142	14.423561000799987	-8.479452367942661	-0.028724447878730075	-0.3509546064383695	0.29350571068090936	0.8711345040203515	0.855663536052777	27.4	2.0	-0.18471157947126238	0.854815652234444	0.870271289896541
P0AC02	-4.575268816310897	22.404897849883746	0.8360465215235173	-0.18093945431617442	-0.25945756545741416	-0.1024213431749347	2.4370134105889285e-05	1.4457282425522433e-05	97.4	16.0	-4.635764360602667	1.104636802061615e-05	1.8837370742203897e-05
P0AC13	6.52881205200035	20.571566760901632	9.053111163504513	0.1792646171171839	0.12474992114189713	0.23377931309247063	7.271817772982097e-09	3.3080810360697246e-09	97.4	14.0	6.57853171255922	2.3852419326167433e-09	5.259027393600772e-09
P0AC16	1.1473572722583905	18.53369488162227	-8.032047476808282	0.14266474841457466	-0.10501770054929424	0.3903471973784436	0.2855874007384489	0.25486334635572644	78.4	2.0	1.1486568164900366	0.2541900413352115	0.2854884699000764
P0AC19	4.056718118153904	20.40683636949554	-1.0513815596952476	0.20602945745800838	0.10519530082314013	0.30686361409287666	0.00016157875582581763	0.00010247669042641507	97.4	8.0	4.090124063124058	8.883501810339718e-05	0.00014128676426221996
P0AC23	-6.7923421028407445	18.3225233235155	10.2591590219613	-0.8537517220681963	-1.103306117941209	-0.6041973261951836	2.2271650522385538e-09	9.774272855623434e-10	97.4	3.0	-6.857846049973104	6.442526667570522e-10	1.4818317425488207e-09
P0AC28	-4.49240575232499	15.949969945178047	0.48816739983939783	-0.2985456793094379	-0.4305842022157843	-0.16650715640309147	3.502723609375026e-05	2.0994808519307273e-05	92.4	2.0	-4.3394339141660945	3.646142716257937e-05	6.004446497864589e-05
P0AC30	-1.3119663021677679	18.83375877546895	-7.852684389906936	-0.061279211488205476	-0.15401421037836316	0.03145578740195221	0.22015886631705262	0.19271419889706484	97.4	7.0	-1.31801193566917	0.1905910728214184	0.21815897623968455
P0AC33	-35.16749717678915	22.496182894758547	117.31655539157886	-1.659685165478038	-1.7533847001321394	-1.5659856308239366	1.4031881677809598e-54	4.984001688839475e-56	97.4	26.0	-35.74458569653602	8.481767362948858e-58	2.4111276542441027e-56
P0AC33;P14407	-22.740737141344347	21.945276187310164	43.071368972678265	-1.4035000905303008	-1.5285104014497	-1.2784897796109016	9.065855273527895e-23	1.7462917944910287e-23	40.4	13.0	-23.481156113248055	3.648904848280082e-25	2.0546141145700155e-24
P0AC38	-33.300000930091244	21.4360082199302	112.51823293551732	-1.7452008091200781	-1.8492537461154006	-1.6411478721247557	1.4553321383907148e-52	5.870205828376714e-54	97.4	14.0	-33.75450107251587	1.4872965163623705e-55	3.7541415516457074e-54
P0AC41	-45.60463127340014	24.022740855384175	140.5981192079101	-2.30011145187774	-2.4002481148735217	-2.199974788881958	2.4835851142151166e-64	4.3471123693641104e-66	97.4	32.0	-46.377221650528924	3.3418406480066615e-68	1.996920289257858e-66
P0AC44	-36.602681124741686	17.657881207453624	100.12558440085455	-2.6422431099312647	-2.7861331931199977	-2.4983530267425316	3.7450079647395743e-47	1.9697104732578362e-48	75.4	2.0	-35.234672549095606	1.3939870668748825e-48	2.6332865366513907e-47
P0AC47	-3.7867932365878945	21.927946555086734	-1.9708446471672945	-0.20303354777175286	-0.30948446154655085	-0.0965826339969549	0.0004089516373735017	0.00026829649178014044	97.4	12.0	-3.835110650187405	0.00022274883508832641	0.0003427265313392642
P0AC51	-12.209678135738862	18.835930852730236	36.45451683170125	-0.5734285342836927	-0.6666741170599575	-0.48018295150742785	1.7780588812119978e-20	3.9593387655403776e-21	97.4	6.0	-12.229811109474275	2.1569572352978565e-21	9.627394489256287e-21
P0AC53	7.190830939520765	22.184288233339124	12.11291698711012	0.19485973948461321	0.14105801176078925	0.24866146720843718	3.649454827451859e-10	1.5056493960252206e-10	97.4	30.0	7.325957045281557	6.92720416236902e-11	1.7015816935752088e-10
P0AC55	7.078235497510405	15.914831865018042	10.926032001169734	1.1384694327678702	0.8179408633649532	1.4589980021707871	1.6754731503048921e-09	7.295861566389131e-10	76.4	2.0	7.081059879244966	6.036624301753017e-10	1.3917508626403806e-09
P0AC59	-13.726154215227469	24.027380853782564	43.5904533725624	-0.5474197777390231	-0.6266014725389063	-0.4682380829391398	1.7587316576981055e-23	3.2435624834596213e-24	97.4	16.0	-13.908270082091393	7.174521225686947e-25	3.956120178683876e-24
P0AC62	-4.217948716559834	22.69358005715746	-0.4809628775410708	-0.3469054922186672	-0.5101967986294338	-0.18361418580790057	9.096919281805348e-05	5.657612709073613e-05	97.4	4.0	-4.248276880251894	4.932908242532346e-05	8.019741995632821e-05
P0AC69	6.395387457822068	22.871119171789026	8.449316478451712	0.2705432086913788	0.18655410265833028	0.35453231472442737	1.315160236052261e-08	6.095192760665704e-09	97.4	5.0	6.351271256352601	6.82386191442247e-09	1.4605458834377917e-08
P0AC75	8.692602655638757	18.22593048389727	19.322070454048934	0.38457708598006235	0.29673821212327534	0.47241595983684936	3.13341088245318e-13	1.0744346058685083e-13	97.4	9.0	8.759498802610578	6.18784282620799e-14	1.817252135921464e-13
P0AC78	-4.588491988386294	15.952465368747388	0.4762957608109293	-0.3957187802203137	-0.5683271341631961	-0.22311042627743125	3.99681884468352e-05	2.41747478617982e-05	61.4	3.0	-4.596984756952631	2.1891564316466804e-05	3.656503155654011e-05
P0AC81	-3.597047824807802	21.096126170993426	-2.589210966680703	-0.23944314862318805	-0.37160599571199826	-0.10728030153437787	0.0007711598306490366	0.0005146333022842273	97.4	4.0	-3.606627424157964	0.0004915000628191023	0.0007372500942286535
P0AC84	2.4734222129902146	19.37820791520054	-5.719935293658823	0.08842884718055899	0.01744673968352027	0.1594109546775977	0.019742347191501294	0.015170861059043002	97.4	9.0	2.4817970861866203	0.014784370996492454	0.019290837022161278
P0AC86	-2.062085469136141	20.662450814882757	-6.613307729581766	-0.08033364516737862	-0.15768073797850693	-0.0029865523562503105	0.0518032484587025	0.04194860044248075	97.4	35.0	-2.0991129878272368	0.03839288025131528	0.04773433264367352
P0AC88	0.6621897426877704	12.528592170427078	-8.2078715254071	0.1735563861341023	-0.3548795865560205	0.7019923588242251	0.5462399241767578	0.5113536995110974	46.4	2.0	0.6764521889705304	0.5021118646387133	0.5375442558179717
P0AC92	8.735537121886862	18.876081485691383	19.531477691153235	0.6972733329590994	0.5387961927669964	0.8557504731512025	2.560497554930159e-13	8.709889223737836e-14	97.4	2.0	8.57883313402878	1.5148320735239445e-13	4.345367342278826e-13
P0AC92;P77695	-4.202966295685347	21.48249568079135	-1.1542692644425223	-0.5361232869068857	-0.7944960280571947	-0.2777505457565767	0.00024398386996286997	0.00015757291601768686	40.4	3.0	-4.282693031386544	0.0001108550089379418	0.00017469508405290292
P0AC98	0.3238748377821307	17.596017663610144	-8.366036603830516	0.06301663011091563	-0.3391373722888315	0.46517063251066276	0.7732090697821336	0.7489142492835146	26.4	2.0	0.3298264106557112	0.7441340011981415	0.7682737501791814
P0ACA1	-12.72521292695979	19.83058509357269	38.906410957439526	-0.4905191774964379	-0.5670513631680765	-0.4139869918247994	1.66241178463513e-21	3.4406473411505766e-22	97.4	11.0	-12.83405169562453	1.1676612804556004e-22	5.632474842131792e-22
P0ACA3	-5.582825818169245	22.6548973050067	4.889943656082799	-0.24973050912326755	-0.33854231630822074	-0.16091870193831437	4.3804278032641775e-07	2.2650162889829117e-07	97.4	14.0	-5.654238180264666	1.5635534411840737e-07	3.060216895579524e-07
P0ACA7	-8.47811898065382	20.920829134673433	18.277773784514984	-0.25471327477828964	-0.31436256159086323	-0.19506398796571603	8.695633001030621e-13	3.061884434447599e-13	97.4	16.0	-8.573333073959175	1.55663884340285e-13	4.455365135370034e-13
P0ACB0	-1.2218315141952636	19.81474990532686	-7.966123290771328	-0.030959665670053482	-0.081267789669699	0.01934845832959204	0.25494107177256065	0.22481483856446433	97.4	22.0	-1.240375938754751	0.21781606179611893	0.24738767608186044
P0ACB2	-4.822246628659912	21.44002845456524	1.786061337540536	-0.12023784552305017	-0.1697423765556597	-0.07073331449044064	9.437315317047564e-06	5.430968684844653e-06	97.4	16.0	-4.866202904479723	4.381892128305754e-06	7.710444802691857e-06
P0ACB4	0.621033135060618	19.416816522744064	-8.519929437922608	0.01581603020714084	-0.034747326384317934	0.06637938679859962	0.5716051743558266	0.5360750713050204	97.4	11.0	0.6205528680029081	0.5363432098431737	0.5718910846397716
P0ACB7	-7.898467269174111	20.752029637130164	15.475494614136567	-0.3117577937995506	-0.39012379377965695	-0.23339179381944425	1.3574289286288976e-11	5.104266565643498e-12	97.4	15.0	-7.9980089211903955	2.6493934507407312e-12	7.110379490163942e-12
P0ACC1	2.0391456976540656	16.44582252448442	-6.658806208712482	0.09708109191542746	0.002557638958599298	0.19160454487225564	0.05455394481120414	0.04423204854926108	97.4	4.0	2.0196532180733966	0.046166481479848025	0.05693995693891955
P0ACC3	-0.725510903778362	21.450779652397262	-8.449202706567819	-0.07916963540709787	-0.29582422030915123	0.13748494949495546	0.5051274232721784	0.4699341191917398	97.4	2.0	-0.7236201603036142	0.47103330197579085	0.5072399809434041
P0ACC7	10.013406539697732	20.770790493027018	25.791745423196062	0.19638919291407575	0.15744982300767135	0.23532856282048015	5.790143455774877e-16	1.6551742050831872e-16	97.4	20.0	10.134393452457921	6.588524946580641e-17	2.341165175192733e-16
P0ACD4	-3.3015643931491176	22.57645430014362	-3.5034659093998703	-0.25416498903588547	-0.407009250469865	-0.10132072760190589	0.001946897070377551	0.0013584394517695822	97.4	9.0	-3.345170920497033	0.0011688418178722453	0.0016908936970009556
P0ACD8	4.527103329574955	17.094716556556943	0.6544474337208648	0.5556380579412448	0.31195532284116	0.7993207930413295	2.9264327629114064e-05	1.744065973797952e-05	97.4	9.0	4.594441127788995	1.3003993129677753e-05	2.21113193285113e-05
P0ACE0	-0.7462957059719076	19.591190961685292	-8.433837318214701	-0.05364358187007667	-0.1963554229897315	0.08906825924957815	0.4930424680143617	0.45734403795321255	97.4	18.0	-0.757811941698502	0.45039317989906935	0.486890386888729
P0ACE3	17.058535423944594	19.003669594872566	58.33592467359709	0.76985591171713	0.6802532542198725	0.8594585692143875	1.0358579920395773e-29	1.3868044155721117e-30	97.4	6.0	17.066870643663545	4.983379926798992e-31	3.703384879611027e-30
P0ACE7	-0.2810074918429112	22.237804953922936	-8.67449163492482	-0.011536231633726857	-0.09304404681471634	0.06997158354726263	0.8014923091229941	0.7793198784402883	97.4	8.0	-0.28218996426540477	0.7783966053607508	0.8005427680000978
P0ACF0	-8.977192385117165	26.018571446755697	20.711987740130155	-0.4755992445595183	-0.580784243470849	-0.37041424564818765	8.138816004049126e-14	2.668464263622664e-14	97.4	7.0	-9.040960046115327	1.528728715472291e-14	4.687034218746459e-14
P0ACF4	-11.783954692302796	25.04948414931638	34.41197710940145	-0.7156134756974524	-0.8361838555662164	-0.5950430958286883	1.298336653837668e-19	3.032999560194552e-20	97.4	6.0	-11.870299845103249	1.2422329293935482e-20	5.3489088489181016e-20
P0ACF8	-13.201170121943127	24.996155647455314	41.146955765564265	-0.7547586796482761	-0.8682725342603327	-0.6412448250362196	1.8779019041485961e-22	3.694233254062812e-23	97.4	12.0	-13.374682318622465	8.861987224347482e-24	4.584434380369157e-23
P0ACG1	14.272964566323274	23.555764616761692	46.1026101372893	0.6767837574982991	0.5826405647578706	0.7709269502387276	1.5404215731376454e-24	2.662067336091696e-25	97.4	12.0	14.442432977620818	5.984668202929783e-26	3.4906590633821525e-25
P0ACG8	-3.157498672728741	16.925227797595465	-3.9267213896609325	-0.34642088553584927	-0.5642490710832382	-0.1285926999884603	0.003017146903955313	0.0021371457236350135	97.4	3.0	-3.1817926780487333	0.001964307607159379	0.0027798417949553705
P0ACH1	0.5777190022393374	15.017480688187682	-8.489675289671297	0.07527907614273488	-0.18571394221614407	0.3362720945016138	0.5991066423827889	0.5657547357200858	59.4	2.0	0.5788612790176569	0.5648714340614918	0.5983876841288162
P0ACH8	-13.773456173339575	15.345014537732972	40.61566809031194	-1.424800835990979	-1.630649453826405	-1.218952218155553	3.7168861017456313e-22	7.413461350476259e-23	83.4	2.0	-13.66719299250476	5.368346244022276e-23	2.659647682317635e-22
P0ACI0	0.6692401589060116	20.318058748678624	-8.488646255878558	0.017683443571513635	-0.03477773346320171	0.07014462060622897	0.5398214398838166	0.5049764084159063	97.4	9.0	0.6647484523265765	0.5077822521542451	0.5428208960597406
P0ACI3	-2.074681508388862	16.626979711009568	-6.586462099795435	-0.1271107000065328	-0.24878699972621637	-0.005434400286849217	0.05048853913075497	0.040797774447870985	95.4	2.0	-1.9902643216667315	0.04942367564786457	0.06077804380384185
P0ACI6	1.2865029003355275	16.91228086579433	-7.885521462884275	0.07680760095905725	-0.04172740171252645	0.19534260363064096	0.22956130756334067	0.20141495871933818	97.4	3.0	1.2721313638054197	0.20635526766485332	0.2350090329532052
P0ACJ0	1.5638495142091169	23.49270438290882	-7.4946631762125016	0.05325622695924892	-0.014356525847859597	0.12086897976635744	0.14217747022388594	0.12120046642036177	97.4	14.0	1.5802883202914344	0.11728301121714958	0.1378028317992833
P0ACJ5	-0.5887961686986231	15.267223882731972	-8.417809821295704	-0.09335744018002501	-0.41451776482321534	0.22780288446316532	0.5936000797307194	0.5595410587625633	40.4	2.0	-0.5951702743094521	0.555049011456788	0.5897284215655855
P0ACJ8	-26.39420957366337	23.4564658645704	92.57228457557962	-1.0432204278374542	-1.121693490913164	-0.9647473647617445	3.908889834726664e-44	2.3629559451728805e-45	97.4	19.0	-26.780344102976894	1.0322326688181902e-46	1.7172598035793528e-45
P0ACK2	-4.506993264439662	18.180124767475565	0.5789915781840111	-0.18196595494291046	-0.26212571618671443	-0.10180619369910647	3.1565898237687355e-05	1.885544945960218e-05	97.4	4.0	-4.421295478860524	2.55273217705161e-05	4.241997624521631e-05
P0ACK5	-7.890797223353728	18.590431274651902	15.438657594619004	-0.2106318502536766	-0.2636294673071391	-0.15763423320021408	1.4035284208437367e-11	5.2967858778426536e-12	97.4	7.0	-7.7515732541677105	8.830332241179165e-12	2.282013486511262e-11
P0ACK8	-31.06885159869679	16.711529863818146	105.72637928595033	-1.4414210883495784	-1.5335464623855237	-1.349295714313633	1.070379249994211e-49	5.081376904002572e-51	96.4	2.0	-28.693877013403025	5.202256794121174e-49	9.955691433455422e-48
