ID	ind.p.lab_A	ind.p.lab_B	ind.p.lab_C	ind.p.lab_D	ind.p.lab_E	stat	pval	FDR	weight
P69797	7.18921716070139e-14	2.74165521158755e-13	7.60899514938515e-13	2.12928790221106e-16	6.03796004812651e-18	325.653935649955	5.78861375409472e-64	1.4061273410432e-62	NA
P06720	7.25794177609983e-14	1.00968474174464e-16	2.70952366335814e-17	1.25755898886781e-21	8.6521432212241e-15	371.478151688102	1.0948361310427e-73	4.56546666644807e-72	NA
P0A6D3	7.44770377944606e-14	2.72825028356696e-14	4.43361784062484e-17	2.86892383069626e-18	7.57691084006267e-21	371.674646159696	9.94476520405534e-74	4.28996595526663e-72	NA
P39187	8.39897673967147e-14	3.52727710084932e-14	1.80723899365451e-16	6.7438244774823e-21	1.89904954739302e-15	355.352780729157	2.91248545658438e-70	9.98224467448509e-69	NA
P80668	9.1825314468237e-14	0.000235536187234182	9.13035343379503e-12	9.3822634142199e-16	1.17316055255052e-08	233.310941692877	1.73620236007622e-44	1.74456960036575e-43	NA
P04982	9.22506220238832e-14	8.01225769228709e-15	3.29967793101552e-15	7.46646427260104e-22	5.65336041828388e-20	377.565849842042	5.56554351263509e-75	2.67788266704096e-73	NA
P61889	9.71470844301152e-14	1.87576610698393e-13	8.89053609277031e-14	3.64052028051531e-14	1.43007481906457e-17	318.097255475331	2.30652286456111e-62	5.06221070801043e-61	NA
P0A6T1	1.20558280852319e-13	3.05490191179209e-10	1.50712593409098e-15	2.04284909717702e-13	1.3252886756607e-18	312.336961174486	3.82162075964771e-61	7.9022273889575e-60	NA
P76108	1.21571866738736e-13	1.79648066073468e-11	2.78998198884863e-13	3.35358093642302e-17	5.67777894983162e-16	312.854335143273	2.97000933862366e-61	6.24450702961043e-60	NA
P02924	1.54109123165164e-13	2.9407517689234e-13	6.54355969571498e-19	2.76516561306995e-19	6.62438752044085e-12	337.397942594114	1.87743301643516e-66	5.27790719901211e-65	NA
P0A830	2.05545492889343e-13	1.38545966086209e-05	4.14778917635987e-15	9.13366359502085e-22	NA	243.922217194284	3.34350687479898e-48	4.06090009745002e-47	NA
P77433	2.21337311043965e-13	5.68899588386576e-18	6.2457191639559e-17	1.00498327839993e-15	1.4256154115072e-17	358.964570489098	4.9824343534462e-71	1.86060458989887e-69	NA
P0AAC0	2.32543584867875e-13	9.41991129052612e-11	3.18993076963882e-06	2.51893309279329e-10	2.02012921413815e-10	218.511050736034	2.19046009438476e-41	1.90959273733473e-40	NA
P0A9P0	2.37719766733681e-13	6.15608787126093e-15	2.57339338242346e-15	4.68306539535112e-20	1.49998220211421e-17	357.257624117573	1.14780131124752e-70	4.13094603657079e-69	NA
