,MeanDiff,MaxDiff
FedProt,2.4766913532498354,29.932267868111314
Fisher,4.421263155574072,39.699521874503944
Stouffer,4.170221300754069,41.7028396914597
REM,17.145112284845524,264.31828995443357
RankProd,13.241104073937564,79.72480635625891
