,MeanDiff,MaxDiff
FedProt,0.07738223700709018,1.525883241431511
Fisher,0.07760308840517775,1.5502282280420903
Stouffer,0.07760308840517775,1.5502282280420903
REM,0.07526874880540088,1.3769044551277303
RankProd,0.07760308840517775,1.5502282280420903
