,MeanDiff,MaxDiff
FedProt,1.0088626293509496e-14,4.285460875053104e-14
Fisher,0.0036968562091992813,0.2721563059898502
Stouffer,0.0036968562091992813,0.2721563059898502
REM,0.01970394741867983,0.4142550555701953
RankProd,0.0036968562091992813,0.2721563059898502
