,MeanDiff,MaxDiff
FedProt,3.8369286366992186e-13,3.042899265892629e-12
Fisher,3.375353632367502,28.002750599259002
Stouffer,3.007696786963961,27.801354950658933
REM,16.627459408991825,252.21320009710138
RankProd,13.78622902593152,87.35030874548801
