Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval
P0AGE9	-2.05084542825643	-2.12233434574935	-1.97935651076352	25.3112891496774	-56.9244537620994	2.69262065574272e-77	6.35234089700636e-75	166.419581215953	P0AGE9	28	-57.6376207387977	4.31668117924288e-79	1.11095676531242e-76
P41409	-1.59175637827575	-1.64670692337036	-1.53680583318114	20.9145941916991	-57.4790071411047	1.06315931625763e-77	3.00980402432536e-75	167.348606314429	P41409	8	-57.5742062435797	4.80866179747988e-79	1.1344434623888e-76
P0A9Q7	2.49958276149297	2.41207781905552	2.58708770393041	25.6647869545752	56.681273757519	4.05806175782847e-77	8.83720987416338e-75	166.009445246487	P0A9Q7	90	57.3867567946685	6.62012892067401e-79	1.44166038264832e-76
P37440	-2.20887299113315	-2.28728927628617	-2.13045670598013	21.7011365776668	-55.8945088515451	1.5475189786197e-76	3.12930444890883e-74	164.670866803868	P37440	12	-56.4215269764771	3.4884119490484e-78	7.05406730554002e-76
P02925	-2.28616547014044	-2.3684571783669	-2.20387376191397	23.7862124276318	-55.1259703567115	5.8204401391381e-76	1.09851106892666e-73	163.345768468199	P02925	20	-55.7613587618381	1.1040419987042e-77	2.08369526555439e-75
P77674	-2.82921489118115	-2.93266662792809	-2.72576315443422	20.9198637722368	-54.2666250936111	2.61352858769483e-75	4.62431214485254e-73	161.843046757225	P77674	9	-54.7671189672672	6.41393015793463e-77	1.13486476731956e-74
P0A9B2	1.26273137788845	1.21604046280535	1.30942229297155	27.6975037315845	53.6640259205598	7.5929756523885e-75	1.26093198652115e-72	160.775706423911	P0A9B2	52	54.5062576258987	1.02273575862761e-76	1.70315584274987e-74
P0A836	-2.07242011986932	-2.14909383893226	-1.99574640080637	25.5565106034605	-53.6334747564486	8.01722916191479e-75	1.26093198652115e-72	160.721290132836	P0A836	32	-54.3110340080828	1.4521410792496e-76	2.28389521964201e-74
P27550	-3.29720676287151	-3.4195185430401	-3.17489498270293	23.5331982068674	-53.4912268410166	1.03307096548114e-74	1.5392757385669e-72	160.467536237927	P27550	27	-54.1238326813657	2.03460002498751e-76	3.0315540372314e-74
P27306	-1.69539129445721	-1.75907948532577	-1.63170310358866	22.2819377691371	-52.8221045162452	3.43363462872261e-74	4.86030981695685e-72	159.265234794392	P27306	25	-53.4789562068289	6.55678325842116e-76	9.28112670229515e-74
P37188	-2.01815241937739	-2.09556775917341	-1.94073707958136	25.2926426349205	-51.7287045431881	2.520765098448e-73	3.39823142557442e-71	157.269157720237	P37188	9	-52.1135012052959	8.16385238918214e-75	1.10056505303689e-72
P09832	1.25687472533257	1.2077013207288	1.30604812993634	24.7698320336497	50.7184973892108	1.64699302570876e-72	1.8650549023126e-70	155.389204306724	P09832	41	51.4784019596321	2.6941046528584e-74	3.46682285101915e-72
P0A9G6	-1.77208734378702	-1.84148329037041	-1.70269139720364	27.4221193803518	-50.6705576218592	1.80197487870215e-72	1.96207341600223e-70	155.299115834128	P0A9G6	43	-51.344128946658	3.47375927519879e-74	4.11000259288832e-72
P25906	-0.982185599674857	-1.02042044856826	-0.943950750781449	21.7964320768412	-50.9728419630092	1.02340043289097e-72	1.2596724458758e-70	155.865831904171	P25906	15	-51.3425328549251	3.48428337086965e-74	4.11000259288832e-72
P69828	-1.62343901169648	-1.68682344570232	-1.56005457769064	25.0217388037519	-50.8227341244335	1.35483709817353e-72	1.59814326038719e-70	155.584809782358	P69828	13	-51.2783802514806	3.93503925398764e-74	4.45603845121561e-72
P08839	1.71830422446665	1.65041062283342	1.78619782609987	24.7849596980152	50.2199034981291	4.21292238213576e-72	4.25956545136655e-70	154.448304309269	P08839	49	50.8959248755808	8.15104136106085e-74	8.87523003583202e-72
P37685	-2.26522869573293	-2.35459500756179	-2.17586238390408	21.9099624910023	-50.2970928320132	3.64075488252629e-72	3.81739891571553e-70	154.594541939794	P37685	12	-50.7953256370026	9.88023325081758e-74	1.03596075307647e-71
P76503	-2.27440537095515	-2.36514769465279	-2.18366304725751	20.0417699696164	-49.7350592641317	1.05885604690046e-71	1.03366257543972e-69	153.524895239519	P76503	5	-49.97254943247	4.82989287785458e-73	4.88336669185939e-71
P07014	-2.26415769336433	-2.35532217992865	-2.1729932068	24.2320575605443	-49.2816959156415	2.52567500457943e-71	2.23443310561386e-69	152.65377194694	P07014	26	-49.8742473728308	5.84758629324875e-73	5.70845406765076e-71
P0AB77	-1.68863624492728	-1.75656421776154	-1.62070827209302	21.0950113098523	-49.3278420108874	2.31101538079817e-71	2.11047888485149e-69	152.742782668429	P0AB77	12	-49.758979818567	7.32048247273139e-73	6.90809529343418e-71
P04982	-2.21946253053168	-2.3048339540619	-2.13409110700146	19.8898048495478	-51.586962667281	3.27348930306754e-73	4.21238555317463e-71	157.007482051539	P04982	2	-49.6602008987787	8.87795051027227e-73	8.1075735143809e-71
P21177	-3.00892894867759	-3.13039981895091	-2.88745807840426	21.4725208209793	-49.1523689014362	3.24087935803705e-71	2.78028165533421e-69	152.403897997075	P21177	5	-49.5324997359161	1.13983579928974e-72	1.00839848368414e-70
P0A9P6	1.5691973393923	1.50397387741949	1.63442080136511	22.4643456579504	47.739556501829	5.14059044473856e-70	4.28029751442791e-68	149.633445291372	P0A9P6	29	48.3519836590802	1.18170834304112e-71	1.00962083559853e-69
P33025	-2.64178888000035	-2.74796633937813	-2.53561142062257	18.9942380039204	-49.3708315800407	2.12763326829654e-71	2.0077765941825e-69	152.825634665769	P33025	2	-48.339126139918	1.21254356800954e-71	1.00962083559853e-69
P21151	-2.63043702332507	-2.74143271958937	-2.51944132706076	21.1946188622056	-47.024743205493	2.14198267870792e-69	1.73255798954918e-67	148.202510783479	P21151	6	-47.3964850459427	8.15446360745816e-71	6.59579613506116e-69
P0A6D3	0.98775901731085	0.94515825411911	1.03035978050259	22.5584395350998	46.0085225694818	1.68644111752347e-68	1.29035535235377e-66	146.133097396095	P0A6D3	19	46.5160956272067	4.99054314520548e-70	3.92450767891019e-68
P37349	1.45358416863796	1.39081850264728	1.51634983462863	21.939163651704	45.9539351245229	1.88633561423731e-68	1.40532003260679e-66	146.020743954331	P37349	15	46.4098967988252	6.22254713439567e-70	4.76108944256058e-68
P39396	-4.89760349036328	-5.1078440431203	-4.68736293760626	22.3639784212912	-46.2244546277454	1.08404980417709e-68	8.52484721007042e-67	146.576331390515	P39396	2	-46.360248592229	6.89974468005139e-70	5.14030978663829e-68
P0ACL9	-1.43466852670157	-1.49703572392401	-1.37230132947913	21.8886665655935	-45.6457142873448	3.55872509586026e-68	2.5186876865951e-66	145.384034363264	P0ACL9	10	-45.9398690128862	1.66140109890581e-69	1.20600679769291e-67
P77399	-2.03608386651723	-2.12459285173907	-1.9475748812954	20.2413247756522	-45.6470761835427	3.5487272716916e-68	2.5186876865951e-66	145.386856422647	P77399	4	-45.7352824392019	2.55481337970559e-69	1.80816916948663e-67
P24203	-1.69286412231421	-1.76714108211345	-1.61858716251497	21.8550291684865	-45.2243824561199	8.52887410571115e-68	5.88908355933372e-66	144.507223197147	P24203	11	-45.6143519952277	3.29749180585698e-69	2.27687787862954e-67
P69786	1.75350804178198	1.67507357835559	1.83194250520836	22.7140606745076	44.3614257768517	5.23000723633342e-67	3.44329081071161e-65	142.687675249441	P69786	18	44.8576734347805	1.65098791009423e-68	1.11284446987542e-66
P0AC41	-2.14220767796666	-2.23910545722171	-2.0453098987116	25.0006000366685	-43.8684623029745	1.49511920340361e-66	9.6197328746264e-65	141.633644287721	P0AC41	47	-44.4148273608913	4.28682548689501e-68	2.82232626823251e-66
P15078	-3.7870401575651	-3.95624127749266	-3.61783903763754	19.832626922575	-44.4121032670096	4.69750464878526e-67	3.16634182397883e-65	142.79542282078	P15078	2	-44.3395795962973	5.04567985438743e-68	3.24643628812973e-66
P0A6J5	-2.01375967355489	-2.10490983687679	-1.922609510233	22.4448501776474	-43.8384158822695	1.5945181738994e-66	1.00312910006871e-64	141.569050762369	P0A6J5	12	-44.2753850929306	5.79951726302991e-68	3.64854074925282e-66
P29012	-2.56295089251297	-2.6795214223153	-2.44638036271064	20.5464505971787	-43.6270832415608	2.51034150932625e-66	1.54495148106579e-64	141.113583863643	P29012	7	-44.0117052558765	1.02947368471966e-67	6.33573913356814e-66
P0AEW9	1.84349347403936	1.75898200205256	1.92800494602617	20.9265683702494	43.284320314379	5.26327678470811e-66	3.17028437819333e-64	140.370558173921	P0AEW9	5	43.4469664500446	3.55592465022542e-67	2.1418771669762e-65
P0ABH7	-1.63587063470638	-1.71213092125558	-1.55961034815718	26.525443313957	-42.5652499086553	2.53096757887535e-65	1.43303384315922e-63	138.794222621877	P0ABH7	37	-43.1119917292555	7.46877939308864e-67	4.4050238462154e-65
P0AE22	-2.29888531649092	-2.4049042466191	-2.19286638636274	20.8454096175599	-43.0267509661381	9.2125180836135e-66	5.43346639473121e-64	139.808674737279	P0AE22	3	-43.0188680966599	9.18858129162476e-67	5.308749721753e-65
P0AFG6	-1.55622859553313	-1.62901609094716	-1.48344110011909	25.7465915400459	-42.424944150257	3.44803000322435e-65	1.87718710367849e-63	138.483828525277	P0AFG6	34	-42.9703913344032	1.02368844112868e-66	5.79612395367058e-65
P10371	1.11217287272757	1.06047708710533	1.1638686583498	22.5661092589191	42.689574103714	1.92588108432879e-65	1.11268762239486e-63	139.068486358906	P10371	10	42.8673067180727	1.28854228342174e-66	7.15267294973912e-65
P77433	-3.3566941040359	-3.51159384194328	-3.20179436612852	20.1128802803508	-43.0051921424248	2.68749140335227e-65	1.49182120840986e-63	138.747876365985	P77433	3	-43.2644493766052	1.4745080557016e-66	8.02756212632929e-65
P76558	-1.53177103639542	-1.6038741853245	-1.45966788746634	23.6613387700396	-42.15453328355	6.27342217050326e-65	3.28889966012865e-63	137.882972857887	P76558	56	-42.7136379638959	1.81746868712104e-66	9.70802613818803e-65
P37903	-1.89550606928188	-1.98478125992654	-1.80623087863723	24.3898633480195	-42.1307370517179	6.61378714215957e-65	3.4042966180825e-63	137.82993040033	P37903	12	-42.5479381207529	2.63675729711608e-66	1.38234442743252e-64
P0A6T3	-1.1611774742343	-1.2157113944435	-1.1066435540251	21.7231063123063	-42.2509567552058	5.06577701261807e-65	2.70588957032486e-63	138.097626309649	P0A6T3	8	-42.3146450743699	4.46224278923547e-66	2.29683806115011e-64
P06959	-0.948746469160739	-0.994466751101308	-0.903026187220169	26.0454578174912	-41.1761688958573	5.63112332824351e-64	2.74857071418231e-62	135.679525130908	P06959	69	-41.8228236682974	1.36441650555967e-65	6.89761272721326e-64
P60595	1.0394677319423	0.989639935855563	1.08929552802904	22.7759884473022	41.3946292783603	3.43587798235362e-64	1.70648606456897e-62	136.175601028563	P60595	15	41.7669991729378	1.55011333990096e-65	7.69889625484141e-64
P00864	1.28864295661066	1.22563889860047	1.35164701462086	24.9979447278622	40.5852985944431	2.16784674739377e-63	1.02286235697862e-61	134.325831198182	P00864	95	41.1212023888146	6.85933934879455e-65	3.34806718904092e-63
P0AFT5	-1.47401749169204	-1.54464266320563	-1.40339232017845	20.5152921693179	-41.4140578224702	3.28855597124242e-64	1.66248249189059e-62	136.219604732632	P0AFT5	3	-40.8226778660573	1.37377691833732e-64	6.59180077256435e-63
P69811	1.55745582959146	1.48107699613899	1.63383466304392	20.8577120138677	40.4620033281826	2.87835287773367e-63	1.33583885194492e-61	134.041130472123	P69811	10	40.790677704478	1.4803545320702e-64	6.98480613381789e-63
P77252	-3.91832056901935	-4.11078200707097	-3.72585913096774	20.2951191510106	-40.3980964168103	3.33494616831295e-63	1.49860834960221e-61	133.893257170271	P77252	2	-40.4508683471155	3.28356539680116e-64	1.52389731776132e-62
P0A9J6	-1.21130226534048	-1.2707254932588	-1.15187903742216	20.466592242592	-40.4483633840804	2.97019210263441e-63	1.35622803912226e-61	134.009586769751	P0A9J6	5	-40.2871340629836	4.8302835883178e-64	2.20556981266576e-62
P25888	1.73323721372708	1.64716988523918	1.81930454221498	20.30398153435	39.9598957130782	9.20408448838723e-63	4.07136924791004e-61	132.873634424023	P25888	7	40.2231102613195	5.61930261027714e-64	2.52511836344358e-62
P0C8J6	-1.90655825609728	-2.00195395773065	-1.81116255446391	25.7835607157042	-39.657555183937	1.86500194614104e-62	7.99972804473529e-61	132.164297026085	P0C8J6	25	-40.1302934047937	7.00015730314035e-64	3.09647583206099e-62
P76594	-1.88845055090529	-1.98293279127108	-1.7939683105395	20.2375748260594	-39.6606747330955	1.85141696251682e-62	7.99972804473529e-61	132.17164055808	P76594	5	-39.8705872605105	1.29763301799679e-63	5.65169088299831e-62
P28904	1.91338463875332	1.82065965938211	2.00610961812454	18.9639651056327	40.9458792598883	9.50323128366322e-64	4.55994029899162e-62	135.154016244575	P28904	2	39.7026390074431	1.93781897144261e-63	8.31206895174852e-62
P0A853	-2.61489230368892	-2.74747802906729	-2.48230657831055	22.066574616908	-39.1346723132651	6.39741409031219e-62	2.62479409995273e-60	130.926084326394	P0A853	11	-39.5494747715844	2.797114684141e-63	1.18188532400047e-61
P46118	-1.24707119239426	-1.30983709810824	-1.18430528668027	20.4237596526872	-39.4250371118886	3.22075078627003e-62	1.36088738446723e-60	131.615487142885	P46118	7	-39.5162877771144	3.0291402073497e-63	1.26110234220691e-61
P0AFG3	-1.58110644316264	-1.66161653570645	-1.50059635061883	24.3918206321116	-38.968657697145	9.49046401679445e-62	3.83821480450644e-60	130.529877520082	P0AFG3	68	-39.4699080916706	3.38633060746964e-63	1.38937709416617e-61
P05042	-1.25323813006614	-1.31719443293481	-1.18928182719747	21.4245835816362	-38.882565592844	1.16510332075763e-61	4.64564436769696e-60	130.323822036741	P05042	14	-39.2531229310609	5.71044207692644e-63	2.30946593139697e-61
P0ACW6	-3.04145386214482	-3.19789927208294	-2.88500845220671	21.7089364472735	-38.5765221112769	2.42341320130685e-61	9.36115007539212e-60	129.588040843598	P0ACW6	5	-38.9324776171339	1.24268604375306e-62	4.95499181671115e-61
P0A968	-1.98284275489194	-2.08484626995173	-1.88083923983215	22.9816025531216	-38.572501157316	2.44692725389974e-61	9.36115007539212e-60	129.578339440035	P0A968	4	-38.7373165850793	2.00029099193018e-62	7.86503305299215e-61
P60757	1.43113631209825	1.35657446316954	1.50569816102696	23.8911545246138	38.0863186166735	7.91629195594189e-61	2.98813633696953e-59	128.39868416722	P60757	22	38.5369921781557	3.26771835311656e-62	1.26724803529767e-60
Q46939	-2.6967838026303	-2.83502952603966	-2.55853807922094	19.0743961091368	-38.7078535741736	1.7687553846711e-61	6.95464790833872e-60	129.904415058747	Q46939	2	-38.3986461726352	4.59214085042108e-62	1.75680415507326e-60
P09831	1.3498305786757	1.27875107715447	1.42091008019693	24.8484080400825	37.6824865413287	2.12030611569599e-60	7.7955670305654e-59	127.408706839993	P09831	101	38.1619329418047	8.24015537086663e-62	3.11038398065646e-60
P21514	-1.84159067222933	-1.93476810409416	-1.74841324036449	20.0968092262615	-39.2181437516497	5.24959202438681e-62	2.18552867956457e-60	131.124731948184	P21514	2	-38.0423059054342	1.10861573115964e-61	4.12959359856966e-60
P09148	-0.832710719816074	-0.876244733469401	-0.789176706162746	20.1909086267512	-37.9550974015851	1.08923101945873e-60	4.05738554748378e-59	128.078018213269	P09148	10	-38.0005487147883	1.22981330863292e-61	4.52156035940233e-60
P0A9D8	1.10843537076436	1.0498010715376	1.16706966999113	24.8369037238529	37.5114023805026	3.2275718595034e-60	1.17144306849412e-58	126.986486573821	P0A9D8	20	37.9444505951596	1.41396884121514e-61	5.13198178138469e-60
P60664	1.03124324664056	0.976404482862121	1.08608201041899	22.6121076513504	37.3145428501777	5.24497515015754e-60	1.856065581262e-58	126.498559758507	P60664	20	37.7455173503153	2.32257614507651e-61	8.32305451482481e-60
P0A8Y5	0.690611098933413	0.653921145213844	0.727301052652982	21.7064756866831	37.3500384819847	4.80452726658338e-60	1.72172363186045e-58	126.58670402884	P0A8Y5	15	37.6073568476166	3.28275728307158e-61	1.16168573354695e-59
P61889	-1.1647645889247	-1.22728576099088	-1.10224341685851	26.7163513177066	-36.9671280306147	1.24236239831452e-59	4.28918042637612e-58	125.631948592277	P61889	29	-37.445683758347	4.92822437974335e-61	1.72244484185845e-59
P23857	-2.22975092579475	-2.34968689758136	-2.10981495400815	22.7266623351695	-36.8902466030593	1.50500151792936e-59	5.13332445452772e-58	125.4392096857	P23857	7	-37.2209483107586	8.69099222694204e-61	3.0005120724967e-59
P37661	-1.22217346881943	-1.28775031017805	-1.15659662746081	20.1068014125616	-36.981712790176	1.19802257639475e-59	4.18716285651055e-58	125.668472540717	P37661	4	-36.7696257593225	2.74011662971729e-60	9.31265932016887e-59
P08331	-1.1443993665561	-1.20693303218394	-1.08186570092827	21.8124471807554	-36.3135230783795	6.41441275375488e-59	2.11153517510233e-57	123.982115427573	P08331	25	-36.7663453384628	2.76320516741146e-60	9.31265932016887e-59
P76108	-1.89151362881787	-1.99465971130359	-1.78836754633215	21.4050974805722	-36.3882693448551	5.30969933347044e-59	1.76844221330057e-57	124.172093171609	P76108	9	-36.7233818253036	3.08436256748136e-60	1.0272741680635e-58
P0AFG8	-1.04238351423254	-1.09949124256139	-0.985275785903687	26.4689569945151	-36.2190715432679	8.1487868788355e-59	2.62150177886174e-57	123.741567743796	P0AFG8	97	-36.7085660721255	3.20364018360214e-60	1.05459364648577e-58
P08997	-0.921755878490345	-0.972340826713888	-0.871170930266801	25.9398967803261	-36.1575728630623	9.52560878431727e-59	3.02999982791036e-57	123.584651045206	P08997	47	-36.6998143314699	3.27627423655503e-60	1.06610716823992e-58
P0A9S3	-2.00857860379084	-2.11842162648947	-1.89873558109222	23.547363458982	-36.2844897742384	6.90368250765536e-59	2.24647415852555e-57	123.908231750686	P0A9S3	12	-36.6635307005891	3.59557196267079e-60	1.15671184390011e-58
P0A6P9	0.912813668790985	0.862658855241826	0.962968482340144	26.6919732027092	36.1138823039039	1.06443747547043e-58	3.31145328907341e-57	123.473031863012	P0A6P9	41	36.6500808381563	3.72175633823682e-60	1.18385305545488e-58
P25516	-1.29064941155657	-1.36151646264219	-1.21978236047095	23.423159289753	-36.1383725138566	1.00018579940019e-58	3.14613999789103e-57	123.535613048402	P25516	50	-36.6192931201427	4.02768945101144e-60	1.26693209286815e-58
P39173	0.868382741680499	0.820575861003104	0.916189622357893	23.3226417006434	36.0433741363659	1.27366717649876e-58	3.91929540942174e-57	123.292652785128	P39173	19	36.4445344884779	6.31347900813023e-60	1.96411638154029e-58
P0AG80	-1.4298280797712	-1.50873580883041	-1.35092035071199	21.3415755962299	-35.9557987451688	1.59235439915084e-58	4.84726376773768e-57	123.06818491099	P0AG80	18	-36.3581549906723	7.88961594843197e-60	2.42777203804466e-58
P0A9P0	-1.04564473352481	-1.10373677314281	-0.987552693906821	26.0595092173157	-35.7167713397459	2.93618292865264e-58	8.84290837342089e-57	122.453107523655	P0A9P0	54	-36.2244734496702	1.11489663293836e-59	3.39384125575108e-58
P08660	1.56211019288873	1.47502320485974	1.64919718091773	23.7577496676238	35.592874203744	4.03765547503396e-58	1.20322133156012e-56	122.132887990124	P08660	26	36.0225979160129	1.88333280767034e-59	5.67203742395185e-58
P23721	0.809905742301233	0.764547778697524	0.855263705904941	25.3869963953471	35.4311781653685	6.12779863173523e-58	1.77018346188188e-56	121.713525065735	P23721	37	35.9733454606928	2.14113570259461e-59	6.38058439373194e-58
P0A6F3	-1.73511748268924	-1.83227820345107	-1.63795676192742	21.3026190049397	-35.4358473101086	6.0542861304996e-58	1.76697773561282e-56	121.725657727881	P0A6F3	24	-35.8555329422067	2.91196282959428e-59	8.58725705268896e-58
P0ACL5	-2.07142082237883	-2.18426943954603	-1.95857220521163	19.0328909527967	-36.4230877187371	4.86274783600239e-59	1.63886180044319e-57	124.260473019995	P0ACL5	2	-35.791638490095	3.44166003661895e-59	1.00446799625446e-57
P09551	-1.86438049771107	-1.96951504707124	-1.7592459483509	24.3515001902257	-35.1879331070263	1.1513033746364e-57	3.29226247837944e-56	121.07954641185	P09551	21	-35.5960781543689	5.74922211730295e-59	1.66082120551884e-57
P06987	1.15755532175825	1.09206013550267	1.22305050801383	23.4917074785993	35.070102747586	1.56474827233974e-57	4.4298023589938e-56	120.771084575846	P06987	28	35.5163381498942	7.09207150403976e-59	2.02804590181177e-57
P04036	1.14317728369641	1.07836403169441	1.20799053569841	23.750361016165	34.9989033996298	1.88429664566382e-57	5.26968592689787e-56	120.584263889857	P04036	23	35.4227110182428	9.07897833760868e-59	2.57025876737702e-57
P25526	-1.18763040878152	-1.25534212826207	-1.11991868930097	22.5863886590218	-34.8034366579888	3.14364280926948e-57	8.55735845484798e-56	120.069695496484	P25526	27	-35.2402067738771	1.47170017956696e-58	4.12513188945946e-57
P0C0L7	1.88421920502284	1.77738318484635	1.99105522519932	21.5208513331824	34.9959984374339	1.8986505282359e-57	5.26968592689787e-56	120.576634606229	P0C0L7	5	35.2282690484859	1.51905521978006e-58	4.21612286980132e-57
P07913	-1.16251174311346	-1.2284585008795	-1.09656498534741	20.4278540080396	-34.9790945917749	1.98439232891228e-57	5.45418901276764e-56	120.532229360199	P07913	8	-35.1412903558555	1.91384681139289e-58	5.26029157577988e-57
P0A991	-0.931991335906496	-0.986137110759223	-0.877845561053768	24.9061673711271	-34.1548172420096	1.74872110233106e-56	4.71488518161831e-55	118.34430198853	P0A991	26	-34.5979273291355	8.19439172379077e-58	2.23060797788958e-56
P05793	1.15176894451828	1.08463881117904	1.21889907785753	26.2602506643423	34.0449357086661	2.3451146803052e-56	6.26322609428681e-55	118.049243610722	P05793	72	34.5014987416356	1.06287698098629e-57	2.86571879349732e-56
P0AD61	1.07361087185664	1.01073998612979	1.13648175758349	24.5854396771317	33.8845705509087	3.60399990942873e-56	9.53544275102124e-55	117.61716881479	P0AD61	52	34.3525235635133	1.59049882078813e-57	4.24783222797282e-56
P0AD37	-1.57815513887467	-1.66645256303373	-1.4898577147156	18.8047898348595	-35.4655192970189	5.60747341157997e-58	1.65362054460238e-56	121.802727503341	P0AD37	2	-34.2462613039309	2.12220183264786e-57	5.61490970862251e-56
P18843	0.703395747836325	0.661906287616693	0.744885208055957	23.7176723153202	33.640823449632	6.94816460587527e-56	1.82131981474379e-54	116.957102856057	P18843	22	34.0633641274261	3.49253078587593e-57	9.15495801371736e-56
P0A9S1	-2.51485453417801	-2.66371040897351	-2.36599865938251	21.1233762375325	-33.5236697686675	9.53918954725672e-56	2.47756381727374e-54	116.638409338301	P0A9S1	6	-33.8421358289007	6.3995095945579e-57	1.66211116166912e-55
P77348	-0.79700167168582	-0.844538955541334	-0.749464387830305	21.9615692394638	-33.2682175211979	1.91004375430487e-55	4.91575806221554e-54	115.94022621355	P77348	16	-33.582877130955	1.30679858745161e-56	3.36322436461409e-55
P36683	-1.30352256652891	-1.38162075959024	-1.22542437346758	25.567938463331	-33.1193825894932	2.86828127475812e-55	7.31540926922544e-54	115.531354932515	P36683	95	-33.5370439250725	1.4833090835531e-56	3.78310632030524e-55
P76014	1.0598417449918	0.996172284491163	1.12351120549244	21.2314177322844	33.0304518982195	3.65971002102592e-55	9.25057059778962e-54	115.286310727152	P76014	13	33.3273303193501	2.65337789330302e-56	6.70688644280433e-55
P0AC33	-1.60071159091792	-1.69716453704274	-1.5042586447931	23.2925272096313	-32.9307980810619	4.81188389029837e-55	1.19495116609076e-53	115.011059717421	P0AC33	23	-33.3186863969983	2.71792730302089e-56	6.80924972995765e-55
P0A9T0	0.96351821658099	0.905365760106719	1.02167067305526	26.1564264919985	32.8773290995587	5.57464943421027e-55	1.37233326506516e-53	114.863086092607	P0A9T0	21	33.2655220943301	3.15130787377149e-56	7.82574788653254e-55
P31142	-1.06529944214654	-1.129431511738	-1.00116737255509	23.1528222270412	-32.9610553322104	4.4278422312826e-55	1.10931162449213e-53	115.094706307171	P31142	13	-33.2584992366745	3.21354869895693e-56	7.91091857978007e-55
P22256	-1.37857307833045	-1.46243210924745	-1.29471404741345	23.0247453074289	-32.6200496374345	1.13479449534152e-54	2.72254509856935e-53	114.148239858592	P22256	29	-33.0214684699046	6.23090526918783e-56	1.52066317388541e-54
P20966	1.13878743035596	1.0698067631593	1.20776809755263	22.1040825979793	32.7581930590973	7.74306841017592e-55	1.88970919562138e-53	114.532653663504	P20966	8	32.9292722661485	8.06990155249719e-56	1.95264028163415e-54
P0A993	-0.908891691321557	-0.964385976866163	-0.853397405776951	23.3852515874887	-32.4988903580914	1.5885250262202e-54	3.77908768842806e-53	113.809965355202	P0A993	22	-32.8919798234209	8.9613546603359e-56	2.14996568164499e-54
P69797	1.09355741648858	1.02666425149806	1.16045058147911	24.0054461282259	32.4387797861194	1.87773798041509e-54	4.42989685212926e-53	113.641746491709	P69797	28	32.8498984869214	1.00872822237366e-55	2.3997559643192e-54
P77569	-1.45888227700441	-1.54729308012992	-1.37047147387891	19.7188249898648	-32.7430835653407	8.07312053441723e-55	1.95341916520813e-53	114.490674438361	P77569	4	-32.8056679300685	1.1425069337306e-55	2.69536427449278e-54
Q47146	-1.83525942089019	-1.94907757006127	-1.7214412717191	21.1539652594395	-31.9956256446622	6.49589190013641e-54	1.51982396440382e-52	112.393501288514	Q47146	12	-32.3321896529021	4.37161959399882e-55	1.02281446864551e-53
