	t	AveExpr	B	logFC	CI.L	CI.R	adj.P.Val	P.Value
prt1	6.673225065840997	-0.9884705221850679	14.176165195708592	0.776110751972676	0.5475475812526799	1.004673922692672	3.849455687711328e-09	7.378123401446711e-11
prt10	5.987080942547114	1.609816827379825	10.292610396348389	0.8984064398214731	0.60360600576292	1.193206873880026	1.7563124232745663e-07	4.01024669981026e-09
prt100	6.7545695128759125	1.3638635531099623	14.80483490283564	0.8361385315752847	0.5929659952842122	1.079311067866357	2.011054769091342e-09	3.753968902303839e-11
prt1000	1.0766576563054726	3.6911567017987843	-6.318427912125553	0.139551537161005	-0.11505795415812081	0.3941610284801308	0.892967654377729	0.28211154346412365
prt1001	-0.047892278628048734	2.901409087639313	-6.889725575156496	-0.007377192000918242	-0.30996809304564843	0.29521370904381194	0.996665417873204	0.9618199399089327
prt1002	-0.6641666360485451	-2.4395744353478634	-6.387093131374263	-0.10061030119884684	-0.39851471487554235	0.19729411247784867	0.9579606409277849	0.5070090878860949
prt1003	0.5289493220363198	5.689382967365567	-6.738107651293053	0.11637335278389394	-0.3158418400473354	0.5485885456151233	0.9694046483244583	0.5970664094651207
prt1004	-0.08299061247539272	0.14619859434394833	-6.876771925239289	-0.00853554448997118	-0.21057415715394923	0.19350306817400686	0.995617540509565	0.9338900584464374
prt1005	0.8285867216524151	-1.0492586433366629	-6.477036464722629	0.1430452817256338	-0.19619047829800873	0.48228104174927633	0.9221296666292429	0.4077581835863563
prt1006	0.21363200847849118	3.672621363903521	-6.872967895888015	0.02383952202100037	-0.19536017966595387	0.2430392237079546	0.9907911337967645	0.8309135269199354
prt1007	0.5139306456861925	0.0079831081226859	-6.644515216766515	0.12419511068058231	-0.3506892407036758	0.5990794620648404	0.9694046483244583	0.6075463165259356
prt1008	0.4590862654245402	0.6156561446487446	-6.655730651028188	0.11236099048564996	-0.3686074683522194	0.5933294493235193	0.9695232346782722	0.6463896534801395
prt1009	-0.40589830281001504	-1.2796727258082805	-6.689947580946704	-0.07418829860175102	-0.4334195794457905	0.28504298224228847	0.9771990791074416	0.6850165544543165
prt101	-11.859967522704691	2.4853922040515393	54.93459278947802	-1.0926653129460573	-1.2736482447799724	-0.9116823811121422	4.362823072380807e-26	5.817097429841076e-29
prt1010	-0.9737798378653464	1.4605537608203052	-6.403959616292952	-0.1587641511252077	-0.4790521362820135	0.1615238340315981	0.9122420235597771	0.33061365701773016
prt1011	-0.013043019809093767	2.8695619897998217	-6.884634253504013	-0.0026912332776451997	-0.4080319847254715	0.4026495181701811	0.9971566505019822	0.9895984091345766
prt1012	0.43064989201496295	-0.7750564470048836	-6.680119740601094	0.07398544193931045	-0.26363792020029503	0.4116088040789159	0.9723288429518382	0.666927885212582
prt1013	0.29476832713263285	0.7935125309364403	-6.823522846864467	0.04163848296307937	-0.23591145171261046	0.3191884176387692	0.9854842704752326	0.768296276105326
prt1014	0.8537986193361216	-3.948598845458162	-6.228045455617301	0.20896220251752862	-0.27265265364181546	0.6905770586768727	0.9221296666292429	0.39389156588321883
prt1015	-0.44046266006087104	2.0413332210290807	-6.778102566159066	-0.10919261463958546	-0.5962325786016953	0.37784734932252434	0.9723288429518382	0.6597887603077934
prt1016	-1.6372429779088202	-0.29938756441891906	-5.48575280469323	-0.25171471359901565	-0.5538028722237955	0.05037344502576424	0.6785265517707979	0.10223133380013355
prt1017	-0.018140061365190627	0.444564687151114	-6.8888111053321825	-0.001094864657245509	-0.1196586245683232	0.11746889525383218	0.996665417873204	0.9855338720392214
prt1018	-0.5987622495652152	0.3956681214786346	-6.6627737099515665	-0.12135580856545203	-0.519599526142467	0.2768879090115629	0.9650867654722064	0.549613443418774
prt1019	0.9414215344288814	-1.4340527236154903	-6.300079842141037	0.160667726559653	-0.17479679368484713	0.49613224680415313	0.9172607811385721	0.34703032886409313
prt102	-2.4626593518195143	0.36854245339189695	-3.8390171139776728	-0.5687562319114478	-1.0225376041042042	-0.1149748597186912	0.21470719848139921	0.014134890566692114
prt1020	-0.25353527393283437	1.6829447834597215	-6.856452417658776	-0.02837199119465339	-0.2481920090103239	0.19144802662101712	0.9875933046007606	0.7999504351247936
prt1021	-0.8883673952710158	1.0433891131080613	-6.498656328561836	-0.12178434567069507	-0.39108561307465517	0.14751692173326503	0.9221296666292429	0.37474556284975735
prt1022	0.3543279873102725	-0.7804821742854111	-6.756510782086839	0.05827228356371153	-0.26502020181300634	0.38156476894042934	0.9795801506091194	0.7232762521566724
prt1023	-2.1209563161720757	3.8614419173345245	-4.657261177147034	-0.33622456414420876	-0.6476460732720812	-0.02480305501633634	0.3910725051960874	0.034393768541426784
prt1024	2.0638718040876745	2.2767422907081536	-4.782637016159808	0.29915335307027835	0.014414342112297862	0.5838923640282588	0.42720752688698094	0.039513526826503366
prt1025	1.0661267721772825	-6.147795747995824	-6.025813500859503	0.3022586009991821	-0.25574319986205574	0.86026040186042	0.8974122263808234	0.28725381373498265
prt1026	0.1315730151332323	-1.3251833103474107	-6.854555356915302	0.013873952373363085	-0.19333409087449388	0.22108199562122005	0.9956009601051652	0.8953786011928111
prt1027	-0.9623119637433466	0.4650899037214211	-6.36907195093395	-0.19888436202531395	-0.6049624815391043	0.20719375748847635	0.9146601694869636	0.3363687507819617
prt1028	-1.9221216908755605	2.133274673181399	-5.050819275441261	-0.587600410222429	-1.1882268349485716	0.013026014503713546	0.5220166916557264	0.05515976375162176
prt1029	-1.6248326008490028	2.809315485152044	-5.541089146909887	-0.5731432790456603	-1.2662383588797113	0.11995180078839052	0.6834338413657117	0.10485086678353969
prt103	-5.154735233839256	2.2974475486214567	5.960555359675654	-0.9133847251921872	-1.26146952251919	-0.5652999278651843	1.258712825236425e-05	3.5873315519238113e-07
prt1030	1.8678544004178201	-3.177272115209154	-4.997709768714054	0.3627495338627038	-0.019151947222842802	0.7446510149482504	0.5579358873858996	0.06258180870178508
prt1031	-1.4204420231978176	-3.042596558061061	-5.692696683695208	-0.24325329319533884	-0.580118562863486	0.09361197647280833	0.7794503197048158	0.15640969748743302
prt1032	0.051230418956810214	-0.07525120847959195	-6.850934024372486	0.006828402025274682	-0.2550330703594092	0.26868987440995856	0.996627899506239	0.9591619803489086
prt1033	1.2023541312549673	1.7786295102474288	-6.16889540468545	0.14331412581111813	-0.0908440925834639	0.3774723442057002	0.8622904596409299	0.22976963058003136
prt1034	-0.07150347599090498	4.950135309869245	-6.880156951031834	-0.01760220097885057	-0.5012028762539307	0.4659984742962295	0.995617540509565	0.9430241966744966
prt1035	-0.12831602940933096	6.22314328035077	-6.878141949405379	-0.03452621344346252	-0.5630911099438379	0.4940386830569129	0.9956009601051652	0.8979470302263233
prt1036	-1.1665593458222756	-5.692281242825319	-5.918331961522661	-0.2780120661327352	-0.7470726040604772	0.19104847179500678	0.8739940848079328	0.2443508477328225
prt1037	0.906138244351603	0.4639660684245924	-6.476137236063791	0.07265041985472764	-0.08485258758404662	0.2301534272935019	0.9221296666292429	0.3652761802785548
prt1038	-1.0378077113198014	0.876748970916165	-6.362301442073841	-0.13637062311105508	-0.39449483022571896	0.1217535840036088	0.8976140355079466	0.29982512290624147
prt1039	0.9340922931725689	3.0430382352421534	-6.4437608800959705	0.24865547773786556	-0.2742886853087504	0.7715996407844815	0.9192782565197318	0.3506842557739104
prt104	-6.033710855961711	1.6967800993465774	10.565990843796481	-1.0863391031805107	-1.4400302695843483	-0.7326479367766732	1.3705360421277115e-07	3.0151792926809654e-09
prt1040	-0.45664644843292557	-2.3108127792372377	-6.593541016972974	-0.05688057623923326	-0.3018183731650343	0.18805722068656777	0.9695232346782722	0.6481933057273326
prt1041	1.2680301878181817	-0.7934460878397988	-6.053039727449538	0.10300521620809089	-0.056596333033652246	0.262606765449834	0.8411513997393603	0.20538113343636047
prt1042	0.9778151170033851	0.6047924325659105	-6.394818971987475	0.08612231002525486	-0.08690536996276985	0.25914999001327954	0.9116836684586611	0.32861890805245364
prt1043	0.2082063234526267	3.1351313308632496	-6.875730500922923	0.03727543223941154	-0.3144258532654388	0.3889767177442619	0.9907911337967645	0.8351481940097667
prt1044	1.021259727935032	-4.537569355010404	-6.079574349924539	0.15694014913318322	-0.1455124860461705	0.45939278431253694	0.9024762275118291	0.3079803248904843
prt1045	-2.4340327593281796	-0.2315720242045998	-3.9483597565364383	-0.27204222729868077	-0.49162616609903637	-0.05245828849832518	0.22853126640113128	0.015277412215948432
prt1046	0.196941232757725	-1.946590166237801	-6.744973065428	0.02380783571536349	-0.21385696687829797	0.26147263830902495	0.9907911337967645	0.8439748784233863
prt1047	0.18010878868584607	0.6073394144396271	-6.8894124777352435	0.016699794565199433	-0.1654461551098797	0.19884574424027857	0.9907911337967645	0.8571361650537831
prt1048	-0.0590728349799687	1.9550796674758897	-6.877696701544511	-0.007089493697670868	-0.24285601589701367	0.22867702850167193	0.9961707671964701	0.9529166692769739
prt1049	-1.5018454067736124	-1.2033012509590988	-5.618196642631222	-0.27398648670591497	-0.6325541234495566	0.08458115003772676	0.7445511011319477	0.13386799248233344
prt105	-5.482791056254875	1.195816929493348	7.598888321374012	-0.9164071836917793	-1.244769431744845	-0.5880449356387136	2.5223860360926353e-06	6.558203693840852e-08
prt1050	1.0453035062070766	1.2823203119075401	-6.318999535034259	0.13801410817083792	-0.12137602989128471	0.39740424623296056	0.8976140355079466	0.29637426492255553
prt1051	0.23352262673535004	0.6596868704281657	-6.863939248495202	0.027135108971269473	-0.20112650372703106	0.25539672166957	0.9907911337967645	0.8154447968432905
prt1052	-2.1299703302845803	0.6453326835063301	-4.63963059103307	-0.22607072697072927	-0.4345736709834354	-0.017567782958023137	0.38734280082699957	0.03363426653847779
prt1053	0.8788303900724485	-1.6590198369783433	-6.370377459079608	0.13541267722237693	-0.16746793211897587	0.43829328656372973	0.9221296666292429	0.3800020767918775
prt1054	-1.3593881677856023	-1.9963175695851472	-5.897948074932451	-0.19146167955405402	-0.4683367032396358	0.08541334413152774	0.8041959432637301	0.17477858500265067
prt1055	-1.044654545348149	2.842395716134083	-6.326801055377641	-0.14553801433717029	-0.41922530884611203	0.12814928017177146	0.8976140355079466	0.2966636244676831
prt1056	-1.8467324200539688	0.887329186209787	-5.199174048270268	-0.19980575226510644	-0.412350849466538	0.012739344936325142	0.5687702755280805	0.06534660773888726
prt1057	-0.20592181887038716	-2.365456188883355	-6.726124302229661	-0.029189111496350062	-0.30787423365118066	0.24949601065848054	0.9907911337967645	0.8369592183777681
prt1058	-0.31524732514968556	-2.104583170890195	-6.7557170472281	-0.046949995207174744	-0.3397722134842826	0.24587222306993312	0.9844292440630811	0.7527452212821335
prt1059	-0.9358091163743837	0.9377156812775278	-6.451168007256385	-0.13694644229059438	-0.4244360055342581	0.15054312095306932	0.9189278886224062	0.34980521626892924
prt106	-4.229036524829707	-1.1099115562464867	1.9246275916095108	-0.8870521154061644	-1.2992868189466105	-0.4748174118657182	0.0007574616600459469	2.853105586173067e-05
prt1060	0.5818351700012829	0.12243891537350737	-6.707048997131507	0.054185568162396947	-0.12876134104247072	0.23713247736726462	0.9650867654722064	0.5609252094894221
prt1061	0.9367621391349811	0.16385448243390635	-6.427269804177182	0.13521621534812384	-0.14839557679941429	0.41882800749566196	0.9182212366180664	0.34934354461807715
prt1062	-0.5358684826219037	0.44405671172634076	-6.717448646878916	-0.07209233097420256	-0.3364084162274037	0.19222375427899854	0.9692429947843962	0.5922859540952014
prt1063	0.34695827157813247	-0.0391567410370085	-6.762718162756787	0.032684455114907696	-0.1524024819321304	0.2177713921619458	0.9795801506091194	0.7287701899867565
prt1064	0.5341207018090173	-1.827974073748651	-6.608846190382945	0.07364669380411293	-0.1973861550533465	0.34467954266157236	0.9692429947843962	0.5935421233111825
prt1065	1.6463321788083947	-0.8144766075878769	-5.525785131306515	0.3650062238860483	-0.07067436624981593	0.8006868140219126	0.6768643069515572	0.10037428916198095
prt1066	0.5460825074040677	-0.8363604753397994	-6.704613780481428	0.06173156480505104	-0.16037801076567898	0.28384114037578106	0.9666299828251357	0.585256863382808
prt1067	-0.3833915755014195	-0.7114834715412225	-6.80670715985727	-0.024386587605540216	-0.14934433817848433	0.1005711629674039	0.9782965481449772	0.7015853085924115
prt1068	0.5251243829047083	1.982769959049578	-6.7342079059461835	0.09023226990901467	-0.2473171555302302	0.42778169534825955	0.9694046483244583	0.5997155913474113
prt1069	0.8771910065451944	0.7352393448929423	-6.486649513920371	0.09268872150424456	-0.11489592174411625	0.30027336475260535	0.9221296666292429	0.3807889342623637
prt107	-8.316982918608442	-1.1638436844002187	25.025291798518204	-0.9998381418566993	-1.2360895748246234	-0.7635867088887751	9.856179967437512e-14	1.0677528298057305e-15
prt1070	-1.727506795828816	0.297001978887883	-5.385743479792524	-0.27826233979102166	-0.5947255815053674	0.03820090192332398	0.6307251237609525	0.08468715101276612
prt1071	-1.0233046732998958	0.936342540972175	-6.3402406610773285	-0.1601910497088017	-0.46774250834070996	0.14736040892310653	0.9008951656680554	0.3066510774011359
prt1072	-1.137660365066022	0.823652446124848	-6.242240595062551	-0.11841319181505133	-0.3228837369393047	0.08605735330920208	0.8820645146650655	0.255777561026907
prt1073	-1.544439326296957	2.733269901481516	-5.69733372157472	-0.28879864806257594	-0.656134946399141	0.07853765027398918	0.7246982962368722	0.12307792731089547
prt1074	1.0961552388563323	-0.0685304100732224	-6.248631224487536	0.12646516433613408	-0.10020682415199803	0.35313715282426617	0.8912471728702069	0.2735377086463571
prt1075	0.5955611991438737	-0.42957776273733594	-6.666397347633195	0.08914471988064698	-0.20494432428362502	0.383233764044919	0.9650867654722064	0.5517401702926054
prt1076	-0.19963235026924617	-2.901063668896396	-6.659062601739487	-0.031857061026750344	-0.34569915504372556	0.28198503299022487	0.9907911337967645	0.8418828208436909
prt1077	-1.0651620988723622	-0.7533391959007657	-6.271778631552031	-0.10951382622394157	-0.3115171868942438	0.09248953444636068	0.8974122263808234	0.2873189746030599
prt1078	0.8339819671519237	-3.102353959817658	-6.373218942880827	0.10947162013218592	-0.14874545776139703	0.36768869802576887	0.9221296666292429	0.40489300465553446
prt1079	-2.270916980535217	0.6835502716710254	-4.348394115268684	-0.5101246968249571	-0.9514763003888596	-0.06877309326105469	0.303605763857856	0.023580047659626815
prt108	-10.943924173258743	1.0576658196008402	46.630401539062234	-1.0926564825894443	-1.2887867109443791	-0.8965262542345094	1.499083513245316e-22	2.7483197742830795e-25
prt1080	-0.056829320836784956	-0.6917525790586433	-6.853997136714709	-0.005821890832489129	-0.2071092164046814	0.19546543473970315	0.996627899506239	0.9547043808424931
prt1081	-0.4103015919171835	-0.5527359774539469	-6.731527670146732	-0.06839022684509805	-0.39598619158057985	0.25920573789038376	0.9754801913612391	0.6817849953019193
prt1082	0.10599791302969891	-0.34059837710869223	-6.857960621696316	0.01715253349878476	-0.30081511384072124	0.33512018083829076	0.995617540509565	0.9156285904910987
prt1083	-0.23985893079263373	1.6222005530415873	-6.849175993544646	-0.028729079763823995	-0.2640180867084085	0.2065599271807605	0.990063364893707	0.8105318747263148
prt1084	0.3898578358849644	2.4565069901558694	-6.805007085519236	0.04436446087672108	-0.17917758380062782	0.26790650555407	0.9782965481449772	0.6967966039513127
prt1085	-0.3475703980750384	1.9739178723123159	-6.8058829122013496	-0.047352016508636297	-0.31498460359535885	0.22028057057808625	0.9795801506091194	0.7283011459550996
prt1086	-0.23051820106963133	0.7543819461839676	-6.84764609936735	-0.037578363503428136	-0.3578415535707456	0.2826848265638893	0.9907911337967645	0.8177810603425288
prt1087	0.43798267496538384	4.173699975482268	-6.794757024408155	0.07619396555811342	-0.2655518350009182	0.41793976611714506	0.9723288429518382	0.661577026014372
prt1088	-0.5734617070730408	-0.03567019254757976	-6.699371974239499	-0.1059302609236748	-0.46884640422278684	0.25698588237543724	0.9650867654722064	0.5665875156331786
prt1089	-1.4364602805953566	0.7507132711910802	-5.853481242885424	-0.2527871016168295	-0.5985306052498585	0.09295640201619954	0.7748957205770198	0.15149211337280738
prt109	-7.517218123387498	-0.539203087848377	19.565765957966352	-1.039574995408999	-1.3113279807249516	-0.7678220100930464	2.061061390733298e-11	2.8854859470266176e-13
prt1090	0.4804765787620272	2.6918375214561303	-6.793182693175325	0.07970017977207933	-0.24613470264126674	0.4055350621854254	0.9694046483244583	0.6310807309167581
prt1091	2.3123111715078064	0.6819725984772762	-4.235827313381186	0.2579133190775262	0.03880087962730738	0.477025758527745	0.28553299180553354	0.021142269266949846
prt1092	2.3385715968318617	0.1885745795863879	-4.195447733824462	0.24589775500779865	0.039346091734612926	0.4524494182809844	0.27583725427550093	0.019722363680698317
prt1093	-0.6008311332833655	0.8956170877712133	-6.715889520473783	-0.084661815250065	-0.36146139472233635	0.19213776422220635	0.9650867654722064	0.5482065520823358
prt1094	1.2623156060689769	2.0142758311452353	-6.11249098001837	0.14022177109145106	-0.07797986082349595	0.3584234030063981	0.8434188923552638	0.20737338275344205
prt1095	-0.15649994582915422	-2.5209687943504484	-6.668314876802109	-0.017626503202242905	-0.23908193032787467	0.20382892392338886	0.9912624703809887	0.8757221221615393
prt1096	1.0762704058466703	-2.200569678176489	-6.1943514690451575	0.14507006067610506	-0.11990894907294203	0.41004907042515215	0.892967654377729	0.28245058314070837
prt1097	0.9332843289346563	-1.420356009115387	-6.374698326617174	0.10459709172385301	-0.11565698739073765	0.32485117083844367	0.9192782565197318	0.3511739221699677
prt1098	-0.8675984417222018	-1.9681870542730264	-6.349474552711672	-0.273007446552056	-0.8916321539890538	0.3456172608849418	0.9221296666292429	0.38613729503161065
prt1099	-0.1686666241384503	-0.7140625566012061	-6.815667326792135	-0.03210426727821547	-0.40611830676885063	0.3419097722124197	0.9907911337967645	0.8661305527836372
prt11	1.4049745053713492	0.9568438566493019	-5.856881004187606	0.5796779721405353	-0.2310988177699541	1.3904547620510246	0.7819868870542254	0.1606983052896433
prt110	-4.526412705061005	-0.8022922234812432	3.1100952552020393	-0.7576711030506635	-1.0866094080048678	-0.42873279809645914	0.00021940196478397733	7.642501773308544e-06
