,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,6.00E-15,6.22E-16,2.67E-13,7.30E-14
Fisher,8.73E-06,9.58E-06,1.35E-01,6.22E-03,1.37E+01,4.65E+00
Stouffer,1.03E-05,1.30E-05,1.99E-01,6.14E-03,8.70E+00,2.18E+00
REM,2.17E-05,2.21E-05,1.86E-01,1.01E-02,2.35E+01,4.06E+00
RankProd,6.23E-03,6.10E-03,8.36E-01,1.61E-02,3.21E+01,3.93E+00
