,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,3.65E-16,1.00E+00,0.00E+00
Fisher,9.80E-01,6.17E-03,5.68E-01,9.36E-03
Stouffer,9.83E-01,2.96E-03,1.12E-01,1.13E-02
REM,9.11E-01,1.51E-02,7.50E-01,5.54E-02
RankProd,6.84E-01,1.35E-02,7.39E-01,7.16E-03
