,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,4.68E-16,1.00E+00,0.00E+00
Fisher,9.08E-01,6.22E-03,8.55E-01,5.38E-03
Stouffer,9.08E-01,6.22E-03,8.55E-01,5.38E-03
REM,9.64E-01,4.02E-03,9.41E-01,3.18E-03
RankProd,9.08E-01,6.22E-03,8.55E-01,5.38E-03
