,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,1.18E-15,1.88E-17,1.42E-14,2.25E-15
Fisher,2.21E-05,2.11E-05,8.71E-02,1.03E-03,1.74E+00,8.26E-01
Stouffer,2.21E-05,2.11E-05,8.71E-02,1.03E-03,1.74E+00,8.26E-01
REM,2.87E-06,2.66E-06,3.61E-02,6.59E-04,1.44E+00,5.65E-01
RankProd,2.21E-05,2.11E-05,8.71E-02,1.03E-03,1.74E+00,8.26E-01
