,FedProt,Fisher,Stouffer,REM,RankProd
1,1.2302658891627516e-14,1.26913379890321,1.26913379890321,1.999905926333042,1.26913379890321
2,1.1601830607332886e-14,2.06177490067401,2.06177490067401,1.672962170001661,2.06177490067401
3,1.2601031329495527e-14,0.959143062640875,0.959143062640875,0.755688195763659,0.959143062640875
4,2.0497492592141953e-14,1.5161076156358901,1.5161076156358901,1.14665583878147,1.5161076156358901
5,1.4988010832439613e-14,2.19674566127008,2.19674566127008,1.1344150899756302,2.19674566127008
6,1.3489209749195652e-14,0.9353169428447137,0.9353169428447137,0.795262276246169,0.9353169428447137
7,1.330012489031418e-14,2.60479595521124,2.60479595521124,2.2815731234628958,2.60479595521124
8,1.5709655798445965e-14,1.32535723612666,1.32535723612666,1.4694561026922601,1.32535723612666
9,1.0699774399824946e-14,2.26528410736329,2.26528410736329,1.49504402229054,2.26528410736329
10,1.4210854715202004e-14,3.23213536002822,3.23213536002822,2.0055788989464207,3.23213536002822
11,1.759703494030873e-14,1.4932492244780957,1.4932492244780957,0.9955460801169459,1.4932492244780957
12,1.790234627208065e-14,2.1757460432493203,2.1757460432493203,2.136917282409044,2.1757460432493203
13,1.4099832412739488e-14,1.4602436924545799,1.4602436924545799,0.806740078122835,1.4602436924545799
14,1.600108934241007e-14,4.26501757155526,4.26501757155526,1.9539655513431735,4.26501757155526
15,1.3905543383430086e-14,2.09548097279622,2.09548097279622,1.957701455052037,2.09548097279622
16,1.5792922525292852e-14,1.2294547357653587,1.2294547357653587,1.1670153158346577,1.2294547357653587
17,1.1499915603119248e-14,1.3601486583911697,1.3601486583911697,0.9516739719592503,1.3601486583911697
18,1.2712053631958042e-14,1.439598963148875,1.439598963148875,1.2685803309197259,1.439598963148875
19,1.5487611193520934e-14,1.145497009647058,1.145497009647058,0.690814563744877,1.145497009647058
20,1.5100767858378106e-14,1.6846355238590998,1.6846355238590998,1.355890109767973,1.6846355238590998
21,1.9872992140790302e-14,1.77877516698331,1.77877516698331,2.1243908697186917,1.77877516698331
22,1.2490009027033011e-14,1.70688091599915,1.70688091599915,2.283988393453066,1.70688091599915
23,1.2601031329495527e-14,2.0673873345348,2.0673873345348,1.8881514056291229,2.0673873345348
24,1.1157741397482823e-14,1.3058551998259829,1.3058551998259829,1.044029174174119,1.3058551998259829
25,1.3003487175922146e-14,2.46742998551989,2.46742998551989,1.4475536340330761,2.46742998551989
26,1.619537837171947e-14,1.1060893975462789,1.1060893975462789,1.9648752867330639,1.1060893975462789
27,1.2601031329495527e-14,2.29831237425958,2.29831237425958,2.23783652907829,2.29831237425958
28,1.3489209749195652e-14,1.4019743819378028,1.4019743819378028,0.935451465039836,1.4019743819378028
29,1.4210854715202004e-14,1.39870008517274,1.39870008517274,2.5728907730456596,1.39870008517274
30,1.860317455637528e-14,1.350923741173661,1.350923741173661,0.9550012091553388,1.350923741173661
31,1.5792922525292852e-14,1.743578147373554,1.743578147373554,1.3525913557465674,1.743578147373554
32,1.509903313490213e-14,1.70012839790736,1.70012839790736,1.207294418443536,1.70012839790736
33,1.2500417367888872e-14,1.900804594148813,1.900804594148813,1.111504254471573,1.900804594148813
34,1.3100631690576847e-14,2.873549415129129,2.873549415129129,2.568511327268531,2.873549415129129
35,1.2101430968414206e-14,1.2845638963937818,1.2845638963937818,1.1018073891607831,1.2845638963937818
36,1.3905543383430086e-14,1.6592751560076402,1.6592751560076402,2.202511734150464,1.6592751560076402
37,1.1601830607332886e-14,1.75794745922877,1.75794745922877,1.30575462787525,1.75794745922877
38,1.4700046735427463e-14,1.172243486998819,1.172243486998819,0.836961449702904,1.172243486998819
39,1.379452108096757e-14,1.5529781814088137,1.5529781814088137,0.9360383740903689,1.5529781814088137
40,1.3405943022348765e-14,1.15060069280849,1.15060069280849,0.976324518826053,1.15060069280849
41,1.2299189444675562e-14,1.32110652375009,1.32110652375009,1.597830296638564,1.32110652375009
42,1.2406742300186124e-14,0.9579634418032998,0.9579634418032998,0.7470865685794214,0.9579634418032998
43,1.8596235662471372e-14,1.214108755030142,1.214108755030142,0.8868013956893259,1.214108755030142
44,1.1324274851176597e-14,1.325359995306917,1.325359995306917,1.278397013342742,1.325359995306917
45,1.2906342661267445e-14,1.192970622108437,1.192970622108437,1.2342725422436192,1.192970622108437
46,1.600108934241007e-14,1.278925218491331,1.278925218491331,1.1096913829060695,1.278925218491331
47,1.529332216421153e-14,1.5053454824645598,1.5053454824645598,1.5189299552662878,1.5053454824645598
48,1.3697376566312869e-14,5.484499116113909,5.484499116113909,2.806997466383456,5.484499116113909
49,1.4099832412739488e-14,1.4464354317375772,1.4464354317375772,0.9778133725880711,1.4464354317375772
50,1.419697692739419e-14,1.077010187904321,1.077010187904321,0.858556710879253,1.077010187904321
