,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,1.48E-14,1.78E-15,5.46E-13,1.07E-13
Fisher,7.80E-06,7.94E-06,1.49E-01,6.14E-03,1.44E+01,4.70E+00
Stouffer,1.28E-05,1.24E-05,3.23E-01,1.06E-02,1.79E+01,2.47E+00
REM,1.75E-05,1.50E-05,2.41E-01,1.43E-02,3.05E+01,4.47E+00
RankProd,5.84E-03,4.94E-03,9.55E-01,2.66E-02,3.82E+01,3.93E+00
