,FedProt,Fisher,Stouffer,REM,RankProd
1,3.0503377601576176e-14,3.1329753772764706,3.1329753772764706,1.1689385298636799,3.1329753772764706
2,2.8407831642596193e-14,2.609855509013988,2.609855509013988,1.868510928621006,2.609855509013988
3,3.020153571675621e-14,2.7502836244189113,2.7502836244189113,1.3968560193831558,2.7502836244189113
4,2.5424107263916085e-14,3.2035681756522703,3.2035681756522703,1.9170291613767332,3.2035681756522703
5,2.9400093470854927e-14,1.873121665422214,1.873121665422214,1.330611654044288,1.873121665422214
6,2.930034687098626e-14,4.59752598772983,4.59752598772983,3.22134946276042,4.59752598772983
7,2.581268532253489e-14,4.73596138717018,4.73596138717018,1.2307363959135111,4.73596138717018
8,2.5700036716813646e-14,2.183610868184177,2.183610868184177,0.998842342123513,2.183610868184177
9,2.5299207173645755e-14,4.517264388764517,4.517264388764517,1.802049155305951,4.517264388764517
10,2.760031786452899e-14,2.1707046809933197,2.1707046809933197,1.5711512250528181,2.1707046809933197
