,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,5.59E-16,1.00E+00,0.00E+00
Fisher,9.82E-01,3.80E-03,5.82E-01,1.20E-02
Stouffer,9.67E-01,5.29E-03,1.27E-01,6.78E-03
REM,8.75E-01,1.66E-02,7.47E-01,6.21E-02
RankProd,6.02E-01,8.11E-03,6.13E-01,1.03E-02
