P_1.RIC_1	P_1.RIC_2	P_1.RIC_3	P_1.RIC_4	P_1.RIC_5	P_1.RIC_6	P_1.RIC_7	P_1.RIC_8	P_1.RIC_9	P_1.RIC_10	P_1.RIC_11	P_2.RIC_1	P_2.RIC_2	P_2.RIC_3	P_2.RIC_4	P_2.RIC_5	P_2.RIC_6	P_2.RIC_7	P_2.RIC_8	P_2.RIC_9	P_2.RIC_10	P_2.RIC_11	P_3.RIC_1	P_3.RIC_2	P_3.RIC_4	P_3.RIC_5	P_3.RIC_6	P_3.RIC_7	P_3.RIC_8	P_3.RIC_9	P_3.RIC_10	P_3.RIC_11	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_5.RIC_1	P_5.RIC_2	P_5.RIC_3	P_5.RIC_4	P_5.RIC_5	P_5.RIC_6	P_5.RIC_7	P_5.RIC_8	P_5.RIC_9	P_5.RIC_10	P_5.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
67682	112460	200910	92581	112850	83593	196470	83479	180330	90345	97985	52545	63265	137490	95731	93203	98821	79666	155300	92355	60953	103200	116870	111810	131070	115840	98851	144060	117480	338140	143350	154250	138820	153760	204290	208000	146910	86824	347020	243320	143080	128270	233190	82988	88533	142810	110860	126830	111850	100250	127820	129880	116590	96430	163180	437740	451170	343790	150590	327570	143160	279090	192690	218580	230040
21963	14600	19667	15443	25015	15162	15692	14342	18351	16411	22441	26627	19624	50927	24472	48765	21266	23326	22422	36763	22021	27254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14745	24429	40025	20589	40753	18073	29218	15031	16906	14311	23063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90256	51576	55436	54540	44798	57485	65521	60404	54146	46302	51347
44942	32722	35484	28180	48306	29771	33550	30530	30754	33313	37290	33508	24215	34460	33677	57943	31550	30872	27414	40735	29085	41090	24126	22684	23612	21344	20917	23292	23848	23222	24276	20552	35341	37610	62151	48366	56899	35174	80317	38413	38927	35940	38103	32200	25662	38026	36830	34102	31650	41332	34071	31137	32658	29798	88123	97339	95474	91178	68158	81490	81617	80295	80525	78898	69227
21304	13977	14689	7883.3	17923	13103	13579	12103	15001	12467	18536	9498.5	3249.2	3838.7	4108.9	5851.7	4686.4	4502.3	4265.2	4056.6	3283.4	6317	61485	30179	29725	31017	25836	47423	27937	46052	33010	40691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38647	40789	79176	39018	73273	39097	93440	34900	42967	36125	46775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254400	582950	278530	354710	237430	364260	311940	368700	353910	464420	365520	250950	327780	483480	515680	250810	446210	365740	353040	278610	367350	390680	634970	1100700	962960	1186100	873800	806740	897570	890550	1042000	886660	2042500	2774700	1309800	2504400	1576200	2211500	1639900	4383100	3145300	2023800	2083600	559710	729000	473100	798600	525050	704400	424620	686060	641190	780380	543290	2410200	3236000	2109300	3509200	2361700	2876400	2072700	2907200	2074900	3064400	2524600
4923.6	6220.6	6800	7009.6	5741.3	7518	7224.7	7026.3	6772.8	6724.6	6505.7	2674.4	3140.2	4791.9	4274.4	4813	4392	3683.7	4157.7	3704.6	3943.1	3321.3	26334	39547	39454	25276	31153	32752	40367	34289	39814	29359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55106	61071	65031	59802	74622	64887	84095	50164	55823	59970	45021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92667	50753	54821	36999	67819	48901	39456	40125	49390	56024	65390	90573	50054	69662	68787	123650	62190	50532	55675	59294	62307	78005	161960	142520	133260	165080	96975	142520	125530	124810	159760	139570	81580	142980	172720	104850	157730	94947	279030	109090	69616	85245	128660	115200	124140	167880	136300	160140	151760	167840	124060	124090	124930	129950	229190	212930	200640	213340	158790	171780	264560	171890	227530	186150	196570
79269	25801	24283	24049	31219	22222	24200	21436	24615	25643	28920	8889.5	5537.1	7898.5	5745.2	8204.4	5537	5406.2	6259.5	5324.2	5048.2	7968.5	51789	38886	43949	39856	37789	44863	60006	56331	40690	35074	41946	49665	45050	54544	40434	46338	44899	57438	40116	45313	43215	51295	48579	54074	50826	65304	53128	62279	54552	50159	48934	48179	52439	67845	60162	55322	48850	57744	50617	51672	62191	63457	42746
29969	49796	39421	39859	41930	36930	47311	36113	44591	40622	35363	15516	21870	27762	32507	22363	37128	26673	32378	21256	22155	26294	61285	69730	82545	56563	55818	60060	63621	98186	73493	58549	17263	21132	12476	20692	14821	8274.1	17667	20133	14300	16501	13959	44478	61013	64226	66327	53958	58176	50426	89533	56779	63048	50197	14206	41207	40749	34227	19523	42191	10179	33666	20270	27953	22017
350100	318740	507430	263480	1476400	323630	242990	253300	275800	243870	509970	133480	120490	243190	120360	216540	184570	187780	122570	306450	170490	444560	1290300	912120	697310	1167100	1817300	850360	989460	841150	693710	1248100	912810	1260800	13321000	1253400	1158900	1155700	1281600	989670	958070	1095500	1842100	1805800	2454000	895700	902570	2256100	783860	817410	761490	2007200	726960	1098100	4236800	1903600	4791300	1654100	2154900	2181200	9949600	1449200	4975500	2177800	2455200
7469.5	13475	18074	10369	11392	10359	18609	11793	14203	12905	12671	7157.3	9908.2	12668	13931	9515.9	14964	10612	15908	10568	9362.8	12914	24044	27271	26771	29758	19393	25291	25686	39628	26868	30537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39366	42640	55499	46831	43324	41062	43381	51026	58279	41134	37212	26836	59037	106870	55003	31995	60220	32006	39246	39750	48179	40245
192020	197060	163450	158930	187240	149250	167910	167540	187520	154810	173510	102390	93636	118240	113480	143650	105220	116190	107520	109150	92393	119090	399580	424520	378080	403030	381520	512780	419180	564940	439590	417070	528020	682520	727160	581170	640160	498870	643970	552010	454580	596690	598420	570220	516040	493470	650900	609190	533970	525740	538720	529460	571500	522580	583700	637240	556900	640390	561940	653780	520920	614020	649000	580270	551870
5476400	4239500	4573200	4530500	4925800	4417100	5143500	3892300	4955400	4333100	5372600	4607400	4277800	4124900	3855800	5097200	4335000	5265600	4730500	4072700	4360100	5347700	12873000	10253000	10182000	12825000	8795000	13009000	10751000	14641000	9796500	12086000	50290000	43277000	62083000	37667000	62545000	35476000	39048000	29636000	52271000	40634000	51242000	12633000	9533500	10622000	10739000	8716000	9558200	9124600	10143000	11225000	9327700	9971900	53515000	61263000	60262000	57894000	64954000	52752000	82005000	53744000	60673000	49695000	56904000
15512	29198	19173	18325	11927	13524	18294	15966	22100	20485	20170	19641	13762	19032	17789	15168	17001	16724	18983	19832	20634	18487	78528	78227	79598	82780	90790	79090	82049	150080	97019	82126	13745	9812.6	21261	11558	12993	18702	17288	13105	11518	9268.3	17082	53189	69572	47523	47074	58824	55350	56229	49674	57762	44117	55438	70236	78457	90578	62702	107920	59669	50046	31493	77490	68338	68641
424730	724610	527030	543870	398160	654490	642560	569000	566270	656670	674130	540850	516570	681770	612490	347120	568350	506530	499310	621640	495710	577280	929800	1156300	1284000	1056300	1153400	1484000	1239900	1171100	1396700	1122500	2970100	3911500	2296900	3853800	2685400	3795500	2639800	3456200	3730900	4116000	3232100	1053400	1164300	1081500	841360	1086900	1004500	1071500	861670	922780	990840	982820	3559300	3503500	3648900	3023600	3873300	2951300	2055200	2786500	2269800	3615300	3180300
1553	1502.1	1064.7	1553.2	6339.8	1031.3	4347.7	934.35	2199.8	1789.1	2392.4	2429.7	2656	3014.4	2284.9	1901.3	2145.1	3729.1	2395.3	3686.3	2356.6	3968.3	29960	29744	35228	35997	33922	38780	38367	38886	35724	33201	74014	66857	88610	69249	94443	55980	91568	97881	91871	71104	72604	15180	17592	16216	17608	21014	18952	19569	25209	17559	21355	16426	74255	81268	64868	86178	98440	82578	95099	57659	75543	110710	89557
129480	307620	142740	133560	182900	138600	108570	187460	126200	200710	163890	148350	89156	177330	279460	250050	177960	117410	178430	199360	167980	183060	662300	611220	488890	524740	326280	415860	438770	445820	728810	453250	936020	872630	495540	1100100	888460	528910	630390	1049200	483570	1022300	810750	264960	188180	308170	280220	252090	399190	227860	308440	235030	294970	258310	1163100	700900	603070	1549300	1217700	845190	1358700	947330	898040	1001400	788770
41411	65453	46098	53666	55666	49968	51126	49227	41545	48812	56269	36268	47718	55382	59386	68281	57047	57906	57369	60508	54101	58435	156720	152010	161780	146370	130550	155260	145390	200140	142140	164200	289850	330610	265780	234940	359070	211280	196460	255310	233930	251010	273610	105960	136710	92029	137650	80487	117920	78037	119470	86229	95441	99580	268470	395830	395470	420910	360920	357060	458670	433380	329500	386200	342260
1016400	1059400	928590	977570	908060	937180	964730	893260	928600	995300	1089900	871910	734340	949860	790770	989710	892630	1016400	848930	900870	943670	1039200	2255100	2055900	2043000	1992700	1564500	1990100	2060200	2394000	2257600	2006600	7960000	8856800	10968000	8381200	8757900	7425500	6172500	7219800	8999900	8370200	8355200	2358100	1757300	2356000	2353900	2240900	2213100	2425200	2134100	2113200	1977100	2042300	9320400	10261000	9543000	10700000	10114000	8458200	10222000	9849800	8689800	9386100	8889500
16369	17186	19423	17231	15067	14450	15870	14014	20008	18968	17819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8609.2	8107.4	8082.7	8535.9	7081.8	6401.4	9433.6	11064	8733.6	8579.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11391	10671	13319	13413	13728	14773	12729	13021	12141	14198	12266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6183400	4421200	5883800	4568300	4401700	4935000	6350200	2728900	6040000	4718300	6192500	6254400	3994900	3696500	4876000	6427000	3844700	5248300	4645300	4803500	4871100	5740300	235980	168270	161980	207260	137910	263470	248890	185800	168600	193430	2024200	1205500	2118700	1116600	2109300	813580	1719200	612830	1719800	660070	1254200	315220	201130	319530	327550	219010	337720	268970	249310	179030	245670	307990	1890100	788320	2889900	1471700	1572600	1672600	2519700	2817900	1973200	1481600	1707100
417750	250730	364670	466560	379460	305680	405750	306890	349260	355170	481150	382340	204590	214150	297270	417360	277350	347180	284890	269560	267330	380940	19775000	13159000	13030000	14435000	9594000	17618000	20561000	15852000	11653000	14558000	1.14e+08	60309000	97252000	65334000	76405000	59979000	66531000	41346000	64056000	59061000	69268000	11219000	9982200	12965000	10353000	10162000	15059000	10970000	10279000	7877400	10168000	11329000	112410000	89493000	1.18e+08	101970000	151860000	97195000	156530000	140520000	99266000	94388000	103360000
18046	22491	30098	22963	27760	18256	25171	22277	28849	21298	24772	3605.7	2385.9	3481.8	3231.9	4890.1	2884.3	2809.8	3084.6	3119	2881	3434.9	182410	155020	142770	149790	122400	152690	141310	304560	164710	178960	81374	99846	112430	117130	108920	92573	147030	107120	130770	96782	103690	229570	138150	301510	252640	403400	223240	431790	234600	334290	253920	191000	318150	368100	438400	374670	261850	361420	278620	279940	334390	303990	231030
212190	265850	240980	217700	188410	258440	210410	274890	144200	313900	184900	205480	115140	96196	250000	189190	186960	238820	211980	175720	227560	158410	482080	1480400	1271400	363090	973450	479070	1663300	839980	1178300	665420	1262000	2665900	590860	1198900	1290800	1946300	707610	2044700	656900	1220400	848440	319520	552850	488020	605390	954970	435520	788420	478930	380700	437440	440100	942610	991040	1357900	966960	847960	654980	443810	827550	1038500	1382300	899180
10579	11891	34426	13310	15207	10141	21080	8766.8	20574	12234	13538	4914.1	4975.9	9056.4	7928.9	6377.4	8418.4	7181.9	9017.3	7499.6	5727.8	8179.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7095.1	7269	7965.5	6821.5	3761.3	5632.4	14616	8058	8252.6	7645.4	10623	18556	15235	25460	23432	22821	22556	27723	21122	32826	23576	17332	48089	112450	152000	99232	57629	94980	42195	71414	60202	60802	58562
3896.3	4268.1	5055.9	4024.2	4105	3596.6	4639.9	3325	5160.4	4291.3	5374.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11137	18532	17228	10697	14176	9191.5	9959.3	20659	18019	14344	30796	27841	26732	38676	27610	25792	29413	33245	34033	27420	38800	55854	59025	74960	70685	72225	69475	79504	87149	70137	69237	55590	57747	71816	73113	91829	60526	82043	57501	82402	88106	84876	54908
30284	39237	26071	25900	34423	31110	30178	34175	26926	30771	37774	22959	36579	58721	54293	64258	47133	54644	62773	61150	52900	59668	126590	145990	177170	123370	140440	141630	132980	187700	175270	135470	86303	83599	73415	80663	92367	60324	63816	67149	59311	57047	70819	94807	153610	118440	67599	84690	94244	98346	133510	98121	85199	101500	146130	145460	232630	141630	192510	159900	142130	177460	97690	182200	180480
7406.6	3894.3	6647.3	4362.6	5923.8	4873.3	5798	4080.2	5416.6	3784.5	5570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5615.6	4627.8	4252.5	5814.9	4182.3	5507	4109.1	6330.6	5301.6	5686.2	13216	20860	31770	18935	34241	20209	43162	22388	18111	17957	24665	45946	35560	51027	46977	40969	38826	51653	34617	39506	32662	42144	35606	31046	37658	34239	37262	28504	55406	35099	38214	41122	40494
24704	39104	51782	29850	37838	24242	41206	24607	46053	24670	36718	27839	22642	36071	26345	28107	22613	26896	38331	26049	25803	37141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42386	66006	90561	66370	82044	38289	177920	67054	75668	41055	111150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86264	73579	122000	89151	50022	84195	53871	63611	85481	45332	57178
989530	1351500	960500	824740	853640	1134500	1186100	768330	1341700	1056400	1342500	1432600	1019200	1410100	1254400	1238200	915760	1067300	912210	961610	944680	1291100	3258100	2807100	2626400	2502200	2277100	3028100	2687400	2212000	2890800	2601700	3056000	5798600	5058700	6108500	6060600	4015500	8151000	3666700	3436600	4859200	5287100	2994700	2973000	3253000	2336300	4268100	3213100	3412000	2953000	2746800	2652700	2853800	10951000	9446000	9160500	8061000	6600300	9704800	5213700	4044900	10280000	6609000	8023400
4822.4	3904.5	5226.8	3908.3	4763.4	3883.1	4524.7	3967.2	4248.1	3892.9	4951.7	11212	4190.7	4946.7	4389.9	13739	5175.1	5097.7	3381.5	8075.4	3980.7	11661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2063	1597	3264.3	1994.2	2056.2	1633.5	6146.6	1645.3	1563.1	1771.1	2386.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49346	68196	54427	62641	51304	69741	53811	54524	48863	69846	62825	61716	72680	95404	109200	69975	100080	72843	93512	78417	75301	91938	117320	135450	113830	113110	76979	111470	99441	143620	121750	108810	103860	101110	102670	124560	107160	94576	102450	96852	92337	106070	100800	137640	147640	139300	145260	121140	154290	132980	158110	115370	125190	122850	45660	49914	54262	55364	33519	42526	69701	37012	34134	51838	45314
858660	753990	876530	645980	893910	709420	921420	581360	879050	683380	846150	807770	707010	890860	777540	997090	883280	851560	664840	1037000	792650	962990	1992500	1805000	2090300	2553800	1927200	2181600	2103700	2184100	2103100	1934100	11035000	11122000	13714000	11904000	15270000	10449000	12350000	11232000	13013000	9891400	10744000	2519500	1795600	2631700	3166900	2777900	2842100	2585200	2698600	2411100	2647800	2236700	8082800	12503000	9493400	12726000	9390000	10716000	13064000	10218000	12013000	11404000	8440600
140430	142770	136970	121130	166850	127680	149960	126530	144030	134390	147730	121230	105270	130530	130060	160470	130660	117440	118940	142230	116740	139850	425030	368410	375800	399140	301290	415670	358830	509520	387030	359050	280030	298140	355970	306620	365340	226210	337440	265450	255830	250580	294280	328550	264140	349060	333160	333680	324660	322400	312290	297040	299400	245440	258910	251580	255770	334770	239730	247170	334070	242900	418070	296910	220190
6978.3	8233.5	11870	8411.2	10522	7195.7	12661	7841	12794	7964.4	9355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9021.7	6183.8	8834.1	9335.9	10124	8552.1	11472	8828.8	10419	9365	7149.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106960	185500	237170	139660	248900	99543	208590	168330	270670	236520	240080	158830	113310	178350	254990	118370	161670	245800	135500	76688	113040	182850	454860	278820	235490	290870	251440	359390	587490	518600	186450	359600	362870	768750	1015600	537430	1032700	760250	821190	252660	1062600	563260	631590	324970	652250	551320	169760	250530	300720	570840	205970	327510	335170	354190	1392900	469110	370780	434850	376240	240610	381840	263140	438160	506830	622830
22539	34608	26594	26103	22874	18579	23337	23111	27102	27485	28479	16928	23562	24915	24236	15073	24450	22584	20031	21193	20656	23274	49916	43878	42038	38915	41170	35347	42987	56984	41017	34377	83265	100810	96614	85889	97802	82176	89529	86947	93582	79212	106170	29164	24448	24361	32702	24169	27097	22243	28131	24558	26731	21502	203290	369240	238680	315010	254630	217740	274120	256370	232590	235290	221010
28095	35876	28058	23947	22888	27320	27773	24538	24467	32970	30024	3283.8	2575.4	4207.4	3648.4	3453.8	3808.2	3737.9	3589.2	3608.7	3623	3972.3	8311.7	9625.3	9890.3	8044.3	6726.7	9207.5	8396.4	8110.6	10391	9069.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24658	29186	28450	29538	30633	33551	26642	28999	25641	27610	24627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95765	98065	119770	67070	199250	60637	98864	68843	77578	76564	102460	37361	30625	35716	41092	76199	44733	51821	29338	61423	39579	58367	167040	247950	213100	274850	190170	218410	174460	223210	247650	171740	135800	309860	343590	244290	465450	303920	286400	255750	242180	227660	198120	249270	200930	239550	205800	232130	283260	209180	234630	236000	214700	189600	520370	586400	672220	709000	642460	570890	897920	499340	705910	905440	478590
21158	22617	21143	22759	24246	24086	22990	21069	32619	24188	24568	26074	20780	27287	23673	25284	21059	23851	23580	25889	21876	27328	20748	24745	24692	26199	23467	113940	67443	49337	50619	26720	65267	62349	89930	59624	78365	56786	106690	65891	65931	58094	70951	21667	28670	26319	26817	25548	24925	120500	67366	45131	54641	23218	42534	45324	47624	49200	52371	43817	44543	47013	50972	45821	49668
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19498	11563	14824	12615	22941	13777	12430	12970	12592	14820	15286	3583.1	3282.8	3049.8	4269.6	3905.7	5618.5	22419	3901.9	6628.2	3399.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2759.8	4289.8	3916.8	4217.8	4312.7	4852.9	5562.3	21266	3478	4939.2	3029.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225440	158880	171740	127910	175890	142520	165770	124830	160710	165920	192590	133510	76074	121840	104870	196050	96397	90684	93478	111720	95585	132120	252920	217650	187980	205360	157240	231730	191560	239610	216220	212060	271860	327790	337660	249040	353830	230400	361120	294800	251950	280130	334140	222680	240880	323930	231540	507880	271800	316940	216100	227520	235380	251030	280880	203470	240080	243300	271930	184400	286540	195350	283450	259560	240270
841400	744860	731410	665140	1070400	727760	812680	612020	938090	627910	919170	772910	663410	689520	697910	990820	639700	839270	626850	786650	601760	832950	1791700	1229100	1241400	1313400	1168100	1652700	1283200	1693900	1299000	1559400	2113400	2988300	4141900	2705300	3724700	2525000	4397800	2144700	2448100	2702000	3e+06	1739900	1629900	2019500	1781300	1679500	1698300	2242600	1977800	1878400	1673100	1857600	4804200	5327800	4184100	4461300	5027300	3772600	5152400	5017500	3864100	3786000	4163600
18352	27964	28609	26439	24799	23336	44312	23990	37097	28298	24928	5851.9	8118.1	10023	12800	9976.4	13975	9842.2	12779	9250.6	6677.8	11883	4058.7	4217.3	3625.7	4662.1	3564.5	4002.4	4482.5	6322.9	3902.6	5181.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13111	18067	17654	19867	18527	17102	14924	25587	23111	18150	15301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64839	64353	58588	42105	55857	45749	58648	42088	55669	54150	62360	23503	27027	38136	26497	42670	32578	27196	26509	24091	22910	34704	30182	29589	31818	28064	25524	24349	34679	32619	31120	31049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88159	89200	188830	112130	142240	96915	81646	169920	92400	92907	103590	13342	15436	25715	17295	13259	20264	16840	16158	17803	21619	15383
