,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,1.77E-14,8.88E-16,1.36E-12,2.75E-13
Fisher,3.15E-07,9.95E-07,5.52E-01,6.35E-02,1.53E+02,3.83E+01
Stouffer,3.43E-06,1.08E-05,4.75E-01,4.29E-02,1.16E+02,2.79E+01
REM,3.18E-07,1.01E-06,1.39E+00,1.33E-01,2.06E+02,2.61E+01
RankProd,4.97E-03,3.48E-03,4.92E+00,1.88E-01,2.94E+02,4.44E+00
