,MeanDiff,MaxDiff
FedProt,6.030678306758593e-14,7.105427357601002e-13
Fisher,9.715317295948873,163.44109964312022
Stouffer,7.184954336301666,118.41162910730382
REM,25.173594997836876,256.90165399639926
RankProd,28.898016706641794,286.2665366118944
