,FP,FP,FN,FN,Jaccard,Jaccard
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
Fisher,2.00E-01,4.22E-01,6.90E+00,4.48E+00,1.65E-01,2.15E-01
Stouffer,0.00E+00,0.00E+00,7.10E+00,4.46E+00,1.62E-01,1.77E-01
REM,3.30E+00,1.64E+00,1.80E+00,1.48E+00,5.54E-01,1.67E-01
RankProd,2.37E+02,1.72E+01,0.00E+00,0.00E+00,3.59E-02,2.22E-02
