,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,3.01E-16,1.00E+00,0.00E+00
Fisher,9.88E-01,1.07E-03,9.77E-01,1.54E-03
Stouffer,9.88E-01,1.07E-03,9.77E-01,1.54E-03
REM,9.38E-01,2.23E-02,9.27E-01,2.15E-03
RankProd,9.88E-01,1.07E-03,9.77E-01,1.54E-03
