,r,r,rho,rho
,mean,std,mean,std
FedProt,1.00E+00,4.54E-16,1.00E+00,0.00E+00
Fisher,9.81E-01,4.85E-03,5.78E-01,8.06E-03
Stouffer,7.04E-01,1.51E-01,1.42E-01,1.52E-02
REM,8.77E-01,2.07E-02,7.63E-01,4.66E-02
RankProd,5.90E-01,1.22E-02,6.13E-01,6.77E-03
