,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,2.50E-15,3.86E-17,3.26E-14,6.02E-15
Fisher,4.75E-05,4.63E-05,2.21E-01,3.11E-03,5.27E+00,5.55E+00
Stouffer,4.75E-05,4.63E-05,2.21E-01,3.11E-03,5.27E+00,5.55E+00
REM,2.07E-06,2.13E-06,6.02E-02,1.57E-03,2.41E+00,9.11E-01
RankProd,4.75E-05,4.63E-05,2.21E-01,3.11E-03,5.27E+00,5.55E+00
