,FP,FP,FN,FN,Jaccard,Jaccard
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
Fisher,4.00E+01,5.88E+00,2.94E+01,4.74E+00,4.46E-01,3.58E-02
Stouffer,3.34E+01,4.10E+00,3.63E+01,5.60E+00,4.11E-01,4.64E-02
REM,7.84E+00,2.80E+00,1.53E+01,3.32E+00,7.51E-01,3.95E-02
RankProd,1.47E+02,1.18E+01,2.82E+01,4.84E+00,2.45E-01,2.30E-02
