,MinDiff,MinDiff,MeanDiff,MeanDiff,MaxDiff,MaxDiff
,mean,std,mean,std,mean,std
FedProt,0.00E+00,0.00E+00,1.33E-14,1.69E-15,6.63E-13,2.74E-13
Fisher,7.39E-06,8.22E-06,1.46E-01,5.04E-03,1.32E+01,4.67E+00
Stouffer,1.17E-05,1.11E-05,4.10E-01,5.88E-02,2.92E+01,8.11E+00
REM,1.18E-05,1.35E-05,2.22E-01,1.30E-02,2.62E+01,4.94E+00
RankProd,3.21E-03,3.26E-03,9.10E-01,1.95E-02,3.44E+01,5.62E+00
